image_filename,image_url,caption
image_33.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Hymenocallis_occidentalis161739715.jpg,"Hymenocallis occidentalis - Woodland, hammock, or northern spider-lily"
image_34.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/WaltonWalker%26TahsinYazici.jpg,"English: Brigade General Tahsin Yazıcı receiving the Silver Star from Lieutenant General Walton Walker (December 15, 1950)."
image_35.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Egg%C3%B8ya_1882.jpg,"English: Peninsula Eggøya, Jan Mayen. Deutsch: Halbinsel Eggøya, Jan Mayen. Holzschnitt aus dem Expeditionsbericht der Norwegische Nordmeerexpedition."
image_36.jpg,https://upload.wikimedia.org/wikipedia/commons/8/85/Drosophila_setosimentum.jpg,"English: Drosophila setosimentum, one of the Hawaiian picture-wing species."
image_37.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Stephen_B_Whatley.jpg,"""English: Stephen B Whatley standing in front of """"The Sleeping Beauty Beyond The Wall: Kensington Palace"""""""
image_38.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Sideral_Air_Cargo_737-300SF_SBSL.JPG,"Português: Boeing 737-300 da Sideral Air Cargo, de prefixo PR-SDL, no Aeroporto de São Luís, Maranhão."
image_39.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Trachurus_declivis.jpg,"A school of Jack Mackerel (Trachurus declivis). Fairy Bower, Manly, NSW"
image_40.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Masdevallia_coccinea_-_Flickr_004.jpg,Masdevallia coccinea f. alba 'Snowbird' AM/AOS
image_41.jpg,http://upload.wikimedia.org/wikipedia/commons/d/de/Rome_Sint_Sebastiaan_buiten_de_Muren_Antonio_Giorgetti_13-01-2011_12-36-01.JPG,"Nederlands: Het grafmonument van Sebastiaan boven zijn graf door Giuseppe Giorgetti (c.1671-72) in de Sint Sebastiaan buiten de Muren, langs de Via Appia in Rome"
image_42.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Fernando_Quintanilha_Mendonca_Dias.jpg,Português: Vice-Almirante Fernando de Quintanilha e Mendonça Dias
image_43.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/2006_Rally_Legend_-_Lancia_Delta_HF_Integrale_16v.jpg,"""San Marino, October 6–7, 2006. The 1990–91 Lancia Delta HF Integrale 16v of Massimo """"Miki"""" Biasion at 2006 Rally Legend."""
image_44.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Schwein-Kopf.png,"Deutsch: Schematische Darstellung eines Schweins, Schweinskopf."
image_45.jpg,http://upload.wikimedia.org/wikipedia/commons/2/25/Inside_of_the_plane.JPG,English: inside
image_46.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/BAG_woonplaatsen_-_Gemeente_Teylingen.png,Nederlands: BAG woonplaatsen - Gemeente Teylingen.png
image_47.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/%D0%9D%D0%BE%D1%87%D1%8C_%D0%B2_%D0%93%D1%80%D0%B0%D0%BD%D0%B4_%D0%9C%D0%B0%D0%BA%D0%B5%D1%82%D0%B5.jpg,Русский: Ночь в Гранд Макете
image_48.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Distribution_of_Irish_Exchequer_Tax_%282000_to_2017%29.png,English: Recreation of the Department of Finance chart on the distribution of Irish exchequer tax revenues
image_49.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/NN_11-08-2020_16.jpg,Русский: Станция метро «Горьковская» Нижегородского метрополитена English: Gorkovskaya metro station of the Nizhny Novgorod metro
image_50.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/South_Shore_Hospital_-_geograph.org.uk_-_127572.jpg,"English: South Shore Hospital. The NHS hospital on Lytham Road, seen from outside St.Margaret's Catholic chapel, to the right of shot."
image_51.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Steam_locomotives_Lisa_Moritz_water.jpg,"English: Dresden Park Railway, Saint Nicholas' Eve, Steam locomotives 001 Lisa (right) and 003 Moritz shorly after water refilling at ZOO station (white water tower on the left)Deutsch: Dresdner Parkeisenbahn, Nikolausfahrten, Dampflokomotiven 001 Lisa (rechts) und 003 Moritz kurz nach dem Wasserauffüllen (weißer Wasserturm am linken Bildrand), Bf. ZOOČeština: Drážďanská parková dráha, Mikulášské jízdy, parní lokomotivy 001 Lisa (vpravo) a 003 Mořic krátce po doplnění vody (bílá vodárna vlevo) v prostoru stanice ZOO"
image_52.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Museu_Nacional_de_Etnografia_de_Nampula.JPG,"Español: El Museo nacional de etnografía de Nampula es el único museo nacional de Mozambique que no está localizado en Maputo.Português: O Museu Nacional de Etnografia de Nampula, é o único museu nacional moçambicano não localizado em Maputo. O edifício é um projecto do arquitecto Mário de Oliveira"
image_53.jpg,http://upload.wikimedia.org/wikipedia/commons/4/46/Dallau_-_Schloss.jpg,Deutsch: Das Dallauer Schloss: Eckturm und Palas blieben erhalten.
image_54.jpg,http://upload.wikimedia.org/wikipedia/commons/1/10/Stora_Teatern.jpg,"""English: Stora Teatern (""""Grand Theater"""") in Gothenburg, Sweden. Svenska: Stora Teatern i Göteborg."""
image_55.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/%D0%9F%D1%80%D0%B0%D0%B2%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0_%D1%86%D1%80%D0%BA%D0%B2%D0%B0_%D0%A1%D0%B2%D0%B5%D1%82%D0%BE%D0%B3_%D0%93%D0%BB%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D1%98%D0%B0_%D0%91%D0%BE%D0%B3%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D0%B0-%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D1%81%D1%82%D0%B0%D1%81.jpg,Српски / srpski: Иконостас у Православној цркви Светог Глигорија у Товаришеву
image_56.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Talaia._Sentimenduen_analisia.png,Euskara: Sentimenduen analisirako Talaia ataria. 2016ko EAEko hauteskunde autonomikoen termmetro digital gisa. English: Talaia portal of sentiment analysis. Digital thermometer of the 2016 regional elections.
image_57.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Pomodoro_cigliegino_grappolo_01.jpg,This file was uploaded with Commonist. Italiano: Grappolo di pomodori cigliegino a diverso grado di maturazione
image_58.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Lelwel_Hartebeest00.jpg,"""English: Drawing of Lelwel Hartebeest (Alcelaphus buselaphus lelwel), from """"Records of Big Game"""", Rowland Ward"""
image_59.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/George_Thomas_Adkins_passport_application.jpg,English: Archives New Zealand Reference: ACGO 8333 IA1 1350 / 15/11/59182
image_60.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Traction_La_Ferte-Vidame.jpg,English: 80 Jahre Citroen Traction Avant 2014 La Ferte-Vidame
image_61.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Diodora_ruepellii_002.jpg,"English: Diodora rueppellii (G.B. Sowerby I, 1835) (underside) , a keyhole limpet from the family Fissurellidae; Malaga, Spain"
image_62.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Winston_Lackin_e_Antonio_Patriota.jpg,"Português: Brasília - Os ministros das Relações Exteriores do Suriname e do Brasi, Winston Lackin e Antônio Patriota, dão entrevista sobre os acordos de cooperação entre os dois países."
image_63.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Aga_Niigata.JPG,English: Flag of Aga Niigata 日本語: 阿賀町旗
image_64.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/The_Black_Dahlia_Murder_-_Wacken_Open_Air_2016-AL1489.jpg,Deutsch&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016English&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016
image_65.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/CPPatternAndCloisons.jpg,English: Adding cloisons to patterned base Cloisonne production at an official state production facility. Picture taken late September 2002 by Leonard G. Selectively digitally blurred for jpeg image storage reduction.
image_66.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/De_Eenden_Wanroij_-_GvKempen.jpg,"""Sculpture """"De Eenden"""" in Wanroij, The Netherlands"""
image_67.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Modica_interno_della_chiesa_di_S._Maria_di_Betlemme.jpg,Italiano: Modica: interno della chiesa di S. Maria di Betlemme (xilografia di Barberis 1892).
image_68.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Tomasz_Majewski_na_stadionie_Or%C5%82a_podczas_4._Mityngu_Kamili_Skolimowskiej_25_sierpie%C5%84_2013.JPG,Polski: Tomasz Majewski na stadionie Orła podczas 4. Mityngu Kamili Skolimowskiej 25 sierpień 2013
image_69.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/%D0%A2%D1%83%D1%80%D0%B3%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C_%D0%9C%D0%92%D0%94_%D0%91%D0%B5%D0%BD%D0%BA%D0%B5.jpg,Official Russian Empire coat of arms Turgai Oblast. Герб Российской Империи Тургайской области в Гербовнике МВД. Утверждён Императором Всероссийским Александром Вторым в 1878 году.
image_70.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Jonankg.jpg,日本語: 城南学園幼稚園
image_71.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Lord_Stanley_of_Preston.jpg,English: Portrait of Lord Stanley of Preston.
image_72.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/Clash_21051980_12_800.jpg,"The Clash, Chateau Neuf, Oslo, Norway"
image_73.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/2KR6.pdb.png,Structure of presenilin
image_74.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Akula_%28Typhoon%29_class_submarine_DD-ST-85-06625.jpg,"""English: A starboard quarter view of a Soviet Project 941 """"Akula"""" class (NATO reporting name: """"Typhoon"""") ballistic missile submarine underway."""
image_75.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/AFR_DL42_01.jpg,Alishan Forest Railway Diesel locomotive DL42 阿里山森林鐵路柴油機車DL42
image_76.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Karachi_Streetshots2.jpg,"Karachi Streetshots. Karachi by day, on the road."
image_77.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Frost_Olympos_in_Avacha_Bay_Petropavlovsk-Kamchatskiy_27_August_2010.jpg,"Русский: Фрост Олимпос в Авачинской бухте, Тихий океан, Авачинская губа, Камчатский край, Петропавловск-Камчатский in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (в бухте находятся военный корабль Иней с сопровождением РБ-262, Фрост Олимпос и катер береговой охраны, на заднем плане ЗАТО Вилючинск и вулкан Вилючинская сопка) English: Frost Olympos in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (Iney assisted by RB-262; patrol vessel of the coast guard of the Russian Federation, ZATO (closed administrative-territorial formation) Vilyuchinsk and Vilyuchik in the background)"
image_78.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a0/Diffa%2C_30_septembre_1866%2C_soci%C3%A9t%C3%A9_mini%C3%A8re_Mokta_el-Hadid.jpg,"Français&#160;: Diffa offerte le 30 septembre 1866, par la société minière Mokta el-Hadid (Algérie), au vice-amiral de Gueydon, commandant en chef."
image_79.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Bibliotheek_van_Merksem.jpg,Nederlands: Bibliotheek van Merksem
image_80.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/%27Resolution%27_in_Belfast_-_geograph.org.uk_-_636807.jpg,"English: 'Resolution' in Belfast. The highly unusual ship 'Resolution' in the building dock at Harland and Wolff in Belfast beneath the gantry cranes 'Samson' and 'Goliath' 599214 The ship is used in the construction of offshore windfarms and was in Belfast to collect turbine foundations that had been manufactured by Harland and Wolff for an offshore windfarm in the Solway Firth (see http://news.bbc.co.uk/1/hi/scotland/south_of_scotland/7151034.stm ). Its unusual shape comes from the six 130m legs which, once on site, jacks the vessel out of the water and provides a stable working platform to construct windfarms at sea. See http://www.ship-technology.com/projects/mayflower/ for some technical info on the Resolution."
image_81.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/1972_Oldsmobile_Cutlass_Supreme_%2815117916589%29.jpg,"""9th Annual Saturday Night Cruise-In September 20,2014 Hastings, Minnesota My second time to this event and the second time I got rained on. It was nice before and after the rain though. I did miss quite a few great cars that left before I could capture them, including a white 1962 Imperial that I caught a glimpse of at &quot;Back to the 50's&quot; More of my car pictures at my Flickr site: &lt;a href=""""https://www.flickr.com/photos/greggjerdingen/collections/72157631550277505/""""&gt;www.flickr.com/photos/greggjerdingen/collections/72157631...&lt;/a&gt;"""
image_82.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Samuel_Cole_Wright.jpg,"English: Samuel Cole Wright, a veteran of the American Civil War and recipient of the Medal of Honor"
image_83.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/NM_landevei_fellesstart_2020_R%C3%B8yse_-_9_Idar_Andersen_-_13_Jonas_Iversby_Hvideberg.jpg,Norsk bokmål: NM landevei fellesstart 2020 Røyse - 9 Idar Andersen - 13 Jonas Iversby Hvideberg
image_84.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Spain_Cadiz_Municipality_of_Algeciras.png,English: Municipal locator
image_85.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/%D0%A1%D0%BE%D0%B1%D0%BE%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2.jpg,"Русский: Иконостас, барабан"
image_86.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Iran_-_Hamedan_view_from_Alvand_Mountain_-_panoramio.jpg,English: Iran - Hamedan view from Alvand Mountain
image_87.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bakenranef_sarcophagus_Florence.JPG,"English: Limestone sarcophagus of Bakenranef, vizier under Psametek I. From his tomb (Saqqara). Reign of Psametek I, 26th dynasty, Late Period. Florence, Museo archeologico nazionale. Italiano: Sarcofago in pietra calcarea di Bakenrenef, visir sotto Psammetico I, rinvenuto nella sua tomba a Saqqara. Regno di Psammetico I, XXVI dinastia, Epoca Tarda. Firenze, Museo archeologico nazionale."
image_88.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Gare-Lenclo%C3%AEtre-1900-2.jpg,Français&#160;: Le bâtiment voyageurs vers 1900.
image_89.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Poggio_Renatico_-_Abbazia.png,"Italiano: Abbazia di San Michele Arcangelo a Poggio Renatico. In stile gotico-lombardo del XIV secolo, è stata inaugurata nel 1907. Sul tetto sono visibili i danni del terremoto dell'Emilia del 2012. Sulla destra si intravedono i detriti derivanti dai resti del campanile, demolito con 120 microcariche di dinamite dopo essere rimasto seriamente danneggiato dal terremoto."
image_90.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Bassigny-localisation.jpg,Localisation du Bassigny
image_91.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Giorgos_Souflias.JPG,Ελληνικά: Γιώργος Σουφλιάς
image_92.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/PRIstateswoninmexico.png,English: States won by PRI
image_93.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Sankt_Urban_im_Bezirk_FE.png,Deutsch: Bezirk Feldkirchen
image_94.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Batavia_Stad_2_klein.jpg,English: Batavia Stad Nederlands: Batavia Stad
image_95.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Little_Brother_performing_in_Atlanta.jpg,"Hip hop group Little Brother performing in Atlanta, Georgia."
image_96.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/F-11F_Blue_Angel_and_Fleet_2.jpg,English: Grumman F-11F Tiger and Fleet Model 2 in the Cradle of Aviation Museum. Grumman F-11F Tiger en Fleet Model 2 in het Cradle of Aviation Museum.
image_97.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/%D0%9A%D1%80%D0%BE%D0%BD%D1%88%D1%82%D0%B0%D0%B4%D1%82.%D0%A4%D0%BE%D1%80%D1%82_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_I._%D0%92%D0%BD%D1%83%D1%82%D1%80%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B2%D0%BE%D1%80.jpg,"Форт Александр I. Внутренний двор. This is a photo of a cultural heritage object in Russia, number: 7810285015 This template and pages using it are maintained by the Russian WLM team. Please read the guidelines before making any changes that can affect the monuments database!"
image_98.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f3/Gymnasium-GHC.jpg,Paul-Gerhardt-Gymnasium in Gräfenhainichen
image_99.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Bettkober-Grafschwerin01a.jpg,Deutsch: Kurt Christoph Graf von Schwerin Русский: Памятник графу Шверину
image_100.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cc/Hagfish_at_the_Oakburn_DSC09110.JPG,"English: Hagfish, Duiker Point, Cape Peninsula."
image_101.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Kapela_Pu%C5%BEevci.jpg,Slovenščina: Kapela Puževci Slovenija English: Chapel Puževci Slovenia
image_102.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Zager%2C_J%C3%B6rg-1.jpg,Deutsch: Jörg Zager
image_103.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/Lannoy7.JPG,"Deutsch: Eustachius de Lannoy ergibt sich 1741, nach der Schlacht von Colachel, Gemälde, um 1750, Padmanabhapuram Palast, Tamil Nadu, Indien"
image_104.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Pfaffenstein.jpg,Čeština: Stolová hora Pfaffenstein Autor Zp.
image_105.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/Nishitetsu_Shirakibaru_Station02.jpg,"English: Nishitetsu Shirakibaru Station(eastside entrance), Nishitetsu Tenjin Omuta Line. 日本語: 西鉄天神大牟田線 白木原駅（東口）"
image_106.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Maqueta_del_lloc_arqueol%C3%B2gic_de_Kotosh_del_Museu.jpg,Català: Maquesta del lloc arqueològic de Kotosh del Museu de Kotosh
image_107.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Polar_Music_Prize_2005_-_Carl_XVI_Gustaf_and_Thomas_Fischer-Dieskau.jpg,"English: Thomas Fischer-Dieskau, nephew of Dietrich Fischer-Dieskau, receives the 2005 Polar Music Prize in place of his uncle from the hands of His Majesty, King Carl XVI Gustaf of Sweden at the Stockholm Concert Hall."
image_108.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/%E7%A6%8F%E5%B7%9E%E4%B8%9C%E7%AB%99_-_Fuzhou_East_Railway_Station_-_2014.09_-_panoramio.jpg,福州东站 - Fuzhou East Railway Station - 2014.09
image_109.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b4/RO_BN_Biserica_evanghelica_din_Morut_%2811%29.jpg,"English: Lutheran church in Moruț, Bistrița-Năsăud county, Romania Română: Biserica evanghelică (turnul clopotniță și ruina navei bisericii evanghelice C.A.), sat Moruț; comuna Matei This is a photo of a historic monument in județul Bistrița-Năsăud, classified with number BN-II-m-B-01679"
image_110.jpg,http://upload.wikimedia.org/wikipedia/commons/7/72/Rongk%C3%A4ik%2C_Stockholmi_Eesti_Kool.IMG_5028.JPG,Eesti: Stockholmi Eesti Kooli koor XI noorte laulu- ja tantsupeo rongkäigus
image_111.jpg,http://upload.wikimedia.org/wikipedia/commons/5/54/7_Bukowskie_Prezentacje_Fokloru_Mlodych_-_festiwal_2009.JPG,English: Folk festival in Bukowsko.
image_112.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8a/Neud%C3%B6rfl%2C-Leitham%C3%BChle-%281650%29.jpg,"Deutsch: Neudörfl, „Hofleithamühl“."
image_113.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Pallas_Spangel_verbessert.jpg,"Deutsch: Pallas Spangel, Rektor Universität Heidelberg, Buchtitelseite"
