image_embedding,caption_embedding
"[1.825457034614012, 2.293664063019794]","[-2.459369179976452, 1.1436618555163758]"
"[-4.3244439631421585, 1.10120918871181]","[2.734154733986758, -3.2573033792595445]"
"[1.2265044136176433, -2.9042797616284703]","[-3.8456827130004316, -0.5120205965047421]"
"[-3.545957515425367, 0.18736521181036445]","[-3.9104691796410203, 0.7286947150535866]"
"[-1.9034171291980415, 1.4000146442204253]","[-0.3164867665299086, 0.34780732031277006]"
"[-1.9824910311446649, -1.8649649097631371]","[-0.37085329463049127, -2.1373419810360312]"
"[0.35363492942453173, -1.7731310782278222]","[-1.8769643574585078, -1.5350753567326763]"
"[1.0851633912757213, -2.2270527028450497]","[-0.8732119033079202, 1.378745950663975]"
"[0.7836683811021563, -2.506557918414198]","[-2.8627648431642583, -0.24036464203172517]"
"[0.05758927633672013, -1.9660796999454442]","[-4.727119758451027, 0.2008323069907852]"
"[-1.9015562058358106, 1.0848489783472848]","[-2.6063396935596423, 1.9074230888269113]"
"[-4.503214738005942, 1.5273644390223273]","[1.546555606001448, 1.822465130231332]"
"[0.15173265271042946, -2.4226324758769073]","[-3.8188305293623044, 0.8705969670381746]"
"[-0.68095686163086, -1.9888853404852431]","[1.669404125440675, 0.654337259843921]"
"[0.1432500745063428, -3.0963670643411887]","[3.665974402209822, -3.6909129024756093]"
"[-0.2702265130991384, 0.12741265475583158]","[1.337996062418111, 0.06057755057471317]"
"[1.9603605263928692, -1.853230379316017]","[4.007562135819273, 1.2833532082286379]"
"[0.4092577146301273, -2.0759902300834607]","[0.2104562234684994, -1.3522552780865462]"
"[3.1950325871030634, 0.08082611046249544]","[0.9799768332452736, 0.7960431225847704]"
"[2.6131614892634993, 2.385992911003932]","[-2.02740676712274, -0.4100485061354671]"
"[0.6640987413435764, -0.3878881348504866]","[-2.92055763008909, 0.9545134769218736]"
"[2.7020405253143953, 1.4215082031203787]","[0.41166287648526245, 1.3904657088102101]"
"[1.8986009449907026, 2.3730794362640704]","[2.1473952307542574, 1.1342670348096853]"
"[1.6952001699392407, 1.144939422854779]","[-0.424411984733754, 0.14182540878316194]"
"[-0.2154789042934145, 2.5192162996837304]","[4.077812878198928, 1.1682462030097942]"
"[-0.283833608884667, -1.177801994782318]","[0.8684112657459045, 0.014154772597945734]"
"[1.0210607033444168, -2.6877323725624174]","[1.09589984065982, -0.2977892679086851]"
"[-2.869993116602384, 0.2994564967772426]","[-3.5487517401588335, -0.604416673592412]"
"[-2.5655487378623136, 0.976095674948249]","[0.3045100442070815, -1.9661769485438603]"
"[0.5643069104940814, -1.775619524366528]","[-2.278861641957564, 0.3240358754580816]"
"[-0.6162612794181764, -1.8503657799962367]","[-2.6521228507312893, -0.44248780425348827]"
"[-0.31849342239958695, -2.495033075464938]","[1.306319512802265, 1.6292991546134838]"
"[-0.33230198746070533, -0.31278884532040346]","[0.03314416430450209, -0.3082308961922533]"
"[-0.9151699814011853, -2.7887386036920385]","[-2.947478361909393, 0.2326234115137893]"
"[-0.35852285008058465, -1.8960815485210185]","[-3.1181914220988105, -0.27094545264052444]"
"[-0.8511973027138559, 0.8370423029167657]","[0.5712309817922382, -0.531783446228195]"
"[-1.5896858419816997, 3.889668818504729]","[-1.9176488403361727, 1.4019567496028735]"
"[0.09276438920046667, -2.7023820294366425]","[1.2026997932757408, 1.9491011432939052]"
"[-2.4542601894560665, 2.3738329134043954]","[-1.2926552844366792, 0.9327823519093339]"
"[2.45607211868022, -0.2706890501669394]","[2.337309265810446, 0.210905757508412]"
"[-4.458136391717907, 1.1440056329597208]","[1.9400335096246544, -3.18011319293527]"
"[-1.9963132093801381, -2.131521050890045]","[-2.380677971082537, -0.7957292332938576]"
"[0.17959093729867787, -1.5306777279579853]","[0.4833771909082929, -1.821440818918083]"
"[-1.9470425568412717, -1.238155013207242]","[-2.702320843443117, -0.08892475701946632]"
"[1.2147112506949374, -0.5144564733566483]","[-2.3989686369923895, -0.3154961205576154]"
"[1.7157401533965948, -0.27358849585939543]","[-1.2848368849557505, -0.7116266727457508]"
"[1.3120053285072146, -1.5574823797977273]","[3.783982187960104, 1.4764402123230345]"
"[-2.6401586706099094, 2.040207375110501]","[-0.560466293676282, 1.4415653858937516]"
"[3.0735883851331027, 1.4813184586477868]","[2.00913782398639, -0.4636012493954054]"
"[1.6385963811639632, -1.8438590723871635]","[-3.864214429807381, 0.1325715316804367]"
"[-0.04294497063971401, -1.8599266611110084]","[-5.381752057232611, 0.8997350089008221]"
"[-4.63009833628445, 1.9516736725707855]","[-0.7836403008660466, -1.635296698158394]"
"[1.0710467171236748, -1.5166210079876126]","[1.1873913884343124, 1.7756013983434125]"
"[-0.5355194969032122, 0.39204018590902545]","[2.7616532647320846, -2.7258825170511662]"
"[0.21294933766948757, 1.760787079311321]","[4.120557384243394, 0.9367482150444171]"
"[1.6128897565201334, -0.6768566383486545]","[-0.38973012006321, -0.896475999953623]"
"[-1.4565920051810277, 0.3603288503178924]","[-4.10711615510533, 0.4495315433047482]"
"[-1.0338245564835686, 3.791217015896459]","[-0.2034331907627484, 0.5174517138088159]"
"[1.8681734620247785, 3.274788839125094]","[-0.11998793754895677, 1.983964307657878]"
"[-0.039480836513634446, 0.30747063836883454]","[3.1681720667570783, -1.510696872368432]"
"[-2.174401568791695, -1.1259071206277216]","[3.8387784233923505, 1.1117148293724703]"
"[-0.6989957978607663, -0.5134597712882508]","[2.3749942683075185, -3.116943425656838]"
"[-0.4424284940240322, 1.4677483941948262]","[2.1367393412877984, 0.8825084316460178]"
"[3.482138610345939, 0.6105186159314403]","[1.8030126886825684, -1.8225460979913313]"
"[-1.0366708529166242, -2.738793505245021]","[0.013443152082166279, -0.7219579171114042]"
"[0.8381922848598508, -2.1960728693965077]","[-5.481890818650313, 0.5837301028078531]"
"[2.5024392507840463, 0.636413266083939]","[0.5535126208707267, 0.029461940721647255]"
"[2.2844459433479636, 2.9058654530973533]","[0.2931567766928816, 0.5679466467316925]"
"[-3.366673851123641, 1.1325270558408778]","[2.0635656052599822, -0.1777641749968275]"
"[-0.7677071204232864, -2.1661475803036514]","[-2.7817312118829287, -1.1171864133327052]"
"[1.8950311578933454, 3.3105764442047336]","[-3.2476223264857755, 1.338818802895819]"
"[-0.41959950765087467, -0.8414135582668664]","[3.4487354175974736, 0.3443916234835259]"
"[-2.573045940164988, 1.9298645126547929]","[-0.009051020890853134, 0.03478340027359106]"
"[1.7443387125310268, 0.8203654979786642]","[4.008497544367932, 1.3830034849002097]"
"[3.389092583060529, 0.11991744610046881]","[-0.6101854633056601, -0.31300188005105806]"
"[-0.03184880822099732, -0.06297547907003523]","[0.2440818357860238, 0.9084013949732007]"
"[-2.951883045459305, -0.9454509604310463]","[-3.4384121607917524, 1.1942757427622765]"
"[3.265636826994445, 0.534428710258425]","[-0.2982661966502431, -0.5516588429669996]"
"[1.7953328539597146, 3.0941703268620615]","[-1.9894483367598699, 0.6800762631423962]"
"[-0.19615984227617406, 1.021995982319579]","[2.130613289910553, 1.7815187834280668]"
"[1.154449688603104, 0.4009927049967981]","[1.7738550301971427, -0.7166856524575906]"
"[-1.820647921003019, 2.7687938024227474]","[4.067175436492078, 0.1607684321635677]"
"[-2.8895325908586837, 1.502622363389406]","[0.900134396793495, 1.2492868781878526]"
"[0.3078142036436782, -0.6089243563198452]","[2.523928334390517, 1.8276775155304401]"
"[-3.1429865879862646, 1.464784676809832]","[-0.03946857044625921, -1.7458725092920266]"
"[0.3131442206185363, -2.418961534475351]","[1.7587348387887092, 0.6363766497072526]"
"[-1.2136819788037172, 1.5312932115527773]","[1.0570808684435327, 0.5201021889694637]"
"[1.2129042455097714, -3.399054569501364]","[3.8673567082134865, -0.055212229641090134]"
"[-1.5036117315911055, -1.7451498621840429]","[-4.24817307008107, 0.7467469639776241]"
"[-1.011040474265281, -2.717443159792222]","[0.8644044880801043, 0.5897147723431198]"
"[2.1866227067382056, 3.5211937109461173]","[-0.6041662303460559, 0.43829179583172206]"
"[-3.0856838302943985, 1.597043442831479]","[0.07593019938407154, -0.3594904669897891]"
"[-0.5613631412240709, -1.8999476866482006]","[1.7169470419997381, 0.33221194339032845]"
"[0.9764707259825656, -1.2818480180708638]","[-1.9726140107019838, 0.013615508972904379]"
"[-3.7636019780580385, 1.191684620629576]","[1.1200993136717514, -2.4738629219933377]"
"[-0.9265946598932703, 3.306082090037674]","[0.3953581247781491, 0.7076811786301349]"
"[-1.5990192081192336, -0.5453642456792687]","[1.4567473384381093, -0.39891795380280537]"
"[0.8576902410486192, -0.7962828721658254]","[-1.1394159453301569, -0.8015684603592729]"
"[-1.4919455768694632, -1.019861811662236]","[1.5768480138759098, -2.4791671084163127]"
"[-1.2168804011968066, -2.0722850980537904]","[-4.619026084703711, -0.03319744364830751]"
"[-2.4758242135372366, -0.5483685833508253]","[0.26067650657448277, -1.8714373409170437]"
"[2.3602770899982586, 2.5064684835799023]","[0.30620636097662457, 0.0208261127163219]"
"[-4.404089389024339, 1.4421614879770703]","[3.0251481294241405, 0.8262693093291479]"
"[3.386749329257877, 1.2891474499556257]","[3.220095157636933, 1.6779797350599674]"
"[-1.1393419993684883, 0.34259523505158757]","[-0.9468359071421267, 0.03244474434098411]"
"[-0.1191132719161019, -2.3807278522633184]","[-2.951713590610364, -1.0803617279036115]"
"[0.4540065357156657, -0.9534079430922073]","[1.1380781819749217, 1.530976909695615]"
"[1.712581205102787, 3.0447956948805848]","[-2.1460211065259998, 0.8911221857325071]"
"[1.7848346588448607, -0.30008426522257475]","[2.2286717382098966, -0.23798352755468993]"
"[-1.0259591789718823, 1.3602666864058448]","[-2.7661712686440736, -0.06016261358625674]"
"[-1.4438999906327694, -2.8297023639329364]","[2.311238246856142, -3.0930565552962332]"
"[-2.247900735763673, 0.5058080311712326]","[-1.6036979698862466, 1.4912648369460366]"
"[-0.3889994584309282, -0.444611768941651]","[-2.171069247315015, -0.43513417865190623]"
"[-0.12946420262743705, -0.7592288896153242]","[-1.5180257314972085, 1.2950071199703295]"
"[-1.408634274586746, -1.2335448692537738]","[-3.801233194659321, -0.3004089793348692]"
"[1.691716939219354, 2.888102440787705]","[1.8114462610717246, 0.14481674370913344]"
"[0.14958792928109527, 0.3105889525282899]","[-2.6934983161522594, 0.9681399683984918]"
"[-1.7275006741214203, -3.1245544457268055]","[2.1900057983064127, -3.2623565224885067]"
"[-0.10825992119514412, -2.776494105170223]","[0.025868018604728957, -0.7266580445246273]"
"[-0.4143805814338443, 4.050678801774457]","[-0.26828771675208657, -0.14624676936158207]"
"[-0.5490937006354258, -0.6230930067908376]","[3.631071105363409, 1.25410862375695]"
"[3.1276283511696725, -0.2679241885432972]","[0.3949522587350655, 1.098581778470648]"
"[1.9215041859231408, -0.023199431611219772]","[2.510588421025553, 2.783691556302744]"
"[1.4625659748277364, -0.5319531430987008]","[1.9793135187646693, -0.04353125346192928]"
"[2.918519254065616, -0.3332161784930675]","[2.206098500422427, -0.5165523620841532]"
"[0.3171752167211772, -1.7066449005093667]","[1.5059669726360634, -2.403043764090687]"
"[-2.042542704368799, 1.522790380295206]","[-1.9351544662125115, 1.1882701881660895]"
"[2.49652455094429, 0.06669723303780177]","[3.077906129633203, 1.8868757863019132]"
"[-4.086825912677584, 1.0020543852447357]","[2.946947218807914, -2.737301030364004]"
"[-1.418393471604321, -1.567306649114584]","[-3.0272709047630744, -0.2085242509437796]"
"[0.16098168005961302, -3.1960891572846717]","[3.4963835635106304, -4.363141192018029]"
"[-0.6478089011933004, -2.1812638242018942]","[-2.637452345591878, -0.5961598743733594]"
"[1.6669197494299344, -0.41269197749241326]","[-2.401786298474776, -1.1828055981223495]"
"[-1.7555262265162155, -2.2399362056512895]","[-1.128297724948846, -0.6398997109175685]"
"[-1.7924604619439184, 2.3597860784065268]","[-1.9195367382697968, 1.5309226074502575]"
"[0.9482536539063987, -0.45415651100489723]","[-0.016911186079702267, 1.0552002061285843]"
"[0.10269595256416761, 1.9584600098280402]","[-0.35249621344985527, -0.8145346145483349]"
"[-4.243287893627954, 1.5819441209606653]","[1.0949948138614516, -1.7395572547788891]"
"[2.6760612366179695, 2.199815890669594]","[2.0416905531637557, 1.3291137897780485]"
"[0.8913565030858295, -2.99268846485183]","[-1.168684043544334, -1.6083743712169436]"
"[-1.4326112693835404, -2.4369527733976777]","[-4.506402191544126, 0.5368738802838602]"
"[-0.11542054498265367, -1.636740117086467]","[-1.7347811352168758, 0.9200174803772285]"
"[-0.9999752159001555, -2.1335082000127117]","[1.0781188825224626, -2.6612283169966457]"
"[3.0943721044982557, 1.9911373266887509]","[0.16687415082679025, 1.5786661497212413]"
"[2.1777671575279594, 2.7976594276033677]","[2.1955762388857245, -2.335376218693613]"
"[2.350173109219669, -1.1651628730966954]","[-2.640786516595303, 0.03356219118649792]"
"[2.3368453470242776, 1.3354198478584318]","[-1.201381251117319, -0.6904455377516391]"
"[0.9167771342924083, -2.335799841890234]","[1.759576624292993, -3.288012573929165]"
"[2.269585677377509, -1.1525135301693077]","[2.1421215906279563, 1.9858825612166389]"
"[-1.7472644004170927, -1.2031941730856506]","[-0.5651888709784866, 0.9151068675523596]"
"[0.21696406387384018, -2.364624798373851]","[-3.101833956927429, -0.4529507042049376]"
"[-3.7404330276305866, 1.8553975845578987]","[-0.6423257858110248, 1.3650769863013217]"
"[-2.343235090449785, 2.776725273325697]","[-3.0366603070948868, -1.0543893039496686]"
"[-4.119670352984949, 2.0056608077031206]","[-0.5974887853451444, -0.5062014449409242]"
"[-0.6083640903263723, -1.0117819722378647]","[-2.6566903517744054, 0.5475817217516684]"
"[0.07913749549353269, 0.21988829576220542]","[1.6554389861983254, 0.07609187435010578]"
"[3.1555690577202498, 1.2840186651338514]","[0.8715791779679661, -1.8970274146179453]"
"[-3.2303583925709023, 1.4591801392841246]","[0.5999899295551725, -2.223173518891423]"
"[0.05510568934052153, 3.1083310075541584]","[-1.6518460165350557, 1.762484382054429]"
"[-3.6443413137497753, 2.062195456579417]","[-0.5281775884290584, 0.3723162191991673]"
"[0.541171210791438, -1.293786454969688]","[0.4921134469124287, -0.4138246406059186]"
"[1.9226395890543029, -2.0134202882384744]","[-1.6527939810113526, -0.9238210411370258]"
"[2.7375264934478873, 0.09620825177179096]","[-2.425338397903308, -0.28113710312620915]"
"[-4.407144810073369, 0.878618961424781]","[0.6023217437039075, -2.6256426465628397]"
"[1.11228897834606, -0.8729831707879121]","[-2.48332630189972, 0.49044440129933775]"
"[-1.7148548137636086, 1.782179148771001]","[0.6537748491193613, -1.4774840566413412]"
"[0.6049036365813579, 3.119338453184359]","[3.0978099813186, 1.0102920497793173]"
"[-2.80883597959962, 1.6522802232971332]","[-1.7115157459930561, -1.5072900941725405]"
"[-1.1120783711199904, -2.051902971168604]","[0.9535772718854229, -2.11498466125539]"
"[0.16434835566975936, 0.8600279561447745]","[1.242985663806921, 1.8724424869763887]"
"[1.9616975803038348, 2.819375638005863]","[1.665264595781349, 1.216639426833249]"
"[-2.217062678342784, 0.26705433564486536]","[-5.397109459631395, 1.0289021121327833]"
"[1.7399896907332786, 3.067905571542808]","[-0.12514086207420566, -0.615350010042511]"
"[2.9269588739443817, 1.6854222040315736]","[0.17155061772449232, 1.630551801854158]"
"[0.6932268433231702, -2.0138383514681903]","[1.2510561496488453, -2.6080168779465205]"
"[2.3769946426920012, 2.845539436146666]","[2.3305222224433977, 1.253122229832276]"
"[-0.33903538372181213, 0.08243041372039132]","[3.448950690793811, -0.3565409642807493]"
"[1.405043429181987, -0.09365251197659478]","[-0.20890118125792653, -0.5841218640261284]"
"[1.6952184128929824, 1.7062117138629531]","[3.9419570006000364, 1.6125966194154908]"
"[1.2670594644948205, -0.9757382176309295]","[-2.4744092652854763, -0.9630397800329307]"
"[2.2766894254894976, 0.09449331340466581]","[0.5943387905300634, 1.636146096204568]"
"[-0.879179599079621, 0.7406012655913383]","[2.647106273987256, 1.1692179472293829]"
"[1.2276975590437482, 2.6159442839980582]","[2.4796781845546474, -3.0652614676812213]"
"[1.3842258817530744, -3.0021656077144896]","[-1.1282903948181704, 0.4957491408446991]"
"[-1.626889709528869, 1.9601365805830213]","[-3.655385157102595, 1.907957194120015]"
"[2.2078425067047904, 1.646197892346399]","[1.8048054124568305, 2.148421320591697]"
"[-4.371464527292415, 1.0506314647480623]","[1.0417790432797487, 1.584186896874398]"
"[4.245043403616429, -0.2535999878017171]","[1.658692774754107, 0.9238168969065604]"
"[-1.519236931656497, 0.735226865321491]","[-2.2571141217052837, -0.5861530920193778]"
"[2.430503579661235, -0.14968291760739125]","[2.8167303629295426, 1.2242908982687128]"
"[1.8554740132167642, -1.1632749220954652]","[-1.3449918906672154, 1.7522966214458229]"
"[2.1025786134515183, 1.578407721794041]","[-0.6129362834793008, -1.6962433915246187]"
"[-0.7312250685290651, -2.076017822372837]","[1.3572205969840445, 1.5463523911648076]"
"[2.9876223490088245, -1.06924224366341]","[1.8358322086471504, 1.5563397353859196]"
"[0.10749072627650487, 0.9624948236132163]","[0.9637512786068192, -1.813281256747132]"
"[-3.768918499998345, 0.04707531665503551]","[-0.19060300964963747, -0.02876210647396265]"
"[0.15771533946986935, -1.4384651215736373]","[-1.2387099033597915, -0.8153025930196588]"
"[-1.6760061856325208, 0.010095051122162258]","[-0.9003200296490886, -0.2918383836232753]"
"[-1.1677593557017263, 1.8671773525856878]","[0.8056360524064099, 1.4315418415869232]"
"[-2.745063971718189, 1.4596454106751136]","[-1.1212035686412956, -1.8073056787945945]"
"[-0.6821014291454811, 2.0356486191770258]","[-5.204226171900769, 0.41297779035350635]"
"[0.529223733442865, -2.6714968506285395]","[0.9369706422611646, 0.9758519591801595]"
"[1.8426063994649322, 3.562261140149049]","[2.885584284658213, 2.3570822739660153]"
"[1.8385283954591292, 2.207956414685975]","[-1.6241519013263381, -0.5449722473435537]"
"[1.5609953352151864, 1.7995649157559992]","[0.8852594434366544, -2.336502195446449]"
"[0.9898759986528918, -0.44508680130682676]","[-1.135644699456834, 1.4412808595014606]"
"[-3.462177110588401, 0.31121501305201243]","[-2.4767658735687768, -0.4033286504082816]"
"[2.69052886493662, 1.0434746587054653]","[1.3414456579511753, 1.0495896533116549]"
"[0.05338234153058229, -0.5565174604858489]","[1.6503173236936257, -1.1162920094278652]"
"[3.368940624692557, -0.8799487785209368]","[2.3897471586196293, -1.198060686180753]"
"[2.426115358811639, 3.403315555478803]","[2.0346643421582193, 1.499054137690315]"
"[-0.14194947165456906, 2.041566157086274]","[-3.738157525437637, 0.0982745072651072]"
"[2.2480153861314256, -0.07006898125756202]","[1.2702781253431505, -0.7283463810894887]"
"[0.47684740719725854, -0.6894185123781964]","[1.4904839557921783, 1.070918521416904]"
"[-0.8347076202918455, 2.975589276945428]","[-2.7576141090966173, 0.4687943402482742]"
"[3.584628314791595, -0.2012072335443]","[0.9285109126963401, 2.1423877668629694]"
"[-3.7472802720258698, 1.903619618596983]","[2.2616146473270007, 0.5899588311823689]"
"[-0.15019483540933007, -3.0125759520854745]","[3.805791782898575, -4.39875214499697]"
"[2.211597494070119, 1.9603002926207258]","[-0.04575649394002887, 1.3741133313201226]"
"[-0.7503222999873547, 1.3311337724665677]","[2.9903031742270345, 0.674685433461094]"
"[-0.8351861796566207, -0.3040722007908516]","[3.456623154150465, 0.46048351078886096]"
"[-1.299903956703738, 1.2590477853668198]","[-3.871702227395905, 0.4120176267748046]"
"[1.2109913584105008, 0.9375656392692652]","[-1.5720504850593986, 0.46715024264703686]"
"[2.0965866393740917, 0.8816597932310832]","[0.0794000518785545, -1.7820003012599985]"
"[0.511584803518601, -2.3301204527583756]","[-4.639476791304878, 0.0917321237619297]"
"[2.4585656744066973, 0.323218198823372]","[3.826180379942753, 1.133569801613261]"
"[-4.755699444070385, 1.487466215757137]","[-2.137147810777672, -1.2293370215082078]"
"[-0.4829616558398419, -1.4364459804168594]","[-1.9064276029899798, -1.243633505629383]"
"[0.26894370212329055, -2.038264433342278]","[1.9769211637909136, 1.6440864162480995]"
"[-1.2697194356288342, -0.6690588046400989]","[1.2451644090569254, 1.5494207003099782]"
"[0.782803453725674, -0.03809674579774664]","[-2.2731583693983315, -1.2534683072658845]"
"[2.00555524846658, 2.9839581560622284]","[-1.9922452331745484, 0.6219235868767135]"
"[-0.7455010306292129, -3.177445281437351]","[-0.7345110201309344, 1.6692681835202616]"
"[0.3815437539711017, -2.5331541709311365]","[-0.0742577711606772, 0.018295351957817237]"
"[-1.5569349552333445, 0.7425589158794486]","[0.9911342788635955, 0.6640291149750749]"
"[3.19624882941414, 0.17616749999596007]","[0.7262605606989105, -0.7766957780253686]"
"[-3.163177107014514, 0.03206112407935221]","[-1.7858667322718589, 1.5780825814928379]"
"[2.747986090144092, 2.564981525863765]","[0.8252583427653245, 0.3416527385888249]"
"[0.4788741667372435, -0.153601553520401]","[0.024327937324755758, 1.113114992822336]"
"[0.3096209300981605, -2.9382089685433948]","[3.0702390726194673, 0.8853552398500019]"
"[-1.2779773968792734, 0.4950171818269421]","[1.9959765972631571, 1.4666297792097038]"
"[-0.8004639475817166, -2.5546374743437066]","[-2.4485576254455013, -1.0481066122974134]"
"[-0.7256035563800979, 3.694025424278616]","[1.5728539948137292, 0.9653120977840942]"
"[0.03347858148215996, -1.7075985392793849]","[1.0877889725986454, 1.6386956395440573]"
"[-0.21960289975662164, -1.3975384036850855]","[-4.882297833642533, 0.8457951698010054]"
"[-2.0735155672089864, 1.6068999850089973]","[-2.9598420702004145, 0.31862154915312413]"
"[1.3024129371928272, -2.5814657823312164]","[-2.1147462476468886, -0.6585370959668537]"
"[3.1572699965564484, 2.181116755051372]","[-0.48441446650996567, 0.7695937184534992]"
"[-4.180306096723988, 0.8024751090417546]","[-2.8341109595041236, 0.11425509119498538]"
"[0.7277595259570281, 0.615676234443226]","[-2.5674541972069873, -0.732640109971465]"
"[-0.7962562010000453, -1.0802842947703981]","[-3.151756767736511, 0.7246166191644764]"
"[-1.1998193287778056, -1.6876567701899914]","[-0.6171914696238079, -1.1013038508915916]"
"[-0.9624184747702133, -2.600689980036938]","[0.6142217520234636, 0.9204074530251812]"
"[-1.699200834389143, -0.1325099075309096]","[-0.12567184264751083, -1.8756426638825368]"
"[-2.0906098790633485, -0.5767102334773572]","[-3.567300460017645, -0.14493441011394653]"
"[-0.873331417293557, -3.219870369936415]","[-4.744877672941678, 0.7292538175294351]"
"[2.3586409156642603, 2.2325396367194528]","[4.209070053572158, 1.0614050794764949]"
"[-3.9275382592785686, 0.6673526969287329]","[2.2267945637770428, 0.2148879536103302]"
"[-0.21179253095591616, -1.4651338066949389]","[-0.7514644721780711, -0.9313533176847059]"
"[-1.7664284881069188, 3.1084319590714915]","[0.6185662579935334, 1.6329254544299558]"
"[-0.841812649245965, -2.530536040531239]","[-2.639536825889441, -0.8448087231205137]"
"[1.7162628433234566, 3.0602570590037805]","[-0.10248920840174935, 0.629314017369904]"
"[-4.469538775492244, 1.2628035908817599]","[1.394738842023964, -0.7261113276622692]"
"[2.7582931955418983, -0.160397424346679]","[1.8812335899079666, 0.9222230252656406]"
"[1.0617245013091965, -0.19525839293852784]","[-2.3226277625519964, -1.067875171753743]"
"[-0.9185201135544203, 4.182787931938267]","[0.9520091331931722, 0.7106869060074517]"
"[2.628464643759543, 0.29494799847661796]","[0.33850313601732357, -1.942807543809077]"
"[1.9146969241091558, -0.9024294685280732]","[1.0852641514042651, -2.831001993689269]"
"[-2.9420442443303796, 1.4559210223304635]","[-2.194744358936341, -0.8963604851511284]"
"[-0.8625022562037482, -2.1566904851799475]","[-3.958543800835062, 0.279820935437127]"
"[-0.6056160908648119, 0.8569196063446373]","[3.61222620570548, -0.18132990434001142]"
"[-1.7814728404749456, 0.07930787321621167]","[4.039084686498999, 1.122733342432144]"
"[-2.186230940906226, -0.868049345173886]","[2.0694850383283176, 0.9703908330114633]"
"[2.085145293638543, -0.6076630802741397]","[1.6813668634585568, 1.862486395117363]"
"[-0.8659080986838367, -2.2548437931010263]","[1.7244818284829826, 1.6110940956135789]"
"[1.1682972786114552, -0.1260670462161704]","[-2.105917650233281, -0.2627871571392388]"
"[-2.114789192680757, 1.518368703400561]","[3.8800015425629555, 1.0454708561187347]"
"[2.335747227536218, 3.518263002526954]","[2.5626060594224223, 0.6238798792759549]"
"[-0.15008954208765624, 0.8012062516449631]","[-1.4546730165493795, -0.054631541992044265]"
"[-0.7363435815664637, -1.7339401212290018]","[0.0122910498808786, 1.0292027624397486]"
"[2.16537523347937, 0.05529404692961161]","[3.7760392967839023, -3.0083285632948367]"
"[-0.8292509156627615, -1.4928629868884387]","[4.091794262589947, 1.2887859496844059]"
"[3.2633588319593625, 0.2897845106345716]","[0.5083199893436102, -2.665719063232852]"
"[-0.7801678141053664, -2.6172572498614857]","[0.7733401107927875, -1.289825138481619]"
"[2.0922860069784774, 0.15632813893635833]","[1.2963040198997458, -0.46618974255790196]"
"[0.32196994880453433, -0.5559850683050822]","[3.7227007528807285, 0.5502322447851731]"
"[-0.5126816127269864, -0.734503014760738]","[-0.24975797173946063, -1.7021339845185082]"
