image_embedding,caption_embedding
[1.8950116393468686],[-3.247622320335159]
[-0.41968552718983576],[3.4487354199551086]
[-2.573030841277119],[-0.009051021961416607]
[1.7443391661979721],[4.008497547862267]
[3.389116541685646],[-0.610185464264356]
[-0.0318857154190121],[0.2440818380150452]
[-2.9519118630138466],[-3.4384121551262647]
[3.265647654859067],[-0.29826619754780875]
[1.795300400106384],[-1.9894483359994974]
[-0.19615245027337302],[2.1306132927463617]
[1.1544616961909242],[1.7738550293159159]
[-1.8206048569682816],[4.067175433502344]
[-2.8894729967426587],[0.9001343960764109]
[0.307849951204228],[2.5239283333509968]
[-3.143068218066929],[-0.039468570349389505]
[0.31315360251677266],[1.7587348347341285]
[-1.2136304984766113],[1.05708086613815]
[1.2128516510491971],[3.867356705326427]
[-1.5037381752864032],[-4.248173070325052]
[-1.0109519041780786],[0.864404491865881]
[2.1866103283986953],[-0.6041662325599606]
[-3.085642451959262],[0.0759301999439882]
[-0.5613458099669745],[1.7169470403260398]
[0.9764625475212255],[-1.9726140160370915]
[-3.7635566867247925],[1.1200993152128564]
[-0.9265554859165762],[0.39535812203979226]
[-1.5989867249711898],[1.4567473350336264]
[0.8576712984050247],[-1.1394159484386865]
[-1.4919235045371309],[1.576848013304531]
[-1.216921130370379],[-4.619026086355834]
[-2.475738758460963],[0.2606765058092885]
[2.36022039946678],[0.3062063602650331]
[-4.404108715933496],[3.0251481354581546]
[3.3867109800869746],[3.2200951617311087]
[-1.1392848164080616],[-0.9468359097083776]
[-0.11911713055831079],[-2.951713591157861]
[0.45402667329890695],[1.1380781836426161]
[1.7125323259377612],[-2.1460211049386193]
[1.784878718163347],[2.228671735207878]
[-1.0259605918253527],[-2.766171266301975]
[-1.4438158695727286],[2.3112382517112686]
[-2.2479054788897295],[-1.6036979722015487]
[-0.38895363692140517],[-2.1710692503132245]
[-0.1295290824149204],[-1.5180257296020778]
[-1.4087197377162415],[-3.8012331955838032]
[1.6916347909063507],[1.811446261899173]
[0.1496570876308593],[-2.693498322684148]
[-1.7274000131947256],[2.190005800715427]
[-0.10829943672509564],[0.02586801522437784]
[-0.41441207692690946],[-0.2682877170014215]
[-0.5490592373292625],[3.6310711038644023]
[3.1276199437174617],[0.3949522552137829]
[1.921496381100405],[2.510588425532566]
[1.4625646581641814],[1.9793135201621042]
[2.91856176130638],[2.2060984971201107]
[0.3171710998742942],[1.5059669740690755]
[-2.042506927721194],[-1.9351544647949823]
[2.496570282041732],[3.0779061282412004]
[-4.086838756200148],[2.9469472224295585]
[-1.418379436910132],[-3.0272709017724004]
[0.16108777042097353],[3.496383563771949]
[-0.6478226796654288],[-2.6374523481358962]
[1.6669745208256295],[-2.40178630012884]
[-1.7554782434208163],[-1.1282977295632575]
[-1.7923912366788197],[-1.9195367407076351]
[0.9481959335405697],[-0.016911185477551185]
[0.10270670435949149],[-0.35249621060358116]
[-4.2432769083059885],[1.0949948160834626]
[2.676048233223975],[2.0416905501123095]
[0.8913200557272687],[-1.1686840427354883]
[-1.4325853655303449],[-4.506402197284055]
[-0.11545771068619472],[-1.734781139470582]
[-0.9999420151257354],[1.078118881828317]
[3.094301925680585],[0.1668741534266004]
[2.177708056840374],[2.1955762408121537]
[2.3501812039757617],[-2.640786517845224]
[2.336820738711662],[-1.2013812520190121]
[0.9167538633798121],[1.7595766250196971]
[2.2695822240471983],[2.142121593962878]
[-1.7473494276838895],[-0.5651888661206318]
[0.21695113977787125],[-3.1018339576566665]
[-3.7404305478427586],[-0.6423257829948354]
[-2.343170292211924],[-3.03666030134855]
[-4.119647652551079],[-0.5974887844779705]
[-0.6083303179552981],[-2.6566903520634946]
[0.07915085932731943],[1.6554389831645062]
[3.155496232587597],[0.87157918007934]
[-3.2304354518160214],[0.5999899344448322]
[0.055119403945142136],[-1.65184601708056]
[-3.6443400476560033],[-0.5281775876875522]
[0.5411516640543661],[0.49211344497205056]
[1.9226010825208044],[-1.6527939783494119]
[2.737528991903462],[-2.4253383992344717]
[-4.407169911669798],[0.6023217487701152]
[1.1123053153600222],[-2.483326303313679]
[-1.7148869937726052],[0.6537748460336553]
[0.6049356426646911],[3.097809980204743]
[-2.8087811162960197],[-1.7115157436640518]
[-1.1120780767624414],[0.9535772705251256]
[0.16431642808450916],[1.2429856628414215]
[1.9616966215919036],[1.665264596167447]
[-2.2169966792787443],[-5.397109457612843]
[1.740001144817821],[-0.12514086496188287]
[2.926954407991484],[0.1715506187963361]
[0.6931830037889858],[1.2510561541216496]
[2.377007611278736],[2.3305222225170334]
[-0.3389693765741423],[3.4489506883817325]
[1.405058338567807],[-0.20890118179310377]
[1.695201877529629],[3.941956997999399]
[1.267069761461773],[-2.474409263651119]
[2.2767708259291686],[0.5943387908377844]
[-0.8791565719439913],[2.6471062757149997]
[1.2276976400684478],[2.479678185632412]
[1.3841879017330272],[-1.128290396275153]
[-1.6268457477958618],[-3.655385157159902]
[2.207819325084526],[1.8048054147783386]
[-4.371452655247463],[1.041779048405126]
[4.245035239176095],[1.6586927705396513]
[-1.5192028185948123],[-2.257114116909003]
[2.430557533862626],[2.8167303608055376]
[1.8554793664620473],[-1.3449918880721663]
[2.1025798692928372],[-0.6129362792816706]
[-0.7312566810976149],[1.3572206023996625]
[2.987704347337134],[1.8358322071847515]
[0.10745096045978177],[0.9637512777810268]
[-3.7690095491761793],[-0.1906030119958881]
[0.15775370706973263],[-1.2387099027868682]
[-1.675930530394962],[-0.9003200320468628]
[-1.16777309242191],[0.805636053361296]
[-2.7450159490561914],[-1.121203570903469]
[-0.6820828428854255],[-5.2042261704537705]
[0.5291781295826815],[0.9369706403576271]
[1.842611016032627],[2.8855842891373347]
[1.838472144640464],[-1.624151902709681]
[1.560993609644677],[0.8852594448004761]
[0.9898613098964568],[-1.1356447048199458]
[-3.4622444653591433],[-2.4767658741690295]
[2.6905672512611956],[1.3414456545961004]
[0.05344027012811875],[1.6503173176002426]
[3.368993436844914],[2.3897471640780292]
[2.426118888911525],[2.034664347774656]
[-0.14191215179247546],[-3.738157520865228]
[2.2480495246495074],[1.2702781238022456]
[0.4768924156210748],[1.4904839525994364]
[-0.8346426780096694],[-2.757614113354932]
[3.584639810159686],[0.9285109155063914]
[-3.7473288073658977],[2.2616146506917123]
[-0.1502494581697625],[3.8057917812454902]
[2.211566345275684],[-0.04575649451027178]
[-0.750309617666798],[2.9903031706592365]
[-0.8352364315920424],[3.456623152418183]
[-1.2999239488755947],[-3.871702220076995]
[1.210978977916364],[-1.572050481199901]
[2.0965283222242386],[0.07940005535219832]
[0.5115072425410685],[-4.639476796386146]
[2.458491359641769],[3.8261803823406764]
[-4.755683588934333],[-2.1371478059902493]
[-0.4830056682868036],[-1.9064276054849725]
[0.26890046449439725],[1.9769211673563158]
[-1.269802737491463],[1.2451644086326932]
[0.7827927637386625],[-2.2731583687461283]
[2.0055614244638997],[-1.9922452347070236]
[-0.7454434213004202],[-0.7345110212288601]
[0.3815683859344151],[-0.07425777139256383]
[-1.556957995104822],[0.9911342756543237]
[3.196213965265415],[0.7262605586790521]
[-3.1632675839368916],[-1.7858667336381733]
[2.7479492976797237],[0.8252583406439505]
[0.4788445728160586],[0.024327938211043176]
[0.30962119025771817],[3.0702390694167963]
[-1.2780122603429787],[1.9959765961047902]
[-0.8004927619389361],[-2.4485576288201636]
[-0.7256003625946144],[1.5728539983231329]
[0.03350934107354125],[1.087788973939083]
[-0.21965930546821588],[-4.882297834645345]
[-2.0735012886719453],[-2.9598420697689405]
[1.302417663024269],[-2.114746251340908]
[3.157210869040907],[-0.4844144648256935]
[-4.18031685954514],[-2.834110960522911]
[0.7277050560725599],[-2.5674541933088846]
[-0.7962864882848919],[-3.151756769982945]
[-1.1997760723483453],[-0.6171914769600793]
[-0.9623340903148662],[0.6142217496791672]
[-1.6991731053590104],[-0.12567184573357365]
[-2.0906335563251672],[-3.56730045579017]
[-0.8733921897496523],[-4.744877675035701]
[2.3586457743861264],[4.209070056640173]
[-3.9276420641284258],[2.2267945632569344]
[-0.2118544413712161],[-0.7514644804735436]
[-1.7663830742287483],[0.6185662581073605]
[-0.841792227044527],[-2.639536822609285]
[1.7162492498894752],[-0.10248920761068582]
[-4.4695594042698215],[1.3947388422934648]
[2.758372658589704],[1.8812335876264117]
[1.0617573682697137],[-2.322627763466238]
[-0.9184811338008098],[0.9520091309902887]
[2.6284687409270315],[0.33850314076104027]
[1.9146940253590956],[1.0852641537276324]
[-2.9419550798987277],[-2.1947443550122734]
[-0.8625059915818897],[-3.9585438037971086]
[-0.605604419698036],[3.6122262072734403]
[-1.7815103464841415],[4.039084683878336]
[-2.186253901680302],[2.069485039558553]
[2.085146454492804],[1.6813668629469978]
[-0.8658473939485553],[1.7244818290006794]
[1.1682832460752577],[-2.105917650246251]
[-2.1147486678956557],[3.8800015432815496]
[2.335745063026854],[2.5626060575787197]
[-0.15008522524115595],[-1.4546730165523205]
[-0.73639315851703],[0.012291044735543228]
[2.1653831002718595],[3.776039295608599]
[-0.8292423309538093],[4.091794258980015]
[3.263336407273563],[0.5083199885676666]
[-0.7800640580868229],[0.773340108396257]
[2.092323033770017],[1.2963040176713825]
[0.3220301998013007],[3.7227007505220593]
[-0.5127713662403964],[-0.2497579734389276]
[-1.735085128017027],[1.0465830432860463]
[-0.3920366661633806],[-4.35260392691666]
