image_embedding,caption_embedding
"[0.5706681796284092, -2.871917819278952, -0.06424692339529668, -0.5246407964228981, 0.4921555179860681, -0.5357562059926784, -1.0875095689614915, 1.4215330733666285, -0.22075549784718596, -1.6728150777453918, -0.5874023048821078, -0.7708129161929366, 0.9303814169012871, -1.3320505908354128, -0.3632361830109961, 0.8221094591086389, 1.346061202058261, -0.1265319905572558, -0.3848501746724741, -0.816017282285688]","[-1.8064693774330105, 0.11252083500330236, -0.21139263151286142, -1.0211236720394903, 0.5611884669168313, -0.16427095520857599, -2.030187315546508, 0.1662473423478087, 0.3564349455424355, 0.3341696341958665, -1.4943400120280539, -0.07119468198787372, 0.35957081568342314, 1.0697224835210837, -0.5692558040353713, -0.33958803214968286, -0.05995682518243482, -0.5656464040429519, 0.2770084660965183, -0.8568902508428535]"
"[-1.6848481777435709, -2.656840280414165, -2.4726518574539686, 1.8977210285539685, -0.06437980091847394, 0.2619942639311403, -0.8040678898460102, -1.6494288822019174, -0.48521220427581646, -0.1111671382799133, -0.12862675581923166, -0.09756446625737346, -1.115639825507571, -0.7084603233874769, -0.30849233953378513, 0.003374842308242208, 0.416837131817742, -0.8127254498102989, -1.7384857697906997, 0.27246107458829316]","[-1.6799840273479814, -0.77994388460741, -0.7357883712781401, -0.32020097803825276, -0.10770650677756169, 0.21010390995360376, 0.2298523269497308, 0.7573347888635856, 0.6824063383271348, -0.07172826500072077, 1.197703976460462, 0.6127109583384788, 0.14144628897478104, -0.44352144606756533, 0.031217961475535693, 0.8206066448324154, -0.654908343820006, 0.11185940802015348, 0.09291816598450585, 0.4594702780909687]"
"[-1.02981261995929, 1.9944846661043214, 0.44106523565932476, -0.03880029774974377, -0.1262420204431291, -0.057873970195598194, -1.3459482025749012, -0.19328579370496918, -0.41945404370847184, 1.74862287118375, 0.09001763593656065, -0.8210503421891904, -0.00886153505881383, -0.5624410145233417, 2.0745069927515543, -0.5335677454239847, 0.5388958208947735, 1.3770027561210678, -1.4544992444620115, 0.24192440080139166]","[-0.6353950538945353, 1.4053511380042283, 0.2566707770307254, -0.666323955827603, -0.3142535511674176, -1.4619228835816216, -0.6571107153327105, -0.12971697132796228, 0.6462173422549775, -0.565829940983061, 0.5751368844640355, 0.2910729127033033, -1.0306918241520377, 0.19709909475705184, 0.34124009192587446, -0.7181843912332659, -0.036993950703735956, 1.4484356966048002, 0.043431795595061266, 0.15064006490314527]"
"[-0.0897099077138492, 3.3027586638871775, 1.5414921699168505, 0.9585669940458269, 2.582035887337451, 1.4041250702296793, 0.579275488847611, 0.5133717571104169, -0.1403483098077508, -0.32255542794862396, -0.6398912680182934, -1.3231659795774842, -1.5021183567077605, -0.7792669417875151, 0.865236322144116, 0.8866533456250173, -1.0222326291811095, -0.0790333397349426, 0.48710409997031634, 0.10008586658130501]","[-2.082159321318157, 0.5964971689239422, 1.569139122081384, 0.14290504542966787, 1.3331686707104737, 0.1365101610682592, -0.4228669758258355, 0.9029909596507096, -1.3329575318585727, -0.448967923556516, -0.04689357006328856, -0.2578865353839271, 0.7076707542181468, 0.375769976186118, 0.13672618677268453, 0.06778914835302692, -0.3209984057813174, -0.691968750999603, 0.6554480422525975, -0.2617523949462285]"
"[2.6687546287112522, -0.9465349141577365, -0.46386144608852053, -2.402521125680453, -0.44887046385302976, 0.7027667108125325, 1.6948484551793686, 0.6516979122410661, 0.51756190413659, 0.5284879933358889, 0.909480264415925, 0.2768773278914793, -0.8426800314402291, -1.1095928167193192, 1.264691397716221, -0.20200512791181957, 1.5545990074778915, -1.575630297846271, 0.03417529592597688, 0.1325975687495139]","[1.1877418205044803, -2.0276655131663373, -0.7039040342244466, 1.3755381561339215, 0.8184182871860093, 0.024918837187515138, 0.5799013878614869, 1.0315089321077584, 0.7553093528820859, -0.2172014031623572, -1.0904224444355266, -0.8653279944948948, -0.7053385340307041, 0.5305254779708298, 0.5685413099118161, 0.905248795422937, 0.24637526350725833, -0.6194956749446261, -0.557948151579188, -1.1804622778637746]"
"[0.13120708929951305, -2.133287011010975, 1.535984753839799, 0.7712137848457088, 0.4468729551011445, -0.9344171106348849, 0.7158142213374721, 1.4554994749279058, 0.6980690551329826, 0.19854408448257085, -1.148849681236126, -1.0767079591638955, 0.7789718544774454, 0.5039581013417876, -0.08458868372140652, 0.38961472109518525, -1.0743739012045184, 1.3988087478760811, 0.0915774521434642, 0.478349298994259]","[2.6192610533428016, 1.8599780567368014, -0.8837870970099065, -1.557994911549288, -0.4195144953080532, 0.06606298778717735, 0.26637292701452653, 0.572032347019713, -0.03342406470300063, 0.4439152929501332, -0.41618731631740513, 1.2928780395350536, -0.4243511742503182, 0.23770845956392117, -0.04212536046900205, -0.37830985939296685, -0.1768243220917135, -0.570868771203181, 0.2641240759678472, -0.5429602492183462]"
"[-0.14475671711238602, -2.6256190826461085, -3.226221598657849, 0.40436504615923174, 1.9521432725294454, 0.3893626062098794, 0.07063129055567692, -1.5116883188434167, -0.2562688155308987, 0.227690128731944, 1.2450835948398735, 0.9883499647609925, 0.0692152425801121, -0.9247349112849447, -0.8052731797532374, 0.6036927529189011, -0.538470158128631, 0.3901522572273726, -0.053101769402995366, -0.18340464750144786]","[2.0146804509185796, 1.3361319915548524, -1.3539972194689267, 1.142101623242428, 0.2199175965303386, 1.0584796481399745, -0.15062271163011628, 0.3122802914606029, 0.3102294226272585, -0.7832068642356316, -0.22979038244779895, 1.1749736243154731, 0.18512442339189164, 0.10863436691259479, -0.2502087592989478, -0.12095436086897815, -0.3334930460451639, -0.45408854568023677, 0.6509009903360699, -0.17275096462130032]"
"[-2.6428999111226124, 1.3846465822695506, 0.036137914684889895, 0.6312700120458494, 1.9853854182181097, 1.149189523999471, 0.4964111948731964, -0.842804184570101, 0.40898733894161426, -1.4987997155796768, 0.2978675184766015, 0.3486161452123143, -1.0852343920655818, 0.07764076750966507, 0.5361448765897193, 0.37899700143536347, -0.609927162747002, -0.6410466876880937, 1.2049448317970086, -0.19183160797736393]","[-0.02914288314984071, 1.330521458887274, 0.5360121849133272, 1.5381166335077936, -1.4246255718483354, -1.2554727743476712, 0.09482194799989295, -0.5133796407191724, 0.218753344361166, -0.8082803783416864, 0.4206241017828144, -0.05726267709628865, -0.43498343748391116, 0.2774759076396872, 0.4923658144781944, -0.5005392176911357, -0.4668342941987307, 0.12315088786860878, -0.03375342709796776, 0.8595504388622985]"
"[3.227803447862221, 1.0548906458774796, -0.87769470081373, -0.3009946009300723, -0.4182113637915641, -1.1033259916390727, 2.0267824173370084, 0.8507137929400169, -1.1364555205887743, 0.012672401057871359, -0.6154273712396672, 1.5278364705810628, -0.33493398044747674, 0.030112918450373952, 0.20551720930588277, 0.30910095214286976, 0.39849064225207753, -1.2060908007906932, -0.3926666400109805, 0.37382077382888407]","[1.3707985901076152, 1.8128612817852032, -1.5762954053148837, 1.4538232907567123, 0.28409338196771805, 1.1149672509400623, 0.42529077646505625, 0.3799910676264338, 0.2519895290720736, -0.5228146886643854, -0.6222627768974965, 0.6861663986228952, 0.753962188610035, 0.020049234381024208, 0.01715912778150974, -0.22197897347762624, -0.42970157161011135, -0.6241387644490881, 0.22405817806808734, 0.30362072235361337]"
"[-0.24257157605504742, -2.3756945044126168, 2.082836173858895, 0.2705140049298074, -1.6436007147734544, 0.6605288676959903, -0.41224899793487485, 0.620109104377424, -0.9700021523449674, -0.1637702582793368, 0.4673648556224629, -0.10434401605986221, -0.5178757317240982, 1.397211139814011, 0.30139698524280345, 0.2175558008444824, 0.03849058218230194, -0.08508884907143857, -0.24106789695193662, 0.29785349877666883]","[-0.762987549567892, 0.617011843738674, 0.0749821241696497, 0.4927169625055533, 0.10418810057798608, 0.44099596664418533, 1.048923780616611, -1.8191257236509346, -0.4745812679710314, -0.6667942366904756, -1.8200306057931042, 0.2840197063342893, -0.11688091244417932, -0.401153559416074, -0.2244748328872896, 0.35410174273304523, -1.2210070143551626, 0.2893315694730371, 0.17336427123806877, -0.21576878414424552]"
"[1.4494378869764641, 0.02416454006250978, -2.3693080730734075, -0.06954748779649232, -0.9410760227106306, -2.482374943971108, 0.716950165805754, -0.08693169443252466, -0.5138811583769387, -1.3367018249338691, -1.3951543383386433, 0.1334411054522478, 0.2034669612403491, 1.3203477842605507, 0.784325383833276, 1.704295252479917, -0.02423098182332191, 1.7193233309788825, 0.43526481009182394, -0.09206183069831946]","[-0.6393034773838069, -1.0163343330552297, 0.10954322022060473, 0.4981059987852133, 1.1098040129501074, 0.676612619704212, 0.24855104086338192, 1.199713174745013, 0.5591802166293706, 0.29603484661467594, 0.14914776965279478, 0.9557791370371549, 0.7795042754062236, -0.12001337548653425, -0.4443787049466795, 0.43098899057765266, -0.5359343763197004, 1.4562717468253388, 1.0571483578641045, 0.962036154747908]"
"[0.8323303474890399, 0.4089381465177559, -1.5466732234151115, 0.022882812246029356, 0.38715443150341716, -2.4868425219748715, 0.7764189156417605, -0.9822786767629179, -0.37657965009952815, -1.7586651777075342, -0.661221689847001, -0.4306671611033221, -0.157874446479684, 0.41431926616711273, 0.5667604641306386, 0.7050041770176279, -0.1466564438946452, 1.7083931764983964, -0.18441781372128388, 0.33653433874695715]","[0.33337789984153243, -2.6133705990109357, 0.13100986717617188, 0.2568966541955605, 0.6878287247133106, 0.687791984251593, 0.8635338578774135, 0.8812909882435062, 0.7289033349143567, 0.6808495432966193, 0.648985869501404, 1.200484420379916, -0.2116289808990294, -0.6042652281273274, -0.16313709875967256, -0.14854635566456964, -0.009484767897191448, 1.1289640933992346, 0.42016871301462083, 1.0886081053007441]"
"[-1.3973589903641355, 0.9194600006853645, -0.5138402582020583, -0.8631095678393672, 0.24731177800284831, -0.38346269319175275, -1.37728677457145, 1.2404634374190502, 0.5150255819894489, 1.163874591607181, 0.8019687809793912, -1.0853179347194577, -3.507641859122219, 0.7052838607425217, -2.184366219959905, -0.937765721250482, 0.9583375816146761, 0.8368639685196733, 0.0022973062387880686, 0.6174105670314272]","[3.2208489967650396, 1.7004481968462526, 0.6787348073029276, -1.2963256554782654, -1.0801314449039792, 0.6366690406386724, 0.20057397752231543, 0.8554883227027285, -0.3709369843694695, -0.07048708770099531, 0.06227875809517514, -0.2710795889684178, -0.18238389645484757, 0.4347526854909195, -0.3080418389384669, 0.3512214395704346, -0.09021450146438877, -0.18788540670270318, 0.030504794266520377, -0.04672785155331296]"
"[0.19837196779615637, -2.583206572899733, -0.3333014171440738, -1.2790973604021694, 1.3920130590492217, -1.4192387641482882, -2.5379076227178268, -0.7909262514929907, 1.826082458390683, -1.4075006934388108, -0.44769163568218706, 1.0896702194621015, 0.1369782140034932, -2.238092421490769, 1.220954264291996, 0.24578300537712175, -0.7431758099664977, 0.018244033793469415, 0.4059579955925293, -0.903091723035873]","[0.5966192538994114, -0.7826221684101358, 0.06979939212528671, 0.0938194757494805, 0.4563457468119363, -0.16411121771777948, -0.4171111835842534, 1.490913967633399, 0.06579996095822341, 0.024543167250688364, -1.6126429568958582, 0.31117458291340966, 0.33346086571984795, 0.18334398671305147, -0.2813868089932743, -0.3351176087059652, -0.5183455961578252, -0.1309351928899853, -0.9809425204461316, -0.5505555154825351]"
"[0.1416848122072849, -1.8354005174953474, -3.22973854584936, 0.33714678700765766, 0.9926747336834215, 0.4321477588801293, 1.6745811587296942, -1.802869399962762, -1.7023411983046257, 0.24863447036723535, -0.08011760828880185, 0.3688583967050817, -0.7347420290266421, 0.08956671038151699, 0.06470850869348374, -1.6158642624192057, -0.8325789412781286, 1.019172862867266, 1.3800031471378131, 1.339304299880105]","[-1.237741558470425, 1.168101243631878, -0.4598592904335381, 0.7053686282591749, 0.799864198200371, 0.966346182759794, -1.1856748615521755, -0.7344229582652531, 0.8444694004357592, -1.3035990592931073, -0.38489790356618114, 0.4448097170294941, 0.13139862433374108, -1.1201392038860998, 0.08079926383099877, -0.4139565003204506, 0.7105018997390163, -1.0043981421184556, 0.529882409189729, 0.12032260610065315]"
"[2.7093741668698477, -0.659199219356936, -0.5359198916262651, 0.5423942123840042, -1.0898860065046685, 0.31719679938574447, -0.4882518893598722, 0.8770476996260441, 1.3909836029883726, 0.04347461112871095, 0.06109987950307255, 0.4229511572973086, 0.8455347546354183, 1.0611299638205949, 1.2718202746764975, 0.7848238702345227, 1.3522323278841186, 0.2846237729401764, 1.0391421509618977, 0.8169473434971581]","[3.0785417741361836, 1.9485765444442171, -0.8712826081786604, -1.367253696096086, 0.5830740356100864, -0.822972852644068, -0.1605281219896465, 0.007938067116794496, -0.5624874838157289, 0.28283189114372803, 0.2535359408691777, 0.7171670663185487, 0.06042590906336812, 0.6695648786683648, 0.6320904829659434, 0.044744775660160635, -0.841390347718229, -0.21132614231817146, 0.07540504499743152, -0.2089784015289184]"
"[1.1932327922677357, 1.9664138527417572, 0.5257010130109356, 0.5699033452382573, 2.4975062707122846, 1.613995011936758, 1.7089098915600547, 0.4074824695690489, -0.36485515458177725, -1.0518311963955471, 0.35728632645443137, 0.8312691580573566, -0.26282416606221387, -1.0720726785383388, -0.671472167988255, 0.7903510877459878, 0.6987819059444726, 0.778724368056905, 0.3520930089342412, 0.14885851341657264]","[0.42667450056280826, -1.2176459544566773, -0.16399785962981558, 0.1951506648185109, 0.19946487561275422, 1.3618971243493805, -0.09999041172302553, -1.1159647385988973, -0.5979406099517213, -0.5021544560525301, 1.4459801318039749, -0.45912424612446495, -2.178841449756498, -0.3681214390603108, -0.13205402890543397, 0.07863244397940265, 0.42951562546027394, -0.11324440739245405, -0.40564834483706913, 0.5518454667460517]"
"[2.3605389304730013, 1.0527461016490642, -0.397945167574581, -1.0951441410450693, -1.4402070684180515, 0.4580077442633165, -0.7694591243730851, -0.427598072909582, -0.6923896940579746, 0.7788364002306931, -0.47003311414314064, -0.01922087802081399, -0.4164153649582852, -0.5614266151304281, 1.2366369799303534, -0.4737901957468126, -0.2981960957302397, 0.37891591204287134, 0.28105813758186243, 0.9339724983372976]","[2.2351940341477685, 0.321221506765205, 0.0856973789958775, -1.4023333300197018, -0.10298184748237409, -0.7646791750875225, -0.054940455072074484, -1.69902364269801, -0.26434360750740477, -0.13327799432830148, -0.38979953529444367, 0.21219850216622524, 0.17870175817637268, 0.43774492179361624, 0.28948319328843947, -0.5513888295894133, -0.764680485420175, 0.09496953079046899, 0.3457173936717834, -0.09510078866841004]"
"[1.095160296545148, -1.8842014794079007, -2.435300745783139, -2.0865350323670544, 0.09742079545914073, 2.700576695758547, 0.14886291854290448, 2.3601076427348873, 0.643945245145131, -1.1426811351486024, 1.0412469064070344, 0.5515307927856313, 0.5293830774836661, 0.4812867754539376, 0.26150421459911394, 0.687441330211454, -0.08910091696974996, -0.24425135658092184, -0.026023257783570956, -0.37226577476529304]","[-4.285850839963584, 0.23073589625156427, -1.7926895032075845, -0.17556717637867866, 0.6650673495763247, 0.5494281185680664, 0.8534960295732827, 0.30564401001620584, 0.31407173178394365, -0.20041917680676893, 0.6005874112642464, -1.494987159131531, -0.7957521506776243, 0.22977200673067727, 0.5481909311244734, -0.857887060890362, -0.4443579989526244, -1.2388253182227185, -0.49420567475238647, -0.050094915051583616]"
"[3.3658652531002007, 2.4103160558444374, -1.0388202370022068, 0.06490969139102483, -0.7224657845466912, 0.07123191514349703, -2.5619107624978525, 0.8637738115888707, -0.13177022543658218, 0.7791086923734011, 0.6964605342110136, 0.09134485229917362, 0.9821245993082359, -0.44458244893811993, -0.20307379786073848, -0.7336720646452695, -0.8335685076224639, -0.3591393946303001, -0.6765836730618165, 0.28936459485698224]","[2.659830531764567, 1.5042665961206036, -0.3541638038215563, -0.9959872750081397, 0.2578878737767795, -0.2015742542052596, -0.050005471648013965, -0.5808434970591414, -0.5226545325514472, -0.35686061874474295, 0.20817756816005512, 0.49263865699101506, 0.26868284099784173, 0.9108416743214682, 0.1421131078914431, 0.04059066181004646, 0.042610987501058344, 0.5047651097920597, -0.268445989338789, -0.22565949127499194]"
"[-0.5121324993872605, -2.3987053738729647, 1.479586145386855, -0.34023067483253827, -1.6526549423131685, 1.0415133305686912, -0.16986220703563473, 1.0741863791007056, -2.167499668774819, -0.41395384534013296, 0.7695042368619084, -0.32186232200186154, -0.7106672855835204, 0.9878734665054689, 0.241420528512177, -0.23121387616441885, 0.12233661099496275, -0.40674194047497814, -0.43810570790961856, 0.3776097975939351]","[-2.6537024297654135, -1.090013109998754, -1.4087849339740568, -0.4596186274543408, -1.1243763573951888, -0.39640195960654545, 0.16128699882024033, -0.2805278552191458, -0.7662483703392121, -0.8436707928617034, -0.7170966910321435, -1.1584809752523415, 1.2131742764067983, -0.6405651798934854, 0.06497031652022231, -0.3492213496498249, -0.08900820133596586, -0.43164220399409203, -0.14615976328716582, 0.7420544219704348]"
"[1.8254591203474069, 2.2936685243147914, -0.8315091964232417, 0.20370601518030562, 1.2329250470020838, 0.31428016791710295, -0.73631119151849, -0.017023483151075682, -0.374346645042697, -0.42804335367320046, -1.0093328492798304, -0.853984144872253, 1.2304538589469791, 0.6651112201812391, 0.017934779830639576, -0.14699281427578897, -0.35397805316884196, -0.051440166512311404, -0.11635080219414151, -0.5399950377183319]","[-2.4593691755101665, 1.1436667014043924, 0.35588564897609093, -0.3366504669950208, 0.8996703212868934, -0.3213772937517927, -0.25499315699228514, 0.7254688164215918, -0.8369281761699227, -0.459078032914856, 0.550181218214703, 0.43206980077826973, -0.3742006382607629, 0.29044466711703526, 0.17615651672477733, -1.3477640447138841, 0.4384317946826036, 1.2098267296331024, 0.11151291910610533, 0.3709850247865501]"
"[-4.32444037262823, 1.1012039179109157, -0.9451149219430492, 0.8579966769808605, -2.0042819675086125, -1.355331197366354, -0.5512188486312817, -0.5738062109118341, -0.9297594468093985, 0.20271516527026032, 0.8386703592476707, 0.3024367829620716, 0.8875802941265816, -0.40707663256642435, 0.25725905087661627, 1.0764229101287597, 0.37688569120407683, -0.5455020007408627, 0.18013677386697804, 1.0320181217648061]","[2.7341547346447252, -3.2573021259412447, -0.06555591460855024, -0.5241444845504898, -0.9277157054262145, -0.45198857797999953, -0.9100637967629032, -0.017905186130353534, -0.04162816671615618, -0.9705805863944857, 0.8841982323879866, -0.6375782807654145, -0.3745068027527948, 0.1968668575713758, -0.13373687704138632, 0.34687511985829594, -1.7346101446968274, -0.655582009746629, 1.2352103290205814, 0.5735740744159452]"
"[1.2265033693888692, -2.9042898058695097, 2.7881771159609143, 1.3627390221309774, 0.7749742844357469, 0.1886897650130189, 1.185479995692748, -0.8005379973862294, -0.8454958599773685, -0.4312050085787841, 0.3666411825316673, 0.6489934131515008, 0.3220425853115286, 0.09109720887708739, -0.6300747375973395, -1.780459482694329, 1.5278103416380815, 0.7899404603003789, 0.9172902248644523, -0.06035595616869458]","[-3.845682710848211, -0.5120215252798667, -1.9616626695029853, -1.3882123327019957, -1.2512770909112052, 0.3914349683517047, 0.17332036139774315, -0.4124098884682902, -1.7697775492109025, 0.4768444012276727, 0.5681012260201906, -0.31628175137462045, 0.5203686399721847, -0.7413836498416708, -0.08886311512617975, -0.659463547703385, 0.7903757573392958, -0.047261418483214905, 0.5647606255249799, 0.6465193258404012]"
