image_embedding,caption_embedding
"[0.5706691271343016, -2.8719033246051158, -0.0642667685310317, -0.5248705439127758, 0.4922339078841511, -0.5350682109065301, -1.0877336500251789, 1.421601366329967, -0.2210641798174802, -1.6771276292584625, -0.5859208250865152, -0.7613549383937013, 0.9374040913535392, -1.3298615690854403, -0.37645666657165694, 0.8244957143514613, 1.3001804352115192, 0.15904819126563569, -0.35690176561549364, -0.7803228884853741, 0.36500616345161485, 0.2561467572409275, 1.3927385166053785, -0.1974909620645031, 0.5601214402909392, 0.05293918664751589, -0.37233318525863396, 0.4430600571801551, -0.795674218464333, -0.03486938547859008, 0.17676047301593573, 0.1470568745143929]","[-1.8064692037276615, 0.1125053657511913, -0.21131816710936407, -1.021302290548499, 0.5618952246983177, -0.16431137079583627, -2.028894149235009, 0.16350700361938802, 0.3557249298650028, 0.3422835631059938, -1.4872337019884088, 0.0948357889823182, 0.36904202974891787, 1.0805157059343153, -0.5636720736901072, -0.3327590253530082, -0.10763199794644557, -0.5913047745091473, 0.3060276858206864, -1.0019293736498, 0.33780882630911696, -0.24701503109958, 0.5829322580786761, -0.080824762424684, -0.41712295669283206, 0.40453693485111897, -0.6740150371230451, -0.2965396033867872, 0.1433524639212042, -0.831627238048059, 0.03486386092052715, 0.11459492859254644]"
"[-1.6848449897730557, -2.6568243163578726, -2.4726418595877564, 1.8972743554334173, -0.06429370936738765, 0.261937284654161, -0.8041399060498458, -1.6499977308957192, -0.4842583849053309, -0.1118656289338151, -0.12699348780458064, -0.09420692163401083, -1.1126610576542812, -0.6972227536996468, -0.2875543462331982, 0.0029684413479951076, 0.40680721049733626, 0.7828548073281075, -1.698502542389672, 0.38860523882209236, 0.14194272692980245, -0.05412315241105324, -0.5592431614706533, -0.7190336757708219, -0.2097800637508872, 0.03977538853146692, -1.0764941202496132, 0.03967993463971736, 0.8103763524858273, -0.4554690383304457, -0.3061386084822493, 0.20607517855577503]","[-1.6799841926073686, -0.7799767913533119, -0.7361909152773642, -0.3206252119019952, -0.10864992888415029, 0.209384825870415, 0.2209735614685518, 0.7636185738516609, 0.6893657271838735, -0.07680610085863415, 1.2053414075152473, -0.6253560209245502, 0.0897427092912506, -0.36268417800049624, 0.033523036584338625, 0.967090498585134, -0.49748000334532655, 0.13647035565814797, 0.13145928612263252, 0.4022686074042925, 0.669029054488118, 0.01558989459600664, 0.7049410443753629, 0.18960999391343564, -0.3032511421480602, 0.26497953574324207, -0.43864608858846976, 0.09400075446898414, 0.24640441996487153, 0.5152828544076448, -0.8674474024216947, -0.3458463814065107]"
"[-1.0298046008230257, 1.9944795178908792, 0.4410126365848, -0.03876832327837994, -0.1264844934561072, -0.05847420020697369, -1.3462237337914484, -0.19314310975795793, -0.42038055682214903, 1.7494249771639234, 0.08692442997889743, -0.8283799808917637, -0.002504865974042631, -0.5755120811229183, 2.1037826212972925, -0.5259784965738196, 0.5792673322708367, -1.3828383084854439, -1.4742788899628114, 0.4322879137772107, 0.2707634463883167, 0.24445440231153626, 0.34717097871236197, -0.7725409940516325, -0.08496754216790818, -1.0908871944345695, 0.6553778184730971, -1.058955043992186, -0.12904448851936764, 0.5385946413271542, -0.5114684901823352, 0.4537414238049681]","[-0.63539496488097, 1.4053597319792688, 0.2567777569143647, -0.6665519561191556, -0.31398737599185833, -1.4605200650123003, -0.6533989654048641, -0.12841403516037245, 0.6475346449712636, -0.5633690183702139, 0.5817494692850366, -0.29648698024723197, -1.0304448465014342, 0.19760697692784007, 0.358021599329842, -0.6686973536115514, -0.11055268326203854, 1.5282013681404742, -0.0148150248956786, 0.232385420979953, -0.18805384350846754, 0.4204032031738213, -0.2562852161546804, 0.42194940746038634, -0.29101796061828916, 0.3907275616846628, 0.43154108057715185, 0.8219094206022908, 0.34793681735759496, 0.4276242182231288, -0.36143893981375236, -0.23544563846535876]"
"[-0.08971102082715827, 3.3027556094390724, 1.5415386798093622, 0.9587769515593726, 2.582214910351523, 1.4040251559268078, 0.5794606049274774, 0.5130915913098993, -0.13945747544095521, -0.3206926056561049, -0.6379862314875955, -1.3199327120021263, -1.514354328460494, -0.7749311679321618, 0.8606076708518186, 0.8823414661951371, -1.0029202610354977, 0.07234215314136165, 0.5116158340242462, -0.13674199711881732, -0.5593707671049551, 0.7105982270561296, -0.011899960680526726, 0.2225723542750708, 0.013853098487994913, 0.29688071429971613, -0.07846102415293565, -0.25171745641673743, 0.08490638768643365, 0.10997369436731604, -0.5404725883299824, -0.6462690459283036]","[-2.082159314004732, 0.5965046473280535, 1.5693092408319114, 0.1424883840481992, 1.3341045165565881, 0.13763581877297595, -0.42208279566424256, 0.8985378640584942, -1.3296886393133371, -0.441402400703084, -0.05062584705429148, 0.26100310086909706, 0.7248739925119321, 0.35632750232887633, 0.1656715440431603, 0.0814757233986748, -0.33859869123596376, -0.6829050008987483, 0.6686505758778496, -0.22661659051502234, 0.553672321160839, 0.5103626712941454, 0.46538678683689033, 0.7427467684353088, -0.1342123535372643, 0.007181672160870671, 0.46949506474123126, 0.5351316574337662, 0.2636183381630037, -0.2617844547384015, -0.042962681470219345, -0.027872376982785965]"
"[2.668755879630663, -0.9465422273609382, -0.4638379806341988, -2.402576268818605, -0.4483711154535235, 0.7023690003624339, 1.6960746312980375, 0.6504040051140035, 0.5160727358615249, 0.5301209537582364, 0.9134244635516331, 0.2859183000281908, -0.8461866799401824, -1.0973789730084662, 1.2694623300837906, -0.22208853573440882, 1.5340893942017066, 1.6613362914339165, 0.01713027490008972, 0.16593255400043155, 0.07383861802473128, 0.02384616716036084, 1.2137655920180916, -0.41911847369770255, -0.2709634815622126, 0.7152100385430692, -0.08490337415079388, -0.4056903863989859, -0.3107104706953213, 0.23641972041578657, -0.21138690029391335, 0.900080376096208]","[1.187741507489618, -2.0276611619059963, -0.7038966991218073, 1.3758246095672717, 0.8172719875994403, 0.02621407120877827, 0.5787679854316268, 1.0298249175420566, 0.7595651448943355, -0.2203398286565175, -1.0890145222961716, 0.8510633712572462, -0.689573009664822, 0.5118772042657586, 0.6210634579359587, 0.8124224493740779, 0.35896927131307416, -0.7025683170436215, -0.6351652836902476, -1.048246867872491, -0.32145595112062303, 0.9971137596123061, -0.34958540658452725, -0.0655784858161457, -0.5112464210898697, -0.02938574575493881, 0.25844260718131495, -0.4491540166954819, -0.21265296304532122, -0.9796247849229601, 0.6749395721111849, 0.3616615591077917]"
"[0.13120151570007563, -2.133293971918009, 1.5360378726493424, 0.7714221252338528, 0.4464175276646502, -0.9351436048163502, 0.7162511987891202, 1.4555082854466466, 0.6952710145162252, 0.19772833654353167, -1.1513256411658404, -1.0859986167306037, 0.7712395146278525, 0.5036010135574099, -0.07527491581844059, 0.37839322680076914, -1.0099169902192147, -1.4482436604528361, 0.09743691427544282, 0.28303225548821176, -0.42641589403406016, -0.9834753494107306, -0.27618320061776347, 0.9262275546189918, 0.3755897014929819, -0.7009467221025856, -0.772206023287684, -0.5624738119888024, -1.229405228903057, -0.8064551357995674, 0.6901255455461776, 0.4191174065451415]","[2.6192610656286504, 1.8599808053324696, -0.883713663138138, -1.5589380388343121, -0.41829258383564116, 0.06658840953845326, 0.26578795671470135, 0.5693744476131422, -0.03502392458738159, 0.4538775201947225, -0.41763686387462456, -1.2833662732531979, -0.4105021533255394, 0.25215693619564444, -0.011887056008344693, -0.3663012752501903, -0.22064438205405512, -0.5778912245810199, 0.318960125416457, -0.4510474984423554, 0.05032638914219605, 0.9837529827375037, -0.12875989043073072, 0.8845191422244782, -0.27937963693878054, 0.1766771036223563, -0.02216750432909374, 0.21777262399016675, 0.3098757861391704, -0.5562218755943588, -0.12953855759430544, -0.4072381593883554]"
"[-0.1447490750759132, -2.625609288644672, -3.226362900204145, 0.4042267161870814, 1.9524208388137205, 0.38939557293140026, 0.06921299723470699, -1.5106230382484576, -0.25601094486546283, 0.22634827408466074, 1.239490854950986, 0.9805136288301284, 0.08350172616160853, -0.9489222254271565, -0.7934436866119394, 0.6223150510818772, -0.5670490497536838, -0.38572656707454167, -0.13636969648320088, 0.09925122522233802, 0.16461686682601312, 0.05053544286887097, 0.035241499680813325, -0.015168270010085168, 0.7778898954728596, 0.3836428525955088, -0.009872531075298292, 0.2027053162193867, 0.9697030111343279, -0.49147238831122153, -0.08050826867399538, 0.9220539996463317]","[2.0146806069998595, 1.3361336702115338, -1.3537419279851044, 1.1418643950706067, 0.2205284260404549, 1.0587401534292236, -0.14792896045722595, 0.31033175920270784, 0.3074023241342723, -0.7752453280152614, -0.22616133303508573, -1.1695551967411377, 0.20015940468450039, 0.09827260205176029, -0.2251837524571985, -0.08769478251184887, -0.37879015968947827, -0.42353297167696435, 0.6768523878154946, -0.1420709389761175, -0.7854213442141389, -0.6971272792198757, -0.2600562098377648, -0.4443038714748057, -0.36449296732813696, -0.4349253356824524, 0.2371124697264414, 0.18574093589720156, -0.19187835188843153, -0.34657470272936036, -0.7266731922182245, 0.40977427533147187]"
"[-2.642897330735954, 1.3846588926807062, 0.0360747124328843, 0.6312272588409805, 1.98573595394941, 1.1498942621454518, 0.4952760138530363, -0.8417256077030092, 0.41090726982098336, -1.4983933771968627, 0.2989307301947123, 0.3493593182963455, -1.0855993348810007, 0.06673815108823195, 0.5348031303384585, 0.37102054777616256, -0.6508714109270627, 0.6704234403894125, 1.2000850040778628, 0.06155140642083845, 0.4548272160028641, 0.8737174929925081, -0.41959886286721987, -0.6832756461762817, -0.21138576793590808, -0.4136846149211624, 0.5988221881534708, 0.5099532715574226, -0.9566124892542549, 0.028039023597447938, -0.6651132689244688, 0.9472890547785218]","[-0.029142942689124485, 1.330522945407998, 0.5360330769189285, 1.5381738810393666, -1.424955297901721, -1.2555691866843717, 0.09167686028408216, -0.5129359993880501, 0.2229376521452198, -0.8085530080251876, 0.40729245443416373, 0.050263454687194786, -0.45287113932015055, 0.28690215238349254, 0.4982365689096473, -0.4104922802393452, -0.5870164507058394, 0.11903133401978198, -0.06381452667198649, 0.6669943188121429, 0.6143509631038324, -0.3719596472678974, 0.6226307765314175, 0.43608451263884285, -0.0295689235599202, 0.8995072434671026, 0.5313249250143018, 0.22315635966510614, -1.2754828029247172, -0.36629850670778275, 0.17348514383610672, -0.24515835118913448]"
"[3.2278035082669247, 1.0548876047943394, -0.8776909273913994, -0.30093600405522003, -0.4180844971448285, -1.1035176850903432, 2.026746805113329, 0.8505950663337931, -1.1369151638498471, 0.013737761127893107, -0.6155549436590106, 1.5260225194513362, -0.34001371929368496, 0.032277864320012534, 0.21116000751654007, 0.2973877132851689, 0.3638693496101161, 1.2267144595241126, -0.3989901763660869, 0.3944732597538672, -0.1598410219141004, -0.182800512035029, -0.33854793997161253, 0.2364236291280411, 0.4413658392471655, 0.08032115142544523, -0.14590766649703477, 0.3764668605257435, 0.6156040535909554, 0.32725821360555896, -0.0010739734294648092, 0.5190782316812981]","[1.3707985977324493, 1.81286890278395, -1.5761476629843947, 1.4533629511791846, 0.28430770290210194, 1.1177126816692808, 0.429149586640872, 0.37702774146897583, 0.2529395100596807, -0.5151359439432688, -0.6191036039855842, -0.6812492182162355, 0.7688852833484299, -0.03070280051100849, 0.035366002399682545, -0.18922057252660182, -0.47718106999460125, -0.5438099152439264, 0.13621244077322658, 0.32732911039843154, -0.8038234215959318, -0.5281853993991354, -0.12491550741534561, -0.6530902679815731, -0.45760271944891295, -0.30652586442753316, -0.22595821793972462, -0.026237103916262477, -0.7326416066968826, 0.20195965388152737, -0.47672280296130365, 0.10058560463053091]"
"[-0.24257326118467454, -2.3756972004292853, 2.082914429470195, 0.27047108059662717, -1.6440644809084841, 0.6600511810114856, -0.41050182531547297, 0.6193065863075005, -0.9729469154530324, -0.16705685123153585, 0.46989218677874983, -0.10414596819083254, -0.5418448741779972, 1.411015079463044, 0.30227546214561374, 0.1890992641833411, 0.045203376129602485, 0.1725099997598134, -0.18596083227274607, -0.10764920191882642, -1.3032449903367107, 0.06632805719687718, 0.7784154176744681, 0.8830653203016428, -0.6668326634587826, 1.4590752945503185, 1.0156579949063922, 0.08257281290490306, -0.6885810663537019, -0.5846970557119503, -0.369039243102367, 1.0163687736110174]","[-0.7629874622153184, 0.6170181725753885, 0.0749821576849903, 0.4922345866078242, 0.10480607939362338, 0.440762668794293, 1.0488631250112852, -1.8187910190361205, -0.4732448371436045, -0.6599157545072503, -1.8194892698837395, -0.2732657052393522, -0.1305109242659167, -0.3894853014428208, -0.20600186897529282, 0.5535678379208171, -1.1474913221740943, 0.3632297023592804, 0.19738855658182078, -0.2601983321528444, -0.20553034348552784, -0.19123697517121116, 0.6593732559459861, 0.6131624697199449, 0.226079297115237, 0.9463409228083088, -0.3460317718800582, 0.6708943629734961, 0.3782098498558278, 0.621771782341435, -0.6527270190858727, -0.32174955143745054]"
"[1.4494401017077996, 0.024147684953395743, -2.369344327322482, -0.06930933651536071, -0.941196891910937, -2.482825658172874, 0.7169867459358976, -0.08679537032298336, -0.512651237932645, -1.3343196400253852, -1.3986514673508939, 0.12823331755079004, 0.20238694535365925, 1.3068508445741087, 0.7780866823205358, 1.7126196226761963, 0.03456865070016201, -1.6806729352824712, 0.40602866664912335, -0.31021829266250467, -0.642553697052264, 1.3844621519536067, 0.3893610199412403, -0.05399296542824738, -0.8784659897855881, 0.5283292123695826, -0.07464773338609074, 0.864867096389771, -0.4320426999882495, 0.6198430036788345, 0.6854011283993422, 0.2865250211519067]","[-0.639303336060391, -1.0163344531964615, 0.10959085786051727, 0.49847098374217597, 1.1112891829034492, 0.6777621117701021, 0.24934211388312646, 1.1952193173453678, 0.55890278720639, 0.300440576472991, 0.14568649212487003, -0.9403403940985262, 0.8015753506439495, -0.16845485140002744, -0.4931445288188996, 0.44468865418454784, -0.4921827551323995, 1.4149742613281673, 0.9458791422909258, 0.954390104467882, 0.9226882480581792, 0.3731898900522016, -0.08036092923168167, 0.5989815825934848, -0.03526745732425968, -1.0988289042737314, -0.3278204974555518, -1.1295688438908322, -1.0705107984678166, -0.7517495044201417, -0.08634213750514107, 0.35236271942467634]"
