image_embedding,caption_embedding
"[0.5706671947267767, -2.8719165324194083, -0.0642519819755589, -0.5244167224819773, 0.49223034548304, -0.5371899555197599, -1.088085880727978, 1.4224765095982739]","[-1.806469376380024, 0.11252044241859796, -0.21136931755236113, -1.0210070723764595, 0.5629388261414275, -0.1618206889527217, -2.0277527080177284, 0.1832149918732151]"
"[-1.6848474695366502, -2.6568449181630354, -2.4726389174004497, 1.89741665386113, -0.06390811342690292, 0.2648728989213081, -0.8030743245619164, -1.6471347987065628]","[-1.6799840275843358, -0.7799442693340911, -0.7357593030482502, -0.31982827940318026, -0.10764070676497085, 0.2085039772666642, 0.23109529651777622, 0.7608500516006198]"
"[-1.0298112365108851, 1.9944784027172997, 0.4410807879673427, -0.03931564698830308, -0.1256155884221999, -0.054265086485384584, -1.345683888705177, -0.19135057178303866]","[-0.6353950548879056, 1.405350849138736, 0.256706778511808, -0.6664769855178473, -0.3160934996789607, -1.463778889750742, -0.6595399334970075, -0.14305368602643087]"
"[-0.08970925418584418, 3.302754514440597, 1.5415009714196353, 0.958276997120739, 2.5823729724836397, 1.4059898867053449, 0.5801892338918405, 0.5129982267702905]","[-2.08215932047835, 0.5964963861405049, 1.56914655410935, 0.14326552201898346, 1.3347538198400655, 0.1393947779547315, -0.4211667040844607, 0.9124773349722723]"
"[2.6687566709574617, -0.9465409146277353, -0.4638462288483039, -2.4031253431183863, -0.448491357922271, 0.705191547901804, 1.6953331366042468, 0.6509334072343879]","[1.1877418213150004, -2.0276647036206668, -0.7038877782139503, 1.3753820502790302, 0.8188119852591075, 0.02647248285910306, 0.579454278478378, 1.027652018841054]"
"[0.13120647461473559, -2.1332832915128357, 1.5359802779788772, 0.7714772199691771, 0.44664500181385863, -0.934502725702875, 0.7153739123991517, 1.4577653373638961]","[2.619261053476015, 1.8599768494610016, -0.8837322022859934, -1.5580187269556895, -0.4196452656586345, 0.06992448608661843, 0.2658374766242358, 0.5678361609796316]"
"[-0.1447570192510853, -2.6256196263763942, -3.226219764870163, 0.4044067643478625, 1.9523098449207488, 0.3898737589574024, 0.0707388247869329, -1.5104491434332297]","[2.014680451221899, 1.3361315469359207, -1.3540152247387929, 1.1419524796084828, 0.22043892046613447, 1.062286014084082, -0.14954896596726844, 0.3163993566058712]"
"[-2.642898732965706, 1.3846431271225046, 0.03614326770020128, 0.6309272916086417, 1.9854409009937266, 1.150114118774711, 0.4973700566103783, -0.8447342530344666]","[-0.029142883762894662, 1.3305214194062547, 0.535970447963861, 1.5383063820914282, -1.4250815517842375, -1.2591305430570037, 0.0951431025166435, -0.5088656382081076]"
"[3.22780448162623, 1.0548874601685652, -0.8776859030674451, -0.30132050034536206, -0.4180572740749782, -1.1016206077577255, 2.0275341934453706, 0.8501838857096086]","[1.3707985903811954, 1.8128622252820554, -1.5763946917900076, 1.4534660261802934, 0.2848431920924065, 1.1150274892097571, 0.4255071171342804, 0.3876791387605106]"
"[-0.2425727254539208, -2.3756906474766084, 2.082824461818262, 0.2708556067836988, -1.6437768383426665, 0.6582124594497999, -0.4131936179376806, 0.6193387573258001]","[-0.7629875499610392, 0.6170107732706399, 0.07501048995970991, 0.4926701395061706, 0.10363952214459136, 0.44008739262960067, 1.0480605198777104, -1.8191550955713527]"
"[1.4494349509357363, 0.024174580771595785, -2.3693392119347627, -0.0686159259059272, -0.9418165158248452, -2.4888073448801635, 0.7156050981530706, -0.08959256829570098]","[-0.6393034777019009, -1.016334978999417, 0.10956718649120048, 0.4990538288033654, 1.1101576260716968, 0.6794726607042223, 0.2516711212040487, 1.1994525738978925]"
"[0.8323278292900778, 0.40894605836764963, -1.5466954359665965, 0.023649118274959288, 0.3866887613759972, -2.4906084463524967, 0.7758023034498727, -0.9829879428078996]","[0.3333778983436948, -2.61337226834028, 0.1311087687189364, 0.25747303409627764, 0.6858253614152142, 0.6887367646270112, 0.8656094251471957, 0.8698037390326909]"
"[-1.3973641380012238, 0.9194801701460918, -0.5138925366566217, -0.8612931411589798, 0.24580423138407434, -0.3938107685197549, -1.3800752659879505, 1.2404330965296866]","[3.220848997130572, 1.700448615658108, 0.6787110495438935, -1.296432379440922, -1.0795807320828472, 0.6362822302524651, 0.20070099729464214, 0.8590803867629909]"
"[0.1983748442511743, -2.5832225615230464, -0.3332587501693388, -1.2802976811786742, 1.3939903227303747, -1.4100754557268695, -2.537043751453047, -0.7867289432179428]","[0.5966192542092575, -0.7826217432897412, 0.06980921804027941, 0.09424279697679551, 0.4568398390304481, -0.16460912639259262, -0.41598430205974063, 1.4917037955433237]"
"[0.14168480546031076, -1.8353967163710445, -3.2297421500462806, 0.3372979168116567, 0.9922725327164054, 0.4325282213115203, 1.6741674965909639, -1.8012793228961963]","[-1.2377415585495435, 1.1680999474890883, -0.4598071784224208, 0.7054419708204962, 0.7994195896832313, 0.9718276880970237, -1.1861288948814634, -0.7411302326194736]"
"[2.709373468464179, -0.6591898433322776, -0.5359404634075864, 0.5428754109607438, -1.0911133071514467, 0.3125823133404458, -0.48909151459652955, 0.8739030732393276]","[3.0785417743992696, 1.9485772984007028, -0.8712891143793715, -1.3672709875340934, 0.5833080629498524, -0.824833992479638, -0.1619828862092113, 0.00880869850054842]"
"[1.1932311163207419, 1.9664228134145998, 0.5256830364900904, 0.570550720263224, 2.4967974232117465, 1.610000210085511, 1.7072075825583335, 0.4078087019707386]","[0.4266744992987252, -1.2176479865663328, -0.16387721013964038, 0.19567198468730637, 0.19782867235242335, 1.3624443511088062, -0.0984547759863733, -1.1238508855091953]"
"[2.360540605118323, 1.052742270934393, -0.3979356709355751, -1.0956399636539575, -1.4401829158559822, 0.4591807324728745, -0.7687621077736795, -0.4298174945760391]","[2.2351940343028254, 0.3212219635781154, 0.08567260640444242, -1.4023203529227009, -0.10260745703662189, -0.7649469734146104, -0.05474418382809493, -1.6968613358974927]"
"[1.0951606257961153, -1.8842026834815233, -2.4353013889753203, -2.08661322497892, 0.09743071029485045, 2.7003184518527936, 0.14868059431549374, 2.3580123739926138]","[-4.2858508399654545, 0.23073664929276122, -1.7927788262584234, -0.17589114315041882, 0.6647495527712303, 0.5499553084299905, 0.8518389374245785, 0.30061277009225434]"
"[3.3658673993613584, 2.410307994246952, -1.0387990462077878, 0.0641920173799802, -0.7218037866669593, 0.07570306234328816, -2.560859303896039, 0.8653602293630841]","[2.659830532427841, 1.5042687021847545, -0.3542569963189484, -0.9962198186434188, 0.2589960257834041, -0.2058164206427984, -0.05070484084525365, -0.5761499062675517]"
"[-0.5121336532021518, -2.398702396427988, 1.4795749510804468, -0.3399050252106618, -1.65289448658763, 1.0391244067328953, -0.17009318405853413, 1.0716410081086225]","[-2.6537024301448113, -1.0900122554930405, -1.4088564280343525, -0.4602277254982682, -1.1248768505811113, -0.399657223150128, 0.1590663839337166, -0.28226543641717255]"
"[1.8254593669598114, 2.293666415881064, -0.8315029526472995, 0.203581570342324, 1.2331176268506234, 0.31568277043965587, -0.7359420155694363, -0.01614537548092082]","[-2.4593691764502608, 1.1436663760236372, 0.355917019402386, -0.3367141336512606, 0.8983413221725374, -0.32270557089861834, -0.25617557274857067, 0.7171076939603535]"
"[-4.3244398714953745, 1.1012058451298923, -0.9451145649087732, 0.8579200605378506, -2.004544718217852, -1.3552383723989068, -0.5513827583549766, -0.5734870285356389]","[2.734154734456685, -3.257303171995422, -0.06560951403381543, -0.5240243668148764, -0.9269486263151535, -0.4474899702731155, -0.9070890784661582, -0.007367404142844842]"
"[1.2265004205043377, -2.9042780213733237, 2.7881453009468786, 1.363740990652819, 0.7740131133531416, 0.18216488578437035, 1.1834850768741165, -0.802503788562475]","[-3.845682710689322, -0.5120213812376995, -1.9616719507100222, -1.388165027147306, -1.2511220721176821, 0.3935718736093386, 0.17272194584043746, -0.4184934325526005]"
"[-3.54596814841312, 0.1873675267103666, -0.9581216140708827, -0.6667054023986027, -0.30936425459480227, -0.6984752057514071, 0.9842793219751756, 1.2179038496441525]","[-3.9104691758241965, 0.7286935526505302, -0.7459405303731077, 0.13256300042073235, -0.8477778155820909, -1.221901601925018, 0.19647371202506067, -0.22483109804152426]"
"[-1.9034208014375935, 1.4000231129151723, 3.1094781031979397, -0.5964160602399394, -0.8187762121457947, 0.007053212181342415, 1.158663747611766, -1.663372401873943]","[-0.3164867668401747, 0.3478042310680155, 0.310525288389137, -0.8797724153901214, -0.4731746685405945, 0.16272969687141361, 0.5855360037292865, 0.3315802500075297]"
"[-1.9824894557019306, -1.8649699120234353, 2.801487943728857, -1.6369194662468594, -0.8623363427596255, -0.7156024335794601, -0.9362822595860735, 0.9832836033221218]","[-0.3708532974321993, -2.137343642391231, -1.2123803128159352, -0.3542210372913817, -0.9644929281237091, 0.1563416410089178, 0.4843893810720907, -0.8177871449456876]"
"[0.3536316566178895, -1.7731246853653504, -0.7452632764931862, 2.58852917986042, 1.7757545868937317, -0.7053490939942856, 0.398195928709727, -1.8249832556793564]","[-1.8769643511759162, -1.535074993446178, -0.30466169659939757, -0.540935522266987, 0.011125144475844525, 0.14805643260515067, -0.2933060737578728, 1.3278462724085418]"
"[1.0851713577958937, -2.227051976796123, -1.7072321719821144, -1.6037644320111044, -0.23303037215401987, 1.2799782787974705, 0.6038942793687665, 2.6496099514309344]","[-0.8732119047793809, 1.378746530157416, -1.4203783031125283, 1.142225798531932, 0.25044577968293924, 1.476824565042401, 0.7010305061889772, -0.13938111536967493]"
"[0.7836718547071111, -2.506558813498714, 2.00321435494868, -1.424739511067235, -0.6953513625022644, 0.3773058320927572, 1.0106366769366073, -0.42158775042286784]","[-2.8627648468483655, -0.2403695086121839, -0.7607316937174677, -0.6042093450157838, -0.48675535547981413, 0.15472851183786465, 1.1854424206444227, -1.1371047869096735]"
"[0.05758757914369791, -1.9660769803567004, 2.828279466227489, 1.5019232379998744, 0.9229587098707468, 0.12341230811238091, 0.10866645471424724, -0.9620267635064996]","[-4.727119755181769, 0.20083638524212696, -1.9417784976853263, -1.658378377559991, -1.2708679324878485, 0.4323735407171786, 0.5743528278011928, -0.4731536988615189]"
"[-1.9015473947729433, 1.0848331754895058, 0.8897416016378592, 1.102681063319742, 2.169392198698548, 1.287087727769337, 0.5900245306260934, 0.07671697374357202]","[-2.6063396894313047, 1.907427188960446, 1.2816065477684826, 0.603830526889182, -1.0104868314746642, -0.7297428282530307, 1.1382291030995968, -0.5501189419893473]"
"[-4.503215535207848, 1.5273769842360727, -0.39563803184714713, -0.7483349879338684, 0.1457191957330297, 0.2441208614273033, 0.35789152817178166, 1.54170197092792]","[1.5465556079928091, 1.8224629522471194, -1.1739805933631156, 1.855668075757609, 0.049805104895549776, 0.7326067472005188, -0.44843849512290884, 0.7468317581673712]"
"[0.1517325311304485, -2.422637582370388, -1.3216629752126172, 0.49764654614469656, -1.383491223382137, 2.1101342104718297, -1.3561494834966175, 2.3147717239774415]","[-3.8188305322352543, 0.8705971564002865, -0.7847863639460494, -0.7987516272342896, -0.46205639185688663, 0.16584517896589474, -0.3899685643349578, -0.6290385859988277]"
"[-0.6809588442235269, -1.9888832023343588, 3.0936517880853374, -0.9354149694415762, 1.6398512093933741, -2.525439253541212, -1.3836390654904318, -0.1865215819458566]","[1.6694041219883953, 0.6543335249786891, 0.8032438518452454, -0.7143317080679882, -1.7555238929745716, 0.22666698543100736, 0.6083948078523282, 0.6972200604381201]"
"[0.14324775599596973, -3.0963701207177063, -0.3590398585673423, 1.5696991579839479, -0.9112662277139619, 0.8092438117058641, -0.16314340391028692, 0.5003327270710827]","[3.6659744059716863, -3.6909103746573977, -0.4216358623735326, -0.05730683338754922, -0.09814235104207158, 0.652781228791521, -0.810623741899108, -0.06263110912323441]"
"[-0.2702278261369857, 0.12740814649396326, -1.3911418552704151, -2.3860541201074383, -2.110382593693594, -0.45722879696125235, -0.9739974771546359, -1.3313837198467644]","[1.3379960619377178, 0.060581445215620804, 1.3251823969843788, -0.9723700249090593, -0.9414875916296979, 1.0077771529230282, 0.13562631079404983, 0.20769775279876165]"
"[1.9603699156386656, -1.8532315357814813, -0.5269332215192852, 0.7315654477511375, -1.0542568137900301, -0.40211520998409045, 1.2410718662410583, 0.185941674003057]","[4.007562134532514, 1.2833502474702907, -1.5004217620719733, -0.26761539579258964, 1.1079737584826381, -1.71929805362951, -0.12637010433081633, 0.11814832805118006]"
"[0.4092563909577304, -2.075997919335039, -0.7027163784835692, -1.9790253953224455, 0.824116096051189, -0.8929818173847897, -1.465836598697645, -1.6404670438636488]","[0.21045622026256222, -1.352257839261285, 0.33575461395255024, 0.9949559944260236, -0.24717412603200942, -0.7846155347538146, 0.2858652555943627, 0.623544769312635]"
"[3.1950415338482956, 0.0808189338151882, -2.187949903791433, -0.3901158279012227, 1.1903561761795698, -1.6805968218194074, 1.2087130122993859, -0.43532979252581383]","[0.979976832299785, 0.7960414917572701, -0.7263696647860298, -0.9770733996552128, 2.116110658482673, -1.3160885527312252, -0.12805921996791675, 0.39295999013627375]"
"[2.613165941741527, 2.3859992382687376, -0.07913794368272233, 1.314419528639239, -0.655401029902181, -1.5651128085349018, -0.5705732300342857, 1.0835332333134382]","[-2.027406766341034, -0.4100449233566263, 0.8883411052627572, 0.30314194354367796, 1.0741022823505952, 0.025881979018995756, 0.8006073778294147, 1.3056374374681043]"
"[0.6641005711933134, -0.38789305898801896, 0.15603472499910565, 1.4169927159484024, -3.1637375281419944, 0.9392928395913754, -0.7768884777642813, 2.6033590772556816]","[-2.920557634464033, 0.9545116930276388, 0.889754054909365, -1.1134767107403998, 0.6205591390933625, 0.5199249143267863, -0.7968913158889039, 0.7044132597235456]"
"[2.7020340745638145, 1.4215164284378756, -1.220841982180561, -0.5703206115232373, 1.3513519864216732, -0.37297790403056835, 1.313301076846971, 1.3484861634925587]","[0.41166287991805445, 1.390469870163928, -0.8747968428409804, 1.7745526102563265, 0.5021616628831727, 0.624835614554766, 0.5002575355914591, 0.7778483809746142]"
"[1.8985915670763405, 2.3731010328765305, 1.6279496773552518, 1.296617734946082, -0.11300343198580083, -1.0823174253521608, -0.6794118062161039, 0.6375333041286225]","[2.1473952309724686, 1.1342642251236361, 1.531744432466916, -0.32053647504278826, -0.6227450555231554, 0.7969403711222084, 0.8316164742202923, 1.5338982364548814]"
"[1.6952057049240334, 1.1449513142878658, -2.7942047514151236, -0.4437255481162041, 1.1892610043278347, 1.0162777329269959, -0.6558530579288535, -0.995965356984941]","[-0.4244119810463067, 0.14182523193901386, 1.273441228556584, -1.1646392262034484, 0.07764783613460996, 0.4622907728807242, 0.7860494674771893, 0.5385004584910228]"
"[-0.21547268011385348, 2.5191939980260467, 1.082562651988393, 0.5335935294361823, 3.6930107575616975, 2.2382535376788666, 0.9769327683252729, 0.049708242287365985]","[4.0778128794813595, 1.1682453322247912, -1.4038285544099378, -0.09851987289591327, 1.0275213453370462, -1.2808183123185573, -0.08535767681208749, -0.07788200201288947]"
"[-0.283831451148425, -1.1778037096121448, -2.1226197232502058, -2.0480988914607985, -0.7823763033209128, 1.1731397688233078, -3.089567562925152, -1.0872486536056256]","[0.8684112651631894, 0.014151564107070481, -0.7900842035666698, -0.2712538664180934, -0.5276222537163503, -0.342616289134124, 0.49177866228518724, 0.5526294014568386]"
"[1.021053040132828, -2.6877315625398692, 2.722460975352014, -0.1951690733668774, 0.33189537944802283, -0.30287088656117145, 0.37282858014826187, -0.12543125863034085]","[1.095899837644887, -0.29778743479322767, -0.22626903860612518, -0.28965298113386867, 0.6476883222602756, 0.3776988990430021, -1.5934555477718797, -1.2520023664718771]"
"[-2.8699891591632665, 0.2994586049658671, 1.9976092281418538, -1.1416017170377835, -0.2488007741794683, -0.42696769604900786, -0.5054047075508358, 0.05526235115610938]","[-3.5487517387640484, -0.6044140132039648, -0.6699502160296124, 0.3071702909511118, -1.8304226148228717, -1.094976605033711, 0.23719262679862646, -0.11312929229276003]"
"[-2.5655560769631056, 0.9760866116497788, -0.50369381521554, -1.0386147609595149, -0.7187591030667405, -2.0246712932177546, 0.682131488523179, -0.40808267846051094]","[0.30451004347045374, -1.9661732316537741, -0.43062349395795657, 0.7173562197705422, -0.20182043983702908, -0.328854213931287, -1.604094029180814, 0.8559968676471091]"
"[0.5642996582570977, -1.7756179874564393, 0.7796372630282308, 1.4127568367262704, -0.692792533949414, 0.0031091366576573177, 0.15713777834843923, 2.4051000378485323]","[-2.278861644371556, 0.3240374034342949, -0.818695607261388, -0.6605041744955059, -0.34336902885497256, 0.4549239142449757, -1.3908224650577414, 0.2748850133100577]"
"[-0.6162617532703784, -1.850358822731846, 3.9974257223074208, -0.5419337741594622, -0.0692758000367075, -1.0452085274430403, -0.17393562456528683, 0.8379254387246559]","[-2.652122853912377, -0.4424884025873491, -0.5600010367166397, 0.4518797201530298, -0.47611816122765743, -0.13985657580020536, 0.6502210815293616, -0.696755990037999]"
"[-0.3185001098599677, -2.4950293681931273, -3.245901522506284, 1.0291265908425016, 0.6473406243512265, -1.1530298644584098, 1.348241463890646, -1.0410225695056927]","[1.3063195147444617, 1.6292990163090144, -1.3959707138273276, 1.908582273141399, -0.025290471643491297, 1.0564234178850465, -0.34490400763408385, 0.8347568296839557]"
"[-0.3322955970131337, -0.31278558559939723, 0.03252912313003962, -2.1133010741684313, 0.3461989726169412, -0.7387486373862137, -1.746371044209773, 0.31505264199405775]","[0.03314416609517783, -0.30822865334630817, 0.31406044097334374, 0.5060974171667927, -0.04398185874774398, -0.19454972564977274, 1.6082666006687263, -0.5813314472277091]"
"[-0.91517148279128, -2.7887450762361152, -1.6808908538838185, 2.483906051289756, 0.2885264732781988, 1.6998102350835316, -0.6053076747212128, -1.0753104932452366]","[-2.9474783625482233, 0.2326251183176547, -1.2876200300664442, -0.6153783726586437, -0.16614327260219372, 0.5934719824452882, -0.810409466382767, 1.4653175704374715]"
"[-0.3585273879354067, -1.896071854978983, 1.403225099147495, 0.717046179932239, 2.296255254152291, -0.5217825930766035, 0.435602767767767, 0.03605467278324659]","[-3.1181914195227183, -0.27093971808852446, -0.3244416656620641, -0.5839999922327554, -0.45421682265806373, 0.09371105436619144, -1.0064351758730148, -0.41431174468018434]"
"[-0.8511896330731944, 0.8370395261660766, 1.8907671750330466, 1.4864778268405971, -0.5767187570021356, -0.6176540481651825, 0.03526714920235092, 0.2610453420511757]","[0.5712309794931404, -0.5317787076210455, 1.6959597904546295, -0.6403904764674525, 0.08999031656693414, 0.5893465811959115, 0.5878319715918345, 0.15251641412903727]"
"[-1.5896822146343317, 3.8896492187650287, 1.3453677186069315, 1.17665423179862, 0.9859946178720522, -0.19127005018291196, 0.8934119193126323, 0.5962152847913592]","[-1.9176488375146536, 1.4019622015498396, 0.8954840043254247, 1.0737741583047773, -0.25563042795300994, -0.7598428152335495, 1.04972338075654, -0.6370451052626465]"
"[0.09275840228695582, -2.702384406841357, -2.1093698578531104, 1.479876712226062, -0.38797623434584017, 0.7447258429777137, -1.619070249506944, -0.6511285375534837]","[1.2026997953700616, 1.9491046687660107, -1.4646987884768021, -1.0593702871501867, 0.33642625291084655, -0.8304839058441215, -0.09344078757266049, 0.3184754187867753]"
"[-2.454268246252876, 2.3738407940370365, 1.0414487009877058, -0.4530969358728963, 0.7583406944258035, 0.0755139776295616, -1.6026235299752971, 0.988247243271407]","[-1.2926552835697067, 0.9327794857440268, 0.3914005223563801, 0.5468728160185721, 0.9603076677416718, -2.568569595246401, 0.7894156561496307, -0.8936442008342661]"
"[2.4560772642138256, -0.2706974775533293, -1.2531740081110898, -0.4885308455509315, 1.1407611028278093, -1.4020381673540585, 0.07341991725940471, 0.33972066057442185]","[2.33730926684922, 0.21090809505652347, -0.6077606602632328, 0.3569236786156169, 0.17599860817165386, 0.7250192717100237, 1.7633978172449525, 0.588965950384103]"
"[-4.458131734800986, 1.1440008200497254, -1.3545862003631084, 0.2864892170800368, -2.330295844579809, -0.6575484566781453, 0.3896705062633872, -1.0525650471829116]","[1.9400335141540488, -3.1801129432564417, 0.344399662981527, 0.3020760942416389, -0.5263609501334394, -0.5674933576946262, -0.4957171240658097, -0.1301315097532595]"
"[-1.9963137564558122, -2.1315165888183643, -1.2063241462718004, 2.7741426095421104, 0.020401599838003832, -0.057969264819017846, 0.3678354237724165, 0.12181995453109824]","[-2.380677966681252, -0.7957285577531384, -0.09039654559891988, -1.0600375997574485, -0.662764115887234, -0.044806307468416115, -0.15192925024725193, 0.49054375566227804]"
"[0.1795864316383558, -1.5306696394704171, 1.6832130809035233, -1.5926870808193616, 1.8043942174044674, -1.7906264646064205, -1.0148017007410655, -0.9823771624758879]","[0.4833771881660662, -1.8214431743648272, 0.4826676467683454, -0.015092827163239366, -1.1977145008274337, -0.854833253612608, 0.8812280602712087, -1.5823666638175689]"
"[-1.9470430758469863, -1.2381533693617375, 0.2574051224885413, -1.8512968886589545, -0.5629887232310189, -0.9091871014165778, 1.3182193238116189, 1.1412473236141216]","[-2.7023208474385965, -0.08893023204871596, -1.3909268642801276, -0.3537999547442618, 0.49214052906144595, -0.982935881629146, 0.0179663640090943, 0.9413281552100529]"
"[1.214714669725667, -0.5144656954172208, -0.529661859955863, -1.082571292850181, -1.8037833670187073, 0.7535796747114419, 0.8141865117582029, 2.6828643556918816]","[-2.3989686428287254, -0.31549694813739576, -0.502498327112929, -0.05779944792896387, 0.41719940290820473, 0.6555867244539269, 1.8162940442451754, -0.19245547241617325]"
"[1.7157521595544927, -0.27359860186503154, -1.6971362456500587, -1.6479608493080002, 0.9419138251858035, 0.41431132810820936, 2.518560446969894, 1.4407981836095156]","[-1.284836886007401, -0.7116261764281041, -0.4651811816077807, 0.04408315864568363, 1.7514805891339613, 0.9248710712659504, -0.6377903710706748, -1.214738395270117]"
"[1.3120103213300105, -1.5574766441683883, -0.1585325959507574, -0.8559267523383712, -1.8276925440996055, 2.8364851539451816, 1.4459317390007151, -0.9991567001433302]","[3.7839821868008316, 1.4764365799949257, -1.7555167809983319, 0.18143855099448147, 1.235268680218417, -1.8016615435418328, -0.18463044709866505, 0.8508716255242857]"
"[-2.6401682687081784, 2.0402090154894204, -0.19560276037701008, -1.0744757842400543, -1.2619403812187937, -0.01628023325155385, 2.4444833114741753, -0.12472146540548057]","[-0.5604662931825051, 1.4415645782098925, 0.1333467224300311, 2.5909800302133577, -1.261536607576624, -0.7356663913801477, -0.17737410671423098, -0.2904653631187434]"
"[3.0735913242006316, 1.4813225783231267, -1.6296857816153896, -0.19630490285824073, 0.9286239864971008, -1.7591974721510049, -1.143361112499599, 0.8159574255868176]","[2.0091378231968777, -0.4635961451643143, 1.5269661623482762, -0.6563758761470704, -0.2874784035712047, 0.8142410079049194, 0.4431402803831778, 1.0539986518929707]"
"[1.6385976260784085, -1.8438517741007334, -0.4980257569945882, -1.2416287227108551, 0.08347882387664987, -0.8214077674242348, 0.6304367365999611, 0.49417050923264083]","[-3.8642144303868204, 0.13257067187208935, 0.06588042471022724, -0.780266727669819, 0.9334644281546062, 0.3749332839352593, -1.1097432825622444, 0.42355473692181644]"
"[-0.04294392501666785, -1.8599294276933636, -1.4597755578632914, 1.238777435492298, -2.017862749918882, -0.23868666337635178, 0.47433814086707426, 2.0344687252608535]","[-5.3817520574801225, 0.8997360880155191, -1.6115698517192316, -1.5587679845929063, 0.09050128629834439, 0.3010924444618554, -1.3184099790295276, -0.16681778345032777]"
"[-4.630092647163762, 1.9516677771848956, -0.7206343519970566, -0.3000773111394158, -1.260006957540884, -0.9923246786227351, -0.13420008883808748, -0.31504694483466295]","[-0.7836402969711197, -1.635297985535149, -0.17913554061788256, 1.0169234029638892, -0.515221727261305, -1.0757315853042657, -0.5455942436387458, 0.26417477629096653]"
"[1.0710478035444677, -1.516635570416854, -2.16328979100077, 0.6741836239922627, -1.0591020095344394, 1.4286772605469824, -2.452967210409015, 0.24464049332853177]","[1.1873913897601789, 1.775600771446506, -0.6293113397673308, -1.0548819592797072, -0.8772417236799269, 0.3945659806073923, 0.02327872921060396, 0.97374381287641]"
"[-0.5355263247087398, 0.39204565241954276, -0.20588099680718142, -2.4431579969871207, -0.9267269799871072, 0.3389795632582093, -1.1645232965410273, -0.053326846605665196]","[2.761653264551088, -2.7258846057161796, 0.5830867956148933, 0.4867404763287563, -0.038549489199414894, -0.24732692960144062, -0.07397334539042982, -0.17599254756638388]"
"[0.21295716322418357, 1.7607710643214436, 0.7600355321783101, 0.6763872877528656, 3.1086201160182476, 2.98155428316046, 0.8537131459683015, -0.05932257359257916]","[4.12055738327766, 0.936745330834729, -1.39860749138998, -0.19852254709281325, 1.2755204258583424, -2.001070107770653, -0.3736725493931767, -0.1924801614257161]"
