image_embedding,reference_embedding
"[0.17764613545649532, -0.8408827623962506, -0.07510424822620358, 0.11133521194378168, 1.8881882186650707, -1.4750847344743037, 1.3014382063936571, -1.2365673222371385, 1.5061697948400425, -0.32860199447540717, 1.8056920918669692, -0.15999527826839446, -2.3519645635838096, -0.8583382852535022, -0.5883594026087823, -0.3546169343028344]","[0.7108855802017809, 0.7288976914559644, 0.5883249385824768, -0.10766703368383344, 1.5637884926669015, -0.5725629024290758, -0.7639179394552559, 0.9650553823737924, 0.5911813327637312, -1.0306158412698456, -0.6562823219768789, 0.2843290694028953, 1.1485854636623216, 0.5605133984535432, -0.27002951979591444, -0.7452993232454087]"
"[-0.20126973213892402, -0.6303424284294434, 1.0181184375908252, 0.8891317355688569, 0.9524147046755653, -1.1727853856067214, -0.9617748561979426, -0.3841688577878721, 2.0223004078055062, -1.0860503686870828, -0.6688372430427207, 0.9509933401776637, 0.10736876151652532, 2.033603441125902, -1.0939664313840918, -1.0631960469038275]","[0.8778673398564092, -0.3298536514580184, 0.48564708211081975, -1.5645279096434686, 0.41137183119575343, -1.829781265547411, -0.7735006480325376, 0.7548356504738268, -0.9303836306979829, -0.6592044622961221, -1.273641049529905, 0.3888822270863925, 0.6993714936761332, 1.6068468395424602, -0.3740987733069092, -0.3344148148586637]"
"[2.6212886285684998, 1.0156717358950358, -1.1161447263781017, 0.9215156630315305, 0.1264899263928678, 3.531424692667207, -1.3802395398315626, 0.3028660930737948, -0.8596275303869804, 0.07043353276679673, -1.6640635571789915, -0.000736622475840967, -1.9681173964672147, -0.024889135733614395, 0.015526831837737691, -0.6217322061990119]","[1.3854823523448099, 1.6940078777788545, 0.8796084642958177, 0.31695066933100297, -0.9038455767006073, 1.9229823402054949, 0.40424151125095875, -0.17937546609872412, -0.3308027493001936, 0.38643096917378306, -0.9913517799063916, 0.24892493888159056, 0.2275839902181373, 0.1699946384695343, 0.7087252407182475, -0.33867865617605714]"
"[-0.6604432709905453, 1.6905611472532631, 0.7643885173893576, 1.3774043330780827, -1.659672415429276, 1.1164676515540868, -0.09880244760139828, 0.9994373488967744, 1.5325060208620773, 0.7175124588072077, -1.5596262041317772, -1.2705343354432883, 1.1511924899702195, 2.1924078755746472, 1.731608203667512, 0.802246906675701]","[-0.4373955321740507, -0.2538362406806909, -0.4644238860007689, -0.8026136639416315, -0.6736358954959314, 0.9030679530682721, -1.0671072868346856, -1.4009630087390865, 0.2256861523891216, 0.2470537623850606, 0.45926844246782317, -0.19012728612665608, -0.5304788044370213, 0.3438752780487026, 0.8840648351347586, 0.19835393415176095]"
"[-3.06852970454951, -1.2894535198071946, -2.0982241933590533, 1.5173108021406807, -0.7686445495716664, -1.2945224586073594, -2.2418253779580763, -0.1855636217080623, 0.03802597715217299, -0.16654910861221398, -1.3719289486656059, -0.40512387291565544, -0.5539767715363436, -0.8383810921991204, -1.1423787766326998, -0.6718962005582707]","[1.3799111882409825, -0.9582229414890022, 0.28067523612238454, -0.7615523707864634, 2.0981056399264917, 0.6897771393822762, 0.4276608785128662, 0.1417375740806403, -0.3265327538595372, 0.8650794188597779, -0.6508130423301569, -0.7037476408236216, -0.024132040531590977, -0.04707033159916549, 0.1228172277389778, 0.265442221733031]"
"[0.6799730398942099, -1.9134830799605616, 2.0132464163635793, -3.294843862332752, -1.2417426305791086, 0.8344476000197852, -1.3866627573477666, -0.16715065784895294, 0.9970021169059252, 0.11466629322033778, 1.5849712543246164, -2.137721154746689, -0.7815142019618743, -0.29012384326414825, 0.6782973006479996, 0.5216307268483243]","[-0.9840444138396482, -0.45765205873779297, -0.4056826631701851, 1.1135679752946746, 0.6151841261575418, 0.7254471081728489, 0.3335819684228029, 0.7802946571280344, 1.4896417268165902, -0.727359636908497, -0.3963166894650828, -0.3101446434903316, 0.013150600765996511, 0.30117248113212935, -0.9411097524346745, 0.644326913384676]"
"[1.6048145311734636, -1.2631837086589714, -1.456829087870385, -0.828997856693116, -1.764431216859702, -1.2295235196552592, -1.2535904671366196, 0.554128399283408, 0.5997275419401715, -0.9191505360276179, 0.8832161330683468, 0.7624695302757832, 0.23272322667196416, -0.46842426225402173, 0.5349551250419122, -1.2623766967925991]","[-2.0658988452205334, 0.06956567568898997, 0.5666100620069484, 1.0696884371804973, 0.5263367820108578, -0.27686697566208096, -0.23231661836062026, -0.6662922244769157, -0.22385870828794394, 0.19756501690648168, -0.7407117691127769, -1.0459428757177978, -0.2768834078648274, -0.6386211201424, -0.7428817603252608, 0.3927996645356333]"
"[1.564480856996094, -0.6202044939958495, -0.7631718938324826, 1.1465167903574656, -0.7539044589669026, 0.4197025451527181, -2.0502074126329974, -0.4890499289376605, -2.334185918704564, -0.414379281077937, 0.05272630731889072, 0.5483924346372956, -0.45073406946441325, 0.9933076600534548, 0.7283863625484627, 0.7197065058753551]","[-1.7253091478757876, 0.19501109660125568, 1.0499121229732846, 0.07267235672373719, -2.191794739407839, 0.38655786107255335, -1.0395629609110357, -0.00846554954807765, -1.1503354153923526, 1.1012994005741263, -0.7678014281134056, 0.2826125470047376, 1.2421930599886075, -0.3272292390999287, 0.3675538740589897, -0.3043569199981216]"
"[-0.6094334976252664, -1.4961808885934544, 0.9767453059996514, -3.207461104545628, -0.1004285224049734, -0.25097982045921474, -1.1276273210149719, 0.6373168811013096, -0.8765192693475607, -0.5941078317053509, -0.3317624364390249, 0.12717439916706216, -1.8074251466850535, -0.29362180639020735, -0.7086831308451825, -0.6453273433378844]","[1.1101352504349429, -1.326393519303176, 1.1096667230863146, 0.44427185930370183, 0.528987801099858, -0.04064410593206654, -1.6261222000177495, 1.2411018658387398, -0.001439056900965705, -0.723292857204469, 0.4318946960244398, 0.015098448934920034, 0.3055184356437561, -0.34438733652374426, -0.2667377917860509, 0.5431974290306244]"
"[-0.09021679866967594, -1.5885346285080724, 2.0361019414184667, -1.961947561039366, 1.0831322354632766, -0.8024356014286056, -0.7394458652175854, 0.9337438531555993, 0.4569556693107533, -1.8199227993753564, 0.6560396582883227, 0.6389531641299085, -1.6699325941189689, -1.1643865519632848, -0.3158363233144462, -0.7680736069766897]","[0.5418839042301703, -0.9945603799565897, 1.1053972413837447, 0.5557035840920281, 0.7662176122150872, 0.19688235297149526, -0.9936188301374678, 0.6846539025142188, 0.6070998381641427, -1.0247070094699242, -0.45480487213136883, -0.07071751705427079, 0.5169746992049912, -0.46320241563393255, -0.4061098335524418, 0.8168573501900562]"
"[-1.547145143639504, 2.2413646613599627, 0.2728662239313013, 0.08408966957468599, -0.8994767918765324, 0.7500218450680405, 1.127502603648223, -0.840205583922589, -1.4849275652322744, 2.4638726399678426, -0.03356646842903453, 0.916510116730265, 0.010066596611894813, -0.6464345883184383, -0.2812140756955429, -1.106048686080879]","[-0.16661270532251907, -0.3096667104005197, -1.4037237296635938, -1.1330242142394424, -0.044396977315072195, -0.32990891768302977, 0.5364527954526452, 0.8615205826118018, -0.46747695304485143, 0.9637627690310019, -0.12861310290624456, 0.1521787097757941, -0.018366234122201903, 0.2279110130256376, -0.21434419232335195, 0.1888026096005885]"
"[-2.5836802703956243, -1.425646339004365, -1.8038379473913944, 1.8217727513451385, 0.1906478393507938, -0.487053266068353, -0.3080454812230242, -0.3302535593067918, -0.5188641756908849, -0.8957559889433485, -1.0719326136858058, 0.1415429726945821, 0.11268004571618959, 0.09056667462018667, -0.5452625148697603, 0.9861194659511933]","[1.9664518464758607, -0.7897422954777417, -0.5442380883569998, -0.9584091731167742, 1.6569451377021847, 0.911536973131446, 0.23329962042822966, 0.5705448090376048, -0.7726637258974279, 0.5897917906957346, 0.3060020751240138, -0.5024885943337966, 0.10027046184621369, -0.1255949556973845, 0.5334858101171679, -0.08793850626543649]"
"[-0.7192951846009986, -1.76119497844158, 0.040741514155858985, 0.820991931688009, -0.7759010634580998, 0.6302359598823889, 0.5236520920876537, -1.9712644819934897, -0.46485297236087525, -0.12913459055367996, 0.8354264371889201, -0.8253368810269741, -0.14329839532295943, -0.13030992158178104, -0.32977657467759536, -0.11393457820296324]","[1.8164952622814063, -0.5718843184055081, -0.4766041845484527, 1.1059716287607682, -0.9917768949269264, -0.18032578058973056, -0.0945609449184021, -0.08256509855715546, 0.09730179971463697, -0.34501756660189953, -0.036002670655381395, 0.37337873930562593, -0.21266494186069332, 0.07558543244780229, -0.4085501705616882, 0.3356194087798385]"
"[-0.2330633945113544, 0.8368585965920367, -2.244868917329683, -0.8722003542481319, -0.0691515418588745, -1.032119785370593, 1.0463800984682914, 1.7572300502190126, 0.09212915243585064, 0.6129825177191259, 0.04818445717544305, 1.096428118410392, -1.521981215498931, 0.9710882436957293, -1.0723740282143142, 0.062115870991064456]","[-0.4904327731181759, 0.1342017089115118, 1.557001347174102, 0.12584316520863856, -0.3464119428252541, -1.3092546792158912, -0.0005310674322109758, -1.1698997570692211, 0.039066812711314784, -0.009870440863256058, -0.14330388421887344, 0.3069375843854213, 1.1608542519941358, -0.2741321319611086, -0.2332702708437303, -0.6560192623858132]"
"[-2.51409558393812, 1.0648599351329104, 0.4331587906160505, 1.9255837302102803, -2.7079292762892977, -0.33994875889362347, -0.7548161528807887, 0.5622331619443971, -0.7165067247836862, 0.9867016346463705, 0.25273564628154815, -0.4048050617668357, -0.8045189733527462, -0.6164823082101144, -0.24541132959276046, 0.28808823842645803]","[-3.071152166560855, -0.9086786194571282, -1.3444358561978758, -2.3987779089080767, -0.5461158279885555, 0.9518909870158767, 0.23135974724940606, -0.4259020196214593, 0.02227978950163081, -0.9775524364916014, 0.1958432320212935, -0.39338728578369236, -0.4673831535256424, -0.17345759750164821, 1.1946624450430845, -0.8411312409658546]"
"[-0.1265076405264899, -1.8871751513630783, 1.706414148294838, 0.025274922188514726, -0.027948757467367545, 0.6271488135794847, 0.19713594816591357, -1.2134303654307197, 1.1870556206556546, -1.211493593471234, -0.6938545615974177, -0.10462100321550351, 1.3124167574444612, 0.6689251757643951, -0.1964222284737255, 0.04723913039662124]","[-0.24335462144952508, -0.873694042459797, -0.8315941265116861, 0.036285383747991014, -0.6144926019728675, 0.37602505929958346, -0.16541084776660872, 0.38864343042787364, 0.02055404253447121, -0.32413929559484134, 0.5154022781886269, 0.09702009472831243, -1.4885872913648737, 0.21185678124766594, 0.6028910782125274, -0.30477937894626844]"
"[-2.034885006347489, -0.33226965414616927, -0.935364071033465, 0.28013036107997674, 0.41757429258880213, -0.4626372441765904, -2.0259670641767182, 0.6904824897788306, 0.6336173178721392, -1.3052983180814939, 1.6432918976443835, 0.4359123017364542, -0.2504720264922988, -0.5527509174735573, 0.959516620219487, -0.4595110781659865]","[-0.8636599722693291, -1.0166274499154757, -0.6437890369347891, -0.4427482077505177, 0.3751085650868418, 0.9543214152559573, 0.44947690534011875, 0.4159433723236737, 0.0026806434181434326, 0.2692617925443078, -0.15729374604654323, -0.8725759981030083, 0.08460673269063508, -0.6468691042485396, -0.825011612935337, 0.2478577876645338]"
"[-2.3546360165700055, 0.3731277453857136, -1.5204462416411704, 0.7965516301462768, 1.343888441460191, -0.8245777307996509, -0.9830605299712468, -0.08168528056249182, 1.1491005050211782, 0.1478275562601279, 1.4448110086875074, 0.6669109029217791, 0.3409742132062616, 0.35192773393232535, -0.989841211826394, 0.25799343707518835]","[-0.2948066100741398, -0.16417582104290354, -1.030891326032868, -0.5873956498462495, -0.2655451595233033, 0.41988426352342273, 0.16877590202281081, -0.6110042686783742, -0.6411463132897413, -0.1587086435035077, 0.24154711923892785, 0.3852315587850878, 0.09967141836622774, 0.6917394165321417, -0.023954675469507858, 0.11718714464318432]"
"[1.0601004920751473, -0.45048583852965907, -2.193034160791115, -0.8685862439498184, -1.0266268619507897, -1.2007784092389133, 0.7572686265966754, 1.517889908981635, 1.857812490315189, 0.73550692519868, 0.5301993120048032, 0.24482797675702866, -0.1498189176799151, -1.4626970706766673, 0.13386699863720536, -0.548643570547537]","[-1.1655880521034494, 0.9999593768185722, -0.6183232179123396, -0.06869202030374554, 1.0869800734686275, -1.3683763690488173, -0.20327614753866546, -0.8267914652924345, -0.11478729940489388, -0.4243701757003074, -0.9125178384574314, -0.09598584751881666, 0.6622458391418506, -0.6314382088267402, 0.2981636691604753, -0.2600058610443588]"
"[-0.3065596800091969, -3.042420248578809, 0.9359024650629942, 0.6334333521424448, 0.9123226772144181, 0.8394979908064515, 0.3540576323955403, -1.4212420074832874, 0.9987618665170708, 1.2451299900530923, -1.4786362181417256, 0.5271522109762631, 1.0382488290034042, -0.399272446204927, -0.46787673064592455, 0.9132171008840357]","[0.6800122012980078, -0.48307700031735407, -1.1902158550745208, 0.7790042985403444, 0.2760987887880161, 0.26138981121022326, 0.02411492524754701, -0.13440203104643922, -0.25554408294998976, -0.01842417921540955, 0.23268124878984278, -0.14728432340334677, -0.5260442611677344, -0.15004363026662854, -0.21646765778996582, 0.016871718362515754]"
"[-0.03567975287561793, -1.528686533905621, 1.4019979144587182, 1.7562142793409479, 0.9169733463212342, 0.10239078755017346, 1.4604381661425447, -0.7529810319568143, 1.3015152227300792, -1.2851830935591417, -1.3641183632568221, 0.09478962618783858, 1.190486456834921, 0.34970078530359816, -0.8428727689417295, 1.5935001301442369]","[-0.7254853227163499, -0.4701679336853531, -1.2173317319842787, -0.4447765439274744, -0.1944340496871885, -0.3247329947514126, 0.3548086971456748, 0.35577060330816684, -0.6815694357588167, -0.30665851243732994, 0.19225148595793887, 0.34911837613674584, -0.7820086459153202, 0.024088730350685796, 0.24573127176647191, -0.1007492539284075]"
"[-0.13092342032610574, -2.486818941660577, 1.7105005336441002, 0.7261662934899517, -0.31570839596468, 1.0173649315132451, 0.16883394049218955, -2.070776575788132, -0.2317657074787136, -0.17566085368677878, -0.9623779017416758, 0.2696531689952965, 1.1103701025734243, 1.624218024613869, -0.012774030423443725, 0.11066110945610698]","[-1.4536255045266948, -0.7185276184579631, -1.5012951644022934, -0.20823006991832768, -0.5558385913290123, 0.9202293508392148, 0.7158454445886326, 0.8609158169534624, -0.14369207186028865, -0.32710522498272476, 0.5453420480072592, -0.2370601250424857, 0.11128770015535544, 1.1332005105571707, -0.6281194283263676, 0.5398285485206168]"
"[-1.0200349279254621, 1.1820992142441737, -1.317946238125909, 0.15558505428879033, 1.6806651103785084, -0.304615049534553, -0.06943026636618066, -1.2464157457795686, -0.2854874870715973, -0.34107076686227694, -1.0403631536387394, 1.9020175429585537, 0.0011802117063767132, -1.0101977768585624, -0.2141324352860146, -1.0480216079116333]","[0.14883587955011027, 0.19496986322723933, 1.155385935001868, -2.128930925835071, 0.9379200074480095, 0.42243626976490517, 0.372201258727181, 0.6616961290932302, -0.29239540560182087, -0.6024993769368062, 0.23314059985383456, -0.4626616787417569, -0.16812245926351585, 0.5367088818439003, -0.6379299907131587, 0.15059048867181057]"
"[-2.0857085098020085, -2.1727249014857546, 0.6558914429967273, -0.38927492292656063, 0.7296009050369119, 2.137561852220257, -0.07506389884692313, -1.0300209835035605, -0.7771274801702278, 0.35430989126713447, -1.9924747761721036, 1.8033483523551586, 0.774337663692736, -0.784970550762512, -0.8118388192549342, 0.16744489992597597]","[0.05573377444405738, -1.2801182719451982, -0.4383249947003837, 1.8339065902207052, -1.1551474132692718, 0.337069041548615, -0.6030082728654558, 0.6597699195935263, -0.37130560640492444, 1.0390658739703396, 0.9731069953997421, 0.19430654608586673, 0.41892761946566276, 0.20899158122168943, -0.7224982091486073, 0.23051329408913154]"
"[3.974080903111084, 0.44693933142326847, -0.19542910938388453, 1.5463386649792081, 0.4078473648285505, 2.5663503464427557, -1.2526089270651946, 1.1809229926379252, 0.5203168802985016, 0.241565519571138, 0.4211757904640914, 0.18905746231777365, -1.8897854403684036, 0.3696274982845492, -0.482639265161925, 0.5256626617345757]","[-1.356938632501054, 2.812395254773145, 0.7007604712194796, -0.23458511380286082, -0.454813458725237, 1.5265309821487856, -0.6301174704739176, 0.08293229601159963, -1.0150916280039068, -0.24873815805773616, -1.118557612035721, 0.3945438176947089, 0.23362637310225856, 0.25186170492543564, -0.42249346628757545, 0.5124474598783572]"
"[-0.6043574356143743, 1.6005753716483617, 0.2976737283344752, -0.07273498029936648, 1.0633886809998232, 2.3442751896140996, -0.5923209827890962, 1.2365361929296184, 0.3211884888820652, -0.03583051157631754, -1.7388710245506702, 0.21555997642776095, 0.7258096474211816, -0.7175030178137807, -0.5888525187892135, -0.18969575542795605]","[-0.09795584597666424, 0.6600304156497919, -0.31641450349212935, -0.2026723205172567, -1.2425129147624798, 1.555825156523868, 0.4030638138315404, -0.4787873513706586, -0.15317933633303002, 0.27603083964787434, -0.5346638639421268, -0.2700225613680329, 0.10158586344470551, -0.5271524527161277, 0.6610939590714889, 0.145339730846409]"
"[0.3720423805494191, 1.5616219511399132, 1.9578769674964804, 0.3367480130604811, -1.058780345032269, -1.0356441867081774, -0.2916382875694256, 0.8212985428250688, -0.19635161791587885, 2.171783203572331, -2.4426705575085808, -2.092905888648186, 0.17192858733774655, -0.1665904539231724, 1.1903820797807814, 0.2744115539672196]","[-0.40412835867855185, 1.1888122352827293, -0.7429697187832583, -1.1310400189477376, -0.3930507319504189, 0.42972768099359904, -1.014579813847709, -1.4396240398021722, 1.9788586424346157, 0.6608265035678673, 0.8133505339089646, -0.030130339649487477, -0.35485435123607245, 0.6576021119401868, -1.0225578650372045, -0.22367483193399174]"
"[-3.0606866429076947, 0.028609648659547755, -0.4026452635204168, 0.4652695714910612, 0.08768385262088227, 0.470502425465621, 0.3872571974398903, 1.2037731228215947, 0.10257463098553722, 0.2563701561555043, -1.7017114126302857, 0.23989857768057457, 0.4095233332102723, -0.07695517054967402, -0.947508690191067, 0.3451986260103645]","[0.6120353269019859, -0.8960432447176631, 0.2601012563152489, -1.0720695859981622, 0.21083096406622315, 0.6159155433963935, -0.41233733696035785, 0.6302140916964302, -1.1443959037420968, -0.44068274910293176, 0.19758522284701155, -0.5071095504593919, 0.04135980598554374, 0.4353626909686219, -0.023536020288444866, -0.4280373474058762]"
"[-2.123144185418994, 0.5206747976007631, -0.04064349524255593, -0.8574764676002602, -1.8452638663207734, 1.3536195430186333, -0.21284398073321514, -0.46980867063260945, 0.7062784061105595, -0.8379540171317138, 1.1527387607676516, -0.10476470317106758, 0.01948858383862367, -0.46179742208722396, 0.9915379088267193, 0.12671776117340414]","[1.0851376307461467, -0.5627689161709547, -1.429572836714412, 0.18387732521787084, -0.6788054190990529, 0.5199075648665172, -0.2828752331348967, 0.1506505131768475, -0.19925618135716805, 0.19054772642285073, 0.24697921911881232, -0.010307393986089201, -0.800861220034976, 0.1410211098537178, 0.03526059579142555, -0.09391858988945875]"
"[-1.8202424671821562, 0.0911526261511086, 0.41682485378906947, -0.8827403264898025, -1.613343212974661, 0.9445848072966309, 0.7636359053497649, 0.5504021401037938, -1.1955544173238348, -1.6935609600098145, 1.1103541879440524, -0.697463675241837, 0.22682986004686048, -0.5572600311116758, 0.18618219036505884, -0.5015480191885234]","[0.06281732576841857, -1.286442680534895, -0.10756549830800582, 0.12228678858947137, -0.6379205732448934, 0.509262115022593, 0.9278258021124391, 0.21862576626654345, 0.5797595685234486, -0.5066435821163602, -0.09701215694197046, 0.6110927176242202, 0.14257757256842482, 0.39460050828118015, 0.35294578567128193, -0.0524583866603472]"
"[-1.9628643124298666, 0.9533147158087494, -1.0789160246096232, -0.5972429489102223, 0.5697357987950883, 1.106604505437212, 1.1893788596014103, 0.6026306380197973, 0.26113637317998933, 0.07435576296505927, 0.835428024616592, 0.8159580380076461, -0.20412612605398725, 0.7251545297106619, 0.8094386306239547, 0.075637771629374]","[-0.48112369360197615, 0.25680376673412486, -1.3956645822896132, -0.5682178476769387, -0.40317882099375635, 0.5288686961698272, 0.05659607094628089, -0.5983265158561726, -0.06617060687845475, 0.10900656315892615, -0.17167254283322783, -0.3549122395942519, 0.8827696468371238, -0.27877118448177773, -0.5261411256923039, -0.4090075129044073]"
"[-1.7192724063391136, 1.8109076300431906, 1.4043544634072096, -1.2379316034110353, 1.563229970883242, -0.437759460684027, -1.4842643409096659, 0.9690572087962901, 0.9080351263433872, 1.023917296090175, -1.2915071703054544, -0.29017420727413107, -0.3140630179499827, 0.8053202757462524, 0.6600979475180025, -0.176274912757622]","[0.5933472314409263, -0.8766006229555248, -0.27947850744510205, -0.8715095088510403, 0.031912983706206065, 0.9840598552193325, 0.18632833256369405, -0.702830469286301, -0.052023222392669745, 0.6135069209035211, 0.5288335295866651, 0.08772074271025977, -0.15983918118837986, -0.17635588913459394, 0.49742831114263186, 0.15248563213792052]"
"[2.9689228357813637, -1.119447248939239, -1.4213818750971123, -2.2487624967787716, -1.0259453444523712, -1.4637486882559017, -0.6941749048291146, 1.0837297906972234, 0.19562796158902507, -0.2985387450332018, -0.7119216733305109, 0.26924031105259477, -0.00030317899991024106, -0.8150631988080522, -0.3461167032980908, -0.6824348080202016]","[0.22806355491565863, 0.3259608195489493, 1.8004671664172398, 1.2375684388196446, -0.13867639613268748, -0.27346824721623997, 0.741326563854738, -1.5657751660914354, -0.8282798560364929, 0.0501276718901329, -0.47001619832400165, 0.054414997260892745, -0.28999900257099603, -0.6140759998348385, 0.17099506661606062, -0.12270298031047053]"
