image_embedding,reference_embedding
"[0.9974956647217731, -0.3497436087773246, 1.0812285687783256, 0.31623902100394685, -0.3797235083661994, -0.38915976950934694, 1.8699150624698992, 1.1823782878253093, 2.4173881933848564, -0.4351803456647676, -0.692017250787972, 0.6082590948449885, 1.7597012078129393, -0.17393417429178465, -0.8182181690411121, 1.0684104237311123, -1.080311504123366, 0.9835390759583316, -0.0840566196683661, 1.1168687236830261, 0.7450929866076161, 0.35795958558192476, -0.036990982739639064, -0.0462485530422134, -0.5549818299293173, 0.012586626567144325, -0.8864017050967371, 0.4312883672049454, 0.377037893700517, -0.30836097806433194, -0.9792737581884885, -0.35081922180736497, -1.351110153226857, -0.6967003115536577, 0.1943837226034964, -0.1726940863966905, 0.22683307325321458, 0.7300475045040209, -0.5245550554923761, 1.0258944148769908, 0.7484161330405432, 0.1673077498506267, -0.26393298129306303, -0.17382580427555838, 0.2275209013634368, -0.727304405889496, 0.16759502636899462, -0.057007031576097406, -0.7339916428988237, 0.3053398666401249, -0.5151442743773094, -0.2951653802721077, -0.29274324449753114, 0.14334357247140136, -0.3072110275314089, 0.0012317488186835773, -0.25019336027722766, -0.57825756282637, -0.06051705025592387, -0.5142611132757874, -0.21578389212890478, 0.11118103473679303, -0.20589220820823356, -0.05008339523056069]","[-1.4108825032131551, 0.30731627017845226, -0.7687998306963497, -0.27876390573614407, -0.1278539471296755, -0.4538865064252745, -0.3026964245917736, -0.6736711185981465, 0.1593389576352124, -0.8229300241428488, 0.06659776863232973, -0.07947892823285059, 0.6040908618384919, -1.0460176287004999, 0.055885245065404425, -0.4588611348550114, -0.980418676253235, 0.7168770194577281, -0.2420620518274543, 0.4382876796296391, 0.34277175633356805, -0.05684613828417818, 0.30902440597239617, -0.696238516021704, 0.48707969445949634, 0.806092686523597, -0.6455759859009743, -0.25821243924144416, 0.566484474530699, 0.5618010607217635, 0.2013714292498038, -0.31091886149649667, 0.2049941990198305, -0.0630703118877392, -0.306031897909947, 0.13159468958080855, -0.7844683892274914, 0.05831191638137359, -0.30619997481366446, 0.14244687286530155, -0.4641450437077659, -0.012083454667404767, 0.37256525946748265, 0.16339367500832236, -0.2119597367624947, -0.3134232991037242, 0.35010955843589636, 0.06417849863992368, -0.4914852599905819, -0.4267992871275167, -0.6074024064769, 0.3439651351414148, -0.84426563635158, 0.04848954559452284, -0.376474272955899, 0.38290642948352543, -0.2690527019774598, 0.39785068309718274, -0.3760888080821652, -0.06418548295915637, -0.33609080766159305, -0.13385379952343796, 0.22577594657518466, -0.23173275432135718]"
"[-1.9791522801702954, -0.141130868621194, 0.1433161528282112, 1.3981995921721853, -0.6013036251294956, 0.061749723211327656, -0.9955773637696838, -0.7716245173237214, 0.4015122052892486, 0.339960359377192, 1.1163691364827784, 0.6291044090841089, -1.2917862895278027, -1.3679852222831927, -0.32763456805313057, 0.5554319690561795, 1.4973683708398298, 0.6593026909956781, -0.030999429717918914, -0.12045105434657845, 0.23637201019133422, 0.1672206952180877, -0.16409201887899336, 1.5062279890131385, -0.09144367888775072, 0.288302478013898, 0.7670699196343553, -1.0507830426673368, 0.04733833404790648, -0.04051869698251904, -1.0086072051578834, 0.04177745831145271, 1.082551086902491, 0.8579424585036187, -0.08385815117515584, -0.08002876447033397, 1.4765376050868817, -0.23258381955636004, -0.14813141089930673, -0.38749341465070536, 0.13712282118450234, -0.03737928147873742, 1.126526403402686, -0.5401908818385558, -0.3063373176089076, -0.48321304480459204, 0.8936792944107216, -0.941575530417127, -0.2909751810104901, 0.01941367481994479, -0.5779458383435468, -0.4218105934819563, 0.3156420043227361, 0.011992956976884, -0.4723504803690749, 0.07160947478436899, -0.8184983524520157, 0.31783092148467723, 0.18494845260083065, 0.564901353525674, 0.7019633472096849, 0.4131118872454969, 0.7064408819187094, 0.23204806489437965]","[-1.1966080690973973, -1.1512179571407104, -0.45453887506864254, -0.3833517294552286, -0.9413547321246472, -0.03960553706260951, -0.5712477032520753, -0.1038117160481433, -1.2113724023271548, 1.5061111544209338, -0.24736997255254037, -0.4253198628364643, 0.5696812730618495, -0.6279623901672832, -0.5042001691216339, 0.47849033571043736, -0.8021900133531417, -0.14839970706306996, -0.3601991434892178, -0.4127993277127035, -0.018284587492288853, 0.1557061761953577, 0.28974578785501487, -0.23405761812841472, 0.10582790243824483, -0.3903034284474228, -0.193684817459233, 0.03279699284193596, -0.9516414778654876, 0.0996460973891798, -0.473928878819539, 0.5340071120007017, 0.40217738210780996, 0.1881505914520605, 0.08452339997455799, 0.015922423945115602, -0.2787123601955077, -0.06338429956704984, -0.16993846703900126, -0.022368638630788848, -0.22286059452534338, -0.055937260720213385, -0.015552849144859628, 0.8558455825582741, -0.267439613582349, -0.24569362239275963, -0.043537500072782495, -0.08827995790568703, 0.27850623496828036, 0.05437218381926257, 0.17911397180475563, 0.6055437352507712, 0.4476456654724061, 0.24838349072095656, -0.21685474338297994, 0.06801100603738557, 0.1435982590384194, -0.09416631372060173, -0.015567457857011257, -0.3677730616068468, 0.32319044159409854, -0.00830210555989631, 0.21148591411043408, 0.13331368343553957]"
"[1.093101542794002, -0.35367203505318373, -0.8470088239634566, -0.02546985174547042, -2.2966222744821962, -0.7021706277990902, 0.030190145976756178, 1.9780659455264573, 1.2636783177037396, -0.27127532849311453, -0.9575725552439386, 1.6253031028048683, 1.1797103445172223, -0.06261633002263124, -0.5332340184764944, -0.5241501993495268, 0.6134596715143762, -0.7118844156994009, -0.4004515977223959, 0.556264069033042, -0.14506723852691014, -0.602139657520396, -0.7403410735450581, 0.5747663908930342, 0.18003930931118367, 1.0751680670334356, 0.26860207479723186, -0.08939403932796189, 0.35059568049530554, 0.7780821942826334, -0.2433128959671013, 0.16101817568291665, -0.14477600413757233, -0.0506031242059072, 0.2277725541536181, 0.37822468116573116, 0.18525487788274686, -0.15394928509109143, -0.18884747782217698, 0.08462706256764864, 0.36393540562950116, 0.5266134870431148, 0.18945606555247776, 0.648476181808994, -0.4204055743539186, 0.4335422490068793, -0.04021522758133878, 0.12049657947502343, 0.4233900950328622, -0.593376027245996, 0.14346666330867536, 0.09759003856866966, -0.14625939588305348, -0.3510546703212548, -0.08547453698691662, -0.3877729531802274, -0.23301743494402358, -0.7897373796362115, -0.7170100627138004, -0.05293403889124589, 1.2800641230630974, -0.32546779665812814, -0.18595431492659698, -0.15182423578988827]","[-0.8965241319422427, -0.015725086428654413, -0.6999277172372733, 0.22191160924928122, 0.14724905886091713, -0.8239729456584872, 0.2338884112776243, -0.6732752063344895, -1.203000947291344, -0.46887607275967663, -0.17356879615829804, -0.5701546090345051, -0.20968562448285016, 0.25113922617249146, 0.6950346808078709, -0.4784833202924586, -0.09241018214270268, 0.09089761612022332, -0.6366323481740844, 0.5895202188603514, -0.3038009985949984, -0.04181298824864274, 0.1265461902352868, 0.17332243757697915, 0.2358877647854817, 0.573695563691861, -0.25135050326970393, 0.5442551585602905, 0.9229729282251036, 0.6945226757312309, -0.002723220847117979, 0.3636074827786382, -0.012981677031888782, -0.6615378414937916, -0.04142108594144755, -0.18900584761592357, -0.11831631334557871, -0.19807325155150354, 0.07437715979798575, 0.3173049002003718, -0.024374770935843434, -0.00241270984826319, -0.014757229330477508, -0.19025502818621667, -0.20935931625707707, 0.5957439554609993, 0.2002401988391442, -0.09509915178675357, 0.12520865098179854, 0.15786389793416478, 0.06810117589812055, 0.07520684675689955, -0.06849960284804837, 0.13043974565027047, -0.000989009252019017, 0.1367014078438074, -0.5024369996960187, 0.127429794322855, 0.24618771606239642, -0.08194117947933834, -0.07681656943232719, -0.034738483369021904, 0.00691680084489827, -0.06080738988162083]"
"[-0.5776950898965847, 1.8351588714344444, 2.0088548394442256, -0.5584975936438826, 0.35304008182069646, 0.5542838005166038, 0.8612613980844446, 0.12678191256942054, -1.9077876804144116, 2.486381151375811, -0.8963405803081295, 0.7909774621921454, 1.3664878632788129, -0.729875298074429, -0.01394447148531761, -1.3780793095541752, -2.164791949198385, 1.834178188641732, -0.2260493567948914, -0.6857334276908914, 0.21393902554622146, 0.5700815253221441, 0.12300945906017635, 0.02121652616465745, -0.2907174795220133, -0.31766285455061744, -0.08784610085014057, -0.4509817117133363, -0.4376129274255099, 0.5594039784842247, -0.4843511415297981, -0.8300825709649402, -0.4152073701335313, -0.4087314781126416, 0.1665857217758556, -0.11284646124888882, -0.5549556723656803, 0.7645236341457875, -0.8257880794098094, -0.12085224009669392, -0.19719437113927216, 0.5228099294016514, 0.20425837992454363, -0.6271158544446475, -0.3307126184774961, 0.7532412137003666, 0.553405004580659, 0.7634919183303446, -0.263580452253443, -0.05223511743859895, 0.4818891523051771, -0.21557156765814617, 0.18199805181819287, -0.3531894047676238, -0.22784040420961257, 0.41948855702233634, 0.2194830958163733, -0.07100396347455083, -0.3665648102628013, 0.049932106260066, -0.13694864262919654, 1.2899616716791682, 0.15054564814589433, 0.28982691279780126]","[-1.1950526094615117, -0.11546877467834599, 0.6064236454787968, -1.832287921241433, -1.730055045903281, -0.3029304820713933, 1.4110181926120713, 0.3408249242937314, 1.5318269017553368, -0.46649500139795896, -0.027894555433296685, -0.717121258560786, -0.12331324094756452, 0.4917990584594035, -0.2614146586139895, -0.17896540030633287, -0.678475991576396, 1.3227831957772487, -0.2986628908171845, -0.8486040042402703, -0.18906720618092476, 0.35416375447144577, 0.3522503076973655, 0.13105821773310947, 0.37481172309408717, 0.2911265413818882, -0.10332156860506249, -0.4996881119840605, 0.09185496954202149, -0.2382845349515675, 0.18151005056642777, 0.5853601417081009, -0.1470369591867829, -0.6516859188360805, 0.4271527210406048, 0.6114213952684846, -0.27944536299011014, 0.1415747020634539, -0.1356202284935585, -0.4393310305558474, 0.07821134391024576, 0.1279319477768282, 0.43480253573894007, 0.4128528293835072, 0.5288502383207333, -0.06736537868250586, -0.20594416028938606, 0.2632522326592605, -0.12374248036353894, 0.35531042414904523, -0.09493182971812977, -0.10497468075170106, -0.5496488181866667, 0.07684784043054059, -0.06477698948979199, -0.3862729189961589, -0.12328885708477515, 0.4433577273494991, 0.4194304150215735, -0.13182289120027485, -0.012901259781310426, 0.1605036954922724, 0.5124234906460933, -0.5093591399596054]"
"[1.8677407115115556, 2.330146908988718, 0.19405048801900285, -0.6295585951717614, 1.6928481014663155, 1.9398278574996546, -2.9470056857383753, 0.6878500720490586, 1.1421150804847755, -0.2447732763476061, -0.6819419524647702, 0.41401823173488944, -0.9326625930108084, 0.41805090299244124, -0.7317367130866954, -0.16168248106475508, 0.9884315067984137, -0.889770618676009, 0.2997872442432536, -0.20725814694538072, 0.30833767426081765, -0.6249747121814775, 0.8245092143002906, -0.6333409743495753, 0.7192181433959611, 0.7086405619270297, -1.25561830014525, -0.38630522771190495, -0.5598248000952896, 0.6068836300331034, -0.36322929305636836, -0.345470064378238, -0.10750975820572112, 0.10062576210399608, 0.09512427961479844, 0.19606493236557382, -0.2367247324462201, 0.4882773333898349, 0.6502873556839363, 0.2606529550855822, 0.748187918945425, -1.0256747917418254, -0.06183562406354679, 0.4819482239227562, 0.22245408271561945, 0.02914859612725361, -0.11509563954499265, -0.5293744211606173, -0.37892638313970134, 0.7539213442779709, -0.6396528041645129, 0.6420130056927393, -0.07507035585538008, 0.6003712707767863, 0.0331228556143655, -0.9117084443884793, -0.46002331714766187, -0.10429938063595535, -0.619490564895947, 0.49814788059409326, 0.1895157764961171, 0.6538406937170765, 0.705028725476019, 0.14448636556695657]","[-0.41695570315438946, 1.4751430417605733, 2.6797027478021116, -0.5450460348264126, -0.5331817660156222, 0.6453607706582128, -0.5611770042511053, 0.20215979048226723, -1.0803092225856243, -0.40742387331920144, -0.8526604305522273, -0.14112781609728262, -0.5676356307564446, -0.6080680036123719, -0.5975263245439173, 0.775124103113658, 0.47664422391164357, -0.09507774119302355, -0.2689788550304462, 0.15486805605341464, 0.1313415893306875, -0.057604781812316076, 0.4003783787596767, 0.10217847315386917, -0.4432230740176545, 0.2353549813931951, -0.277536419996065, 0.1615676099997125, -0.41210108776860216, 0.061553854132018776, 0.8081656941318238, 0.14452183682372488, -0.2555865586283471, 0.5409131336410735, -0.05073447333910544, -0.25595327629722037, 0.14105750169236994, 0.24365748067636211, 0.30122171849872786, -0.011827944161469985, -0.4328698529610609, 0.4163767165858177, 0.34446797270282525, -0.37063251181721896, -0.051701865647181426, -0.3763568035728843, -0.17401402951404846, -0.290781789248256, 0.16532040772517936, 0.01877661330939774, -0.17983649344061545, 0.17573111701186392, -0.15641509603731313, -0.0893872305174607, -0.11094446039903962, 0.0622262821046713, -0.04367101225055637, -0.10256284200683204, -0.5038874513735506, -0.17942530390845798, -0.3256728643828928, 0.03757274544419014, 0.4143570682099097, -0.070100864370694]"
"[-0.674878080584702, -1.6849008388589468, 0.22054933784593875, 0.7931178489872784, 1.0291121299296562, -0.7468149014599194, -0.8520109508236172, -1.197453875142974, -0.5390877748543382, 0.6675688499734664, 0.5299178590641472, -0.3420329252866457, -0.39851919897563415, -1.7116048128321042, -0.18379420380694775, 1.2637250790811705, 1.8004904401753845, 0.004614062779594042, 1.2036054652391375, -0.36713697341205587, -0.5807651160233328, 0.3509737173338229, 0.636539726381541, -0.05478099318825021, 1.5553378123416395, 0.780630409829658, 0.6631336800606146, -1.1849214336264073, 0.7311444147177745, 0.42790496084429025, 0.0795133860101397, 0.6586477618799879, 0.20172558614305594, 1.018760218012073, 0.26976455843247277, 0.007380202201815438, 0.6282991168594062, -0.14259905372774398, -0.5751314168020422, -0.1822941391609593, 0.15413437243701858, -0.8836712063953281, 0.6980014256498709, -0.20776740780349195, 0.03326677354327596, -0.7890270501549573, 0.23331642325701538, -0.8168517085176618, -0.16856183475795863, 0.11966489698083593, 0.030879249027426815, -0.7226868664927546, 0.18995882001755995, 0.2841167383659228, -0.9093879503955984, 0.3741431413771044, -0.01674432704399162, 0.6284216491250992, -0.39876325299632887, 0.9975382885380452, 0.028051683650767163, -0.2561315701819697, 0.623981728241626, 0.702848494056906]","[1.185919356384317, -0.2799111494086393, -1.7216093173394675, -0.8763532578813608, 0.13701247330703226, 0.0691384892747927, 0.7602503812615417, 0.4492688574398025, -0.934117101390498, 1.2798744666298418, -0.18230547445334372, -0.06448074674777408, -0.5964733629943624, -0.06709140406322021, -0.3062778170663146, 0.21719595159013075, 0.11958535083302396, -0.13217891272255888, -0.4717001537591017, -0.014320293812978606, 0.21995666776414627, -0.20783267720612572, 0.5620764815629234, -0.32671090776326794, -0.4012040865682024, 0.3638787478681941, -0.18092667337967727, -0.13606968581279347, -0.33401055793895296, 0.7750119443807152, 0.6191373884847576, 0.5505672049850645, -0.2960333575920339, 0.6912982483268317, 0.2867830180285036, -0.15209867614241934, -0.3194045081802962, 0.44996375786369164, 0.6007645300903286, 0.33993493466022184, -0.25216669075384696, -0.34380862304161763, 0.22803309854125756, 0.13653946992796132, 0.15869353227852415, -0.1124729233864033, 0.2390333159644652, 0.02779647675668213, 0.008959277201927553, -0.07530925200866466, 0.0018877916112714345, 0.3455985298286529, 0.2524445422607851, 0.10977813060884523, -0.25042785898460235, 0.02557333940382545, 0.10490880663984029, -0.0712193470707166, 0.09769949827010938, 0.2821035512826627, -0.11127584365052919, 0.3396278471564439, -0.2966440444675929, -0.009247650749841541]"
"[0.9282864514902341, -0.23527808135154704, 0.2537807236938811, -0.25637687940164994, -0.6379439388543423, -0.0033549118170194546, -0.1764846789001304, 1.859769334820669, 0.6870810129196173, 0.5600847561612035, -1.6920351597166332, 0.9853911664670424, 0.20926444882039363, -0.2113400237171911, 2.5509397025347194, 0.33817023462372364, 0.7795779280992065, 1.2123074669342349, -0.22312678726182622, -0.22392743123424577, -1.161595760855769, -0.15253873559846046, -0.03893763717868263, 1.5246196446767473, -0.6097574890101939, -1.0132739307832013, -0.4047107583624409, -0.5009591603750402, -0.44766054838843966, 0.3112597303354625, 0.7622290980699937, 0.3902296482108829, -0.2558518346808133, 0.09237190296687975, 0.09279235591535175, 0.47727255801118573, 0.48681002774396975, 0.07689586736566831, 0.4635758372004802, 0.42876860451412485, 0.06713428742904523, -0.1474898708838467, -1.1318974382325524, 0.39517673396504754, -0.2841077522347513, -0.20986070649792996, 0.5470643453853686, 0.3662306884032347, 0.10617838186342163, 0.10976844880751897, 0.1273999815839942, 0.024623589828531953, -0.36839595557883315, -0.5365069533866389, 0.38441875529243813, -0.5956539695496907, 0.3115795796723658, 0.2517840449715229, 1.1767961419932094, 0.41898518729723877, -0.8027864037546816, -0.6111906421211365, -0.15968917003217278, 0.13304724097114312]","[-0.4422567260153491, 0.11087028699648682, 0.5248816497536936, 0.17682571900022434, 0.5262442663655839, 0.26260918345025663, -0.12110128636165388, -1.805011815588876, 0.326853936528836, 0.18281440835522741, -0.06785217955111723, 0.4551873528760829, 0.0033360349799217265, 0.033072910067918376, -0.04009752439884084, 0.0671883380087293, -0.05256337361685722, 0.17570693545189134, 0.37630204724564786, -0.8750844493852249, 0.13509688702183048, -0.1844189205234748, -1.5394639051016759, -0.47968754027910565, 0.37786398289051126, 0.60239136547418, -0.030937628524014524, 1.3869606408934785, 0.4310726780952355, -0.11042601598593349, 0.026230802191381165, 0.5144757172183849, -0.48337918342612385, 0.6166588819127995, -0.13679092576564686, -0.26956879140216966, -0.288854714770446, -0.3057154049917837, 0.009384092121658518, 0.3576224831928574, 0.6331845478833631, -0.28906307617522203, 0.5954598138968583, 0.4468428494966805, -0.05099276432910547, 0.2183430969178641, -0.5049757929979257, -0.25376366823646573, 0.26946571480400344, -0.5434772840093707, 0.010022723745830867, -0.2476500878916652, -0.2003952269050136, -0.4061542693344495, 0.0023464201277181526, -0.2346707012185104, 0.2134615005045223, -0.22942570833146012, 0.28966725441993313, -0.27324142347614216, 0.07013081203379601, 0.09504251116425076, 0.22607655521940975, 0.3062129170663843]"
"[-2.6828568044155396, 0.9412638867422606, -2.217103674737215, -0.4409562402683537, 1.417549511541187, 1.900353507643538, 1.1935494847320862, 0.727210730135332, 0.06973836015128014, 1.0863622828369799, 0.9793943114933038, -2.0310894569483358, 0.003082634479732097, 0.9291829750041373, 1.2460459761921263, 0.34802572995235115, 1.3233711521788953, 0.06016413714417634, -0.029312512504047518, 0.09520305346908316, -0.005343183122291086, 0.030136053243354752, 1.0446228839149074, 0.10282037133828159, -0.13431953964009083, 0.40078080226108864, -0.23622914103156115, 0.875619026094308, 0.47989424434949507, -0.05228100051283449, -0.26635680945466733, 0.028117239853310754, 0.3062343690641945, 0.18305890121366805, 0.6754152420336029, 1.1371485619534414, -0.26046522427514057, -0.11565386484181546, -1.0452898201755751, 0.13173975646437291, 0.022048975110035247, -0.42333810148909706, 0.8182312287166469, -0.43471945331700323, 0.1801142348316718, 0.5269079142482951, -0.31805932178589885, -0.37015808716701476, -0.6236382086493852, 0.45913847973773064, 0.3411184955298111, -0.9209997601925464, -0.20573566078057354, -0.5805659823527517, -0.3148572230378806, -0.609786914372853, -0.7260858872407648, 0.10908384469747787, -0.44418863543870984, 0.5008041455315801, 0.0023770389976792913, 0.22632216488270793, -0.414128087919535, -0.3373192769691309]","[-1.3162839135344537, -1.4448100218777993, -0.3394366841892895, 0.3363716267209246, -0.8157059785601413, 0.5176218335151618, -0.6245128622132898, 0.03034535209609455, -0.48039048140677204, 0.07586578460294292, 1.024090677099875, -0.2913158783472695, -0.28554822401146235, 0.015851617051554565, 0.33421645758259527, -0.6423781263017705, 0.7114405963500977, -0.2477118589847737, -0.2709385851959527, -0.24105744790758354, 0.20623895456531247, -0.3889397697445293, 0.46987940040137627, -1.555196993692166, 0.2915409015245735, 0.10044605034756779, 0.01964835556389453, -0.1432800713648825, -0.4009421616617439, -0.050149822785136, 0.3655120013226808, 0.5762169552541649, 0.4767037286652468, -0.0654928325597945, -0.8965067245463789, -0.009999810861243906, 0.35565122426113366, 0.2013848630174751, -0.2376382034189951, -0.4212800379470281, 0.2474719517530978, -0.3543944367402051, -0.34869534414048564, -0.6402081873881154, 0.1544587266255414, -0.015650795341543497, 0.3390252528771281, -0.31566566058354345, 0.3173373948342928, 0.30957918688150987, -0.49442918317379375, -0.18915065767461434, 0.1256629803084525, -0.059953529893880836, -0.4281095620530918, -0.25112698334999817, 0.15104478044237177, -0.0405701382936196, -0.042959709201792956, -0.19848863245429987, -0.2756175821774971, 0.05534725689274944, -0.2697305087024485, -0.26091234145253595]"
"[1.9014369270204565, -2.0327498764603646, 0.17417584262812738, -2.605242013418327, -1.51828552837696, -0.24859344671228586, 0.23445819322536252, 1.7104546355857764, 0.046344247825328526, 1.0520944035578919, 0.5518759220343832, -1.0235463859146052, -0.030212833097744456, 0.2175311721751023, -0.8409748867274768, -0.18705546095792142, 1.0962382593938171, -0.08486249953996244, 0.3455118375641957, 0.22363634898102402, -0.7566374699194711, 0.16200745387157856, 0.6004270300396036, -0.7558820677310387, -0.5861895404499777, -0.034185094943035864, -0.6227499397148438, -0.29806911188111695, -0.48742876467914553, 0.8633166715650696, -0.24086384300948807, -0.3218458565953584, 0.6186591038923439, 0.0075597731559456085, 1.0025210573116126, 0.054922146337125693, -0.336169715492971, -0.8138416804910416, 0.15850847407659993, 1.0566363829767955, -0.07140575443858109, 0.5114412500009153, 1.0508252999191965, 0.5322105580868257, -0.39327658875846017, -0.06487961553153353, -0.3539348117755628, 0.3129934755057517, 0.16042527390377764, -0.52127139690179, -0.28848498690694435, 0.33994908194537504, 0.3768590292276847, -0.20083002827641006, -0.38067484678182406, -0.05972390529975399, -0.15060034305969552, -0.3398482080685251, 0.3390662821331421, 0.5024722746500432, -0.31846467515583765, 0.2982059707102681, 0.5867587582968047, 0.2661877789699573]","[-0.33089584768321795, -1.170687429530146, 1.6682359388900445, 1.9957778442181213, -0.5507428365265191, -0.2144919458201025, 0.8474123914704818, -0.7272791492488483, 0.21918608801127223, -0.2257445397504213, 0.46988309406092255, 0.23554512277095713, 0.5518871304842787, 0.2748372332653846, -0.26755017573567585, -0.606274658584804, -0.24449131012030675, -0.17285250832494228, -0.6569036347011394, 0.4298685445420122, -0.5928342127748326, 0.27235198496910845, -0.02047564845786985, -0.21471359992461161, 0.5865082356420175, 0.3129087466305568, 1.021316603823937, -0.14060593624623893, -0.03192421797383992, -0.08077806452886677, 0.21683967118911468, -0.05513334350188751, -0.03247682928432993, -0.042150905457353574, 0.5765356009551307, 0.29141861741916053, -0.22254730417120705, 0.37552468658708066, 0.46053322289343956, 0.23806165525521134, -0.2660030258182775, -0.20110992716279402, -0.32523395522606946, -0.0062504271817445415, 0.03654992464430693, -0.13292934849563898, -0.2464864610633615, -0.4244170304176283, 0.28125180341568445, 0.05176299730023502, -0.08787459544750252, 0.28544593039355476, 0.10530466190220494, 0.08148167700406246, 0.19086213120029447, -2.0966410830420975e-05, -0.05055953594431379, 0.2412099471624706, 0.01919826032875582, -0.5736124363489314, 0.025332859252370662, -0.3370963788641696, 0.303227107806243, 0.07311600828594597]"
"[2.302394050523123, -0.8107750080878209, -0.5975075484118894, -1.0198554994493316, -1.9198130417054347, -0.10889926609795642, 0.47706113267537337, 0.14837450392237053, -0.3103458149629602, -0.0840530273297997, -1.099403171982887, -0.7846384993364995, 1.234339725528999, 0.9094442044482711, 0.4237738992244753, -0.4585367507883896, 0.4972213456201129, 1.0572812771102487, -0.01239896289197966, 0.36738639159774344, 1.1842084254994465, -0.30925617681185325, -0.44603539215962174, 0.05266496790712763, -0.4621467558568446, 1.7380304415047143, -0.8262062704504562, 0.6460493905937308, -0.14703030135851963, 0.14016123536811048, -0.2188618815037815, -0.3613611482731065, -0.33659568893787006, 0.42235230575813837, 0.45434120243682774, 0.037855378027239095, -0.6528844214930022, -0.3136717722973621, 0.3786645716338187, 1.4189370655554303, 0.21431375916399611, 0.018540511826825624, 1.6250060444015173, -0.40151008678041383, -0.15991669598661354, -0.2446734983030876, -0.04112741870503187, -0.12506102733263266, -0.3630452330520179, -1.196401560481886, -0.3829966275634759, -0.7768868054974979, 0.8612798353834615, -0.2459542913007643, -0.15502598230765854, 0.6354769017265479, -0.23084381342930999, -0.2434447296193547, -0.10296802000097492, -0.1800872251259423, 0.1982048407862814, -0.5718563386903288, -0.09132039498888321, -0.09649142583633101]","[1.368856113163505, -0.13791817884958382, -0.567411940375448, 2.7094524364297228, -0.3874400000244507, -0.3566389391511567, -0.03981060325247924, -0.429178431534987, -0.7192599653270619, 0.09041819953356149, 0.2746441537115869, -0.720502242032573, -0.011100623851915938, 0.02412065068530373, -0.49054363216382263, -0.11161140279936951, -0.027918459739220237, -0.12349185501239754, -0.4701177648795802, 0.32412637215615014, -0.47387446776646164, -0.14758216624382206, 0.3492413804355295, -0.4221589615952035, -0.17880545670770678, 0.16079711340232744, 0.408201916683384, 0.40459826899744555, 0.24245120777092216, 0.3812097767976694, 0.6102554961299844, -0.3537420494242488, 0.12214623776231594, -0.32046635778014093, 0.13111433976364076, -0.09424459670454848, 0.11963677843329133, 0.575714134328422, 0.08149859598057724, 0.16887938018979545, 0.08162567796265564, 0.3358083640553544, -0.3605729335261427, 0.35040123677537904, -0.07794396271589685, -0.26047409448547315, -0.0029430815090952887, -0.4290820027648442, 0.18525288184370764, 0.14420501525902238, 0.3017229786917157, 0.07150444372108336, 0.08778235813903239, 0.02906840682557314, -0.09739636855614903, -0.10922685367364242, 0.3161644098047835, 0.4117244274597551, 0.3216701229826239, -0.35615490967325736, 0.15156321683898652, -0.12550010773899617, 0.1575376990300247, 0.2103086287315703]"
