image_embedding,reference_embedding
"[0.1776462180226466, -0.8408857059125053, -0.07510869708168247, 0.11134172631320095, 1.8881905087261792, -1.4749822732980966, 1.3016078264442512, -1.236230631456953, 1.5068206207583668, -0.3276615289647251, 1.8049570825827326, -0.15865611776275523, -2.3479825627274002, -0.8597417671449544, -0.5984091613866835, -0.3457463960146178, 0.2081713844694375, -0.8060605087640268, 0.2211577512825863, 0.08844597911297405, -0.9697233971254785, 0.05578193530737807, -0.23300949228203408, 0.6201855414200432, -0.3387913635838252, -1.2687191322605322, -0.36852510201249894, -0.28712697946395316, -0.04191391906333638, -0.03618110188293964, 0.5610544383308665, -0.3589089702046404]","[0.7108857119099256, 0.7288975002643386, 0.5883235706613005, -0.10767075696836818, 1.5637800542461242, -0.5725957068882654, -0.7639395094015219, 0.9653041783697579, 0.5909840620518899, -1.030706199066068, -0.6559371071535983, 0.2848042081311364, 1.1480398683508755, 0.5680402050142794, -0.27164993430619766, -0.7376946949965836, -0.12797730398300314, 0.13584924031527945, 0.48560478697066517, 0.48839932416548554, 0.3447027828053923, 0.45377740894390867, 0.48085510067805637, 0.33458354848903843, -0.9861055503841589, -0.13878914274272158, -0.07164954114477932, -0.22533153635425854, -0.6259676154399229, 0.19714393415115436, -0.2980767000661914, 0.3964418721022866]"
"[-0.2012697561001627, -0.6303418799217516, 1.0181199101791125, 0.8891232416719024, 0.9524113491534243, -1.1727721229827655, -0.9619037483573111, -0.38433392120897714, 2.0219922283690397, -1.0865407864768117, -0.6674070829974291, 0.9487933900736767, 0.10609871933215678, 2.0360191359784654, -1.1004062318095014, -1.0727431058723758, 0.760683593944347, -0.8024687954082033, 1.8474852395043337, -0.6945871869080298, 0.5807701009741881, -0.8094193942192318, 0.1084972333588878, -0.4645647167167802, 1.063440369364804, 0.4606671493788822, 0.22348210927212253, 0.45580238630885717, 0.9674070381861011, -0.7232043893763234, 0.7798238861229312, 0.7365784114980262]","[0.8778674377554471, -0.32985376049037224, 0.4856470207879505, -1.5645313228170084, 0.411372461618159, -1.8297935939153507, -0.7735234452617568, 0.7550071610457825, -0.9304961309748067, -0.6595437100938008, -1.273144223562597, 0.38944042846874755, 0.7007586609084239, 1.6090104298282089, -0.37916402868570587, -0.3275299157305363, 0.056661107896897815, -0.6612914438128498, 0.45046294054587743, 0.5764642549253735, -0.24728462487813743, -0.2555093376439673, -0.3617105091061882, 0.0365558524723087, -0.6749108102548432, -0.3324789104956894, -0.21564724053808912, 0.6706505115743272, 0.17390633514262996, -0.5455576043098691, 0.3794757868787299, 0.06506491558921851]"
"[2.6212886217985925, 1.0156692850413818, -1.1161466945573648, 0.9215229864123012, 0.1265048120201014, 3.5314636545607496, -1.3802371295926656, 0.30298834422287874, -0.8594517880962397, 0.07118240839536027, -1.6636939771879125, -0.0006075412434489407, -1.965688037687928, -0.023275626608527736, 0.01406180456312539, -0.6252062099498639, 0.2165824951535072, -0.5519249310856292, 0.7671466536952073, 0.9270906071188671, 0.26330717165503303, -0.39492014945732656, 0.07854321849777311, -0.021032905365498997, -0.41223239543406454, -0.913768889446615, -0.642474563765284, -0.00753220282332245, -0.5514027122047218, 0.3618523450213985, 0.5464117682370149, 0.03445499005563843]","[1.385482378546358, 1.694007947297305, 0.8796083067670646, 0.31694999958924336, -0.9038363012216462, 1.922982277419052, 0.40422944806482647, -0.17929796739497456, -0.3308718926012122, 0.3863188992013737, -0.991267899122062, 0.2498975030163952, 0.22877457182025865, 0.1824738469984428, 0.7165557746370368, -0.34373745190459215, -0.8137862682528506, -0.5686059763392178, 0.0646174877248714, 0.1388324556419491, -0.014567255921582667, 0.1310506190750097, 0.11224820526997739, -0.1702959414711326, 0.03739927752211792, 0.08361745045564602, 0.0033489370211767077, -0.11158812589980913, 0.020031771965048704, 0.14296329269913743, 0.38874679843485666, -0.1829487447069494]"
"[-0.6604433949529442, 1.6905580846720627, 0.7643890139699485, 1.3774054552951047, -1.65966332043267, 1.1164832753403018, -0.09876573464653939, 0.9995922505668063, 1.532652686462479, 0.7173285433880383, -1.5594329648783734, -1.2674384568619796, 1.1552638100106007, 2.195408504966859, 1.7195855992097582, 0.7970739345225516, 0.7138341258129469, -0.9167775629302248, -0.4679466861027267, -0.5171464532571143, -0.010145119608781838, 0.04874206142605478, -0.4263844006205857, -0.8085588398832975, 0.3952027225817855, -0.2112801343657588, -1.5069779509413108, -0.6988671467005773, -0.460544985844579, -0.16115867655306343, -0.2517561518333629, 0.8154004803247445]","[-0.4373956498362471, -0.2538365496991474, -0.4644221042786109, -0.8026126046246802, -0.6736679730001561, 0.9030600427145427, -1.067070794278356, -1.4013303642157438, 0.22602312949166176, 0.24759458425988207, 0.45908082337105793, -0.19187532936836033, -0.5349841713642024, 0.333691502167285, 0.862381203850103, 0.20785349248897425, 1.1868270134080632, 0.027791967119429908, 0.10836993485180865, 0.011964824446764626, 0.557067607352582, 0.618585037775669, -0.04230354895485195, 1.0980323345447178, 0.17281706186348167, -0.5744233656011687, 0.5214740282654003, 0.06748698014564052, -0.23541742691620848, 0.35553921193310173, 0.3050517506273643, -0.7213522836039704]"
"[-3.0685298625980186, -1.2894534048298527, -2.098224416546024, 1.5173102283936781, -0.7686466049120375, -1.2944631101439756, -2.2419168761493666, -0.18571235828950794, 0.03788921134317853, -0.16694637156912354, -1.3708049132260112, -0.407560049101814, -0.5552334769430577, -0.8346775945158006, -1.1502290624470606, -0.683503959824354, -0.09261298561885853, 0.6405518026017846, 0.06750002376094177, -0.5382367627794792, 0.5096594123412458, 0.47895638333734275, 0.5013925281403225, -0.1899292949956315, 0.22116587807814797, -0.3748780550182372, -0.5851182596691399, 0.20835530408371353, 0.7207419557962649, -0.4696083700331436, 0.19869774032265042, 0.6286290713766749]","[1.3799112782117977, -0.9582229831482649, 0.2806751686347656, -0.7615562805394027, 2.098110050552371, 0.6897624326503223, 0.4276426319645853, 0.14190273805347703, -0.32658149745613596, 0.8648584427707923, -0.6507282087879126, -0.7034159350363755, -0.024071883395632716, -0.04025693603572442, 0.12843393288606195, 0.2661953044270084, 0.011766315838785634, -0.2085471198867207, 0.05741005923744187, -0.4901896682701126, 0.43113229302551326, -0.431336289152087, 0.6260016854211375, 0.3683567242784409, -0.3932966573388749, 0.17805509271290387, -0.1963294614043611, 0.1592030938484223, -0.33157023579673045, -0.25531084630475004, 0.49022491066418983, -0.26379022030997135]"
"[0.6799729835011739, -1.913486438817444, 2.013244529964064, -3.2948416510073826, -1.2417250192833869, 0.8344978114341679, -1.3865664874820927, -0.16691608151326562, 0.9971078375963098, 0.11429377871086126, 1.5856493939096936, -2.1350167207479096, -0.776673682512566, -0.28818767621383795, 0.6677547568316506, 0.5136482668401251, -0.984844624521699, 0.36000644778296487, -0.059663475625500666, -1.1555158634680653, -0.7880975667661053, -0.5759751591691936, 0.614629072528015, 0.03234423275980805, 0.7845510525866165, -0.4934400165037454, -0.22657305295318403, 0.9454260154005125, -1.2809666971326976, 0.3320894003923734, -0.07841419747235245, 0.8032548334688643]","[-0.9840444604319221, -0.4576524076045396, -0.40568198682168904, 1.113570878456746, 0.6151663884098875, 0.7254487402496456, 0.33360624404792943, 0.780227233356175, 1.489742311631557, -0.7271623832291206, -0.39634179838405986, -0.3104255117820844, 0.011493750400096741, 0.2915954457582139, -0.9507072308108625, 0.6465607842506884, 0.13918987529852342, -0.5250029706236526, -0.09545611160019264, -0.3334515387867853, -0.5466339300118661, -0.4525834158508632, 0.43365374434180093, 0.3047543738186274, 0.07952601105443646, -0.4281075879931864, 0.2506750042143223, 0.05517433231820278, 0.5668913937128538, 0.17417037125792717, -0.7814880031274687, -0.47848902924606834]"
"[1.604814605951969, -1.263184500248428, -1.4568266283796916, -0.8289923674033403, -1.7644018370441783, -1.2295676580505892, -1.253480236162606, 0.55423790837075, 0.5998953204620003, -0.9198922593093906, 0.8810927011325367, 0.7652160066910887, 0.234068195145473, -0.46770890096890705, 0.5384334965742685, -1.2472738082904744, 1.171216713666377, 0.8725796070526328, -0.8460081993616717, -0.3540227607604759, 0.10720321196126402, 0.6162726326588628, 0.36744350094050704, 0.8046304265858071, -0.0758124016356648, -0.5445177464990446, 0.4329349210117842, -0.19418914098544138, -1.667333857368541, -0.4869620828761105, -0.6040992725246385, -1.0616312729949247]","[-2.0658988691751343, 0.06956534148217182, 0.5666106643137067, 1.0696880845794796, 0.526299490478932, -0.27688685664320817, -0.23228880589060466, -0.6665968254611946, -0.223683794243771, 0.19798039996553177, -0.7403889652523, -1.0479211106094914, -0.28042278194417364, -0.6510012332470354, -0.750311157832908, 0.41039451182989206, 0.003143163616280778, 0.33126522451797746, -0.04516006764669502, -0.2031712508361534, -0.1420856702391014, -0.2436996510104056, -0.28068167939852506, 0.3598517522570798, -0.2844695677325014, -0.6373452768836175, 0.5200999227660651, -0.9473465543755306, 0.15357480905125173, 0.5199378317926486, -0.22571006393929433, 0.8169253219244876]"
"[1.5644811577345354, -0.6201984528295734, -0.763164800658286, 1.1465165463538147, -0.753939711573337, 0.41962169367321905, -2.0502389353477, -0.4891667701991405, -2.3341562310543793, -0.41392495441454463, 0.05056046019882205, 0.5464258559520169, -0.4567146330670054, 0.9864369587064409, 0.7447327530081933, 0.7363978529575157, -0.08442579174240966, 0.21113617392346995, -0.2494222452945837, 0.10875022019511314, -0.28920864502080196, 0.47270994911549546, -0.7468503073724854, 0.2441430808348287, -1.1604734001050696, 0.3729491598844288, 1.976851339212687, -0.44675309903080074, 1.4891493069947705, 0.37717561184941106, -0.521474054352517, -0.07464931593776204]","[-1.7253091163779473, 0.19501106273279226, 1.049910691730843, 0.07267403156765406, -2.191784110715766, 0.38655288907641683, -1.0395851208480895, -0.008218140401165704, -1.1504683282326438, 1.101346411697212, -0.7680415573616008, 0.2836480045278599, 1.2420301186268774, -0.31736655620338744, 0.37465214769316746, -0.3144358199687174, -0.5111731687479747, 0.1110962674910236, -0.05522610515357117, -0.3590129794515551, 0.08689799707798493, -0.08931564483559758, -0.1850551809170855, -0.06562092276949505, -0.2496846730098902, 0.6278384586329968, 0.02759454261605162, -0.05723191162109679, 0.2842034390261688, 0.511168266332689, -0.30465208682181466, -0.3573174928128185]"
"[-0.609433320405729, -1.4961827676114403, 0.9767412332856151, -3.2074492485196875, -0.10042839468397052, -0.25086302460853827, -1.1274240483286835, 0.6376234036928885, -0.8757657932356517, -0.5930290573391556, -0.3327188251107354, 0.1277282964239482, -1.805820490575565, -0.29757821121415307, -0.7152599556752199, -0.6296013969215546, -0.5948766089913782, -0.08416084934022822, -0.7819080829518669, -1.5482276033583042, -1.6724972136766025, -1.2003148938722867, -0.2337437572471787, 0.9135951388834882, -0.6749287946385423, -0.6532183943643751, 0.7594669818337436, 0.11923129124867335, -0.036432666150014066, 0.03223992620907546, 0.38797298557141296, -0.574025440688966]","[1.1101352750049867, -1.3263934091861542, 1.1096664299558645, 0.4442699892837371, 0.5289927219445176, -0.04063917055078805, -1.626135183148724, 1.2411791043627458, -0.0015798412141601402, -0.7235649825746928, 0.4322073701183675, 0.01521700038680524, 0.30696175447030116, -0.34300958581851293, -0.2614766087401141, 0.5450227718133591, -0.3404801634084255, 0.2948005459650569, 0.48769380592820616, -0.11219665958499934, 0.060156152972436205, 0.12158014928540095, -0.9728735179784997, 0.0764902435145622, 0.1769433550164954, 0.08506109552733945, -0.13407905968840997, -0.23966242800156848, 0.018061997776944737, -0.6483183728405881, -0.11909222326607408, 0.04029520656853421]"
"[-0.09021658501851039, -1.5885368141821707, 2.036097422377628, -1.961935806669497, 1.0831176364102566, -0.8023265711012252, -0.7391990411989252, 0.9341675788141846, 0.4578942427023639, -1.8176052338236552, 0.655835299697213, 0.6399939377402873, -1.6685433217597334, -1.1704894790658158, -0.3177520024051159, -0.7531687233258522, -0.2582304595310705, -0.5042150745074055, -0.6109422216031568, -1.4843143860043495, -1.8828255901695652, 0.014832037557777086, 0.020918248238442426, 0.9676042011052521, -0.9134336936624898, -0.8135222675659083, 0.6491005084896739, -0.05199482807456836, 0.2611387866136375, 0.48038381047429807, 1.107337048945455, -0.21883796250478266]","[0.541884065773551, -0.9945605009298581, 1.1053972965800594, 0.5556967805877921, 0.7662161289061115, 0.19685414982067792, -0.9936406426733357, 0.6848260546682591, 0.6070435401789243, -1.0251168778513506, -0.45435572745338454, -0.07066240395178221, 0.5161458475496816, -0.4606938873287406, -0.39842266171345236, 0.8237001700131958, -0.11900157197163061, 0.3705481913579398, 0.8720380838888566, 0.4845711735894544, 0.3248406575842865, 0.1485432768047737, -0.9501257923917203, 0.10163139819739188, -1.0775437941801143, -0.03423334303012295, -0.5721200220575744, 0.17720670592399815, -0.3243252183059796, -0.7685110939717232, 0.27149765277343574, 0.029365628614791268]"
"[-1.5471455615293892, 2.2413626849817367, 0.27286423524409775, 0.0840861381762231, -0.8994606774151032, 0.7500985992002743, 1.1273374831035887, -0.8402768597417788, -1.4851176632953293, 2.4626976087741026, -0.033190720868874174, 0.9169947608647896, 0.0129895237599764, -0.6381756701151718, -0.30188641347967143, -1.1233820610504257, 0.22328809786694037, -1.830046330516104, -0.4076098242162158, -0.2494461613849985, -0.9582590263185141, -0.08894674355272059, -0.6730339607348398, -0.3065621415448547, 0.4668916396191221, -0.19483867446301711, -0.4940273845359056, 2.3983221725827515, 0.1438309307004526, -0.3243517927470156, -1.2925202149273192, -0.5988967916243729]","[-0.16661275013295468, -0.309666495837372, -1.4037244345012017, -1.1330205064239853, -0.044375034189616275, -0.32988971058629274, 0.5364456978861094, 0.861629495242058, -0.4675448314663798, 0.9638033829322927, -0.12911772381661685, 0.1533802208230329, -0.017176331805967268, 0.22909041493949547, -0.2143349424351761, 0.17129259827977592, 0.05102015716154666, -0.07793377942526304, -0.029001560676240597, 0.5693168192400334, 0.44470070387338534, 0.1954863214754037, 0.39352648629861564, -0.0064215507709118914, 0.5708776662087033, 0.6572481084321664, 0.4111666397416731, 0.001251155688132051, -0.2632488926985111, 0.04166057594474656, -0.28695254341938603, -0.4696352895695724]"
