image_embedding,reference_embedding
"[0.17764624722424205, -0.8408857490815199, -0.07510894597547704, 0.11134285430819162, 1.8881937230161197, -1.4749767862149246, 1.3015954982249132, -1.2362545759270152, 1.5068653759647963, -0.32735033437575517, 1.8050024277939225, -0.15813203015465024, -2.348021870637609, -0.8598316028965689, -0.5992963093071704, -0.34582251442441025, 0.2090110653716538, -0.8045856571145673, 0.22085978208542842, 0.08488231955323496, -0.9758760170990284, 0.08305061899939734, -0.2255351751986762, -0.6624666423634678, -0.25758116730072894]","[0.7108857177699132, 0.728897501583077, 0.5883236330012124, -0.10767105191511629, 1.5637803335953249, -0.5725984298152397, -0.7639404520317635, 0.9653029274642364, 0.5910056088871167, -1.0306591334886706, -0.6559614308086319, 0.2847444382583907, 1.1482954975332011, 0.5678939840650226, -0.2713409259258761, -0.7380727192822493, -0.13027832038229442, 0.1372909373515499, 0.48217419251114413, 0.4888865438750207, 0.3426345717541455, 0.45516562577546865, -0.5566366148203018, 0.21812877480335938, -0.9772299292933964]"
"[-0.20126974110188653, -0.630341339715612, 1.0181221973764554, 0.8891259477477733, 0.952420129932482, -1.172764069912854, -0.9619272727892759, -0.3843357842507589, 2.022130605205481, -1.0863688062906733, -0.6677222656270636, 0.9486914554827613, 0.1063723316316134, 2.0362230117401716, -1.0983102383290981, -1.069967178687103, 0.7588840934329129, -0.8102467482362097, 1.8523021332395835, -0.7107481209707441, 0.5988838586673941, -0.8285206402105063, 0.19991936411198943, 0.4751333917457237, 0.9508473523978468]","[0.87786743368658, -0.32985375476748646, 0.4856467484517862, -1.5645311487128675, 0.41137281195847053, -1.8297911202471697, -0.7735200068910308, 0.7550114400890064, -0.930520330657154, -0.659599634884511, -1.2731060251857977, 0.3893051082846789, 0.7003086466672871, 1.6092788937442188, -0.37914093379271113, -0.32804054643960356, 0.06030461169142444, -0.6655416288062563, 0.46131445888285405, 0.5817473527789773, -0.2430427069956869, -0.246979659024125, 0.30840225249664344, 0.059608673826475216, -0.6403013214265931]"
"[2.621288617179016, 1.015669133212552, -1.116148412287837, 0.9215211923414004, 0.12650232107474185, 3.5314560146947698, -1.3802290468954592, 0.3029917327007285, -0.8595727195041741, 0.07105044135564939, -1.663333172762291, -0.0006578444731301521, -1.9660525885652553, -0.023917069241337734, 0.012504128863452988, -0.6288739448628409, 0.22050978436524735, -0.5426263865552262, 0.7626278531751016, 0.9250198076969952, 0.247632672307235, -0.3847969383142215, 0.03680494056535658, 0.036327623880740775, -0.3338407841123228]","[1.3854823807405665, 1.6940079349284205, 0.8796082838085199, 0.31695041422029746, -0.9038364209750374, 1.9229780634222748, 0.40423078139314417, -0.1792960942631177, -0.33086344271686435, 0.3863585432572472, -0.9912687592153315, 0.24995506940970025, 0.22908746241280617, 0.18232562981503952, 0.7164771456847018, -0.3437525034485699, -0.8167155485473725, -0.5674687154345253, 0.06189351450447545, 0.134669830275311, -0.013946397748622838, 0.1352179345863625, -0.09591842162636666, -0.1836497063794051, 0.028896688490382186]"
"[-0.6604433976091509, 1.6905580648982508, 0.7643888328830701, 1.3774034648070568, -1.6596639687785364, 1.1164749086984418, -0.09875106465467834, 0.9995777288904922, 1.5325882801300887, 0.7169979323738069, -1.5591181111856551, -1.2676161530748178, 1.1550967750839136, 2.194625761332951, 1.717061596556008, 0.7960308369989352, 0.7118809363245747, -0.9101248970784894, -0.4652073806280477, -0.5313799884010331, -0.017097361357697384, 0.08970232781191304, -0.4370479869534272, 0.8027922932201689, 0.4003359375224864]","[-0.4373956544868991, -0.2538365441089168, -0.4644219965588806, -0.8026124289956712, -0.6736676865876564, 0.9030574830969568, -1.0670747978948216, -1.4013265534770212, 0.22601822962481213, 0.24757034986575963, 0.4590935431375102, -0.1916813646043878, -0.5348877859294062, 0.334147590927336, 0.862399171582637, 0.208397466183471, 1.1850610124819296, 0.027223841692488277, 0.10790982622516625, 0.010073291928579066, 0.5615293524562511, 0.6221983719376568, -0.21942446178543878, 1.0916795328459776, 0.07411520675453265]"
"[-3.0685298560633063, -1.289453754669496, -2.0982264164495184, 1.5173093121300547, -0.7686495542716969, -1.294461841802802, -2.241924408334708, -0.18570280944719203, 0.03779367619271031, -0.1670481583925403, -1.3707901470376653, -0.40741035250404156, -0.5553788829172366, -0.835253743912298, -1.1502751200635473, -0.6843699467243849, -0.08771064852346044, 0.6419931943043188, 0.06444103488885651, -0.5287325357812928, 0.5028536389316496, 0.4859805061515777, 0.4658661993625164, 0.20589542550695875, 0.24936002098891005]","[1.3799112785299616, -0.9582229995147501, 0.2806748948358322, -0.7615558845039656, 2.0981110454046115, 0.689763740601727, 0.4276508984855819, 0.14191070590830634, -0.32659799676441514, 0.8648382652406628, -0.6506448643325282, -0.703471587617579, -0.02402557385057759, -0.04015636943583973, 0.12792700756842415, 0.26556128787796607, 0.01244756700771569, -0.21224151666548818, 0.06623082763271879, -0.48469334606079295, 0.43302953149026224, -0.4285031924677582, -0.7338739673390611, 0.1923732749994542, -0.31865309189669]"
"[0.6799729570232331, -1.9134876081816943, 2.013244286935708, -3.2948446233490554, -1.2417231746808401, 0.834493630350346, -1.3864765980361355, -0.16696101288629964, 0.9970712288715425, 0.11404367536370943, 1.5855488959253696, -2.1355035833775204, -0.7769898180896586, -0.28823305143549, 0.6634185527838937, 0.5201259761714476, -0.9942609232555919, 0.3608798814190058, -0.04925427181851745, -1.1728537242275041, -0.8119495004976327, -0.5684515099923442, 0.6028555985854148, 0.03572337220825487, 0.7102874056517459]","[-0.98404446051759, -0.45765241210116664, -0.40568206076192115, 1.113570849334307, 0.6151664392771522, 0.7254451007381142, 0.33360866910278136, 0.7802273172053886, 1.4897406355031881, -0.727171511085289, -0.3963495538133553, -0.3104976670401764, 0.01151555094566316, 0.29137881139849414, -0.9504885069308526, 0.6459168119524641, 0.13932457305180532, -0.5258765713447957, -0.09351820030863804, -0.3346669419385881, -0.5464446398413336, -0.4566171504348809, -0.4922374043729583, 0.20282077427688125, 0.0914454457431655]"
"[1.6048146074479683, -1.2631850991540314, -1.4568279618803335, -0.8289925177130476, -1.7644042070571155, -1.2295633265674548, -1.2534703311745787, 0.5542479770245337, 0.5998894986218607, -0.9199082349773251, 0.880963198400004, 0.7655426826296511, 0.23379051529465456, -0.4677902601190541, 0.5380995047945634, -1.2447377064262521, 1.1715033780354192, 0.8690449701659468, -0.8471061902995343, -0.3389737411916397, 0.10379242846139232, 0.6106791874078815, 0.3496712734060462, -0.7666704256674831, -0.07372548728452258]","[-2.065898869023071, 0.06956536163788288, 0.5666113554453192, 1.06968716278782, 0.5262966308019763, -0.27689504698046824, -0.23230316144945617, -0.6666318465679514, -0.2236446466769993, 0.1980395729846913, -0.7406775278226928, -1.047982276336475, -0.2803231832199477, -0.6513233978627753, -0.7490005846855277, 0.4114308947119401, -0.0012227480732081813, 0.34010672212975024, -0.06373265201339699, -0.21575034808485838, -0.14509332971494232, -0.252807712674067, 0.3079282321467829, 0.487139665581988, -0.464129091487362]"
"[1.5644811311493465, -0.620198002750119, -0.7631641532640457, 1.146515707432223, -0.7539474561161835, 0.4196065316149436, -2.050252950303533, -0.48919415236098523, -2.3342185594952687, -0.4140006151699695, 0.05115036074226302, 0.5461263175422062, -0.45697009895954294, 0.986183083082451, 0.7422999997602036, 0.7277328471943041, -0.081385317571375, 0.22108725652359462, -0.25425155861764537, 0.10640408526001646, -0.2898755410601475, 0.48545447284161886, -0.7776865810391057, -0.3632734330621242, -0.992478239879623]","[-1.725309112070515, 0.19501105881002834, 1.0499107746609255, 0.07267383100208556, -2.191784418231495, 0.3865516445397709, -1.0395846647847873, -0.008226528828461204, -1.1504620652340787, 1.1013708617099771, -0.768087550703894, 0.28356436610563535, 1.2420850415345472, -0.31752018046476166, 0.3749718421333497, -0.314647606553534, -0.5116040234375766, 0.11208401654304048, -0.05815726873273959, -0.36103926956519755, 0.08391985508414293, -0.08690971885493694, 0.21557370732515022, -0.02331003600484979, -0.2407307710379815]"
"[-0.6094333274900358, -1.4961831948556736, 0.9767398517002079, -3.20745101682016, -0.10043183608628331, -0.25086775865825417, -1.1274108807214904, 0.6376272322439315, -0.8758014404772695, -0.5930883907314792, -0.33249275312856347, 0.12786223068857944, -1.8060167190259124, -0.29782334598774285, -0.7170696122172087, -0.6333515766635059, -0.594179371461223, -0.0811332721546851, -0.787022531239967, -1.5361477887754278, -1.6976696507311868, -1.1721620104993282, -0.2598167348257653, -0.9244371227826407, -0.5823617026062162]","[1.1101352745038486, -1.3263934114623368, 1.1096663888975506, 0.44427028009543673, 0.5289929281248944, -0.04063946262329068, -1.6261306455661706, 1.2411924302182957, -0.0015861551867118486, -0.7235685856660765, 0.4322541015973008, 0.015303946425408735, 0.30708698286971114, -0.3431514706354931, -0.2618781766778222, 0.5451748202139725, -0.34146804219998206, 0.2932463104879464, 0.49425297959008024, -0.11122533887509921, 0.06317460065808342, 0.13112226812483033, 0.9283171123185253, 0.2719838500451198, 0.15570705803637935]"
"[-0.09021658573190258, -1.5885371035322777, 2.0360952829486187, -1.9619378005386947, 1.0831127601914134, -0.802331964747943, -0.7392051293538224, 0.934168301354228, 0.4577882391972077, -1.8179027151515619, 0.6562172636347609, 0.6401869280991662, -1.6688066948864375, -1.1717160978674392, -0.3199871361483894, -0.7562138346166688, -0.25555949934082794, -0.4973525273037716, -0.6132959215390138, -1.479213865610833, -1.907318008631055, 0.08910694748118474, -0.029009028061888955, -0.9881130808097004, -0.8117320923366519]","[0.5418840641720066, -0.9945605199868616, 1.1053970483708637, 0.5556974467953332, 0.7662171036552782, 0.1968545106440768, -0.9936304734320626, 0.6848460614747235, 0.6070265832384628, -1.0251486689237415, -0.45422508795495237, -0.07056869151713813, 0.516303915807506, -0.4607714364986128, -0.3992865250027794, 0.8231908953942381, -0.11840294146041509, 0.3659777693460558, 0.885561328356659, 0.49158296497940895, 0.33031382907471446, 0.1647208089298481, 0.8184897757878239, 0.2388238711717006, -1.0573500836554217]"
"[-1.5471455474802738, 2.241363202997479, 0.27286438852808304, 0.08408959926972046, -0.899465749538491, 0.750111949958069, 1.127263917185799, -0.8402186049159733, -1.485062187894558, 2.4628913816247318, -0.03359897357801007, 0.9173079543219045, 0.013475619630644892, -0.6378836599578763, -0.2963664263071323, -1.1251349815199043, 0.22966296624032856, -1.8431145865168332, -0.41427448433130415, -0.21545596262689024, -0.9320726573120489, -0.13648525115891275, -0.6579769005517702, 0.3169468034327798, 0.45532135375719723]","[-0.1666127437144277, -0.3096665034752431, -1.4037242665217684, -1.133020731448631, -0.044375587810934036, -0.3298973356183384, 0.5364442314843801, 0.8616236682058052, -0.467523816989181, 0.96385935331043, -0.12919617222535587, 0.15335656769115757, -0.016809466706554914, 0.2286549629145364, -0.21371287095947417, 0.17110745996655916, 0.04768783545327244, -0.07482667491172082, -0.03929571996978434, 0.5619123576906566, 0.4409707477079553, 0.19105012103460653, -0.3662925608151811, -0.058051561972480174, 0.5633100625850739]"
"[-2.583680084720856, -1.4256444097656924, -1.80383421871237, 1.8217752016331394, 0.19065313919616397, -0.4870000408863587, -0.30817729372807307, -0.3302840790556914, -0.5189088214532561, -0.895283482725651, -1.0712721736787594, 0.1393574937032276, 0.11064495926074265, 0.09148160648508387, -0.5327795257455822, 0.9877484751239847, 0.35932018612859745, 0.8849344692064278, 0.3723262917792876, 0.2181458470297175, 0.9836966509297236, -0.48282195896576097, 1.2840722437785523, -0.6064328615394113, 0.02471497616665321]","[1.9664518111104394, -0.7897424302477425, -0.5442378726165763, -0.9584076388314147, 1.656938407596928, 0.9115389630724738, 0.2333085287269681, 0.5705370313728735, -0.7726207844184614, 0.5897868809583725, 0.30584537262076145, -0.5031034737881775, 0.09943369222207697, -0.122265148649222, 0.532838224845446, -0.08696394298873995, -0.48213524973446936, -0.06452719472021626, -0.1865256450965484, -0.737472659082758, -0.008191043561155908, 0.40461680550044243, 0.2663913288697649, -0.05422954795983264, 0.1720344443707337]"
"[-0.7192949245523357, -1.761195064071148, 0.040740438601290174, 0.8209947956873795, -0.7758954804138719, 0.6301682891625925, 0.5239227805441804, -1.971250346317156, -0.46444562869759926, -0.1279693850962768, 0.8346982171343472, -0.8251909550644351, -0.1434855597674319, -0.13762332180903467, -0.3217423735835495, -0.0840911285738233, 0.21254121974154677, 0.2924969024444252, -0.3599718772354298, 0.38566072982360944, 0.8925084300534049, 1.2118134960590108, -1.1823020308804726, -0.4531185403097946, 0.2434887866886659]","[1.816495300960813, -0.5718844440291995, -0.4766046841204695, 1.105971606968966, -0.9917877148651857, -0.18033170308083327, -0.09457125059031612, -0.08256788807311065, 0.09722041876435426, -0.3448175238609038, -0.03554062748689457, 0.3736860438365747, -0.21258850693493506, 0.07636300975364285, -0.4067674588576585, 0.34309018774369615, -0.15609294286170466, -0.04916769784999271, 0.6052884679280379, -0.7734813308161304, -0.15604888881004741, 0.31356448115336844, 0.4421449020180362, -0.050539835429227256, -0.538311867316435]"
"[-0.23306366014015703, 0.836860094080472, -2.2448679985711384, -0.872208478043754, -0.06916292594744693, -1.0322278691186395, 1.046132540260028, 1.756844898317236, 0.09135002023888382, 0.6123770678579864, 0.04982719400045279, 1.0932209971011997, -1.5255150404601447, 0.9723059229410173, -1.0654136808444439, 0.03729968290566021, -0.9474034657211402, 0.34859301657972397, 0.28785852314557014, 0.2459082853773359, 0.06783838393041827, 1.2914974887033464, 0.6483477638326927, 0.889236534449528, -0.7283568029756597]","[-0.49043281477023826, 0.13420198098755826, 1.5570008421106802, 0.12584436984827366, -0.34639790925802266, -1.3092289552518406, -0.0005391742181441544, -1.1698613438800367, 0.038896164965981375, -0.010072110007038294, -0.14298303571126506, 0.3077028310651371, 1.1637368448817094, -0.27482974539122396, -0.22661329567745858, -0.6587577917219902, -0.28112422893791095, 0.06566678155338722, -0.10239861861167689, -0.13131369320759945, 0.9099692921709955, 0.03925548959590052, 0.35009455388518335, 0.39370532923313617, 0.7118493905309834]"
"[-2.5140954929851307, 1.0648575631625032, 0.43315512794983946, 1.9255929810700396, -2.707914968521057, -0.3398172500705575, -0.7546458857748133, 0.5624882221741108, -0.7161086170653087, 0.9873459956239882, 0.25341283580691837, -0.4041342094929664, -0.8033498618089375, -0.6160201846769827, -0.25096018623032584, 0.28841949403227934, 0.08975625224998017, -0.2447905730437987, 0.5145003898187567, 0.1359747316477894, 0.8318183486022414, 0.05870315933022753, 1.0173485175869477, -0.8716024986254023, -0.767487144415817]","[-3.0711523060709727, -0.9086787375858707, -1.3444334554251616, -2.3987721376800306, -0.5461289584822847, 0.9518895315977289, 0.2314150030876668, -0.42633996857434076, 0.02277429407144729, -0.9768702734922957, 0.19459497065511094, -0.39408157201583704, -0.47164024761305995, -0.17904696484593924, 1.1812101484569333, -0.8494438601186951, -0.190533921862387, 0.3074545612563702, 0.020542637306098243, 0.39866004643174097, -0.2708577633376741, -1.0324824011896232, 0.3618831169933245, 0.6508909562647632, 0.4029112445887276]"
"[-0.12650761056945262, -1.8871701723977985, 1.7064213926528324, 0.025268156626279667, -0.02797400000728255, 0.6271001968096751, 0.19695912377858552, -1.213652594109781, 1.186431625172844, -1.2126841902139402, -0.6934780548919823, -0.10553674163615266, 1.306824808177722, 0.670646980760977, -0.18515488967610935, 0.0396729640656397, -0.009569995023249381, 0.14268332111277526, -1.2585348145520912, -0.07431953878941562, 0.656691591420294, -1.1008803720988882, 1.1029017645817338, 1.1264556586817107, -0.055482274601298384]","[-0.2433547548123764, -0.8736941805598929, -0.8315919880128989, 0.03628972156463284, -0.6145103044856609, 0.37603796214619634, -0.1653610663628475, 0.3882428508952954, 0.020944473817267818, -0.3238150094020266, 0.5151362554355201, 0.09623956886562311, -1.4905640710292902, 0.2030610698756715, 0.5935297702616259, -0.3008566418505442, -0.045940589864539236, -0.10058330610803697, -0.4939437255710504, 0.9850620077879011, -0.5602602387353054, -1.0150999833947842, 0.11484995238013757, 0.41145250655597343, 0.14759123160443244]"
"[-2.0348846590132523, -0.3322687048992218, -0.9353621641309063, 0.2801408614105466, 0.4175592234405536, -0.46259635667183346, -2.0257111061792634, 0.6907618451826535, 0.6341391834598586, -1.304745374404587, 1.6417078121597832, 0.43700612800597605, -0.2518043113056414, -0.5581568928760923, 0.9636419419956423, -0.43955741014654925, 0.19838835513210115, 1.7533868692144718, 0.33554142234033263, 0.23802355275984874, -2.0751275014826094, -0.11818743120264158, 0.1072489275818662, -0.9214526303858604, -0.18578090680719517]","[-0.8636599058251698, -1.016627139858237, -0.6437900043180382, -0.44274993835808224, 0.37512205149528116, 0.9543078604019049, 0.44944903735721736, 0.415953541733203, 0.0026053802804282553, 0.26920130006837434, -0.1572705070972961, -0.8723221673811593, 0.08643470208106699, -0.6456475960509821, -0.8064168742596355, 0.24648093645986716, -0.4974562906307511, 0.30824247292442236, 0.3358738856844555, -0.19631260274414322, -0.38568450201939114, -0.08447565956216503, 0.4394283418227805, 0.20999741532727711, 0.20211523074577536]"
