image_embedding,reference_embedding
"[-2.5836738971710504, -1.4255964966318369, -1.8035552662323013, 1.8219732576258516, 0.19105038695783227, -0.48717604378045604, -0.31218339017839036, -0.32952646646525924]","[1.9664513522101617, -0.7897432645544161, -0.5442361595244861, -0.958407088611653, 1.657055230766477, 0.9113537190341175, 0.23368922307261455, 0.5705689923766053]"
"[-0.7192961870362286, -1.7611936057665003, 0.04083359637672251, 0.8211700009639525, -0.775698981715902, 0.6302749337463768, 0.521436875610904, -1.9700249327980184]","[1.8164954568793343, -0.5718829768391692, -0.47661599909064906, 1.1059673358865256, -0.9919961569562658, -0.18017911453214316, -0.09433127775756033, -0.08094300603688397]"
"[-0.23306161777639228, 0.8368800900588348, -2.2448088802176467, -0.8721478507289065, -0.06902168550306269, -1.0319145124599665, 1.0456794337396667, 1.7557265189748081]","[-0.49043144403007016, 0.1341985247748526, 1.5569478826257068, 0.12586762563353932, -0.34635664907105634, -1.3098146736790057, 0.0012737355118556278, -1.173380491325508]"
"[-2.514093287803028, 1.064881953596539, 0.43315800956224887, 1.9255119566803933, -2.707901161838493, -0.33954069509960516, -0.753320449134256, 0.5614514461449951]","[-3.0711532070747647, -0.9086795098893629, -1.344438900970469, -2.3987602539403583, -0.5458712558178778, 0.9520788601669486, 0.2311937429612436, -0.4262512241200362]"
"[-0.12650939843308875, -1.8871875237091777, 1.7065703978444644, 0.02541508054641461, -0.027957704843349303, 0.6266487076952677, 0.1977842583820837, -1.214139012034005]","[-0.24335551650138462, -0.873694487434943, -0.8315730928447558, 0.0362964592900777, -0.6142306054847568, 0.37626365238158593, -0.1663048964833739, 0.3879524904726029]"
"[-2.034882217311249, -0.332264149821472, -0.9351859657944115, 0.28035149155902045, 0.41774689336067894, -0.4627839161961443, -2.032474530604101, 0.6955686834714239]","[-0.8636592413543639, -1.0166274112229345, -0.6438315725033859, -0.4427605371228654, 0.3748795898117525, 0.9541802510135886, 0.4504902530725254, 0.41510281612999617]"
"[-2.354631774845573, 0.37315287387824647, -1.52042092984681, 0.7966116673917816, 1.3440472412677558, -0.8243972236365179, -0.988977496039328, -0.07809226716928215]","[-0.2948077793516073, -0.16417391206534354, -1.0308970631915504, -0.5874313484861288, -0.26569585634686993, 0.4202081692941519, 0.16857872326250756, -0.6083838647978081]"
"[1.0601034642632354, -0.4504555397087452, -2.193073718241283, -0.8686501713468852, -1.0265361784460925, -1.2007737304633768, 0.7577502851793488, 1.5168444936605838]","[-1.1655885597806699, 0.9999586470797255, -0.6183149496715504, -0.0687020095864114, 1.087156427275368, -1.3684779233850934, -0.2034499689846623, -0.8258760633651153]"
"[-0.3065591943743866, -3.0424113047885295, 0.9359562598080182, 0.6334901721234394, 0.9123946420780662, 0.839320897269897, 0.3533522590126524, -1.421973434148114]","[0.6800131028352847, -0.48307714567291404, -1.1902284880776737, 0.7790108797265627, 0.2759146767256103, 0.2613642351081349, 0.024450599839331656, -0.13482570206426503]"
"[-0.03567898475940848, -1.5286786679097848, 1.402289417995128, 1.7565454954468476, 0.9173358060406215, 0.1021115193159875, 1.4559194617496118, -0.7516647674065726]","[-0.7254855993336637, -0.4701665857959459, -1.2173211435742441, -0.44478738314826693, -0.19449409801351455, -0.3244609554665444, 0.35424535893857406, 0.35772042861415076]"
"[-0.13092545582193152, -2.4868399247682795, 1.7107472458231807, 0.7264990492899174, -0.3156488462992154, 1.0166942487293769, 0.16509014157178162, -2.068128416197972]","[-1.4536253771427, -0.7185282741416376, -1.5012997026648423, -0.2082512469908185, -0.5559641519716256, 0.9200592086465516, 0.7161581045453859, 0.8592708771542226]"
"[-1.0200430670381033, 1.182017201759932, -1.3175464335781053, 0.15612933975672014, 1.680719151560004, -0.3052382061405959, -0.07319763008266808, -1.2406258992963546]","[0.14883669439005526, 0.19497070070557268, 1.1553694939865815, -2.1289219310253635, 0.9377232338970531, 0.4226948172253027, 0.37210529519217245, 0.6623329305517156]"
"[-2.085710304313538, -2.172758700501603, 0.6564474754315468, -0.388572811794452, 0.7300793046172646, 2.1365403984805336, -0.08505754649684126, -1.0229069820422203]","[0.05573452164126665, -1.2801193261004267, -0.4383320542738599, 1.8339186284080655, -1.1551693489725545, 0.33689287747366164, -0.6028243368012505, 0.657771231740496]"
"[3.9740832108873, 0.44695845397644024, -0.19526462023238067, 1.5465363149982274, 0.4080834175153682, 2.566138171396461, -1.255224538025486, 1.1833867603012003]","[-1.3569400498963389, 2.812398894721593, 0.7008017452686272, -0.2346595127667018, -0.4551152028923447, 1.52691903641913, -0.6313698665973424, 0.08702845912832444]"
"[-0.6043568249549582, 1.6005838663376217, 0.2973786129942807, -0.0729487469560392, 1.0632019937448058, 2.3446187249932184, -0.5914682054996095, 1.2369797634149629]","[-0.09795454301787751, 0.6600269951678656, -0.3164244181216229, -0.20262503742820115, -1.2422399050064559, 1.5551103226092595, 0.40421532678748323, -0.48263368551216496]"
"[0.37204341540536956, 1.5616341272087404, 1.9579556390440866, 0.33676263704932147, -1.058738828290803, -1.0355779415706197, -0.290569941618517, 0.8202118900456954]","[-0.40412535520207704, 1.1888097081293258, -0.7430322254382857, -1.1310125398640947, -0.39324277237051286, 0.42910427338007995, -1.012939776629108, -1.443815697835686]"
"[-3.0606823984713016, 0.028642771510249646, -0.40304567068709163, 0.4647821097435251, 0.0875703855407487, 0.4711208089606543, 0.38962155487244743, 1.2015745501556798]","[0.6120362924302519, -0.8960432537656653, 0.26010296330551086, -1.0720659630363594, 0.21075437592829588, 0.6158410621492875, -0.412225345613762, 0.6302959104925547]"
"[-2.123146224680123, 0.5206546280171563, -0.04044264966591479, -0.8572484445301469, -1.8450939162118714, 1.3532860716832404, -0.2143110225302134, -0.4689357896686253]","[1.0851367562816743, -0.5627683880292225, -1.4295424046771108, 0.18385048821336727, -0.6786612088397399, 0.5199089584355965, -0.28364342619781274, 0.15161306201107466]"
"[-1.8202461089321578, 0.09112349071933382, 0.4168592357493896, -0.882634312675851, -1.6134401033010193, 0.9443958474273492, 0.7651858879403154, 0.5505003940110276]","[0.06281624253605281, -1.2864420432218662, -0.1075476975839233, 0.12224759597309401, -0.6379087594382653, 0.509213599115066, 0.9275336924869892, 0.21966965029005597]"
"[-1.962860910474411, 0.9533562872967548, -1.0789627164608768, -0.5973528854188956, 0.5699005873408676, 1.1068286853089986, 1.190786985318151, 0.5983729655419178]","[-0.4811235728205423, 0.25680483682880845, -1.3957066526671518, -0.5682363069551066, -0.40350900548627455, 0.5291777498421694, 0.05721240503571626, -0.5973217332247248]"
"[-1.719274834024079, 1.8108899999474186, 1.404148079050325, -1.2380957645382007, 1.5630400484655638, -0.43765806913404737, -1.4828332631803596, 0.969557595698031]","[0.5933471784489298, -0.8766008243383768, -0.2794520050908906, -0.8715107086837265, 0.032072891846456904, 0.9838524877633651, 0.18587545288384372, -0.7030651411001323]"
"[2.968921792425755, -1.119460543642097, -1.4213579599149486, -2.248671358936498, -1.0259512644764999, -1.4637261752338158, -0.6947025688065037, 1.0860671723959696]","[0.22806094696762483, 0.3259656094772648, 1.8005174844368677, 1.2375113202214831, -0.13883658255337025, -0.27268871002584416, 0.7395449488774641, -1.560112109811815]"
"[-2.5583462519944677, -0.43783000739801364, 0.5035712097918743, 2.23874983846954, 1.0916451912321556, -0.14892388974362866, -0.8994219580102701, 1.2181966003698632]","[1.2531081002961324, -0.5900465606655654, -0.44141580520488716, 0.05801971889072562, 0.31485838576667036, 0.1816706392075168, -0.7291743240031812, -0.29854502357887736]"
"[-1.8803259802578092, -1.0742402796532449, 0.4730672512566906, 1.892479286298534, 0.657177932723497, 0.08999347914807043, -1.8382992924036936, 0.05235717699220443]","[0.5708368187855508, -0.4320222266618923, -0.7084566506431699, -0.32096082320497804, 0.22586312728207764, 0.5976435632850038, -0.3316293818523313, -0.24249733597557693]"
"[-0.18599934020752182, -2.2076315679186886, 1.670316125752602, -0.1994712632326698, 0.7244133228612089, 0.09877056987456, -0.6905084185549527, 0.7554219627528858]","[2.0097167505582685, -0.3066000238467616, 0.229987742273406, 0.09824536707049406, 0.38239277197930266, 0.601807973418395, 1.5182195066778894, -0.17264503473992268]"
"[0.9487383525427776, -0.23254283832393619, 0.18281706791892868, 0.024571888540622044, -1.6888533264233476, -0.8460542651114191, 0.6076452781403259, 1.8194162428303253]","[-1.251651827414737, -0.33635664442571167, -0.36035157508108173, 1.0589479904692642, -0.32950353814141436, 0.44224108859454525, -0.49461223528243964, -0.812968019886955]"
"[4.4956914235293395, 1.3571963673983276, -1.029137396267839, 1.7151132972960952, -0.2508871765927834, 2.1435126713152006, -0.8717078807241239, 0.40173709353618003]","[-1.4257814489443366, 2.5573053920578603, 0.26713714259848215, 0.2305501815705475, -0.5693884980750472, 1.0301906394545766, 0.1883463612166657, 1.3124393625273116]"
"[-0.22805161459090517, 1.1844893530970546, 0.8017514442676629, -1.0552108747162425, 0.2145797954323187, -1.2189199656933951, 0.3979604263349622, 2.829543524903338]","[1.36698547548092, -0.3221571239062675, 1.2632291052034987, 0.10628837845188441, 0.545215669960363, -0.17169423834713482, -1.0449750390850292, 0.42206287195262976]"
"[-0.5970649567580807, -1.923368330651271, 0.7475443586673544, -1.0578486777664617, 1.2225199910143298, 0.3348575215706188, 0.20664240766443592, 0.13745700556043383]","[-0.254674642823744, -1.3937626110858714, 0.9781821880878944, -0.05659318222683609, -0.15722725039802407, 0.5768656506398276, 0.8489211808710925, -0.12244768238124444]"
"[0.3047646524882793, -0.4091236685907255, 1.404985580068338, -0.2732708295128255, 0.6515643580095168, -0.27798096093147956, 1.1363536126856388, 2.1323471067479063]","[-1.2190453389807538, -1.2616899442675766, 0.7745932929551657, 0.7326634322351295, -0.3752956153809596, 0.4832109700963683, -0.24685556616887774, 0.34145224855700196]"
"[0.6098672370093732, 0.5755984950137121, 1.3334166643080194, 1.4230902043658717, 0.9434774992892727, -0.016297082168330024, 2.296786686853755, -0.8848980479992222]","[-0.3577864018898474, 0.6861440079768808, -0.5257578128031541, 0.6814229247801442, 1.2266129184381451, -0.3049089104009019, 0.3415712938155831, 0.24611424917881083]"
"[0.4351085232468229, 0.23437893699595025, 1.1784053254275024, 1.6238434388626493, 0.734285992967909, 0.034318535210543614, 1.8747381552576463, -0.4268244365037084]","[0.8034874827632427, 0.4153907211480155, 0.16067861882691772, -0.07227236784133917, 1.0730096446515955, -0.8380782611100842, -0.8496527267253934, 0.6900900372426275]"
"[-2.666460257686985, 0.618953877326717, -0.24559351008278557, 0.13135236334326122, -1.537915787122151, 0.19876675839377886, 0.12688720435251644, -0.33631024434360896]","[-0.6700683247594245, -0.8504277092532129, -0.18521625224416632, -0.6335106850194463, -0.400500544322178, -1.067607991029612, 0.5541708386679743, 0.2943519141556728]"
"[-1.5381120191791149, -1.3134665646240191, 0.016874956212482525, 2.0237432404355817, -0.2739191839059278, 0.5515207287713736, -0.5972251941515866, -0.6042334649933956]","[-1.054804460400073, -0.8394312397913118, -1.0292813930753482, -0.31630098313659827, -0.4344568545231045, 0.3548230476045836, -0.23729826323713338, 0.09054325566802851]"
"[0.4278735819344488, 0.07712028697659931, 0.7527272498738238, -0.4267030811950736, -0.02891367689631902, -1.58696386710597, -1.3864480683023055, 1.3791574859404674]","[1.5254670519560665, 0.39046770701384753, 0.36891079071042965, -1.3515223188616075, 0.1526236424353916, 0.14867047149420598, 1.4561979175760125, -1.3316568987707826]"
"[1.0431289623829663, -1.920255269626626, -0.3298312032110927, 0.2158258101155388, 0.039656140739456086, -0.3726324701253374, 0.7295436932476312, 1.4852870486293535]","[-0.689025862186794, 0.3441466773983791, -0.8024358803326826, -0.8385342879941776, 0.15247206131977883, -0.3117590480585094, 1.0407587252380142, -1.0817242559585485]"
"[4.122196181468413, 1.6973350220773256, 0.28440298759287724, 0.6114706497460042, 0.4996732710669381, 2.9390350011822886, -2.4228610357963807, 0.1225825536711291]","[-0.3533223413321351, 1.9690778703445162, 0.17572296857753808, 0.09477230549502608, -0.6141399084225082, 0.04199016987142422, -0.8279432043839565, 1.2852635398662697]"
"[-3.555553947983314, 0.7665914250506403, -2.1065112216936064, 1.6338535369748926, 1.637993054634647, 0.27243266341765576, 0.5575249677156259, 1.1786592425962816]","[1.509118904925764, 0.5924324904991097, -1.0693376383164688, -0.761873833669521, 0.6320298505960702, 0.9812862967332218, 0.03235721532732003, -0.35105435805625007]"
"[-1.6917309359046588, 1.35027561694966, -0.1963810009613623, 1.7826728122369095, -1.183641060264858, -2.244583178054531, -2.96294149687161, 0.22116317775884814]","[-0.6336726937788779, 0.3517864591970809, -0.9912896151844798, -0.9356044845919634, -0.2190405301633915, -0.022273981228891578, -0.8506918811568742, -0.6154465529177138]"
"[0.5087943671388137, -2.285232434783908, 2.66874920976888, -0.43161152540129755, 0.7149936844353473, 0.6161885697784386, 0.2743625067347401, -0.4518651991119522]","[-2.131616505516801, -0.7751481536511335, -0.28153163608027804, 0.19275955305303905, -1.2727423968595284, 0.6667441411206676, -0.1974997974424243, 0.24808973038896434]"
"[3.9137818636463684, 1.51305959585508, -0.8125691390505314, 1.9026386489790625, 0.45922533481105854, 2.395868792275726, -1.1643214745113544, -0.4342503828345384]","[0.005619434630838091, 3.219967082044419, 0.3527514161000907, -0.23741487062992386, -0.9196832099783167, 1.451438524766073, -0.3288865093276085, 0.7573261610457044]"
"[-2.030983268463347, -1.290703360712987, -1.0905923504057502, 0.8637575555187382, 1.2116736050414967, 0.05613453108795911, 0.1869847119893858, 0.7804270755750784]","[3.473112387184661, -0.5849053688553645, -0.6269697739625422, 0.23969620009527684, 1.385413298531293, 0.5625202983615006, -0.2700709058648083, 0.07751154719397947]"
"[0.005811286300349457, 2.3113980418999565, 1.0799959979665696, -0.20754077279168498, 0.933461133616758, -1.0928403321909645, -1.0520002546258782, -1.093971525188086]","[-0.8084673201381793, 0.010979218134948973, -0.6436701043120903, -1.152040291261025, -0.958311409978148, 0.08260787493608968, 0.05019900557085598, 0.09899670329867648]"
"[-0.8397797088512172, 2.311238682075631, 0.0507454490423476, 0.6074229109323427, 0.5120593121558462, -1.0376211188787392, 2.0179587592579016, -1.3210952274519205]","[0.29229170828514267, 0.14166189596784912, -0.039820858796990585, -1.6903544287594725, 0.43814062358818423, -1.7223390331653512, -0.736417217464766, 1.2606066475009425]"
"[0.03626309680882143, -0.15313035674196135, 0.0985350368832064, 2.2585686440195425, 2.4752851996231207, 0.0028792771558493, 3.689340170568423, 0.2956335655015465]","[-0.2324740557447428, 0.5397908492908581, -1.0732839142075565, 0.18690987931376085, 1.207570384462888, -1.4617613149813804, -0.3408121907810719, 1.1545181310321073]"
"[1.6934881844055647, 0.7784922166866178, 0.6952564328243429, -0.28196053830583756, -1.9120330250588407, -0.2963550388885719, -0.8626055187167629, 0.22224514200763237]","[-0.1468363722843263, 1.00719164208683, 0.08586102769708961, 0.41142034860577187, -0.49507221260402573, -0.9061136638588573, -0.8735770279024258, -1.553981152773436]"
"[-2.06722730107531, 2.3297053477038996, -1.8170916034573217, -0.66368751423137, -0.15072463720209292, 1.0104184116842199, 2.3464818105122296, -0.3449424708459576]","[0.26660837684058036, -0.562059470671704, 0.4943600531307391, -1.703737379200397, 0.07076355863047581, -0.42804459692112157, -0.5435141079021577, 0.5486588297591387]"
"[-0.6291681371155426, 0.09627903020328782, -0.13835916672113632, 1.0846344656229425, -0.30491048869193205, -1.903979613355307, -0.852919530540061, -0.6770262891573576]","[-2.3665518296042873, -0.7938551322069785, -0.3401575776603508, -0.5222286932380819, 0.560635577558876, 0.054788061011316336, -0.23290704615639873, 0.15352894227232342]"
"[-0.9832689503223241, -1.182191597087071, 1.9197616434279017, 1.642450873002024, 0.02308185824467542, 1.3639049825678493, -0.2444446175055255, 0.35723879478859455]","[0.31047339176346606, 0.019374860239699202, -1.6650262881426598, -0.5123281243691434, -0.17732757248042927, 0.890448415978512, 0.1961585783572982, -0.09258838265994779]"
"[2.7315279562883585, 1.7283619840871354, -0.23030003066625132, 0.4805796733245337, -0.8697749679844701, 1.1327267868545825, -0.6930063327280734, 0.3175059114836264]","[-0.4545853851792345, 3.0446617876686446, 0.025274152992463574, 0.6145600688579694, -0.624401436214897, 1.2531105702756804, -0.45169614529192953, -0.2182911544011731]"
"[1.2695283900821177, -1.5236062480865873, 0.9406589354329618, -1.1798203582873739, -1.8586344762614344, -0.09497087045436281, 0.3269986154603214, 1.8007911837049262]","[-0.48968495072254176, -0.9203076344017156, 0.38486711232158344, 0.6990328835153367, -0.45233709053507176, -0.011695942802123703, 0.37800789914316485, -1.2506007075343868]"
"[4.271843694129395, 1.1428984698601796, -0.713126263504703, 1.5440606497656786, -0.2682516106006165, 2.462601413982392, -1.2170644001346158, 0.4085874704068883]","[0.8322586912710839, 2.476724194599938, -0.41436496488885305, 0.949018027724695, -0.48570424517101124, 1.3764862073592563, -0.3846897842581185, 0.6102913834688232]"
"[-0.7795640779043356, -3.0089665710947724, 0.5497620221954733, -0.9500964259489858, 0.4483764794484152, 0.6523470261330431, -0.4446126924623374, -0.7805321004386634]","[-1.8670168560036449, -1.5478633686964396, -0.01059904382299766, 0.8472412455229246, -0.9517057217462359, 0.48516116215913746, -0.5159273863114562, 0.7280373094770921]"
"[4.646572645395038, 1.3190710912876218, -0.42480149425667546, 1.4641927751559083, 0.1344476405071332, 2.4860903036888566, -0.8539886407736199, 0.6633311009233446]","[-0.5538870096608534, 2.7728313429133795, 0.16371905609650772, 0.44063684089772664, -0.6101273012259099, 0.9278158056731979, -0.6840454292075784, 0.6996301463460891]"
"[0.5432713588249583, 2.6151443733668613, 3.0442866107802455, -1.967654467795074, 1.2523646944847828, 0.04751310417863798, 0.020931108252318323, -1.1008092751071163]","[0.9218548432218542, 0.39360853344431806, 1.078333882919282, -1.2998969206181654, -1.8244619125981698, -0.3925323225143573, 1.3155888415064882, -0.06097164377686336]"
"[-0.45327055523530047, -0.9864554290713111, 2.103517277993437, -1.8683963799288004, -1.6832709512627377, 1.7850071964645133, -0.32740591692169274, -0.817797161946452]","[-1.0689857687489588, -0.9723517703601967, -1.172515657994121, -0.2589049074100742, -0.6201841746867544, 0.7360170917388081, 0.36687540457320766, 0.9759084751157968]"
"[1.1833033343251278, 0.12115170346033856, 2.2162084096685386, -3.1883532751192623, -0.6787042360241415, 0.9947760198780105, -0.5219691544208384, 0.7903034504329374]","[1.2351877048462188, -1.1191724563659655, 1.0147192437196901, 0.6566923876719986, -2.038679157331089, -0.20797285087942466, 0.5168010082645185, -0.4882603226845959]"
"[0.3938469961587213, 0.8808806015855092, 1.3522061334379776, -1.3639562440166413, -0.637224365991436, -0.49841259831304746, -0.5777468428188409, -1.8363620664214007]","[-0.9948939134472761, -1.404752046893414, -0.2569883711326276, 0.03767096496873313, -0.914220926487239, 0.10673967296655415, -0.8960085602015797, -0.44093958040332865]"
"[0.260822243120633, -0.14081787800283718, -2.102734511696722, 0.1327465985845994, 0.9239436766262182, -1.8373442373067272, -0.745055223474194, 0.760414619995843]","[-0.30145642005284146, 0.9002702370523784, 0.404412550430069, 0.16164596093312142, 0.17449513492519522, -0.7479338513810186, 0.8815548608881992, 0.3341819274112555]"
"[-1.1842061755502715, -1.2915129802224106, -1.7549393801584345, 0.16112167903587984, 0.022865051849633864, -1.502891608223726, -1.6704428462821406, -0.3082174279301139]","[-0.34484000816464216, -0.5074713541271817, 1.7890400557986958, 0.2885536647767429, -0.4433835029854808, -0.5445591429597553, 0.2903412319639176, -0.9991592669256971]"
"[-2.5284613224956427, -0.43501475091008074, 0.5431341779433655, 2.474434748341445, 0.2890796032876338, 0.4600886277730181, 0.05217310916575921, 1.0531474622045995]","[0.8473077863661829, -0.7133161834627607, 0.1834861687181376, -1.367016263967025, -0.18505308823143762, 0.5094171065150458, -0.12406172379055211, -0.20251317136821614]"
"[3.57729819119405, 2.432205767231639, -0.9954087971962471, 1.4575026866582765, 0.6852624021875048, 1.856129425935721, -0.5375993249785477, -0.036169889889840476]","[0.5223634113220038, 2.991522795105549, 0.16213069284181358, 1.0108476217909936, -0.586148387305008, 0.7541448635934231, -0.04316935759136648, 1.3306656939422872]"
"[-0.47589543098660286, 1.5566302768463964, 2.4770344762611174, 0.3602987268190467, 0.4686580712855867, 0.790233463975216, 0.42248407130657195, 0.3265258113596833]","[0.8368991946165373, 0.9231798309309774, -1.0316637956702157, -0.16644538625351743, -1.0978066665134236, -0.5771208204685109, 0.6427184976071848, 0.6549666129439596]"
"[3.4172757799253897, 1.7999499148161078, -1.5843675616776793, 1.2812389559905393, 1.2203638320245196, 2.848489784723373, -0.5137554686226276, -0.45779992249095935]","[0.19524407321891024, 2.6185065694783245, 1.9442664366435427, 0.09327208805108583, -1.5498614844139837, 1.2165909833752488, 0.8719368747195804, 0.7875747317239821]"
