image_embedding_entropy_512,reference_embedding_entropy_512,image_embedding_entropy_320,reference_embedding_entropy_320,image_embedding_entropy_256,reference_embedding_entropy_256,image_embedding_entropy_160,reference_embedding_entropy_160,image_embedding_entropy_128,reference_embedding_entropy_128,image_embedding_entropy_64,reference_embedding_entropy_64,image_embedding_entropy_32,reference_embedding_entropy_32,image_embedding_entropy_16,reference_embedding_entropy_16
8.994778781791538,8.927374376279914,8.301972424055524,8.279333880567597,7.975283146553263,7.947392804591852,7.28421445194318,7.242051719684525,6.954504195621726,6.903074573723576,5.924695159789909,5.8332554121254425,4.887735141060275,4.7198250469539165,3.802721170407552,3.6000480590945685
8.99558339983924,8.962903297508218,8.290180345059518,8.288652952936395,7.960763372579615,7.958670739671851,7.26253875058069,7.258689648113496,6.931201363807928,6.923106120646928,5.890880132515681,5.873350838841935,4.83147875892168,4.774310506428792,3.7851430899610996,3.7119826364627735
8.994881941882555,8.931199502127384,8.299895032011875,8.30075597509505,7.9731100617410995,7.973790616585465,7.281885870079055,7.281881615336231,6.952962155046109,6.951029937116596,5.91942485780354,5.914414708915221,4.863192068666113,4.848933226194989,3.7897855773550626,3.7291118359451993
8.99506847891112,8.949000153059178,8.302581328672964,8.310873731233904,7.976131149121111,7.986211843892839,7.285516663960743,7.300072924903436,6.956025310452395,6.972886944578743,5.921876186403841,5.947860209235611,4.878163040394124,4.903931052358194,3.779293802841918,3.8244797646855115
8.994615596489172,8.967438872176789,8.277841839322317,8.29987908798409,7.945113109211924,7.972521592566179,7.239543876404011,7.279071681807858,6.899808047339199,6.947919552184334,5.858640484838351,5.910974117028204,4.839806252461836,4.8594626294528105,3.782584477216475,3.8290221469748777
8.994920704452479,8.9187596232419,8.287044956720273,8.279094979001183,7.956865951717437,7.946596359006749,7.256563299901574,7.238687456401187,6.920605305663192,6.897486324030423,5.864082862657923,5.813889302290344,4.784949082638239,4.754723831309679,3.7078444459738407,3.6005714052559683
8.994516563700708,8.964859851523656,8.297826649747314,8.297862552830015,7.970314370745192,7.970405433129997,7.277177852981683,7.277369856896565,6.946755912617758,6.947023682955669,5.9043718144818,5.904566182348133,4.868502970163176,4.86650592479562,3.812605560114708,3.7910717149852133
8.99464864597381,8.930495803001872,8.298673576365559,8.295624940370383,7.971352009027052,7.967255111863612,7.278584432695192,7.270278918956575,6.948012301731619,6.9369868648740445,5.911149824377221,5.888005001097902,4.864491140358995,4.808058355980599,3.768402893981875,3.695816882076266
8.994665490283776,8.955612555334518,8.306425032146423,8.298846405068389,7.980898912418789,7.971419575917105,7.292997210749565,7.279416640450171,6.965308394137782,6.950421503902589,5.947100309688105,5.920021622368101,4.91002831808806,4.894021101342984,3.8529558608576435,3.844683126200734
8.99420567993463,8.968748842143718,8.261469499794671,8.298731351107955,7.925509968292342,7.971223245065767,7.211496095433373,7.276929869861436,6.874039628029551,6.945904166602431,5.795785582394053,5.9076075339019045,4.714884562470619,4.8752479370126585,3.6469517258124453,3.800313463634349
8.995052274709872,8.918370626250384,8.299062496231098,8.293994160431497,7.971851192556615,7.965185000613906,7.278722352497878,7.267649499063134,6.947770720832912,6.933552226658939,5.919398504242347,5.895509426336759,4.869174784643176,4.825822516058974,3.801587304328369,3.721222360213816
8.995223821697557,8.935200293837577,8.254050268024042,8.308752066404981,7.916192484131405,7.983602310731612,7.192563007621797,7.296511020782157,6.844112932302249,6.969175298367205,5.731335882178614,5.9486957041759965,4.591048122908166,4.925857884335301,3.4559711765649355,3.8699954043833285
8.994525348116476,8.927025121739716,8.284810839076616,8.295335451239257,7.954022538763287,7.967127022469259,7.252573044905312,7.270760112268184,6.916246100978111,6.937411696088841,5.851416996836576,5.891777469454723,4.771322181050556,4.82924342270136,3.633408052708143,3.6997309993829957
8.994874485326326,8.91246196626612,8.289754997014407,8.292231274480988,7.960411659889913,7.963002602829301,7.263124393783505,7.264420054146097,6.927866907525511,6.931026199609731,5.885290366949403,5.880319889644749,4.858554958910451,4.794881124981076,3.759125135918115,3.631065410393612
8.991127136795143,8.96505228201573,8.275530011504415,8.294064303142164,7.943300884440532,7.965330643768603,7.241007701716442,7.26867050739777,6.906495575399209,6.935893490199791,5.855098817288569,5.894571869673466,4.802721997477896,4.8435590356404,3.7845043914757763,3.793453475109909
8.994212089370512,8.937186412192448,8.299308689489894,8.295250189227147,7.972079768648663,7.966770224974118,7.279160313773262,7.269484404688573,6.948346353587187,6.935358441389232,5.90661336165687,5.8756503331350025,4.8568310939996255,4.762423066445238,3.764068722411327,3.6466764939507126
8.994194903593552,8.971789569824512,8.305799552357199,8.289902313594325,7.98000671926924,7.960134641086776,7.29128252473107,7.260075422103496,6.963475958104694,6.923938980836854,5.938719450206178,5.8691235529205805,4.897551410149263,4.779770750160565,3.871311560668086,3.7001026938402704
8.995136230407415,8.960695733042257,8.293344110928947,8.304148888508042,7.96488220774064,7.978081592969389,7.268513100926972,7.2888613491571395,6.93593998003081,6.96059793742959,5.893141309800617,5.936222746681676,4.839223437187996,4.90066059160764,3.7801709078117707,3.8302638271255787
8.993572895951637,8.953908110457888,8.280537225030171,8.302717546600537,7.949317393713665,7.976438594818436,7.249062870550178,7.286234322099632,6.912281411486212,6.957779263388421,5.84933646768445,5.934259184442056,4.809312034314452,4.909087346921435,3.6553293595033876,3.847452453651502
8.994349129582542,8.925513336722595,8.292222581778885,8.301136917279997,7.963748595117547,7.974180098890834,7.267390010271654,7.281798006713783,6.936067608577243,6.951045708584076,5.90790047914472,5.913562699326388,4.857905399452126,4.851272911211657,3.8496494017361003,3.8328582347472917
8.994087651363404,8.932123826085926,8.282636783824225,8.287220557706318,7.95230238079193,7.957207408667799,7.250907846795532,7.256991828278814,6.920354933063378,6.920714777505708,5.858481903788542,5.877962926286799,4.770036534794928,4.811431816216309,3.668605422198478,3.67653170296652
8.995263762007887,8.965567125676603,8.299145939352279,8.306230517346563,7.972078075965402,7.980515261712256,7.279570980404445,7.291624987604369,6.948430357131571,6.962615254487428,5.909147019054115,5.933599483290355,4.829336796874742,4.874182538352931,3.7194617669919015,3.800644875485575
8.99400132514241,8.968410275280112,8.300687131939537,8.293122833763366,7.973808091472215,7.964798943535177,7.2824179196759715,7.268960868402679,6.953773004208177,6.936646123655457,5.915585443337462,5.896476367683972,4.871657878382515,4.835567918540818,3.831278931262446,3.697097693681817
8.994815793053561,8.91870744444157,8.283446001219158,8.267926140321592,7.952540772526976,7.933974717512342,7.250559740450581,7.224997702619637,6.917129952824872,6.884256905386929,5.863778610118652,5.835639700658882,4.7638474418773855,4.822477090250143,3.6926936657087275,3.7419022542602476
8.99363754312273,8.947945611715756,8.292789610990756,8.261805898886742,7.963933896278128,7.925686820165767,7.266493368201739,7.211233773441994,6.9334738215966105,6.8735600911968495,5.883105656219236,5.777763128770447,4.821197446362765,4.758546649265795,3.7964517134153306,3.612394954445835
8.994605973171637,8.88871146608246,8.283129597984747,8.273056712434757,7.952391394248957,7.939446118961413,7.2518892990920785,7.227869047429525,6.918503939670726,6.887159087980616,5.867841903407548,5.832409077868922,4.771973891702502,4.749426018943211,3.753440184796903,3.6398732113409134
8.994860456148634,8.93380373310557,8.239801683946148,8.298065206839553,7.898754296401602,7.970343482780271,7.171667354611721,7.275831601399744,6.828580021371423,6.942825214414073,5.729870771709519,5.900566505700226,4.616603090996105,4.82729536364674,3.4215219891037343,3.775168113363118
8.994101612198495,8.945282223707821,8.279303001234899,8.289786870986466,7.947453596204465,7.960501553689059,7.241429098936478,7.262115928704531,6.905825859902579,6.9300013302687145,5.84267681882959,5.892672508447875,4.7540818019034425,4.807484407498012,3.6573188452466803,3.731356815865582
8.994055055179707,8.94581137128624,8.27857517810629,8.307596332294622,7.94652755004044,7.98229430690314,7.238875676329981,7.294698657063949,6.89855072428692,6.96699883777083,5.830604685757709,5.941603835774464,4.691667075259425,4.902364920110272,3.6631133472340207,3.8516277514357995
8.994160213498223,8.949184638455359,8.306556127557723,8.302053652181137,7.981049952850583,7.975511262963845,7.293080346256647,7.284209873434113,6.96621401794242,6.953239088441992,5.94064924218484,5.918360824251115,4.897444424614193,4.849632748401319,3.845374490427864,3.7781082681133418
8.994875446951689,8.920392856293768,8.284813925521,8.288947798136038,7.954029944274133,7.95922262190075,7.251577921930927,7.258953344024045,6.914173570971107,6.925459774807058,5.857991002589523,5.865971713220869,4.779366256266085,4.746471406126714,3.7198363052242263,3.6485434969572372
8.995214005221845,8.910858491600607,8.28492662489096,8.284935552225296,7.954611210181699,7.954137243334281,7.25364056461694,7.2500999237314545,6.915972796670619,6.912376948273458,5.861042687809581,5.843878273187721,4.797000320000678,4.799880492799679,3.645287819898304,3.6710164993242995
8.994773185641076,8.961101978021043,8.304282747734165,8.287060314854042,7.978413271086758,7.956622049309126,7.289030386023335,7.254310247499805,6.960661252197815,6.919820529392361,5.926324255243523,5.854826152877251,4.893564513853426,4.773689057833259,3.8515880850553126,3.675431576542919
8.994811512189365,8.957334543283814,8.291494384375536,8.303221784836921,7.962632028995682,7.976670182063659,7.264726934070195,7.28508871131058,6.931310996569504,6.954391780913024,5.879854394387348,5.918888544302515,4.829116883475104,4.860094257494546,3.7703674911655947,3.6668842789985487
8.994379762967974,8.957540217860059,8.299916020222911,8.298849816573698,7.972889362248475,7.971386108866723,7.280907280712431,7.277251558615337,6.9512113056618245,6.944969336068177,5.915326472168779,5.897310476750191,4.863957737234929,4.809924515260799,3.797651450129739,3.6719181664921363
8.994886028182577,8.963395250095985,8.29564850113796,8.294558463171295,7.96787214249353,7.966002294189849,7.274919569798248,7.269298771557333,6.943862549603885,6.935290722776523,5.9166453929552505,5.880325776307723,4.898395463928412,4.7961903828133,3.8468133658321126,3.6187576409992674
8.994804615011738,8.954906330897257,8.300323879644488,8.284865431128749,7.973642780933047,7.954011763451682,7.283579153615723,7.250151147663216,6.9541917418640855,6.912763710547671,5.927399948896884,5.8464287989513215,4.888698220390576,4.799634613441788,3.809902335097349,3.702724385859926
8.993442265821088,8.950487384672012,8.30777552529515,8.286068064237814,7.982448386822453,7.95554469612886,7.294802709769345,7.252557507584621,6.967220739974413,6.918682220422853,5.94310803860221,5.867643319743379,4.906305071995864,4.799048648566055,3.8502471387037724,3.701318706471051
8.994842271267622,8.936814750310406,8.305153861471222,8.299293998261897,7.979271542507559,7.971881220594637,7.28988907051728,7.278476608354775,6.9606166240944845,6.946990598144788,5.928379496084917,5.9030438270492605,4.874870776854435,4.818639145385646,3.791754934344603,3.6099869684535326
8.993899753798432,8.930739375337208,8.294033895640133,8.308588719545638,7.96553144279185,7.983390025138991,7.270723601535808,7.296004798020867,6.939767319044945,6.96845730355504,5.90008241347697,5.94327565166179,4.840573284477118,4.8990076941862135,3.8314030218895416,3.840796000609985
8.995436388358154,8.922708098512082,8.250053602385936,8.284830401438734,7.912052761989258,7.954272586702597,7.192407055268805,7.251476535860608,6.85178600580185,6.915523912815486,5.723957060251326,5.847447877219727,4.602336160288452,4.733351595938014,3.3258161924431002,3.4687271902902665
8.994417481756924,8.975973655276519,8.286752871511467,8.237156862626836,7.956395072588977,7.895314740726356,7.254859803520207,7.160860227141416,6.918795178545379,6.805082032050229,5.86141734018139,5.651248276612181,4.791996978602949,4.477147912273653,3.722611346681231,3.291839199719442
8.995228035332548,8.950518951508037,8.27171535612564,8.296229728420869,7.937971723754256,7.967974103837868,7.228080682285419,7.2719314540293825,6.882969249547822,6.9388917348808405,5.793422954844473,5.887504517076858,4.670804096054688,4.804041917847818,3.493688899902193,3.729732381545257
8.99443044130949,8.930764858363627,8.285370637767672,8.301414470215251,7.955109737435921,7.974446326349446,7.2535782401216125,7.281688153406331,6.918447321825149,6.950174639644673,5.878412395767295,5.903798883898013,4.821847565231575,4.815501866460867,3.5888402561326833,3.741103146137364
8.992288464198019,8.910851791997047,8.270482336694364,8.295227540857535,7.936586093130425,7.9667015158150045,7.224045980419115,7.269753746556731,6.888116927624355,6.936109375015855,5.812310254596818,5.894558949814515,4.718647633330441,4.851859801387551,3.604399693377935,3.7401709279389186
8.995282537670645,8.949663450736125,8.290625196590023,8.303747119589868,7.961398686596964,7.977485544502763,7.2638862662957795,7.286982919925407,6.931714348573872,6.957662692204126,5.892968422019735,5.924185564749435,4.835044777933616,4.86899397286685,3.823796036048157,3.8001219415704077
8.993842984065076,8.952846505246244,8.286302080580924,8.303132497206004,7.9556887139873345,7.976605836646216,7.254091529394998,7.285391018901796,6.920830225573814,6.955239349188394,5.873307374777261,5.921612593602488,4.789838348803383,4.872808133280357,3.676329013452721,3.85656190694012
8.994922018465518,8.92876320437999,8.290679894068166,8.309678625990784,7.961470445311859,7.984733865291022,7.2656536093761455,7.298038658790629,6.934444519331128,6.970960640304829,5.897968917974123,5.9449181961556405,4.862272566765861,4.9162691168149175,3.81855705761034,3.860434215686927
8.99408199559079,8.958770743038428,8.262363753230108,8.309165119314144,7.927280267807823,7.984157321152094,7.2149237771915695,7.297451153759464,6.871159731887216,6.970531367577934,5.808207642488695,5.946831540397935,4.696160306280912,4.905957765791838,3.6147505512825298,3.8685564368280487
8.995360049803018,8.890590625308091,8.227784522557716,8.267166194446796,7.885108066285859,7.932502473231253,7.1524607011374775,7.218713288416741,6.804029646146224,6.874778979812195,5.73757832800274,5.777272578413315,4.614589501574141,4.641813471080933,3.6316111666820294,3.417565573397258
8.993908787878254,8.940133149891004,8.282374945814503,8.297155107636435,7.951174059119408,7.969330438973731,7.248625440188357,7.274242471180489,6.911617274075666,6.941732803730671,5.861654492067968,5.899014747729083,4.804061599250777,4.858571733928525,3.68237887257611,3.8074981280439575
8.99536970347504,8.955764830204327,8.283969529314835,8.259239472686005,7.953022088090892,7.92295892268298,7.251031183816607,7.202405746729701,6.9162999327812855,6.851359079727058,5.851818346702999,5.747943101204635,4.758048069483795,4.59881839847767,3.6043183614743772,3.492218624464524
8.995283450256235,8.946425183951595,8.305483854126745,8.306072347484232,7.979648610290688,7.980255110236159,7.291165479602078,7.290830047050582,6.962844873747301,6.961486201459051,5.9393514562534495,5.927540727590868,4.8950467667307285,4.885980702174839,3.847391608321918,3.794398316469948
8.995239177094575,8.909121788418528,8.301578160809193,8.292390091002208,7.974892980051968,7.963493639162542,7.28419417527305,7.264511170075122,6.954590000613584,6.928776750397637,5.917425514152583,5.869787344690179,4.865341552717687,4.766275157549058,3.7681794082262234,3.5000210360112143
8.993433091443293,8.922236636466142,8.29193822823582,8.305321722911438,7.963129431157468,7.979384946910557,7.26739258508943,7.28958301419852,6.935490875349968,6.960097310873995,5.895915710189755,5.926150968858154,4.828582636612197,4.86134478849306,3.6988669089607393,3.7636574626150283
8.994857197669615,8.950318522576575,8.28374743280012,8.286232218213526,7.953203849971849,7.955565158681903,7.251556652802821,7.252808699535233,6.914159894799932,6.91587049669492,5.86374608410082,5.863479964481213,4.749728051438399,4.80844526500942,3.720425633630203,3.627931386194664
8.9942086762964,8.975242406594017,8.307573206074839,8.311492764893332,7.982186651467703,7.987026575219174,7.295354545069777,7.301703179033284,6.968097370190276,6.9752435938316815,5.948890248546281,5.954858839753065,4.913018151916709,4.916511121280593,3.848513267064745,3.8494526883309925
8.994943415619046,8.959800280106073,8.283002180127866,8.295944342477492,7.952131509603213,7.967655488672123,7.251089608681922,7.271515352003558,6.917253342415991,6.939612417509789,5.865822459625368,5.899592452324158,4.794177894779742,4.843177490914327,3.723298627986685,3.7616876697162906
8.995167542088197,8.925727182514358,8.297763315916267,8.278798692839697,7.970470700934447,7.947792708432573,7.2780906594046115,7.243913290759171,6.948056573847886,6.9118388216374935,5.913416385953525,5.860776365753551,4.861111168220672,4.811421070131926,3.7674892780994225,3.77824413218514
8.99560384295342,8.917916439257056,8.28900822171872,8.289803235207486,7.959599515498555,7.960222754665757,7.261097746539685,7.259743220044847,6.92455888447156,6.925355651620441,5.862879720592824,5.867449928948882,4.74651446223121,4.787133990581312,3.5634517800203462,3.7187072484124437
8.994558376442797,8.938355823508573,8.298290763137139,8.304627589428193,7.970713286918109,7.978592886539105,7.277977204489443,7.288883714246951,6.94673705894111,6.960188264391529,5.91080642328647,5.93536921434498,4.845645624928702,4.903268582976435,3.80514603094983,3.8499370218339934
8.99494391805317,8.935460533504108,8.251009694671671,8.253393253948891,7.91241983643099,7.915423949404875,7.189506859943116,7.192779796424103,6.841735943185446,6.843672382287345,5.731311581908947,5.697351064322826,4.5772122208142,4.613663160674514,3.514694462138308,3.643218350920556
8.992914147923553,8.94139646644468,8.30406080084958,8.284623745050926,7.977983352146498,7.953974343906453,7.288104389612229,7.252454810916038,6.959611312713818,6.916522206312273,5.927057317096514,5.852266678213184,4.886935626476879,4.752999630727772,3.740324632128443,3.5795618102736952
8.995104689211818,8.934779566250295,8.280505631056606,8.299505107751749,7.949449304548434,7.972291752563221,7.2476720444109155,7.279584535294695,6.913658094336259,6.948329951655792,5.853580793604406,5.902919676290653,4.743721444291572,4.822355771159254,3.5707219657691747,3.7169807412282863
8.995058465900755,8.919956192556738,8.305931779208407,8.28553855418867,7.980275857589139,7.954725915048841,7.291699927334931,7.251358668490237,6.963127593198201,6.912632431968679,5.932967176349571,5.839725856954339,4.887423114579077,4.7057552198562265,3.7989178164376938,3.5874745465979503
8.994712978014228,8.947822581684743,8.294551068998858,8.30698518473197,7.966243084609906,7.9816310596579,7.2707011593800495,7.293335021682349,6.938102445028637,6.964938636525927,5.89156469317095,5.935967665301812,4.823409639860012,4.890005222989315,3.6613928438180405,3.799140005359005
8.994195937629545,8.930872472449437,8.302235112710108,8.297049392132148,7.975799750061281,7.968966687123672,7.285061182496546,7.273643355588588,6.956298422566052,6.940608980797379,5.921241030459754,5.886305391536222,4.877309459268586,4.793655854776791,3.846496824121616,3.68864803985048
8.993953347840272,8.920095367179298,8.301794527231273,8.28065684627601,7.975024670442009,7.948579157998013,7.283860220729915,7.243109742927173,6.953870522846548,6.904994857432575,5.9250541911029,5.826493600737087,4.873259249319679,4.821109895725936,3.856868026300749,3.7678529681959034
8.994319843248862,8.953500458305635,8.263676876786924,8.308547270132777,7.929164405339029,7.983304438200673,7.214754978246304,7.2955806052774275,6.870053626092938,6.967496141673614,5.776599404138789,5.938241683296347,4.704130589865168,4.882829407968053,3.5221373354035554,3.789707430816421
8.994391044692454,8.945766897306061,8.274537705702118,8.283782843287396,7.941469549531762,7.952528828033076,7.237372972460047,7.246885602364424,6.89805242791672,6.907227287745196,5.84711652630388,5.832255629991677,4.7759609592747205,4.724368126319661,3.6886599398864934,3.555285821199022
8.994005433676492,8.942333973585177,8.30129653525493,8.266921465408382,7.974528118271724,7.931658776893745,7.283110384560833,7.217931359482645,6.953665482414039,6.8732317050289495,5.916925190324175,5.796837828964657,4.8738545711766985,4.6973075533967865,3.768408281572988,3.658617761552592
8.992683585246485,8.918822576692268,8.293615258582605,8.28537251403757,7.964713715238696,7.954976266078731,7.26937627942008,7.254428828149077,6.937213774370315,6.916763989507662,5.904561283523611,5.854255646889287,4.882628874358874,4.811193812178304,3.833051873764073,3.7166830997876548
8.995330712434857,8.92536293015179,8.258069301695366,8.30187337208606,7.922430642504376,7.975097320344827,7.208900240625111,7.2828089860912595,6.864615079908039,6.951598957739436,5.788826056688298,5.9083186990991,4.759847416901973,4.847460604188463,3.7025072019754344,3.7453426502510494
8.994804590438584,8.9514750797358,8.290765354347673,8.299720744581125,7.961928407890163,7.972282610131959,7.264335666596709,7.278432891973239,6.933711213961555,6.945870120411124,5.899282673621115,5.907837795340425,4.872068444356087,4.849744195480149,3.837408712392985,3.811831570668379
8.99495971239338,8.956092748573472,8.305454549087273,8.305385712947558,7.979833368153329,7.979584638996334,7.291350131891388,7.290385284167153,6.964142417584493,6.961779670225145,5.936268110420508,5.930886023568869,4.90226542450309,4.882076977806768,3.8311565083426515,3.816473607288902
8.994525311116401,8.941721380908671,8.307329226094584,8.30486232666777,7.981901382600257,7.978755336199493,7.294051318038685,7.288890639767346,6.965980668240822,6.958814172034134,5.939020096414589,5.922986741649596,4.89547461442107,4.851614006482247,3.8161206556534286,3.7328771059777783
8.995064190709275,8.975850554912824,8.30786221078159,8.301091263408066,7.98265122073169,7.974058648173023,7.295380985311088,7.281408938797536,6.967499840290166,6.950079172478072,5.9417542556944944,5.91140104194262,4.895341025042498,4.838888705408437,3.834549580919857,3.7232021778606734
8.994957534975022,8.96833020958537,8.294972462410282,8.301889020273483,7.966713821776235,7.975020246984187,7.271458754826252,7.282780544571688,6.940998921889841,6.952002127418926,5.9103023074902,5.9100252486263365,4.863263669908171,4.830536966005439,3.79831833095559,3.684525992022787
8.99576473001087,8.954958080314363,8.302698849350021,8.301275519144458,7.976263180803442,7.97438751818996,7.285953536938983,7.281779781861822,6.956259015095732,6.950933000975113,5.920416341534177,5.911720846524593,4.86216455499464,4.854489198669151,3.7667675040958826,3.7793219279087733
8.995058803114286,8.932865180634503,8.291967133360224,8.292040165393026,7.96369869351841,7.962840655813476,7.2691222528164925,7.263489025649484,6.937039064418842,6.92785648284163,5.895432153426004,5.87196208340129,4.865193918457989,4.822025564637323,3.7977514029940957,3.7896730938210097
8.995209677215097,8.920911753784564,8.292703446523376,8.286967145292572,7.963757265849984,7.956446522200245,7.267277341383499,7.254199951898424,6.9347834746164025,6.918036180893326,5.888356566204402,5.860487785388165,4.797337502194186,4.789120855853294,3.721816953394454,3.7554942544924277
8.993330896655511,8.948122683923412,8.301300337808264,8.296483449388274,7.974560985214928,7.968305014882226,7.28330990019694,7.272848244725495,6.954485417438486,6.939924648684054,5.921592800684717,5.888292658980493,4.872041516327693,4.82299320012379,3.8292699987107826,3.7217854452047674
8.994335406190382,8.91673529733756,8.293870767451441,8.309260446404856,7.965322389204558,7.984259870991082,7.268884655980429,7.297422535469067,6.937664666630676,6.969910491120304,5.899782452104148,5.947435008893645,4.838405237864412,4.916273753981496,3.776961006709217,3.871061668598797
