image_embedding,reference_embedding
"[-2.4886001189158447, 0.8833059955861076, 0.45174495503549444, -1.4339731340683386, 0.48827425328749097, 1.6153851375885337, 0.08224163071091196, 0.3954597325032931, 0.17914167160876276, -1.0883391652922523, 0.18925356250143893, 1.0104020169491161, 2.2457412709209765, 0.6418526870200856, -0.1240812628328102, -0.44087636488594795, -1.5463341536784103, 1.5296093296805642, 0.05839398049337114, 0.5957207136530244, -0.4911408784935023, -0.6143351303011925, -1.1376729305269073, 0.09440051699743494, 0.02149186833352321, -0.2694718903126679, -0.8632479077166292, 0.43989864883952934, -0.2702699210431691, 0.08866684203401588, 0.7645602917511249, 1.019851306074798, 0.7678359332736673, -0.2455386553052043, -0.2845418372373805, -0.6814030739655538, -0.45433026224633904, 0.09754967356302734, 0.564243010151099, 0.33417984195099026]","[0.6707791568032461, -1.072965373238214, 0.6859016263010028, -0.14419948998163726, -0.9800744679305116, -0.17594048229377274, 0.5385371603273714, 0.26795987359328244, 0.026652207840092614, -1.134023694916429, 0.8073226977617998, -1.3856356861550032, 0.8071197557321317, 0.41248548459856516, -0.36526439334852856, 0.38207366021245315, 0.21215371876067676, -0.6456027471661803, 0.31291007968470064, 0.31766588979292854, 0.17297745169945006, -0.12901441293282395, 0.3800834176627206, -0.5005234382558473, -0.7981078721510821, 0.4960402217841962, -0.7195100392889067, 0.2726606091420935, -0.3231192259083126, -0.2752727820306058, 0.031142685350749055, 0.20613230067073351, -0.7716605068390747, 0.18500349668956426, -0.7632693190439356, -0.11926854339974081, 0.18505409715957408, -0.8190165847225329, -0.0103602068272514, -0.17525495163882066]"
"[0.43993072749236534, -2.3790920011587295, 1.0417906508299606, 1.2722319418976433, 1.4881106525565229, -0.131478910833199, -0.16428588166671734, 0.32773256596954986, 0.5622317438169699, -1.7630400132279909, 1.197458237977307, 0.6248802577593786, 0.7747195720018626, -1.325133273727324, 1.4812228751031336, -1.4923966762949425, -0.2429808503737831, -1.4254457338212767, -1.2541812299992794, -0.2138180811947302, -0.0936458464665642, 0.35762140037996454, 1.677135571468512, -0.15232677275160325, 0.2171738973963912, 0.7882140687854071, -0.12374524380516573, 0.550271730073765, -0.9269636274278794, -0.9743237833256946, -0.4532218875205446, 0.02498506244571044, -0.9240355072043295, 1.069950573620138, -0.019600528518194243, -0.16376441978395134, -0.7618542526338362, 0.13118900109627477, 0.734127137293209, -1.3561188150289911]","[-2.249018357855264, -0.5286647854527567, -0.0939917202358248, 0.01740631188445281, 1.1851158204047045, 0.8122475767887594, 0.013371032000263045, 0.9133611503437278, 0.1903423217147339, -0.7676355241490654, -0.18414379998346073, 0.8021058028179697, -0.24246993741813738, 0.20636571852222904, 0.7378327634993347, 0.14713522156680808, 0.4034218566779151, -0.08048417820736158, 0.3366838084467634, -0.06649634885614399, -0.5724310324116202, 0.7052377944985072, -0.2324390342756566, 1.0024991105928918, -0.5669379025795486, -0.14728739188163792, 0.03902003854488564, -0.8493844324710103, 0.07232479960930198, 0.39879402860159574, 0.8801633079890817, -0.054667886968428225, -0.3395444229465078, -0.19464108768284033, -0.7176615609021604, 0.3768858198558976, 0.20974784257031626, 0.2156431290182842, -0.40465322630927686, 0.7030902157164836]"
"[-1.0946644115786441, -1.826636761500725, 1.4518277902297083, 0.2888166720249868, 0.398162377650322, -1.0279638634087995, -0.42581168431775107, 0.3043373873518991, -0.5655514902345524, -0.15233563765509636, -0.6940304360417147, 1.5478043953832497, -0.9993968000206521, -0.4942932427067738, -0.26249557985045, 0.8045065420193483, 0.4859043781216614, 0.3144557541645978, 0.3117425551225638, -0.968814208596556, 1.6988249046306563, 1.0127606020866078, 0.906270514526733, -1.0130485310525936, -1.1799448111612603, -1.581343169769567, -0.005991762292724914, 0.11296387242816423, 1.448750205098886, -0.4693975018825655, -0.5635176973028908, -0.6286758420679243, -0.23771541519264403, -0.4832275805365135, 0.14268914310557834, -0.06913970248703456, 0.07128836443065499, -0.5803033498413639, 0.7434445013047816, -0.306093450059754]","[-0.6280991707427261, -1.783486712163386, 1.8919069818877718, -1.1774375678992903, 0.35462883876010204, -0.4212737852764709, -0.7447097177458409, 0.3912137178277028, -1.2668108146315844, 0.7110334996702999, -0.811456331304956, -0.10499828123184309, 1.2722842608190703, 0.4946645864647451, -0.1635877500067316, -0.1500314614862259, -0.9948430153304045, -0.4107117284045757, 0.3747506853613191, 0.09356049346295167, -0.27665484798848267, 0.030107708923123432, -0.16234202275527182, 0.17734972844533087, 0.32614789569884967, -0.12386397632686102, -0.0004943272805361505, 0.30517156693377323, 0.14083930996538258, 0.9960827991549357, 0.6770800967120397, -0.4980089143927005, 0.350719441514705, 0.3613872114797345, 0.23432809434557725, -0.29171621629348315, -0.17466570589877375, -0.39198649925312024, -0.5116857409874166, 0.14859057063177528]"
"[3.154875059587105, 0.4615744109060915, -0.7387902497022918, -0.061400079054271244, 0.2653574961172765, 3.2881181727856017, -0.9362025891268013, 0.5998260725157799, -0.8206638668265505, -0.6335684684774467, -0.275999891491767, -0.2231865712624268, -1.3361521740867401, -0.4208694398144388, -1.0255299264435125, 0.19702158771267012, 0.6667366127018984, -0.9282557104246323, 1.0270238317777527, 0.6332242127332117, 0.15786014263554562, 0.15434275525536065, 0.24275497537971297, -0.05154409514337815, -0.4326018071630776, -1.1157282653846545, -0.06222092980915288, -0.5144723794494312, -0.2977392349208888, 0.37914095401448145, -0.087590546194102, -0.43472364882366454, -0.793104928018988, -0.09869888484606337, 0.4956455769270148, -0.08469700757349453, 0.002350503053605401, -0.6294756017280309, 0.19241791322691604, 0.35602727876671875]","[0.17709023380476724, 2.111088329341128, 0.336023023323856, 0.6390129866141231, -0.7802168002980376, 1.364130456777374, -0.44314930852659856, -0.06087618526424938, -0.531664230296008, -0.7369719339252235, -1.0724241573779487, 0.0182070177418068, 0.31857522685110323, -0.08517215334403959, 0.6407966574409522, -0.39464899297471256, -0.3709829954865993, -0.17688948165763368, -0.16579415666255737, -0.19601702524321285, 0.4552623705640374, -0.5266618111097237, 0.3659022667727402, -1.2927382500302693, 0.47443666619525826, -0.3895946297039671, -0.4176813392343159, 0.6496412454188556, 0.026163367700738703, 0.30862036369530554, 0.5497014582077971, 0.4635653327269975, -0.06677111229523744, -0.6058377894216106, 0.6855659573949622, 0.48622716302027186, -0.5914966657757743, 0.18762704712731224, -0.06107032874994187, 0.12767042944467463]"
"[0.9974959644032712, -0.3497464919838666, 1.081235111941272, 0.31623193941073996, -0.3797188966921274, -0.3891487263754463, 1.8698859119477416, 1.1823443999273535, 2.417335875617793, -0.43518033580151755, -0.6920325591238328, 0.6083111243232504, 1.7595604665486078, -0.1737316067054807, -0.8187963703829964, 1.0678667508887243, -1.0801828135978429, 0.9822575225233565, -0.08337923459659045, 1.1155933055832705, 0.7462702503797246, 0.35892084761263965, -0.036523717415095504, -0.04681969948649621, -0.563716436834204, 0.019541222265141718, -0.8909703157425702, 0.43910319606291265, 0.39543523562445126, -0.3132248261048134, -1.0047239902205778, -0.33936694470763623, -1.283264858764955, -0.7222059965090724, 0.19897900664921067, -0.1186037141677693, 0.20332027632372415, 0.5358678035861014, -0.44077813588625575, 0.9460517106195568]","[-1.4108827382319307, 0.3073163055985666, -0.7688005411126333, -0.27876519423428614, -0.12785289432517816, -0.4538886631380643, -0.30267294910094367, -0.673686404440852, 0.159324876357857, -0.8229209171920754, 0.06658244426294878, -0.07949773728763244, 0.6041189343649493, -1.0461941835780808, 0.0558310875597824, -0.4588963461290363, -0.9800380534514018, 0.7167483831760183, -0.24150436315034626, 0.43722062986362237, 0.34395952372019023, -0.055759075673522965, 0.3066384479394775, -0.6943855911907466, 0.4861495566926397, 0.8033811168769919, -0.6405555492788445, -0.257802472701158, 0.5733276821618627, 0.5650507800044102, 0.23061601962740813, -0.3219993890603844, 0.2225120870832406, -0.04012942158622625, -0.3032978739084487, 0.08582714047737594, -0.8261182978637641, 0.10066929922497436, -0.31604319230830225, 0.23273878977440898]"
"[-1.9791524657212956, -0.14113193594584533, 0.14330307213508134, 1.3981887930369765, -0.6012887965605077, 0.061797039161875955, -0.995579658503327, -0.7717292627424814, 0.4014748749410863, 0.339988473380793, 1.116664846986528, 0.6292541217139328, -1.291900146530395, -1.3678517194127346, -0.3275317622380134, 0.5550292079154028, 1.4980048611878902, 0.6580558691808754, -0.029639019359206004, -0.11942426307156317, 0.23610896180346927, 0.17394761866907174, -0.16457312209269043, 1.5103120132349461, -0.10729966019722138, 0.286170684191422, 0.7588799198800229, -1.0532761686855254, 0.04908781493891616, -0.001629541801320648, -1.004323585250483, 0.05918859608402196, 1.0533141379155673, 0.9241574050749105, -0.1188454520528348, -0.14663893412127693, 1.3797317890318268, -0.3392094583571901, -0.22066354276075703, -0.36109240543793125]","[-1.1966081336445673, -1.1512178789036107, -0.4545400583574781, -0.383353991762364, -0.941350497920969, -0.03960778106122167, -0.5712492643004227, -0.10379180996090716, -1.211406396838534, 1.5061625116571318, -0.24732610765260413, -0.4253441095495009, 0.5696776388103476, -0.6282857954143651, -0.5043557684327836, 0.4787890374596797, -0.8023083898305122, -0.14878235918243368, -0.3605455676286922, -0.41413327820169743, -0.01704601101695367, 0.15553715070689758, 0.28826319367583214, -0.23499450914399792, 0.10550195422673936, -0.3872341158112151, -0.18982652312368611, 0.0309011259271454, -0.9505247240260236, 0.11554573628924497, -0.4869831861406125, 0.5344970417005486, 0.37422516096127645, 0.2127727901465184, 0.1040871167280869, 0.03316381649034923, -0.340231993081281, -0.09302248370249287, -0.17779149736316943, 0.08291757832583503]"
"[1.0931021447420621, -0.3536752251207491, -0.8470077542780852, -0.02547022964928817, -2.2966476619762877, -0.7021186463920568, 0.03022412070870036, 1.9780832774754493, 1.2636355440445268, -0.27129621968893386, -0.9573807847196513, 1.6254572856448735, 1.179782968634834, -0.06304570351340363, -0.5339407989574753, -0.523977244569771, 0.6142587024784176, -0.7116760345635981, -0.39757404972164767, 0.5552744929213195, -0.13913727576432042, -0.6015754477735832, -0.7399856231140431, 0.5811158138637341, 0.18094067442754838, 1.0722026423329867, 0.2723464951936363, -0.10249256482411429, 0.3236047691293304, 0.8019839242245508, -0.24635895637731228, 0.15970386851751617, -0.2058519497728061, -0.12281282717857839, 0.27349121225100526, 0.4144237685687861, 0.2382767742581904, -0.07397724543455943, -0.21964251279882444, 0.1704797969812528]","[-0.8965242299355082, -0.01572483236542119, -0.6999268888451263, 0.2219083375245148, 0.1472538822095187, -0.8239707913277013, 0.23390294399159337, -0.673286155813394, -1.2029971355410882, -0.46886807289435967, -0.1734988929149663, -0.5701791338191574, -0.2096458000120781, 0.2510523238584002, 0.6946784382715011, -0.4779946257698009, -0.09219801055904114, 0.09054795120016654, -0.6363460038789883, 0.5892386779597663, -0.303745396372458, -0.040582804912715806, 0.1277826397641289, 0.1741782231673232, 0.23537026026076702, 0.5752396109304211, -0.2520688693452379, 0.5442752138521598, 0.9232555806535644, 0.6991027402359705, 0.02813266212237982, 0.3647359885773567, 0.044010206839384634, -0.6636176923805007, -0.040426966006036034, -0.1841378173789433, -0.126302197788196, -0.17821872358367355, 0.18075041984397613, 0.2964195266535345]"
"[-0.5776945027927438, 1.835161166283621, 2.008860671413387, -0.5584962457736155, 0.3530304374544647, 0.5542657107508454, 0.8612384312566288, 0.12676490695746767, -1.9076710223400073, 2.4863483215670215, -0.8965331042041323, 0.7910613855956922, 1.366360984153034, -0.730179383838966, -0.014314128822575354, -1.3772363465147492, -2.16464458547258, 1.8348174823498662, -0.22491068853109358, -0.6894060876768032, 0.21814384189792374, 0.5649137290929466, 0.12110385963193196, 0.01647506963729083, -0.29707300137587167, -0.3146987080780482, -0.08020344388217088, -0.44949550897366025, -0.4217880498026732, 0.5400546579851419, -0.5061803019220843, -0.850101219615227, -0.3937014542631405, -0.4365406685278905, 0.06997846842671175, -0.0029156641261905178, -0.4795046838398609, 0.6895712302973548, -0.8030866489149137, -0.07097603576346896]","[-1.1950525876835973, -0.115468704676744, 0.6064240023234754, -1.8322876703875228, -1.7300555065285752, -0.30292745234762447, 1.4110093779075397, 0.3408209919983319, 1.5318328037594444, -0.46650275159766647, -0.027921964661420613, -0.7171136783073225, -0.12331624302837864, 0.49188648839852883, -0.2614177870520345, -0.17905896568471424, -0.6785515044826792, 1.3228464499799808, -0.29861333386722855, -0.8482961495868656, -0.18963878926911262, 0.3541042422464726, 0.35276315086153665, 0.13055295337676145, 0.3740347629618808, 0.29343598327097364, -0.10362068173534182, -0.49849304906426967, 0.09359495699507644, -0.24327120063903965, 0.17994752601196853, 0.5829126028385893, -0.10096112431603846, -0.6505313781388371, 0.4417944674698646, 0.6113422651277945, -0.30787543673247547, 0.13827817535615736, -0.1710794882324148, -0.41285430438587806]"
"[1.8677411322615902, 2.330146730890238, 0.19405208048473604, -0.6295551763998616, 1.6928412491818048, 1.9398324231828346, -2.946980785725467, 0.6878697937345433, 1.1421851925427973, -0.24480141585070866, -0.6818337683756815, 0.4139399207403377, -0.9325704864987886, 0.41785242630615677, -0.7320894334674846, -0.1623766633380563, 0.9877439634719954, -0.8894420099716941, 0.29941247317025643, -0.20977839120711983, 0.3069158320392646, -0.6229568410263435, 0.8269366063115329, -0.6298565075211237, 0.72100773368277, 0.7104021394978872, -1.253166784750036, -0.37753329853936823, -0.5681271756484026, 0.6055079793254596, -0.34296809175335696, -0.33110788890062354, -0.11045336499965554, 0.13910310517644356, 0.137792937861374, 0.12548198616161627, -0.3562186965637204, 0.49178506809141814, 0.6427704821242048, 0.3179287866724552]","[-0.41695571194982234, 1.4751434367156182, 2.6797031027433453, -0.5450464023739535, -0.5331812387846554, 0.645360893112183, -0.5611780002732806, 0.20217143599904952, -1.080299931284616, -0.4074009430267823, -0.8526114675854963, -0.14116574059045187, -0.5676098565477724, -0.6080534406464437, -0.5977588192492231, 0.7755651307133917, 0.47665308775157006, -0.09528357121266541, -0.2690011835800517, 0.15511362171320991, 0.13226271746902113, -0.05782843098559969, 0.40081789060347867, 0.10139815869457353, -0.4433984270750911, 0.2413958513121808, -0.2732690234659544, 0.15884406266788886, -0.4106377776502031, 0.0407981262986286, 0.8050008063116505, 0.13941887116652407, -0.28595233500197415, 0.5383891157652093, -0.0531379898768903, -0.2589262972291323, 0.16427828965363003, 0.2698188408369973, 0.21602969944536388, -0.1111080687330852]"
"[-0.6748777531921064, -1.6848945740188126, 0.22054741046523174, 0.7931018582088526, 1.0291346644560968, -0.7468615957950885, -0.8520484787052532, -1.1974233257997775, -0.5390314926921491, 0.6674793239178998, 0.5299012725814486, -0.3418268940716627, -0.398316442329608, -1.7117976802947414, -0.18281558542027357, 1.262334151359342, 1.7992465101009776, 0.005436846847858984, 1.2013240821353792, -0.36431260640302965, -0.5858406766103221, 0.35251510447871237, 0.6335260513703583, -0.05773906660080306, 1.55882846441321, 0.7838139677471664, 0.6560674282681799, -1.1780971312211432, 0.7204392327722937, 0.4382800240799198, 0.07820493033065468, 0.6649139429864577, 0.17648892348840617, 1.1004502397468519, 0.22992535392501248, -0.056804052782256274, 0.5588709420100753, -0.2256468238979078, -0.5579901459883065, -0.2247798498819638]","[1.1859194215031117, -0.27991124324334227, -1.721609065739154, -0.8763557667517369, 0.13701605015578566, 0.06913685820292689, 0.7602510336731418, 0.44926783451147645, -0.9341154692386585, 1.2798821079453984, -0.1822721635975257, -0.06446047143364843, -0.5964564347147657, -0.06713804110953465, -0.3063713415133622, 0.21725378092236855, 0.11961692571564958, -0.1322524440382571, -0.47164422715990767, -0.014161193408147664, 0.2201715007797729, -0.20721325571076477, 0.562215564446601, -0.3270084558485463, -0.40287865164348274, 0.3629881265416126, -0.1816601876118817, -0.1383288681580491, -0.3322202577210095, 0.7593534783073961, 0.642180804476097, 0.5487433894460412, -0.3228781669723055, 0.6792184271213368, 0.27814969469976664, -0.16145219346462375, -0.3367084781083277, 0.4687769585553091, 0.6638998280767768, 0.285306353417716]"
"[0.9282855901881406, -0.23527316115780816, 0.2537708107182536, -0.25638629273123226, -0.6379301383681185, -0.0033427628772864466, -0.17648089608807427, 1.8597891848437191, 0.6870033076402497, 0.560038070655789, -1.691967576346454, 0.9852715903536206, 0.20949555781187348, -0.21174206790720884, 2.551213600000755, 0.337420141290006, 0.779118270161222, 1.2116204713150294, -0.22336419141981953, -0.22015875077042674, -1.1623254583212377, -0.15133165258084375, -0.040256287705217324, 1.5240476950522475, -0.61259204308943, -1.017243422091852, -0.4086108963525631, -0.5068163470025414, -0.45925149272746146, 0.32203161758247256, 0.7637664420059053, 0.375676917733281, -0.2816129465634972, 0.039995555204288366, 0.16003260523820317, 0.4708971810449463, 0.5097248870848321, 0.1615902354117356, 0.39441746943107725, 0.3372426282275687]","[-0.4422569538182968, 0.11087062234528819, 0.5248812488320923, 0.17682706663494224, 0.5262440000987085, 0.2626097383437163, -0.1210907605906195, -1.805015305228313, 0.326852860578837, 0.18284347132465487, -0.06786575459447403, 0.455147545079298, 0.00337840049893494, 0.03310452096889485, -0.04021384483917315, 0.0676379271280399, -0.05222438228834982, 0.17550225613695694, 0.3761819629068144, -0.875389782925736, 0.1355295556495928, -0.18337863894500087, -1.5412743476084128, -0.4798481875843273, 0.3789405015175555, 0.601011319836848, -0.029630008955405282, 1.385414259036673, 0.4368883954304261, -0.10739841712788743, 0.03712774460676406, 0.5124992838834276, -0.5076152082409559, 0.5966042914366467, -0.1421645139373715, -0.30448985834469766, -0.2779811040761595, -0.2908319904534071, 0.10549682419811614, 0.32766799534227264]"
"[-2.6828559730432624, 0.9412571164047854, -2.21710250641402, -0.4409503414227408, 1.41754080014717, 1.9003645158312603, 1.1935686338403386, 0.7271636327772444, 0.06975802244872731, 1.0863561821398158, 0.9793980654278192, -2.0311153772070223, 0.002905865207503651, 0.92956938056709, 1.2457095465354717, 0.34880586063625163, 1.323625866702134, 0.05948203263576769, -0.02960657496519118, 0.09229585588035119, -0.004737917770043739, 0.03214105813850274, 1.0481643401954348, 0.09871368079163692, -0.13583423637983383, 0.40368532693008025, -0.2263442096402309, 0.8755523399259303, 0.48590646267579085, -0.041314511932842975, -0.2562942843702208, 0.024337276159441548, 0.3189165803176399, 0.23834045044790347, 0.6600349316357769, 1.1286667758110278, -0.23974337370574825, -0.23701178563237366, -1.0356036593978692, 0.3086570141262651]","[-1.3162840394960138, -1.4448097394165926, -0.33943556118112805, 0.33637007443593187, -0.815703972419867, 0.5176235792900679, -0.6244943316016438, 0.030328612001172442, -0.480366462265806, 0.07586352538217936, 1.0241146124911484, -0.29134006178831323, -0.2855056039478383, 0.015981364616432594, 0.33391552906023014, -0.642108176319673, 0.7117284282367892, -0.24822059164394536, -0.27079986115387106, -0.24058377868233086, 0.20539545173437865, -0.3886248464939783, 0.4701583573372965, -1.553904067293274, 0.29257147714455223, 0.10392584924871992, 0.017132458344165522, -0.14563152572303148, -0.40280577262666084, -0.06574117484356092, 0.3571991148742905, 0.5818430917951706, 0.47851522210187236, -0.04961269585584028, -0.9037113480943374, 0.010501813985925762, 0.34409829929437097, 0.17623138825789292, -0.2904878915293136, -0.3918332311985582]"
"[1.9014371398689234, -2.0327476977145067, 0.17417256624325217, -2.6052382382015615, -1.5182785966072783, -0.24859019742323588, 0.23446815910766308, 1.7104661612288141, 0.04634698764001713, 1.0521308332314614, 0.5519327791431592, -1.0234867026373633, -0.030182278344532864, 0.21771566276053644, -0.8409196082109592, -0.18723616895743017, 1.0965933024770989, -0.08473665175823948, 0.34467437897024517, 0.22406860402845605, -0.7580010717193728, 0.16158335520376607, 0.5984904835427053, -0.754108186748578, -0.5843996211498093, -0.03748015668263137, -0.6234952917030305, -0.2991804600952044, -0.49586319644311905, 0.8625610356410502, -0.2347993112918737, -0.3242570534282402, 0.6110105040613589, 0.048884639409704216, 1.022802265731205, 0.07876255191296809, -0.28883583677554836, -0.8136364499460406, 0.34229769478962657, 0.9420610496039923]","[-0.33089589242221007, -1.170687534407, 1.6682362691987977, 1.995777574040298, -0.5507425015216552, -0.2144901936549674, 0.8474247303871487, -0.7272904874500827, 0.21919262877577533, -0.22575727132594622, 0.46987689801321403, 0.23553967489673658, 0.5519108136767017, 0.2748579861008554, -0.2675509142363855, -0.6064288886931531, -0.24438691621348077, -0.17293656501152513, -0.6568643934708044, 0.4300201695652516, -0.5933448760213705, 0.272168900559981, -0.020589871936082103, -0.21323054357746904, 0.587963527083248, 0.3138125565010903, 1.020078166261998, -0.13982661454279946, -0.03578659719325378, -0.08745843217762753, 0.21020905506376827, -0.0575419986343917, -0.04313141124663383, -0.04052555643653474, 0.5661177241022469, 0.28970773131091493, -0.23647837967507432, 0.3666698964366053, 0.4625842536240127, 0.20948529591904774]"
"[2.3023928982644546, -0.8107718375658614, -0.59751635317241, -1.0198559116497963, -1.9198071860832695, -0.1088937924653937, 0.47707455172108165, 0.14836446014915627, -0.3103974581092793, -0.08406240462011551, -1.0994629714574482, -0.7846233405334074, 1.2343723295362947, 0.9095228491797621, 0.4236383508057172, -0.45821540171852587, 0.49739313738188295, 1.0578623670167013, -0.012322616562768868, 0.3687409850155865, 1.1849622532746877, -0.31026937350400907, -0.4477187030641974, 0.05254181040255845, -0.4654490639063946, 1.7355954234468811, -0.833856623838145, 0.6404378378393913, -0.1400332182564186, 0.12633892707164407, -0.23346693008658037, -0.3785962641247483, -0.35309102390112934, 0.40221972214681606, 0.4208361645352059, 0.12888006377279326, -0.5901464433395289, -0.3995888514956067, 0.5669756814068788, 1.229962433520701]","[1.3688559979911392, -0.13791826469210858, -0.5674118265701923, 2.7094503663727307, -0.3874369222931672, -0.35663645342426903, -0.03979849280814518, -0.4291866734332461, -0.7192686245040342, 0.09041294107381201, 0.2746577927264281, -0.7205104390745347, -0.011091595820901296, 0.024007867341073724, -0.4906855076085516, -0.11174408567620706, -0.027931454627591057, -0.12369157716336994, -0.47008935022338577, 0.32375310841880783, -0.4740813076599481, -0.14795526687281166, 0.34887761490176483, -0.4210009143893157, -0.17866457499244215, 0.16338256467878684, 0.4075756904786599, 0.40467319942560337, 0.23155627207193685, 0.35959659906588565, 0.6111027184093926, -0.3529164668567816, 0.12808226486552113, -0.3219380061010454, 0.1252978041901089, -0.06838918958001405, 0.07951239965118254, 0.5634071801076952, 0.058322024215042165, 0.18039795640725137]"
"[-1.1582830925371472, -1.034576910789592, 1.790141718680365, 1.0609499391603943, 1.4641478954404785, 0.6620519152636455, 0.5248464720478978, -0.42400380039209573, 0.7835219449155388, -0.4939899512161206, 0.5349471087605644, 0.8479035459755802, 1.0189382428693357, -1.6635523111710224, -0.9802201433669655, 0.2788704421014039, 0.37475257777846127, -0.5917761443066106, -2.506542029137767, -0.07724839426341543, 0.9399568275577904, 0.09640320990903903, 1.0023406298473991, -0.8964642227538057, -0.24326291758133725, -0.14703981485073978, -0.00990266066708467, 0.8563196325662432, -1.2053463363951369, -0.09559533849954628, -0.21433922803908684, 0.13774450539368144, -0.43898783113171397, 1.3674372782130155, 0.08841274210828452, 1.5152050485651105, -1.3609270763098709, -0.4076140595851237, 0.1442102130204069, -0.5144539850408532]","[-0.13285438302905056, -0.4171649578013011, -1.3017997879535843, 0.15148671823815943, 0.03133069808037268, 0.4233885206281862, -0.6668078442651895, 0.8610110800415459, 0.18512637477031485, -0.25061191247999987, 0.9099956852666271, 1.5223717175207672, 0.5853389648165902, -1.2790491924284966, -0.07826018948640545, 0.4575009791127208, -0.5888730220428882, 0.12315952452159161, 0.5088402664140462, -0.5970853822936116, -0.06417281927293655, 0.9580783928775115, -0.726652722776641, -0.07304098175183016, -0.4267020326915561, -0.4802960818815248, 0.3435875336124273, 0.38325767781072645, -0.8960723560672281, 1.1603075934799327, 0.5538286422779307, -0.36204123690304235, -0.019510230051952886, -0.4194448447255739, -0.4176280431882587, 0.6760879486125044, 0.8227718276501638, 0.3028843430550262, 0.06485150776991154, 0.10013360579127985]"
"[1.7353083126803241, 0.386598274083386, 2.5840862878239785, 0.925890875183514, 1.0216163500857591, -0.4480791325071611, 3.243559372559983, 2.160908952128187, 0.7571636161836895, 0.08967103551651455, 0.2772552660945282, -1.0217050486638144, -1.5253517886939094, -1.6018588807616843, 0.7049251574780139, 0.9902429051984794, -1.2332769147641882, 0.7129396067624933, -1.7148701274671727, -1.3707098091385364, -0.397042750871165, 0.5148045347799541, 0.31563336688073745, -1.6760226712243131, -0.4204752356800391, 1.496481746272364, -0.8456436489902964, 0.4083701123304531, 1.139289941149471, 0.14833485389247367, 0.04248187895667259, 1.6844648487695997, 0.05363072676044825, -0.27722086166751597, -0.13628499264724675, -0.7024138741582809, 0.5755918032392349, -0.42166858250283346, 0.13187705159581117, 0.5712015830949149]","[1.8813399725934055, 0.8241369206381841, -0.9391500171412607, 1.2999589770921063, 0.7627368370630287, -0.0706858994671767, -0.30641355550927696, -0.4198655979303227, 0.23495003996026587, -0.46152376009408647, -0.2564288955704952, 0.8193107946869572, 0.015816135329330364, -0.9896214372890212, 0.414255449704622, 0.061620933661965, 0.5151177360852033, 0.7192609478925601, -0.8519171471882101, 0.6407670802595723, -0.4341865679092426, -0.2375055560278004, 0.41047903824421983, 0.021338105788846092, 0.017014967311180657, 0.1308998423620074, -1.0399302648431699, 0.14238305042497415, 0.7278930018259039, -0.22746509509947138, 0.08466278308902424, -0.5658134186465649, 0.7647279935161173, 0.4392896415175968, -0.11836842326898951, 0.3182356322331584, -0.4838203012109605, -0.10714086680757336, -0.3076415403414034, 0.3289087330953067]"
"[-0.03260286973421851, 2.1325864310020095, 0.589901111665666, -0.8682458438966101, 1.6618918616001335, -1.3306905893858143, -1.1116779876348757, -0.8455897952220082, -0.2924840410777431, 0.5054731983903682, -0.49279966228708366, -0.7971857195656432, 0.3940879615603473, 0.11731040603340287, -0.003508497404515168, 0.3051972254807192, -0.41085181049603225, 0.07584917263478692, -1.5257903276722464, -0.6946754882595267, -0.0055134149842207755, 0.3275680288063116, -0.36258480963324896, 0.1932203657478949, 0.05112355942408991, 0.04125659521179873, 2.283831732818476, 0.29546190159096886, 0.4611955949441004, -0.18923013697574123, 0.962307596101102, -0.32195980060291807, -0.08855392107283268, 0.11846518843735179, 1.1549469977265543, -0.11280265916932189, 0.6357081832788378, -0.0028766694413087284, 0.48765166508115687, 0.7519674623812276]","[-1.6957624488376526, -0.1741691622442083, -0.030018157021623255, -0.5920599009919668, -1.016989518805902, -0.8401523994509752, -0.6002478162961331, 0.6488894900721057, 0.6680105145576672, 0.5092377884300332, 1.176039532629189, -0.1193248035519378, -0.7854284740424557, 0.5795709082564064, 1.3958553065586696, 0.6569550333837761, 0.5249624244563906, 0.9477111346296746, 0.30612136696194, 0.3473004022229815, 0.8528479658698708, -0.5410645974212017, -0.4253197895338658, -1.1728073170819158, 0.4093815291103285, -0.160684654707722, 0.3835297921964182, -0.16981862487800306, 0.006905663295394555, 0.04789939514381875, 0.6546032059374473, -0.08936276439688283, 0.3636562450603806, 0.43643838358143733, -0.49479526758847553, 0.005647294643925288, -0.4316521654316764, 0.10911007249036297, 0.15233020414574666, 0.441459082769065]"
