image_embedding,reference_embedding
[-1.979102539729421],[-1.196575763450097]
[1.0933028919872454],[-0.8965166052104009]
[-0.577744744340898],[-1.1950880267846042]
[1.8679103775162114],[-0.4169519106782943]
[-0.6748905389772728],[1.1858733452949477]
[0.9283534922298201],[-0.44221276017600764]
[-2.6832483834031358],[-1.3163487650306922]
[1.901255726078241],[-0.3308718946504465]
[2.3023251631616506],[1.3688391884686422]
[-1.1581456808167117],[-0.1328472190149801]
[1.7352310658118677],[1.8813748036057918]
[-0.032673225598709305],[-1.6958659854977995]
[-0.7630480608972922],[-0.2033078466204648]
[-1.9368609409606887],[-1.4234806438321257]
[-0.4895113741635399],[-0.2469426560714228]
[1.15566627321563],[-2.3117996930306632]
[-1.2566270033375424],[0.4279011896438362]
[-1.2020515247287145],[-0.9489149356748589]
[3.398617494584131],[-0.14460193974390786]
[0.6691266022132601],[-0.6008303111179637]
[-0.6638395727670483],[1.5929974239898246]
[-1.6605663124943413],[1.082394801386199]
[0.3717848376261816],[-1.2078346568364788]
[-1.7058400556364246],[1.8136074454936382]
[-0.5944264576498749],[0.4368301521212857]
[-0.687019595869509],[-0.9733449641794202]
[-0.574100181829966],[0.4250665337922917]
[1.4775084655326944],[0.65156656470786]
[-2.750204943000896],[0.7049395758241505]
[-1.2865088057848222],[0.44960117963419605]
[-2.748559499598168],[0.948227156090053]
[-1.2024046800440598],[-0.1262811651822061]
[-2.1612728082737793],[0.6390154162282274]
[-1.3200399314468167],[2.294984013135341]
[-0.642113662423492],[-1.835479613066108]
[-1.3447795435650032],[1.286835784914684]
[0.041210113361740734],[0.4154758550412761]
[-0.7100919039474807],[-0.05767808925750583]
[0.8354438563136978],[-0.08221286873742097]
[-0.12279761128213518],[-0.15819305107263873]
[1.117681158750105],[0.19233533912213832]
[0.08445939388089892],[0.630343869945144]
[-0.08696955137174593],[0.42072559118209096]
[-2.0435272374755327],[0.18745615710633506]
[-1.4882693036870134],[-0.4492723690432047]
[-1.7218222233459626],[-2.0298591978208527]
[3.402733093502098],[-1.6332975715789981]
[-0.3381816769685164],[-1.6325241849345398]
[-0.17294377040390813],[0.5798669911911218]
[1.7796794239373745],[-0.4806200326882918]
[-2.170651682584752],[-0.7034085710810231]
[-1.8583180251278821],[1.7395608119952597]
[0.3208306612616152],[-0.2150074875575387]
[3.349651686822239],[0.18682803711303422]
[-0.08165394566524507],[-2.262084943078216]
[-0.9615451955581927],[-0.024859260550866447]
[-1.231711873147109],[0.7776698303862486]
[-2.611008873432946],[1.3904633368220434]
[2.4893694011759817],[-0.023178201054484888]
[1.1096501479624858],[0.5398593375638333]
[1.7612446994992184],[-0.7416289722429026]
[-0.6386801480928211],[-0.16634316984712885]
[-0.2307146267767429],[1.7390014105667162]
[2.3012169458356233],[0.7736111542650774]
[1.7195552918391426],[0.710609069074267]
[3.9133875896551564],[-0.15736259948105458]
[-0.6824490995429335],[-1.0291888689370223]
[-2.627337428629584],[-0.9437402004269256]
[2.677427495785383],[-0.30299225708253025]
[0.5537870322475471],[0.6614796366709197]
[0.8153733359071625],[-2.703296071334611]
[0.5673092719816302],[0.6061115970001533]
[-1.2905906483672591],[3.1887179819690408]
[-1.5371064061995132],[0.5671899801922146]
[-1.800810050176771],[-0.9526833344201469]
[-2.622255890531974],[0.623633673015837]
[-1.7063621962247808],[0.06916058052040733]
[-1.109771442419389],[0.12742459593733158]
[-1.8925103925214914],[0.9057510521763549]
[-0.2659219854477545],[0.21019560825215547]
[3.816068035167831],[-0.12216145675936667]
[0.6550359670097591],[-0.8628941129598586]
[-2.1629643677840678],[0.3616242643736643]
[-0.6451030876408146],[2.039299218581189]
[0.7885530306055772],[0.14431618357107373]
[-0.36336077813579415],[0.8501587090795459]
[-0.8931397818612997],[1.0600438521632425]
[3.796413827415524],[-0.29810611170581863]
[2.6763493040142974],[0.571700450713038]
[0.771355474803428],[0.13583146258692896]
[-0.9699321861541785],[-1.3418865154156523]
[0.31262294878773594],[0.10219839874565466]
[-1.9222432675499272],[-0.26325561106827045]
[2.722384288461404],[-0.1163203791827114]
[0.4806122827595045],[-0.5181808464694193]
[-0.17463680646171395],[0.9542452931705361]
[-1.4739980458551099],[0.20018985511824444]
[-0.19083012182792258],[0.011885303546283267]
[-2.9960763081524395],[0.18185164982688584]
[-1.9990829287068943],[0.6579084043232165]
[2.939698862987901],[0.7674979621273604]
[-1.8681885836851078],[0.8267779503000444]
[2.653265917582459],[-1.1441828284841564]
[0.5009236714919573],[1.2141704467925059]
[0.06958303553239588],[1.3396214162146205]
[1.1998843136005026],[-0.4189271711314567]
[3.817390194242856],[-1.8933819817084054]
[2.4976194725810457],[1.050666777210816]
[-1.6477234435080435],[1.0059208519177112]
[-2.037861961982464],[1.7218674352104666]
[2.732695934754249],[2.112729671201166]
[-1.3516415229977574],[0.5171661375672126]
[1.0752007123940466],[0.1725028902533112]
[-1.0739791395240237],[-0.9163116501203457]
[-0.09754829033437751],[0.9941486117903071]
[0.21901137841186097],[0.17652324484834808]
[-1.3603289885360497],[0.6393029789519101]
[0.7567357567071623],[-0.011261544068736012]
[-3.022208096664768],[0.8000069424120031]
[-2.8556120196833503],[0.574184108737622]
[-0.9977152202796138],[0.2432606052744565]
[-0.3500237069589778],[-1.3416862549305877]
[1.3797117718143952],[0.8512397883161119]
[-0.8048862751416689],[-0.166689969447033]
[-2.3153477755698306],[1.4504730505593186]
[-1.5171862179811828],[0.5382946720450497]
[0.5845833342253216],[-0.7245326406575721]
[2.1228976910831068],[-0.1868780647505536]
[2.736232630163845],[-1.0981997862921553]
[-2.5378042602732958],[0.7622461564360211]
[-0.6303664055618571],[1.8286627248303884]
[-2.7212997040246467],[-0.41327932113978166]
[-2.1543567539862023],[2.0233670717939582]
[3.515928017004643],[-0.8443993709461052]
[2.126585887050664],[-0.15575641819096211]
[-0.3120110511693044],[-1.137240926047178]
[-0.483613070541317],[-1.5429210444874113]
[1.1920269346492918],[1.0211284971352197]
[0.26741834371485634],[1.0994877763854587]
[-0.20319134469344133],[0.9106454493572184]
[3.5104656252831465],[1.3092896608268505]
[-0.6714267930763158],[-2.6235018514621795]
[-2.7858753625008315],[2.6253966934184234]
[-0.40283804594170497],[-2.08640411034725]
[-0.8222576275368302],[-0.8614046165036111]
[-0.2539743616050813],[-0.10157855461749052]
[2.2003039763881866],[-0.7220423227520777]
[-1.1520553371657338],[-1.5100250637788393]
[1.7219556147707213],[-2.387251096505866]
[0.6770485899362451],[0.6077236226584896]
[1.0758032205947199],[-1.3898381395277173]
[-0.38628812897618875],[-0.05729454821016827]
[-0.20621816441158988],[0.48135716883117885]
[-0.6097623858711667],[0.9060803363377223]
[-0.4651210117212093],[-2.4720788657951296]
[0.899932093896305],[1.1871726002493999]
[0.46339693681159194],[1.7125100519903993]
[1.570202656138072],[0.6894914959126873]
[-2.2281589874964833],[-1.1214425061962703]
[-1.85650240831803],[-0.3308052135629627]
[-0.8441003070495715],[-1.9933556578090552]
[-1.2023689067759675],[-0.8232165770023966]
[1.934248382207419],[-0.8874143435740681]
[1.0830587402662355],[0.15974323894812445]
[2.621516801512753],[0.5738227849719876]
[3.6343789984670756],[1.7729068368912664]
[0.3088564368136875],[1.0319293976548032]
[3.5865559786245726],[-0.9739144990419976]
[3.5578885584906],[-1.4925440370656589]
[-1.1833208342676589],[-3.110038001993867]
[2.373396745490328],[-0.9871435022227831]
[3.4842538577682687],[-0.22306035551535816]
[1.9943881984787957],[0.1716432557474684]
[1.9559273895628535],[-1.0289696359255984]
[-0.6596383205744126],[0.3201923119407396]
[1.875459681497852],[1.5075064457384921]
[0.6438208654418632],[1.2453293602816902]
[-1.380158954106401],[0.5547517458076447]
[-1.634090852127509],[-0.7879648183973814]
[-3.130207574562369],[0.01408009279564008]
[2.984042748853387],[-1.5918315288469265]
[0.8567379822271894],[1.8630319257606973]
[2.250576418320685],[0.5711154397538578]
[0.9149387502810127],[0.27263697258348396]
[0.8876016029190679],[-0.9192962031969842]
[-0.5465429448285539],[0.975415499657325]
[-2.101549502532381],[-0.5227898171242368]
[0.9464714008849447],[-1.333888432346522]
[-1.6751152911981213],[0.868912660829837]
[-2.1707604993072565],[-1.581127649281241]
[-0.11155101025257451],[1.165788539951483]
[0.5808979715966802],[-0.21974880823166112]
[-3.087679272596801],[-0.8047842325862068]
[2.20422803782875],[-0.11728923835391146]
[-2.455743276153734],[-1.3328845339783268]
[-1.8281061161687728],[1.9391889737114554]
[2.555624055969533],[0.6525973003773313]
[1.7889145637685786],[0.3771508515467569]
[2.5894788134449658],[-0.5070720915379349]
[-1.6510257806729336],[1.4653792773369672]
[-2.842326250937055],[0.27850710681268426]
[-1.8797372724327974],[2.2202197183894925]
[0.014264456781082005],[0.3197922478088306]
[-0.11481883713185771],[0.6385577627720838]
[3.5686302609608815],[-0.6203602437961891]
[-1.2032140796708526],[0.3302516696135181]
[-0.5386207202545729],[-0.492735598687756]
[0.001434453408491891],[-0.9503969442577581]
[-2.289746442100383],[1.3652527111921084]
[-0.36355392871193976],[-1.6779424202951418]
[-1.7902942835874602],[0.5109326090961547]
[-1.3496057384173212],[-0.2443503329409183]
[-2.2471367226183654],[0.38835153050895643]
[3.720919014303142],[-0.23967176063875023]
[2.0360962164011083],[0.5581005896982624]
[-0.5923469024746466],[-1.1133440195965425]
[-0.8934917464628497],[-2.51807661563312]
[-0.887096717277993],[0.0937689110245466]
[-0.30751797842324186],[0.9202537438542426]
[-0.031842758005646885],[-0.2120989208614247]
[-1.9938314022978174],[-1.3976293557240302]
[1.5902051838562656],[-0.5929265613338296]
[-0.4884722002103468],[-0.14129705811216767]
[-0.08499174318232045],[0.9195719449780347]
[0.5970150686599554],[0.19142371990593018]
[2.488033369095931],[-1.1851806344951101]
[0.7638234850310573],[-0.6429741836325347]
[-2.931471792651532],[1.2248003434487251]
[1.8069501840365858],[-0.6666028790715672]
[3.3406488859188705],[-1.0967966120695305]
[-3.403138042565872],[0.6643505582998311]
[-0.26913694790275944],[0.4853605573417799]
[-0.3408707919157469],[2.3587850336343745]
[0.8721374144945323],[-0.5769790467645551]
[-0.30918263373026755],[0.2793918992060911]
[1.063986154198794],[-0.3812659089835308]
[1.5794429823174823],[-0.8471407189227468]
[1.146227494651228],[0.5487972535413929]
[-2.5908578213758378],[1.9263408327332066]
[0.7146801607870304],[-1.0059531655309413]
[0.31526222536747867],[-0.14828865387961623]
[0.11446750745399699],[0.8216501010643162]
[3.8981622448450395],[0.6998090816818909]
[-2.533499508425472],[0.4919792050397498]
[-0.6548892739806312],[-0.37694400268897305]
[3.665110863681239],[0.07225474485762882]
[-1.3555883298748153],[0.2726602804914968]
[3.5777354011827027],[0.6653241535304675]
[-0.3568004163212009],[-0.4802808732903857]
[0.3108503127590291],[-0.3312869383769722]
[3.9268795505771057],[-1.0203964583107066]
[4.115581579762818],[-0.8233361085016663]
[-1.037913908923094],[0.4295804446330787]
[-0.1262328596236155],[0.46513255744009985]
[2.1791790871161427],[-0.022718455118485848]
[-2.540129435614039],[1.7149852135204318]
[-0.6130838450983409],[0.11648040813544448]
[-2.1841638908967873],[2.087660485688335]
[0.9093223894419912],[-0.5154428974476465]
[-2.2176621655303794],[-1.3252321749724265]
[-0.37543761628712496],[0.6640551473965015]
[3.020717856685382],[-2.058249515484483]
[2.8147306039042586],[0.6162839952687755]
[0.47231987416088506],[0.936781642506438]
[0.3026656274728483],[-1.1273853280057329]
[1.5014104555069758],[-0.28059753799005727]
[-1.5885718586470456],[0.403688070055854]
[1.0485064421970334],[-1.2920396808973729]
[-1.0111169026189193],[-0.174107053609268]
[-2.755412159335509],[-0.4888226559771354]
[-1.8414461094457715],[-1.8424650802821807]
[-2.617346517326908],[1.1712392827851412]
[0.20768577717999664],[0.027464310402825248]
[2.5034613758692634],[-0.8448781677735546]
[-2.255729170646514],[2.4034544726509526]
[-3.068700558210572],[2.14647187643556]
[-0.62451313342956],[0.7429138526752654]
[-2.678164196662284],[-0.31469631976863677]
[-0.3953752379479641],[-0.7229917529698061]
[-0.5879175615138723],[-1.3165443406407156]
[-1.5669547941598878],[-2.233600945055927]
[-0.8286776792592286],[-0.3209431114115587]
[3.7690545743810744],[0.3027106082202326]
[-0.4008052472789447],[-0.13924926878469063]
[-1.102084901176946],[-1.4470918419791574]
[1.6510671862834636],[-1.4781890225709664]
[3.7301035260532895],[-1.469582850790613]
[2.6601925597149707],[1.1282815762541119]
[-2.625412854301044],[1.2418595781735489]
[1.5443387220311817],[-1.8924347570015434]
[2.3154441397465857],[-0.9200900466495456]
[2.2298440298819666],[0.7617579707713845]
[3.440633441686229],[0.3522690303133375]
[-1.217386082479182],[2.4415816324201414]
[-0.09840724123454082],[1.1848315664505054]
[2.6975982845449966],[2.1016076678811824]
[0.28900625819126957],[0.5665530263206308]
[-1.1873765256991053],[-0.686321848680208]
[-1.214024519252535],[0.13871668225830552]
[-1.5279387481162348],[1.619405654009814]
[-1.8728893367745838],[1.823117717416717]
[1.5094560336071234],[-0.21369603046236088]
[-1.783571582693414],[0.7801549818981968]
[0.9162367398014187],[1.3829344054312345]
[-2.0140607965354556],[2.484239014871429]
[-0.6545762206896103],[0.07513279239093333]
[-0.18941530534279338],[0.4478566488351035]
[-0.19435781894332302],[1.5469387788659759]
[-0.8683564286934163],[0.30053713325653025]
[-0.19788089468346923],[-0.7861672488318211]
[2.1472614432464616],[-2.2055226830496846]
[0.31703730448141887],[-1.2114588401882342]
[-1.0744788613347944],[0.14429022234998481]
[0.5129316402723109],[1.1512344150855993]
[1.2562529814787047],[0.5172652151757255]
[0.4001358850543894],[-0.648570977752084]
[-2.061777840423344],[-0.07261547593381537]
[-0.32570875216066125],[-1.9093876868620963]
[0.42841646053597615],[-0.6696226120751628]
[1.0157568133797301],[-1.7831913449878736]
[-0.47689834714205104],[0.748701249575179]
[-0.6617759415892279],[1.0933993724335778]
[0.09946639543759998],[-0.24415273884390004]
[0.13941377705514615],[-0.1107111341069379]
[-2.0374165984492887],[-1.5516125588067435]
[-0.3222165512054598],[-1.2867565673869141]
[-0.6933816538596158],[0.4650590303391526]
[-1.6726835820345707],[1.3811772344217728]
[-1.2733528904251445],[0.8272377485753861]
[-0.8008285504516867],[0.21048982457051227]
[0.9721059932425704],[-2.3798837076446215]
[-0.6053363884138734],[-0.6334145022378845]
[-0.3712496242284509],[-0.41743266040922944]
[-0.31437801279820654],[0.33765008247792555]
[-0.12042620242820613],[-0.15883294477895654]
[-1.114010752163683],[1.441900743734194]
[-0.6635252915370207],[0.5580447943025677]
[-0.7281657023604958],[0.3713006450193963]
[0.32383602591969957],[-1.0903518263011232]
[-1.9848293027707338],[-0.12322625505556864]
[0.03944419155438025],[1.0858246862458953]
[1.1421571996767672],[0.38619176833833113]
[-0.9022308802823017],[-0.47190489717888584]
[-1.7881563398571292],[0.566758192948088]
[0.5412303364486183],[-0.5422483681609146]
[-1.888130843955435],[2.6301960514124345]
[-2.305838323345045],[-0.3403656811306149]
[2.6996284151438066],[-0.33749873058235913]
[-0.345832802836989],[-0.272714277152446]
[-1.810223944674299],[-1.289081440645014]
[1.6914538968449344],[-2.2997617419496885]
[0.8596572623625762],[-0.4485762941804389]
[-0.059348214614211275],[0.9955396759776582]
[0.10901896481940941],[0.5465486483425984]
[0.23929754362715977],[-0.3509384305262635]
[-0.4065099257925879],[-1.9887742173861815]
[-1.2405547936852386],[2.0021524343757546]
[2.723400984354796],[-3.2629960704198386]
[3.5519301928639475],[-0.0639488135905174]
[-0.24892054668541921],[-0.8265447330149468]
[-1.2953428546651546],[-0.48349165497760865]
[-1.3149144065568041],[0.7993775879294197]
[-0.04255135575753219],[0.9561802345797742]
[-0.7668182137611556],[-0.5854450393907057]
[0.015593518524935264],[1.3988655493674929]
[1.424659562855564],[-1.069652834223084]
[-0.002910878576920945],[0.3466339162872193]
[0.19575924116322332],[0.6223000594348769]
[0.5445090617913597],[0.331925569486642]
[0.025937240145765143],[-0.1872071593226905]
[2.621683711692632],[1.7451358089167615]
[-0.7573347564090049],[-0.8829626406846435]
[-0.8763781644036391],[0.9649836297476804]
[-1.819285322986805],[-1.3115972563770664]
[-0.6328809158190343],[0.35507175284724835]
[-0.09650543061493443],[0.7569819801528872]
[1.5146849391054362],[-1.4746480683082248]
[-2.351267720137196],[0.8145337873803725]
[1.7166975400000692],[-0.45925717595381504]
[1.5394981351054768],[-1.6575829128384063]
[2.781126692989619],[-0.8200919733122087]
[1.8412180250212677],[-0.030550365149420635]
[2.8120917316555816],[0.6294602532449869]
[0.4891238861531304],[-1.091344602981635]
[-0.15539886998232005],[-1.5328086482624577]
[1.6270744703005517],[-0.41845605324306984]
[-2.0063307746548342],[0.8262374721353747]
[-0.980120987808738],[-1.6365322903736395]
[-0.41329817889580456],[2.000608114576122]
[-1.256347858087752],[1.2354154379740623]
[-2.2718861838359294],[-0.060843915301120204]
[-0.4647694500083024],[1.8456110370750847]
[2.5913806604174545],[-3.0091910268652664]
