image_embedding,description_embedding
"[0.1721431156232642, -0.23260517844099945, -1.192591597930036, -0.8899622597981398, -0.18082940735268685, 0.5760584357998819, -1.9211677466810622, 1.8154421505709992, -0.1749068809937182, -0.09895231794843098, 0.9892212921925202, 0.38650325578626415, -1.376485755265857, -0.018149667727529652, 0.7265147812876868, 0.032367702974472716]","[1.25248080612416, -1.4930203902135133, 1.2280989519920744, -0.2643597217339166, -0.38220489864044765, -0.5759581589839836, -0.9493389596204557, 0.004280141439402109, 0.39658680190614115, 0.6563954244289454, -0.1963991876279032, 0.0605722465007642, 0.08695024867329604, -0.7056241126271503, -1.3500989665409024, -1.1493567713228792]"
"[0.5865214337020298, -1.77582632328644, -0.6192723487952561, -2.2736056510002074, 0.12450571181881098, -1.632925751066899, -1.660907402080381, 1.0839440499158468, -1.9270168635246, -0.16380226029041942, -0.36709352486553726, 0.698784044156908, 0.3737425422738716, -0.21376570725476451, -0.29394314911281133, -0.568544280252586]","[-0.2609559077105727, -1.2025620573221838, 1.2373835814251044, 1.046537341137007, -0.8715959883585384, -0.7502110490790613, 0.9046287597646262, 0.8185956417738369, -0.6860313927238954, -0.330016737478668, -0.8516207812035841, 0.9532639330680237, 0.667159763687295, 0.7875163693480839, 0.12399884818646591, 0.5196085780787317]"
"[2.0933083520159843, -1.989921297906098, 0.3311531141127383, 2.9175255127587922, -0.8750157763880629, -1.8725914156376318, -0.4433338820852314, -1.469318555009943, 0.3445064938452954, -0.5617997145295314, 0.08069406413511832, 0.6535522696496326, -0.5725080400134388, 1.3111218758298877, 0.3117048426259563, 0.4578912510703488]","[0.2764237131063744, -1.7692779256077056, 1.8524797386465541, 0.986248220904281, 0.260368975600587, 1.1453792112966485, 0.8340819947066016, 0.35655201044947604, -1.1103629141777658, 0.5074254523588057, 1.059821978347389, -0.8448015702359035, -0.1265707419277965, 0.45713031688926525, 0.7982192852597186, 0.4316285388080373]"
"[-0.31237911586101286, -2.519122069433622, 0.7293417703149171, -2.204438478871441, -0.08791466761530063, -0.9588874890381983, 0.2394581151523338, -0.16189392915605025, 0.06857866732095053, 0.4093651917399024, -1.0954562422512992, 0.7516120808151705, -0.6230141009702156, 0.557455493591246, -1.2478350605891473, -0.08152198961975182]","[0.04843928705303308, 0.16078142199175421, 0.9436275429929749, 1.2339282488540884, -0.14369672579062256, -0.8393450769189713, -0.5675008496673853, 0.2995775152094768, 0.03161159371052457, -0.14209710635760117, 0.15873612078218788, 1.017929097545268, 0.14359928658908117, 0.20274802519166754, -0.16342769297540788, -0.42265447047144344]"
"[-0.5381406926079932, -1.1460954007666755, 1.6039749993050088, -1.932966715176774, -0.5290288891298548, -0.7016289544809696, 1.3506768814628463, -0.032642427660253624, -0.9937362682065528, 0.2287283789542277, -0.07670426797949637, 0.8270352826179591, -0.3247254680730377, 0.0037159351603320984, -0.11141874650658595, -0.8902914587877054]","[0.7631412590463572, -0.6191839987414656, 2.238987042412706, -0.25269216946695533, -0.6302581641983408, 0.06007106297729027, -0.566495595344999, -0.15946293960871935, -1.235908530976164, -0.6599922189751593, -0.2157469329003018, -0.8625781245042775, -1.3686605166806702, -0.8476424954169461, -0.1941031696154696, -0.7346877018759415]"
"[-1.7762802145146908, 0.21445030486384004, 0.8407182387286395, -1.151391260366199, -0.9629433796933554, -0.7406449142207954, -3.082012467699269, -1.853588469130107, 0.20320482716448096, -1.0260384217736995, -0.7633585741475843, -0.12442998536920583, -1.501524016679603, -0.3600642759114128, -0.035262195637146665, -0.17610462392319812]","[0.25959902183626504, 1.0544033929623164, 0.30048542236589215, 0.901190295920612, 1.3369734625540761, 1.0299253829794877, 1.5171019526327054, 1.7569351158726276, 1.6086388533385743, -0.5882552244195867, -0.05988935984044722, -0.3223740751981174, -0.11606847451890151, -0.5119005265196047, 0.04768942241080821, -0.8976073843928795]"
"[2.052149793431697, 1.849854398407224, 0.09982434923361172, -0.08308705500237881, 0.13015647982770248, 2.0584754654105932, -1.0642030614884912, 1.7689255302342652, 0.8601807645835952, 0.6266020651442167, -0.8899952979533757, 0.8431710151913724, -0.047695308930908675, -0.8323035230024474, 0.2893904442526541, 0.9905550465825483]","[0.9402548670162475, -1.116151375376774, -0.528502963668652, -0.7920509222149493, -0.41528493879396244, -0.05725530159164862, -0.6719195830897454, -0.24485036136208546, 1.7258272513862192, -0.2299410975468151, 0.5162165388250525, 0.4891204721713383, -0.7416885656615493, -0.9260681991495977, -0.892567985577277, 0.3510428379466411]"
"[-0.6927396648762788, 0.2787228236499381, 3.3245364298341036, -0.4785185190769591, -1.839186907692599, 1.9804026771129881, -0.4622237999780069, 0.3885333959308978, 0.4676606010020429, -2.111072261214959, 0.15270484452948865, -1.1645346328439967, 0.10594293952009814, -0.3413165334038621, 0.1324252172513123, -0.3793447792780379]","[-0.33353400264392025, 1.2074997774415581, -0.3911791770387122, 2.1433235652321945, 0.7899898819713509, -0.8785053423457214, -0.35879372951821714, 0.6331345955869985, -0.17688934748638044, -0.8308836891109244, -0.7983998798006103, 0.24963323246300034, 0.031081910978145492, 0.0038502993736315816, -0.5570622013029486, 0.4502838188969944]"
"[0.7068707922930872, -2.3373679596798373, -0.7031750640374045, -1.595413538710608, -0.4610912741191162, 0.5415798818350881, 0.227964672436472, 1.5507264760882702, 0.043678430990315896, 1.8998571057427582, 0.8771910989770368, -0.37875727334307513, 0.14784224764634446, -0.11631114368592649, 0.41808977772270733, -0.4540892154946129]","[-0.8336885290994485, -1.2960365478654436, 0.04642074416114693, -0.2111383785992347, 0.1872045315949498, 0.07974004181145761, 0.9253923651862964, -0.32446870117529003, 0.9050007791044576, 1.2365667347097, -0.753276635407215, 1.4974113433273333, -0.8573098392762076, -0.39950320345442103, 0.1388817856200972, -0.7763674456682607]"
"[1.8370835843847677, -0.7297226894323945, 1.2260000842139194, 2.0427282721491697, -2.0632421217795494, -1.6402804665135653, 1.0065882156386061, -2.1121254670730942, 0.9928851422828121, -0.7263087599140229, -0.4169431729156499, -0.08165033181591082, 1.0450219168225148, 0.9802381965826896, 0.7950122169898562, -1.1997294986651899]","[-0.9622010466163031, -0.22893582781112679, 0.24105660320108083, 1.095555262278735, 0.5282246037263643, -0.01622065821483137, -0.5778856177596724, 0.5586175494321973, -0.8899929061444808, 1.1125211629466314, 1.087339769418531, -1.2402089726518892, -0.2601480103470743, 0.2287419661786893, 0.4705196271035664, 0.4357772576677012]"
"[0.5943296983167304, -0.2309409425491058, 1.3103985538933143, -1.815616626154814, 0.855527520834266, 0.08503648175869981, 0.8813603074900349, 2.051093119965333, 0.8058842364820463, -0.017979204179239792, 0.6974673300808791, 1.3737305520232903, 0.7076399929829071, 0.9826182633635213, 0.7929257279035834, 0.5173013166248632]","[0.4153725905317107, 0.521587178396705, 0.39165329732000115, -0.7857483096533451, 0.18461147947701367, -1.1833023162874743, -1.4229199246617292, -0.737343244198006, 0.41739664241177027, -0.2943810102426158, 0.06737462928533612, -0.09419404730748661, 0.353433206395292, 0.43163359566442877, 0.14148330975926707, -2.363246323336846]"
"[-1.1395810143356628, 0.9749920792060887, -0.5539164883103448, 0.7301171491810012, 0.4792709810652079, 0.9138055424568067, -1.0888296813588145, -0.7106071763751302, 1.7660071750763975, -2.3639209998092365, 1.6799905018726837, 0.14280106759581207, 0.17954298894165602, 2.8054278224199187, -1.290863092743876, 0.7975623778124953]","[-0.26277415664964876, 0.4101361807701105, -0.9937909380249123, 0.3092403301237809, 0.6789135533723981, -0.3731285737074214, 0.5775974796709038, 0.28406679088970027, 0.563229384833972, 0.8966754238641185, 0.5396726094019972, 1.0962493689245965, -0.10548644448117156, 0.27650296648938066, 0.34754785139150496, 0.4772214249781278]"
"[-0.6176750302437253, -0.6952768580941269, 0.0811307736759893, -0.6549723342274233, 2.2776362024927, 1.0522672715223804, 2.784857694941874, 0.04555522022676444, -0.29003986499410106, 1.6012567079917486, 0.6098640985729689, -2.208412637878718, -1.0036229470082831, 0.14500034014250407, 0.4449307014881714, -0.38162238171074003]","[-0.1776564917766162, 0.9556922613345358, 0.09025690764996641, -1.0898903586581647, -0.07470947884463196, 0.041777962051235094, 0.6247142015685881, -1.805675404845806, -0.3735436738957151, -0.5795945633630114, -0.9091129322011167, 0.2774357887657459, -0.5458742568794466, -0.7233007582144165, -0.04548004496884579, -0.16558946232348662]"
"[1.4924030716513454, -0.19990099585401933, -1.4347359747554207, 0.19339754893163122, -1.5674351632300765, 1.4628618906905309, -0.43626989876687666, -0.02586028201461367, 0.4957817696137813, 1.0959514825461039, -1.5625192428449945, 0.2603371464829922, -0.18699896762804996, -0.26333904493193405, -0.43381183749386154, 1.6599262359806315]","[0.3202365609333462, -1.497271374792057, -0.18599099022660454, -1.0651029522509905, -0.9854660084496755, -0.3645591051670058, -1.182703313890755, 0.5490936230321511, 0.005161552160328342, 0.11513898738036521, 0.2330662595317957, -0.7881298045147542, -0.9657106045670204, 0.4714329966505345, -1.03898599629328, -0.2735604724375998]"
"[1.5303755585704897, -2.539470657113692, -0.44861132778321633, 2.6797259633499704, -1.5034700884135859, -0.7208070996031429, 1.203372181032447, -1.1777309350385177, -1.203324159404795, -0.6811001498552767, 1.256671577849982, 1.1472159113225373, -0.3907109215955368, -0.051464422552876816, 0.5739320457913235, 0.7550398423592448]","[-0.009909491896463339, -1.8643952626922102, 0.1263062783684685, 0.1340947440431887, -0.148457596176155, 1.080309080865977, 0.1422118169342984, -0.3533801636752819, -0.5839909959839554, -1.0081995372040715, 0.3804394499140448, 0.2686150546204799, 0.2403482200316938, -0.8299807504360919, -0.012182605756528476, 0.6928732977775083]"
"[2.5850502133639806, 2.474004495018424, 0.37406370044046716, 1.3452261405534116, 0.976856697606242, -0.008089143082765165, -0.2034856018057124, -0.6645214293970418, -0.3356012082591161, 0.3967423037224397, -0.09554763364598987, 2.142389231612006, 0.4112712268678892, 1.2870661983110667, 0.2070487457416791, -1.5425853921465533]","[0.9257443745544696, -1.6523383592283256, -0.8859292646439173, -0.19112265103399143, -0.03503738804740634, 0.23606396445618974, 0.3448159366050923, -0.07189033083158708, 1.0852516485605568, -0.34166944745662303, 0.5688439630998456, 1.451986912928713, 0.87633165347403, -0.6261416036243743, 1.1207004333239032, 0.44071276607364007]"
"[-0.38846507181884193, -1.3124887716791582, -0.44866987286453097, 0.24714783249938008, 2.1655520915760373, 1.1447482410972316, 0.6749294737596471, -1.0903712246761763, -0.7883822814543284, -0.27963577964750697, -0.29576097842265625, -1.5789416257799953, 0.3831691258560848, 0.9818308390994241, 0.11258766421357048, -0.9250733214920192]","[1.7453352798508397, -1.3860341504787552, -0.48336759638835175, -0.7467063849948439, 1.1823989181630274, -1.4179750159908013, 0.6287974607023443, -1.4980150587561805, -0.6068249578234347, 0.9077797838268006, 0.4196168828262013, 0.25266676154852946, -1.3497441660143785, 0.8454729224264892, -0.31188915324834693, -0.4761972713885997]"
"[-1.143008699176462, -0.7162555017639095, -1.7903886962909412, -2.091132899945746, -0.3662972605486502, -0.7702267953179464, 0.5895424317845545, -1.9624142390928796, -1.0205916650413507, 0.9915294018954461, -1.0889898659562218, -0.4933479519842052, -0.5230300331841716, 1.5639948337808454, 0.5036097347611861, -0.18935434132859372]","[1.6321186456979195, 0.5548217528441032, -0.09097317992221048, -1.1545358615935977, 2.034734570802164, 0.05560715268254586, -0.869606241820069, -0.04469963934364181, 0.2987310158920402, 0.027673172707094608, -0.9659405684967574, 0.2933146359412327, 0.5491298574712757, -0.7062646890341672, -0.43908312655666915, 0.3583835743687519]"
"[1.78601198272923, -1.0693875060316111, 1.7876497050933235, -0.40914369072075085, 1.3789446958543117, 0.985590237462901, 0.7097100313998971, -0.7418285068469175, 0.026105850799656768, 1.034377077461538, 0.07703658663919184, 1.191210435633001, 0.04891303552254706, -0.08963239507801277, -1.728163365101391, -0.0414358230815559]","[-1.2634140983985718, -0.5779728708042807, 1.411280429316387, 0.13977888883352685, 0.45659038677665237, -0.8836833761631606, 0.4132022705777912, -0.7210863304997296, 0.007899350205737473, -1.1553108059845725, 0.3599152057537239, -0.17108265704375325, 1.0979721521364563, 0.663681936365496, 0.9878773594086989, 0.26316648344808247]"
"[0.8606862763772807, -1.1830772632306255, -0.3208541625366771, -1.2360123005746304, 0.2750631324720069, 0.522065436096224, -1.438781457701154, 0.8472606858301645, 0.479371162744666, -0.584874122039717, -0.0035984438303370498, 1.0617748270431853, -0.4588454652584206, -1.330610627770956, -0.6766776827241736, -0.30319324810334614]","[0.20750100350798908, -0.9103146854295009, -0.23308179663109033, -1.0888215136683013, -0.028078608643586227, -1.0033620227867224, -0.7056528429702672, 0.46621927137700236, 2.0440627880892035, -0.1401722243657541, -0.2572750441616123, -0.25846413836172105, -0.5671983702914388, 0.7166988418342433, 0.4724657063583533, 0.1773679684386634]"
"[-1.1890167733265788, -0.2636504698939937, 0.6979306685076353, 1.3723130066125528, -0.8590104542456188, -2.093298307945236, 0.7163218687732439, 1.8351762230310733, -0.30675271991833836, -0.49067153653746515, 1.1640808741269, 0.8986176656079314, 0.40328771276425607, -0.6836165554743538, 2.1070467466490204, -0.6771532342144009]","[-1.7173574198325385, 1.0643626494316927, -0.10107806285648768, 0.3058663902363207, -0.47783834445914014, 0.1249706786495979, 0.6127429968870969, 0.5749133569488563, 0.036365168887437155, -0.3876337011886476, 0.08209326601071755, 0.8209700182241044, 0.22906091384236704, -2.08908253043369, 0.11495697908399127, -1.1429583439723263]"
"[-0.4799015549197975, 0.8426099337716197, 0.5084007004447646, 1.2307188719812872, 1.264420638910683, 0.18066204512171452, -1.3335193788044084, 0.05763306260004725, 1.022663683855721, -1.4732516047429336, 1.4749625630877232, 0.8834032269861983, 1.1540940458179778, 1.9839991649221331, -0.5411081530632623, 0.25874507580690287]","[-1.5015203910150554, 0.5787603497938532, 0.5913073223456915, -0.3914566183754579, -0.2819155071104655, -1.0527560267701161, 0.2425475134560646, -0.4061232805787414, 1.2423234153897411, 0.38857307909702543, 1.1446740291732245, -0.2859788869345351, 0.7795290217066927, 0.4680175585709302, 0.452647866698099, -1.0271531233752556]"
