image_embedding,description_embedding
[2.0050030251270528],[-0.6611726631399941]
[0.42977014476565367],[-1.1310311750586994]
[1.2145368799197476],[-1.0666407602096035]
[4.2216180524715785],[-2.440985832062116]
[-0.9345642704958792],[0.9914455944454938]
[4.45152054094866],[-2.9966092268102145]
[2.2031090501756587],[-1.1065649417901882]
[2.005609722338574],[-1.9903958590863164]
[0.18760470892020478],[-0.12040910711947947]
[0.38487805358574884],[-0.46786408526788625]
[-0.7298542209191874],[2.0331039178598247]
[-1.8965738439487887],[0.297944200715688]
[1.5089921742418273],[0.1262266909837793]
[0.4994660390617087],[-1.797153947630753]
[5.596697186322697],[-0.41160290552292933]
[-0.7822540209515589],[-0.10440054601191134]
[0.1881225877078746],[0.7174969957139833]
[-1.6787826369086853],[-1.331184160760611]
[-1.5845017753743627],[1.4300191017016073]
[4.302186190606593],[-1.1777587693253548]
[-1.705871196832869],[-0.38561308359242485]
[-2.888036592903434],[1.8712678753504564]
[-0.6227515867122001],[-1.2344289827513377]
[0.25849570572582503],[0.5291330123540122]
[0.8708750156623092],[-1.3161125403548144]
[-0.5114503898026495],[0.8285002319668757]
[-0.8808481698250413],[0.8473246082059069]
[3.2070076117103494],[1.296963612257959]
[1.3750277342005275],[-0.10648723032814963]
[-2.0881484531390813],[1.436292331941164]
[-1.4583591192302734],[2.066366644046838]
[-2.558936249105466],[-2.614722564320011]
[0.5131298065420313],[-0.2607600068197244]
[-1.3797351431429425],[0.3216482042672479]
[-0.11522549611228321],[-0.4217463257930771]
[-2.0824971523418783],[-1.7326448051350585]
[1.712575984744714],[-0.4750633808991739]
[-2.6586512240614932],[1.2280195381137524]
[-2.6424138317408166],[-0.4673659774204013]
[-1.89171530545559],[-1.1913587305522826]
[1.1896342209916249],[0.08611379750917736]
[-2.359439200799879],[1.3017520573953436]
[1.6766151242313467],[-0.8102154646056267]
[0.18907302428762085],[-2.0282070522655657]
[-0.9585961490956321],[1.8609957206753351]
[-1.6148194511699043],[0.6743803227519197]
[3.7667976961331764],[-1.0752299978266988]
[-0.35110086658840717],[0.2774629396878031]
[-1.1223811080087371],[0.20207425021845568]
[-0.10351000396778451],[0.89039411240253]
[1.6277726664115555],[-0.9116712551549284]
[0.13549442456539665],[-1.1041052520101104]
[0.7728731819420359],[-0.251482855771167]
[2.773013616097121],[-0.09420660362217638]
[-1.6158752044301306],[0.5045786190032521]
[2.410522223060589],[-1.039767906457302]
[2.2509254126264158],[-1.2497730385635961]
[-0.8826954194549662],[-0.5479804999280091]
[-1.6872853642297714],[1.4577201523887526]
[-1.61429246974586],[-0.8386257559956756]
[-0.7789583830645771],[0.7060951075794926]
[-2.9039841327295415],[1.5125691024369774]
[-0.2532656286876276],[-0.48581813063228646]
[-1.0259712013524112],[0.5645133007969617]
[-0.09566158187560271],[-0.09406092407634215]
[-0.7500035100480985],[0.39605797268717247]
[-1.3386414999487186],[-0.7410118327879165]
[0.48721994222983844],[0.21768539406282372]
[-0.10140811253420645],[-1.4711037907867992]
[-1.9487415245301776],[-1.8325114434963197]
[2.1291746025232254],[-1.5169945798473339]
[-1.0593184326519034],[2.8209444324802675]
[-0.482403176144677],[1.6866844718710907]
[-1.712462272133479],[-1.0851623404768933]
[-0.5033380606680609],[-0.410173801363025]
[3.669935698394678],[-1.0955402639772356]
[-1.009802431632787],[-0.3916825555095274]
[-0.6817971555666319],[0.10882693805979272]
[-0.14182701050774865],[-1.082849171384603]
[-0.5196340748673752],[-0.37459751425965204]
[-0.6618418770037694],[-0.7949080946995606]
[3.583087284501508],[-1.1363588561075115]
[-1.2992582236132673],[-0.5210094489968283]
[-0.16209672699849828],[0.605604375410927]
[1.430661600912598],[-0.24012789883663177]
[-2.3409389503104086],[-1.2303704460257048]
[1.7034617389243405],[-0.8900748565636462]
[5.074679586120076],[-1.5957756875635902]
[-1.0550189728845598],[2.934678546254859]
[0.4277305817815663],[-2.344533064369782]
[-0.1748184145227669],[0.5531458994418675]
[0.6676106257065768],[-0.3403938414606574]
[-1.545842499515717],[0.6605183499035735]
[1.648448369455791],[-0.4913665375279879]
[-0.975543148131727],[-2.2022091973098923]
[-1.7484591863983732],[3.0045420083133605]
[-1.4987532587413304],[-0.4459087292603883]
[-0.07261431071816553],[-0.8254204740181047]
[-2.3748441611086686],[0.6312714848585786]
[-1.1065468968169343],[-1.0812400582219759]
[0.7300937844626979],[-0.5448101029375904]
[-3.1994065903301534],[0.45610695880922864]
[3.2799874406787475],[-1.2023147938766017]
[2.0542554128563264],[0.9591636787501836]
[-0.323511463024317],[-0.9920460833480189]
[0.10245253397341736],[-1.0356876309245573]
[-1.4217665735090594],[1.431359545142713]
[-0.9486571981327506],[-0.10709786117617848]
[0.4081652912962741],[0.5378491060250347]
[1.2414098905003845],[-1.462533190097188]
[-0.5080418622820294],[0.5063355354661148]
[1.022201051172896],[-0.07981228554951048]
[2.002224088741579],[-0.8552528553406865]
[-0.7365073477378109],[-0.01141136843057272]
[-2.451523913437198],[-0.08602531090923497]
[-1.020114817085864],[-0.9380128245898708]
[-1.3090766726210314],[2.3446154154019667]
[-1.5614455268169918],[0.02530206107903818]
[-1.8247089101842444],[1.0492083070463285]
[-1.3199546782109515],[0.7455658030844156]
[0.4409112589243433],[0.21127580906612617]
[1.105779429685631],[-0.08973008611530169]
[-1.888952465396261],[-0.0641443662759652]
[-0.7933818220265192],[0.2828845472800092]
[-2.763996980566539],[-0.026413036116936163]
[-1.2282714373832182],[0.10389868542985295]
[-1.4465922100782056],[2.9140915412872297]
[2.1354500020289304],[-2.0051305614392185]
[2.1910154967630957],[-0.7401744325279037]
[0.017496751808538824],[-1.2628528567673483]
[2.235699058871694],[0.14592857155143152]
[1.113452275176814],[-0.9421496427583262]
[-0.09796823556134547],[0.641214471423518]
[-1.1031892826716896],[-0.014740101934953977]
[-1.9360665435026645],[0.10932499544551387]
[-0.634597145891531],[0.38309904777773407]
[0.4425819920124836],[0.5291796750209492]
[0.5432398445086061],[-0.6834310092780997]
[3.7750870956348046],[-2.0418154322276396]
[-0.8465296432142151],[-0.16719751038679037]
[-1.50537308642545],[-0.591650735142026]
[-0.516335615013413],[0.6417104994354534]
[-2.8362908782680605],[1.0708755847364821]
[-0.5549413769023147],[-0.5929794675148629]
[2.473664894244217],[-0.7785894625878493]
[1.6088414194708134],[-2.0978692765737734]
[-2.6949515044671433],[3.74173609278587]
[-0.3099811764581866],[3.2065473996194744]
[-0.8726507498293398],[1.530852151053169]
[-0.6012110555483905],[1.2034952218494255]
[-0.5466941950082],[1.7747778147090292]
[1.432488642215011],[0.22352388165103204]
[-0.06214428582795731],[1.4939782500129222]
[-0.24518660752357946],[-0.18052005567231053]
[0.6004558738124662],[-0.21726877187269292]
[4.6326071284772805],[-2.1880551435230697]
[-0.7184581802357556],[-1.0943639660220927]
[-1.4904636248893288],[-0.015051121364370899]
[-0.718513985133023],[1.6598799569731253]
[-1.2649422433128397],[-1.5826325128200411]
[1.5338032907400054],[0.5639608936316155]
[-2.8668757296156246],[1.4497111206221434]
[-1.1782291256372603],[0.054285149223963575]
[3.6803405588373175],[-1.9717432819817537]
[0.2979912994633361],[-1.4190633844047689]
[-1.389022460383128],[-0.30450187228011044]
[5.622434115172941],[-1.1873053480350835]
[-1.2396246599989067],[-0.24435211615478297]
[-1.675644094597641],[1.176267156250113]
[0.7860613334619164],[-0.06064785839510514]
[1.7808864275364418],[-0.5966931082779393]
[-1.2647771842222997],[-0.888584800845764]
[1.5952485805552208],[-1.9917150724515025]
[1.5229464571051747],[-0.12234613568560694]
[3.5084480979996706],[-2.3769145913927097]
[2.7455281884907596],[0.3786936400263581]
[-2.516393390373845],[-0.6222155741805567]
[2.696319979575457],[-2.3026394947046667]
[0.8665845129588822],[-0.9408750877402529]
[-0.40385754273868957],[-1.452581960329733]
[-0.24380776178446692],[0.449147408528093]
[-1.5489101695154728],[0.5108378035399311]
[-0.1278916837489048],[-0.6570183936839721]
[-0.6798718410690293],[2.3270580574936925]
[-0.35686548360288417],[0.39355514242662226]
[-1.3923904850567217],[-0.2929009971781267]
[-3.3481367004178115],[-0.0167368295550261]
[-0.33628215505596815],[-1.6592223424098502]
[-2.8811768059759806],[0.9303465936122288]
[-1.145423057092877],[0.4955654900154985]
[3.1865028676888985],[-1.5656957762341486]
[-0.6478830101965323],[-1.1401665634662366]
[-1.321358772480278],[1.6921604424620473]
[4.77403838118399],[-0.7137662652584481]
[0.33688569872326396],[0.4504609554303988]
[-0.46443252230211624],[1.2273379156919368]
[-0.04129410860748779],[0.4064992538532967]
[-1.5343446943771504],[-0.4296917399809197]
[0.11664833055314562],[-1.6550173597960405]
[-2.5806803622924526],[2.6078488454088604]
[0.6989600170488982],[0.1282297624986557]
[-0.7814256402743153],[1.5264858985690926]
[-0.6142035612887342],[3.2666790138611783]
[1.503677197307722],[0.2951768212676042]
[-0.5601353113191325],[-0.3308391239819428]
[1.3124515171408753],[0.4070431406321653]
[0.2963395960520819],[-0.14520623147660838]
[3.266556495481469],[-0.43053458561904]
[0.9846703170058156],[-0.6362348279649]
[-1.6933037224574274],[0.005519754179466258]
[1.5881650205813076],[-0.912293389501991]
[-2.592395092620118],[0.23774054515458462]
[-1.4398526885236678],[0.6797034377672919]
[0.40287848491555883],[-0.6759584258236081]
[-0.1480951077452415],[1.1656865957377012]
[-1.0625199826445202],[1.210756805833706]
[1.0354773671015238],[-0.8373939565847267]
[-0.5666502243735678],[-1.3277546078746434]
[2.5180399754094744],[-0.17418586204591227]
[-1.8641091472878595],[-0.07322866382655537]
[-1.2115249186105752],[0.4486305805615721]
[0.5247610663511791],[-0.46935757290646574]
[0.43418790829925225],[-0.5431333494452293]
[-1.913801393536591],[-0.6741730710793797]
[-1.0744693546432174],[-0.563057614510604]
[0.8658773472559979],[1.4070804282785085]
[1.9410289232560025],[-0.580223874347117]
[-0.9195706721388136],[-0.31514485677290505]
[-0.7643886884411585],[-2.4161563075234693]
[-2.6587159508579115],[2.855848451186884]
[-0.14036435572525502],[1.23539643819082]
[-0.19294103034125842],[2.250446129908982]
[2.124765263956187],[1.8056380237686178]
[2.8493590277084047],[-1.3301218138354158]
[0.7746304884716666],[1.3959892199086328]
[1.5530428525043902],[1.871091658997999]
[1.0052945000871782],[1.6454361944767413]
[-0.6219613793138408],[1.3236470346281153]
[1.065588470864656],[1.395230933473165]
[-2.229871475304309],[0.6645009181583638]
[-2.215088086582495],[0.6492884728521456]
[-1.4935394532425585],[-1.526270893849317]
[-1.3434406129003642],[1.0084479272962834]
[2.64831439029607],[0.4024616919765644]
[0.3441936708441372],[-0.27976370994741107]
[-2.149866103191363],[0.3314437493500753]
[-0.9155674920746626],[0.45469456428888155]
[-0.07774435097977984],[0.18006469354860702]
[1.8502952079275292],[-0.7104998949236213]
[-1.79049157910428],[0.8896952295963306]
[-1.8274140515407864],[1.2641683398880066]
[-1.4404497357346577],[1.2692458895249359]
[-2.559140745788144],[0.6850321198734001]
[-2.1275855358471016],[1.1590575353124992]
[-0.6620124363113952],[0.05836898647824033]
[0.07604490701204027],[0.17105863559708048]
[1.251668787515491],[0.08866278049617933]
[-0.7977515161175455],[-1.3631174208956796]
[0.2677795798013865],[-0.6793658833039027]
[-0.3631630380600654],[-0.7940226053653485]
[-0.2250548076194333],[-1.2023307142422877]
[0.8081288721685754],[0.09570520810082482]
[0.09495262581382846],[-0.27862802883885573]
[-1.951367492351932],[1.0324521666002289]
[-0.1610747825390757],[-0.5882429019852584]
[1.5131708485613071],[-0.2867846293124481]
[-1.4164169008360434],[-0.7441554863787452]
[-0.19725449617310342],[1.665301361363932]
[-0.8946762221601801],[-0.08722492671918436]
[-2.1060084453005685],[3.812267532788988]
[-0.6209841127350292],[0.04028881623634491]
[-0.9764127974369335],[1.5064560011121364]
[2.334479317340933],[0.4722861679678358]
[-0.7292232401431787],[-1.502865444973987]
[0.43044306632741497],[1.400181624796549]
[-1.3042596536789637],[3.517259555888726]
[0.36951302965099514],[-0.32537949519063314]
[1.2354502224894643],[-0.07450169594856364]
[-0.962592138944341],[-1.1628221358116504]
[3.9534454847056733],[-1.3782410310318658]
[-0.2026746718019188],[0.5346627042164254]
[-2.0154641000323115],[1.647826544828046]
[-0.5033925587830606],[3.2208586297103614]
[0.9556274018796669],[1.470364515538607]
[-2.466763528150969],[2.0281423755098142]
[-1.4779839597163236],[0.5943681676867631]
[1.7870954399052354],[0.057672290172487484]
[-0.9703192290093461],[3.4725272569029633]
[0.5725563281770123],[0.3213198211889454]
[-0.8444275152429375],[-1.3826145760978323]
[-2.1040726090779533],[2.4138851873497233]
[2.1581457681483047],[-0.5728107865309533]
[1.1919512675764892],[0.24456166224576262]
[-1.1040869860076632],[-0.2207525829691485]
[2.262319614459667],[0.39275880741179076]
[-0.6300775376307792],[0.6457235229701599]
[-0.3561151081361118],[-0.5945511989843196]
[-0.6362028569820138],[-0.5150703580520362]
[0.33589028439848556],[-0.6119010852690214]
[-2.3370129506059967],[1.5962125703279908]
[2.2583453153699677],[-1.3046491074986357]
[0.32064260895461055],[1.1542816435455558]
[-1.6226819188332129],[1.1504007628684976]
[0.7532611071635903],[0.7821618040994551]
[-1.7047551976998687],[3.497108808715179]
[-0.13914675080464414],[1.6885401820750148]
[0.9253129493454019],[0.15111018127865292]
[-3.4123073301863402],[2.0708666354109067]
[-0.2583867204619129],[0.11090738896561417]
[4.471061767065622],[-2.1525316094655573]
[-1.5395642319712761],[2.2514545312909906]
[2.2848899402205203],[-0.16272643204977763]
[-1.2526124087749617],[-0.6386383778244477]
[1.1304902386271547],[-0.22389504537896057]
[-0.8873215419093886],[-0.5296110546328681]
[-1.2505523503442593],[-0.16479414780862492]
[-1.0146080362418082],[1.5434737394574383]
[3.1179123254601095],[-2.6382274415427736]
[-0.5247895266656981],[1.0318421827181055]
[-1.1190319243125137],[-0.22734982192517708]
[1.021844906053184],[-0.15926806304149516]
[-2.2752528685827795],[0.9102339954567059]
[-1.392745177645858],[0.02183396332071754]
[4.042184026076989],[-0.9172961301869933]
[3.002754708283354],[-0.5437990188749867]
[3.6850075472240613],[-1.2086952156088617]
[0.6316631328514056],[1.0470268294314766]
[0.7651339733910995],[1.8777488661333648]
[0.5590239011862868],[-0.21071214365532945]
[0.025184400438583707],[0.5347508484265726]
[3.6053381801678452],[-2.8728966247497794]
[-2.676043476737222],[4.5550643756250135]
[0.7602065326818206],[-0.512858453442547]
[-2.812387646159553],[1.6659769033621048]
[1.7367817723432863],[-0.5434240296943699]
[0.662009781657531],[-2.424716091094206]
[-1.05087752631836],[-0.25977033687549933]
[-0.04967049320500643],[-1.2474723745807637]
[1.6092863528145482],[1.1918336186773595]
[-2.7099779582400685],[0.8500072025580718]
[-1.3189216940732365],[0.71104230248663]
[-1.3360085270345585],[0.3550772004437035]
[4.534518580586886],[-1.5453426597575561]
[0.6130558216415333],[0.08952500986167464]
[-2.538686527631456],[1.5136809639823101]
[-0.433337484122484],[-0.7472199929282106]
[2.3275071143263864],[-0.6815029846368954]
[0.2142751427864954],[-1.6572656195892272]
[-2.2145098816758675],[1.4931421191563696]
[1.442986014867638],[-0.2275886537787224]
[1.3867100726678594],[1.7590712588876893]
[0.022396130476525326],[0.9533699593448515]
[1.2941896287353876],[-2.0214557901977943]
[-0.4768659803882514],[1.0773953773048832]
[-1.6608144339021802],[-0.30963486871769375]
[0.8945935085418314],[-0.3391488146482806]
[-0.8563500367921885],[0.3238058797020064]
[0.954863530810321],[-0.10577518599572781]
[4.183114901813557],[-2.6990358877644307]
[-0.6226284758872234],[0.9980077807943099]
[-3.1321433105057257],[-0.5774594049739497]
[0.13760416922484633],[0.203053309968706]
[1.1379924645739876],[-1.8915024402478382]
[0.6632106537503835],[-2.1952948438008164]
[0.559588614606749],[1.702943515880805]
[-1.7080084376661884],[0.47863304125000056]
[-1.8462482008813967],[1.2482080000609603]
[-1.2262133072208652],[-0.1825187767098557]
[-0.5969969240983866],[-0.785228084906776]
[3.847624258657758],[-0.5903295454856197]
[0.7154657394273856],[1.6348834158238463]
[2.120846385676004],[0.3830723238845304]
[-3.0721923725093454],[2.2812555466532274]
[-0.8909452971587722],[0.7802014053416]
[-1.5029633178847561],[0.19393857838196107]
[-3.028407015443263],[1.378457211155772]
[1.69546324331683],[0.7739216871441782]
[-0.6566715143361975],[-0.5251931394839822]
[0.3144633494855066],[0.2130482111631374]
[-2.040734638510369],[2.4183243391844633]
[-0.6875922766359592],[2.11072052889004]
[-0.29791072175327926],[-0.716376843589623]
[0.2729385519854118],[2.357245869536036]
