image_embedding,description_embedding
"[4.302150047247572, -2.027242339785826, 1.0749347060727914, 0.7222653974254444, 0.13248446081022625, -1.072342935243542, 0.9312315673169094, 0.3516663387980771, -0.8686089007137229, 0.15761658695223982, 1.5858815381449438, 0.5790671541512568, -0.15517329959992174, 0.8067772664766979, 0.35715166250302716, 0.4336505129949121, -0.5349945552468638, -0.5436363908000965, -0.1083446406693911, 1.0205172673548022, 0.44283981884547297, -0.2849099143235716, 0.12966707271185954, -0.11785890245929365, 0.19153047409836968, -0.8427885778444443, 0.5156130040487298, -0.19114098497763535, 0.2544868110368336, -0.23690704784725342, 0.8340686107853487, 0.22414322182039262, 1.0543746251843538, -0.6486775337970385, 0.5726152550936547, 1.049722795758811, 0.4673553283611335, -0.09976397947108831, -0.440994691511055, -0.9553694979874903]","[-1.1778261761440796, -1.9089971655101392, 0.979027235565671, 0.37444626139950943, 0.5160121948812773, 0.3257302519388299, -0.15015643338684484, -0.30226091321173915, -0.564874841353814, 0.774046920568015, 0.25450981992147176, 0.2864322207451073, 0.45523883798260206, 0.38777675212077595, 0.5439906924120804, -0.08493808400638186, 0.13640167351982266, -0.336318736210857, 0.9981710817207304, 0.27798535759947474, -0.4611610261007482, 0.8753981083450599, -0.7400359988607342, -0.10734342169899103, 0.43126901265053713, -0.2549754533756149, 0.588098986812862, 0.06347632228999274, -0.01055361772365499, 0.7878555209066882, -0.4128072240154232, 0.2562055335018927, -0.005893019083617064, -0.5586005864730353, -0.288287059140198, -0.21176395802641929, 0.07748178097729728, 0.25113473673255904, 0.00310382982071816, 0.031961387321212835]"
"[-1.705873844339077, -2.247167152184145, 0.8239284167581943, 1.0461576860611486, -2.6781790835606394, 0.09544242933047026, -0.4355810246738974, 0.4544456978441098, -1.1821761450394181, -1.0351258100674328, 0.6476570260250334, 0.5783651097491764, -0.6301874193376213, -0.45252616248048755, 1.8770278426294873, -0.09304805393918193, -0.7377830029248968, -0.17675377190478106, -0.28813992334950544, -1.987080101136808, 0.6074238955452816, 0.7275549836520848, 1.1161633996581537, 0.6663863542897244, -0.7210575696517143, -0.5121550129515168, -1.2708078485423415, -0.01940276602953148, 0.04930805008116477, 0.09256635023635158, -0.33496095164398343, -0.7386751214947792, 0.4277261569794644, 0.06588811209586329, -1.0348113428707395, 0.09529021328048276, 0.13134456244686224, -0.16296994517369234, -0.7493266829497239, -0.023614310310426108]","[-0.38545466745672063, 0.44694202976890224, 0.01944125697852767, 0.8084254304788171, 0.21946137036739188, -0.47138796969523417, -0.2645653680201178, 0.18174284663892082, 0.6999297671260089, 0.22842859529211693, 0.3221028812882352, -0.051019239951283615, -0.9726744774642815, -1.2063517900966978, -0.13136212341395387, -0.08375650788947389, 0.31045391225800967, -0.1297344232363945, 0.5562450817438457, 0.027721482084573385, 0.747121256262875, -0.05214647741932, 0.6189668738916436, 0.5684239789208902, 0.10372754242598321, -0.20606667601937176, 0.3741127234673982, 0.3029256766664489, 0.2167050106648115, -0.32023487854896215, -0.37693237464321094, 0.36565833210975274, 0.69431183508496, 0.8468481706891174, 0.013686561953273967, 0.9215181943355665, 0.05364436779657108, 1.3173900535161531, 0.16340050122536637, 0.4886204847392511]"
"[-2.888065935842905, 0.732120805394862, 1.1452392061041268, 2.2202994149991957, 0.0844394702801283, -0.8473640881359991, 0.4648767407843833, 1.974159278719161, -0.717821232281699, 1.7119617302104384, -0.8339340204595377, 0.9334627936967198, -0.6318214674892259, 0.9381175803088094, 1.960155970819695, -0.21379570977702442, -0.35405570625041666, 0.2194665787628683, 0.4367086275291537, 0.5922529132558996, -0.8008244636596882, -1.3787235696835323, 0.12101834241163137, -0.7435783417792837, 0.5212816030658004, -0.8787587697012839, 0.9171232562645407, -0.18263137569226975, 0.123033701311969, -0.2914942487764929, -0.8481729638961855, 0.3860731416576248, 0.3133674274925538, -0.41118034025774997, -0.2960284978279915, -0.06400978732525832, -0.06285737626723087, 0.30269506487074305, 0.8536566323974415, 0.44666728184450477]","[1.8712182572351435, -0.3937501833735195, -1.0001752417253618, 1.2512696013076032, -2.372657081868992, -0.06695017363728589, -0.034569770455623275, 0.35457749235330555, 0.12844171964051573, -0.8395467542764615, 0.2189790894621446, -1.3891946612285053, -1.0865077560575145, 0.5029239242188883, 0.9547109036632331, 0.6617541735980914, 0.9464790124098899, 0.45986627758996923, -0.9703867153609811, -0.5397543606693284, -0.27754140958507384, 1.0292163215865726, -0.5297200227938421, -1.0557825724551213, 0.18964811753178498, -0.5615280344382935, -0.7550440759412341, -0.2215461660071588, -0.2631619284703072, -0.5825262780199847, 0.40653630673213254, 0.5051525656499706, -0.024367603795300157, -0.046228832947726936, -0.5325390818121084, 0.2779802963783257, -1.0043242746600125, -0.03470386126485405, -0.2715791897559441, 0.8029863960269246]"
"[-0.6227841886043617, -0.6999109109804484, -0.9549482286677893, -0.3572900419727383, -0.7809616972054918, 0.10898102560985776, 0.3070805393593814, 1.1293821414592244, 1.3058436206800659, 0.41219978631972815, 1.0180467205251997, 0.7973019377666699, -1.089209344468592, 0.20562011031666227, 0.5757039844766925, 0.3180020409623438, 1.3906152786326618, -0.452620233097285, 0.5007832339633025, 0.5491533109660526, -0.9264319900149832, 0.6823571274994458, -0.262294783357811, -0.6201603170633488, -0.9009441347727636, -0.5887353182729881, -0.9043844006287446, 0.29584256268109554, -0.10483266186388396, 1.139981146951359, -0.5005144000611946, 0.8908333364219652, -0.8348993787779911, 1.0814985809464028, -0.2948851528834364, -0.2518272828458822, -0.40955363339302925, -0.3118763913679946, 0.06087489278037931, 0.24860746783393223]","[-1.2342053740061198, 0.8696217521210449, 1.285950458415284, -0.6616887590677868, -0.21878133825679522, 0.35146241176817516, -0.31746939819531755, 0.5248161309706766, 0.7731129161475502, -0.04077810638611953, -1.5762930760916398, 0.294899847142202, 0.5392356721776502, -0.653612572643752, 0.3195294798138512, 0.19750735782740592, 0.33457202520882573, -0.037762117995294914, -0.0720585493486678, -0.7598973130570335, 0.48989733521980716, 0.05201727745999292, 0.18392483118280864, -0.17155812882759755, 0.8255457605403232, 0.09253443533709875, 0.527129398104367, -0.39696793357826043, -0.5953116723439876, -0.12748292089415356, 0.5334360201310233, -0.2941822879644064, 1.080189632364442, -0.04795249581090191, -1.1335781538127179, -0.3588332511203508, 0.5278630488352871, -0.0006321220707467236, 0.22075555728305737, -0.5163045180237834]"
"[0.2585048121618475, 0.21637538144120935, -0.8733076801516382, -0.5788240743639073, 1.6562864818285228, 0.741031981747222, -0.6296952440060889, 0.9708463943212537, 3.420652269263406, 0.6332023085967917, -0.05155465126897893, -1.0544269209863324, 1.0382301469112776, 0.6346972952129648, -0.35942591977064414, 0.10258314810954536, 1.300191338291303, 0.697095754866351, -0.45438370844990916, 0.03633496336392051, -0.14913810413236467, 0.40954837750726775, -0.26477685348636953, 0.35640346553070473, -1.190804098773695, -1.0493409136974587, -1.6225293018634712, 0.06935010147289876, -0.2543238411275204, -0.859269232483011, 0.6298267080431875, 0.6786775997473745, 1.0781217467060287, 0.1157448220993042, -0.23037178095170488, 0.6825588610290123, -0.1755920578339318, -0.9853553931049057, 0.8449206394841555, -0.30145690178032847]","[0.5292630794078392, 0.7854819735288, -0.32950286698632425, -0.9160207857809778, 0.31258741437354043, 0.13460015958054825, -1.0827981864080571, -0.6583408852962609, -0.6175464228300622, -0.035965178722653646, -0.9123673547055505, 0.8891441968153729, -0.29276043327638995, 0.07519370019214278, 0.7684619267009662, -0.4082810380028017, -0.1413748473296305, 0.5103466218832339, 0.9993503065513635, 0.421948097922588, 0.28123205576134336, -0.1444884137109113, -0.6321723748431197, -0.21232138613088766, 0.9931731192439227, -0.25108823615314074, -0.5445235429396164, 0.5540877895820602, -0.29150795687797376, -0.05318478210138291, -0.25704055873818954, 0.20116667647040803, -0.4436100345675408, -0.41790402087567763, 0.7819129103657739, -0.9429731737932935, -0.5209165761052945, -0.0998943528415015, 0.3620230424950621, -0.8537147148861378]"
"[0.8708649506867723, -2.703057343004848, 1.3046676622088067, 1.666511558366836, 0.5437356071348276, 1.0760523096742185, -0.8023049438902788, 1.363749783258013, -0.3302368656230095, 1.6655521601181018, 1.0022479946147, 0.33609658634785017, 0.5757595168054964, -0.03450032970390451, 0.9535321987453118, -0.798019665581407, -0.7120534365824788, -0.8436467273517525, -1.0383614938650976, 0.9764813755041686, -1.5445750228644202, -0.09327356159800135, -0.5043237890720241, -0.06655652698506714, -0.4250105181585112, 0.7284957493782971, 0.47532238554350276, -0.0453849038737426, -0.7069603669086335, -1.6749322177440162, 0.34888418053735165, -0.11315204863134877, 0.021233650579766405, -0.16603357599458649, 0.11841573544765265, 0.2821158546776445, -0.3091230686460857, -0.21515506109839572, -0.11137249868251227, -0.1876509356232065]","[-1.3161428526562509, -0.9146307986004499, 0.5744811640683526, 0.10179228456612151, 0.7426604372714337, -1.1319209681746782, 1.0361159903892467, 0.9508699946960879, 0.6047889973716791, -0.7504933846588755, -0.1207562767939244, 0.48070208013619264, 0.07432641911750146, 0.16624161054889422, -0.1582248003469786, 0.7145963934179824, 0.735736847393886, -0.02016913118189371, 0.04162196202156279, 0.14291732654075057, 0.7642195254011213, 0.008863096171881664, -0.1373778210144705, -0.8841125709477942, -0.04447643980033229, 0.5955990934300172, -0.2035162123715845, 0.06781409575787885, -0.29472041829323387, -0.6689922568106065, 0.12762718100838974, -0.6298532228247103, 0.36022615207506387, -0.7635591844687208, -0.023001266308942638, 0.38669326826454686, 1.0127897335318177, 0.31823155534614606, -0.10197465188416863, 0.48545839497882615]"
"[-0.5114286096912043, 1.2602010233073515, 4.7897002636826675, -0.599569200646192, -1.4857499205208153, 0.9539390979515496, -1.3839627308720304, 0.30773259353154553, 0.1877149603151907, -2.5938643612171948, 0.7730966956090126, -0.9050721773067687, -0.36749311968549, -0.6764571449642443, 0.7344925437743138, -0.0020929214592934936, 0.2408013951123902, 0.14746128623680288, -0.5078135400981246, -0.19863681255200555, 0.4174794365797863, 0.351009150456581, 0.16041216249070758, -0.7595105384603491, -0.2944283942216629, -0.6378375592550558, -0.5780212671749231, -0.21903508327284513, -0.601751218317029, -0.2982582656671534, -0.16441246532731704, 0.476305612434112, -0.6819193130340984, -0.164800030407823, -0.26074345646031616, 0.11167796648461156, 0.1318350918279151, 0.3524271311266251, 0.3311566494868723, 0.3858689997628038]","[0.8284722244307162, 0.30909023164225097, -0.8114544688949332, 1.963866731057718, 1.6619460155787158, -0.32104525188557587, -0.4488208563114365, 1.3999763416330984, 0.38086041205437415, -0.61476133332043, 0.9314479625924028, -0.41985894476038715, -0.2957462003695275, -0.49929026254794223, -0.10242705597683134, 0.19466449614809592, 0.2784890394615494, -0.41671471130897925, 1.0520800128526753, -0.5230426815211768, -0.16840100604749497, 0.9239762210488098, 0.7386035567107496, 0.13331034248947332, 0.7008956896422164, 0.6272853934082676, 0.09785993749740753, 0.6295757911659972, 0.6381637787412081, -0.05915342101853929, -0.1466701257667505, 0.5319330133713798, 0.1416872877805078, -0.16572102577415485, -0.3092290430191829, -1.1507466488084213, 0.06323078664942809, -0.4736480767934488, -0.9468888000972313, 0.14009161162501516]"
"[-0.8808616504570932, -2.592417624447773, -0.9796501451761264, -0.23769541185057638, -0.5112091880193481, 0.3681280901040296, -1.1627115152765433, -0.6842236462895686, -0.8286960348344407, 1.8259777954571828, 0.8580605357301824, -0.5128925512038364, -0.7010212522840561, 0.19297179512520155, -0.49990874389454687, 0.2574532135221031, 0.29120956269403686, -0.14530766400088194, -0.7435105061614223, -0.6444247405684905, 0.09948861412903533, -0.4885617457121168, 0.6096265317373035, 0.514724749012616, -0.5400879651853125, -0.25545162319861664, -0.22534612931489686, -0.8019328963667431, 0.7103155526282452, 0.7994020811033118, -0.33920231224461966, -0.40381872061270385, -0.28636646451444137, -0.3344132575048726, -0.18536264169673766, 0.46892840313032425, 0.7051930293775128, 0.43041069238515095, 0.46295763585777894, 0.5352185495132799]","[0.8471509783290498, -1.82601719693031, 1.3386278647256984, -0.6096177201664321, 0.2981475339441761, -1.0964142007388686, 0.9540692903230802, -0.2507055615366326, -0.8392378996613369, 1.1568170888046556, 0.13044636442102445, -0.34125653528609123, -0.7311426028963497, 0.439033428304586, -0.13450324339728845, -0.01617503532984607, 0.7660843917943965, -0.8912393891689349, 0.7998276057643546, -0.2316551298974616, -0.1818122177970195, -0.27693712871495496, 0.2988279527826829, -0.2023139405869623, 0.5268606573170669, 0.29020380664144446, -0.21394013571914436, -0.059059239701647864, 0.134612652793217, 0.3111946802340604, 0.07822829966853412, -0.1994941124410665, 0.016745858003343644, -0.18593966578482862, -0.2783850747193679, 0.16379481264278245, 0.46113155764914104, -0.10406751729317025, 0.5879192432520783, -0.06855217931769864]"
"[3.2070150435987514, 1.283567951630887, -0.13312740444460994, 0.04575793077543551, 0.9671794088568064, 0.021643019929679208, 0.9256723773867954, -0.019084090925343872, -0.620113791370607, -0.018373682408728026, -1.614320458661301, -0.38412651128880293, 0.6965316680197272, 0.7123312039581489, -0.3544833152901701, -0.3299245532667615, -0.9473341749272136, -0.4460537928389032, 0.6211355561783543, -0.14534986312404702, -0.7949947927932677, 0.2454586770974325, 0.9783823384834262, 0.22453541443019512, -0.43756186384341433, 0.039870390434287306, 0.2579325073013849, 0.5905033894200141, 0.1329576778449591, -0.15689683660755754, 0.9450491412105402, -0.20863255133593672, -0.13206443047767785, -0.01849404138728485, -0.3952066836783951, 0.14736045166142409, 0.16927172114900865, 0.3212949034478552, -0.5291298699012501, 0.5801635168661763]","[1.2969823840627555, -2.34230239761486, -1.0424113540760913, -0.5817833855581346, 1.492728441564907, 0.4069262800133736, -0.8158659479128559, -0.284775406033497, -0.25114848955068125, -0.496642902030197, 0.3868493658127445, -0.5738956577980591, 0.5043444595061737, 0.2052856184306006, -0.04112169403342447, 0.3552269160490347, -0.45939571195777124, 0.6960673176492672, -0.5282389568692085, -0.6416898896695535, 0.2648432112661608, -0.1046000166240467, 0.9379732579734037, 0.36281410377332585, -0.057486753049369184, -0.3559767725476135, -0.24051026400042583, 0.3427569880464307, 0.3134787446406893, -0.16224378229768296, 0.05108154230741733, 0.6984093669513404, 0.6064413993121752, 0.07789907795076008, -0.4042485711809213, 0.6752078924165156, -0.42395334936039575, -0.7969956272198054, 0.15477970771284819, 0.013292836407233078]"
"[1.3750421664843577, -1.8999619119199065, 1.416302300535538, 0.7767005374142948, -1.3266438273351793, 2.6814673951778305, -0.931244860357267, 0.5316792064111858, -0.0928344470922231, -0.3741300859870764, 0.08426724787823103, -0.8721660336037916, 0.08045847636853766, 0.051903794389897784, 0.9068820814109191, -0.14051111080166143, -1.3039176632540368, -0.4997140649812483, -1.1974260183403425, 0.19298112819281857, 1.2243863444810532, -0.6787675078801293, 0.22943241450288313, -0.2043522631913655, -0.053577411750565726, 0.6204202827036015, 0.1541429713959626, 1.2615226987536603, 0.03828600517329225, -0.2429641509016623, -0.21878410694478145, -0.5773133733929907, -0.5312153763988338, 0.5537168156389473, -0.8977073181981489, -0.8660176883121976, -0.9665445114708204, -0.3956921511106911, 0.3281876607381481, -0.28111108393803697]","[-0.10637042606706401, -1.381389907772034, 0.6103614518716469, 0.820112755166805, 0.988336502541377, -0.991011714880521, -0.18971568258106164, 0.8557894465782784, 0.22344861622469647, -0.5330522638299641, -0.447572186788087, 0.8497394075914857, -0.09835883334160919, 0.20257433116462062, -0.11451212322168729, -0.14570336559806277, 0.39056156491886407, -1.2956567774957242, 0.30795147214786084, 1.2969731055193094, 0.2396299083800991, -0.020597586350220125, 0.9196109987148832, 0.9829720609507017, 0.47217142470929485, -0.5351332673354804, -0.016693810086495325, 0.3518860995185008, -0.6525074212259604, 0.35250443533639775, 0.2805668174004431, -0.48661831644131187, -0.6310038030292148, -0.38079282600561976, -0.18370307507879674, 1.0460138466038342, -0.42058229903603456, 0.47623367476868006, -0.08752367285395105, -0.2906910415075133]"
"[-2.0881324730362962, 2.190206167534074, 1.0760870801299904, 0.1778892730320081, 1.5466045817995302, -0.6374656578936564, -0.6574763681606987, -0.64583185149084, 1.0709440866603228, -0.8914998406822411, 0.9823438802645436, -0.013889654454197833, -0.8678606581990923, -1.569878580673757, -0.9427250059640838, 1.0996666687404923, -0.010316884933153869, -0.18877174723742715, -0.8971939916341725, -0.1866942103989669, -0.04320716106774812, 0.7678074802949241, 0.4267939247425269, -0.5702105372149052, 1.2644408244983685, -0.2046971680084282, -1.0247758895146, -0.868198431278302, -0.3310067925087006, -1.1036124011257535, -0.7287997106655214, -0.9738084180853842, 0.6971145609466849, 0.44438920633024337, 0.5837401946458868, -0.054579037119063326, -0.9015940701660977, 0.2332374426187748, -0.2437972651713266, 0.2267159160613538]","[1.4362049999039648, 1.5919453964153474, 0.16991757494876886, 0.5012427105998997, -0.13091176158535278, 0.326865298065023, 0.15038815169526784, -0.4266643629250586, 0.3076031488031918, -0.7563643275119777, -0.2698124607772993, -1.3960862082255245, 0.538233406964238, 0.9230953987263043, -0.38939741735886463, -0.38343778816790275, -0.5167661761882999, 0.1622613452606644, 0.33924683306672476, 0.5388848209405827, -0.6719059686127257, -0.47642253935303674, 0.3386068601511475, -0.5338497266684534, 0.3400945402732127, 0.45242191359430434, 0.0069338735464435875, 0.6380404574998333, -0.26380892578687676, 0.7734619366963098, 0.06612114346895713, 0.7662521644833997, 0.2212454670256265, 0.2784336314030548, 0.9974523124477689, -0.23075007023825206, 0.6437588703613808, 0.5291142120550167, -0.29769112510918383, 0.20988660299299264]"
"[-1.4584195427448736, 1.2596996893326122, -1.5599168042884177, -0.16411272182986436, 0.05361435376481468, -1.300849392413243, -0.6382118090931826, -0.419816918809373, 1.3365811575987945, -0.022013557864358574, -0.8978562904679326, 2.115872485603328, -0.11320905132047343, 2.4577126615134715, 0.08442340517573885, -0.3389808472351204, 1.2381855427269324, 0.3842295047154641, 0.5619312694301783, 0.2956215228481601, 1.6583445060671123, 0.03925246073973452, 0.22958059322297836, -0.3927078395403306, -0.832288841390885, 0.29722650157314595, -0.6421167608604105, 0.40501192730973046, -1.0342639490052288, 0.5439689291887659, 0.04623179129007707, 0.24612085800956668, -1.2429579993671036, -0.06875604908439666, 0.09323676600230776, -0.9472763031108177, -0.044963542171388676, -0.7816997180153665, 0.10375535175873812, -0.033614875269999026]","[2.0665363257585234, 0.505698236344615, 0.428632822232879, -1.354458737400514, -1.003123019438908, 0.27600793265318035, -0.1786200529141514, -0.49074024697590785, -0.9937370577749682, -0.6135932477326209, -0.4126228098197253, 1.4032756579729162, -0.4707266167165604, -0.7025503515349478, 0.6765650024183719, 0.1590824893571373, 0.7547340731457344, 0.07086238785288555, 1.1673618397349599, -0.8412307761306855, -0.691354711749341, -0.544393919056462, 0.07787147537751934, 0.5024473527595905, -0.47529820727996497, -0.09727785752588201, -0.17392673700509118, 0.14120488959720806, 0.8643199550113495, 0.47780276953005324, -0.271487521809426, -0.3312791152150839, 0.13583040677292993, 0.25714772947479686, -0.18819334525309536, -0.13374250010042166, -0.26190786730050264, 0.6245608823691091, -0.23136998223012203, 0.14475554210723718]"
"[-2.5589152677023073, -0.4207685021791107, -0.7638353470113232, 1.7005996892908566, 1.9337405450339262, 0.12851848978071787, 0.6482198356973198, 0.4009735322789354, -0.5935861030100904, -0.8547128415410962, -1.6345109212200923, 0.8309838628001455, 0.5580497189685064, -0.7267794127836614, 2.428275574018036, 0.47213361400821674, 0.5424280626859795, 0.6445256384169613, -1.0641986771366798, -0.2853657579177801, 0.17713785532138368, -0.7628949967967261, -0.7355502374152226, -1.3844429190898582, 0.08497153751776135, -0.5292801747036615, -0.46346938647968144, -0.09489743932526043, -0.24401080534382585, 1.0884957387931253, -0.5653144697285324, -0.16203919835284805, 0.3834593957724284, -0.8616258241501472, 0.6397531760045675, -0.4534784950615882, 0.23130731130534005, 0.4195268202088067, 0.38325703080191753, -0.17048000928652818]","[-2.6149345163962114, 1.2755996667958043, -0.8999833078119217, -0.7007296086464306, -0.9521275599813872, 0.12168978189811608, 0.5361029694355006, -0.9137067973117418, 0.6444120955710995, 0.21000753736038816, 0.4502637667479295, 0.15490907524342037, -0.5988822380854848, 0.623249517987342, -0.7646048676515318, -1.0093042455233399, 0.23446620958306783, 0.6868245227666803, 0.31438758320209903, -0.20544970983330918, -0.8373181584492584, -0.5323484032719545, -0.16510935485611353, 0.082525054351952, 0.2929743444160501, 0.15144533452842876, -0.2729696392825165, 0.4690811618837886, 0.4952955071759051, -0.372734422871578, -1.3344881306502263, -0.507546834918755, -0.41063749201341154, 0.29260466125596857, 0.43313380525278616, 0.042785888171315026, -0.01722565346953153, 0.5021985487802303, 0.04905136401027849, -0.13336609688474493]"
"[0.5131067721687922, -2.716669522905712, 0.8422290814910554, -0.9436891155770607, -1.570748703091787, -2.5400477281737337, -1.0231979270162241, 1.4985890790153402, -1.9973477774423616, 0.5036589470330086, 0.9644544097146873, 0.21938413301717835, -0.41633906689165895, 0.35524965950038817, -0.003832150660958687, -0.06477096889079079, -0.544350478874915, -0.6844740675185937, 0.3668143051464746, -0.653983318333188, 0.09249162907167956, -0.5636397101526853, 0.1964202394130212, -0.2863844060906226, -0.4725228666975025, 0.13599756132123653, -0.7957443919623273, -0.5470966062689526, -0.15454380867056425, 0.6812343730227338, -0.5695257669397006, -1.1388515296789912, 0.1270563500720721, 0.6236152442824292, 0.4020554779876576, -0.2820310423196387, 0.0841305021368823, -0.6305855506812748, -0.47279459274661056, 0.6846450599670559]","[-0.26095348572810756, -0.8947094428456991, 1.5689176834832783, 0.6156607134378232, -0.08210249867346056, -0.3470451682738276, 0.440152522830324, -0.13497506621599029, -1.5589394440685564, 0.7515026318333445, 1.1694821449031039, -0.20662381211627098, 0.3633318620662913, -0.266315001618161, 0.4980377426016571, -0.6099956669734433, -0.09869500593179838, 0.3809507418973713, 1.25901207973403, 0.4913650065935988, -0.056585728107303127, 0.5019012545047592, -0.49289735795013295, -0.413707472124505, -0.7388701205451833, -0.42152909429050994, 0.5466869968865553, -0.8777188510571655, -0.21463481814627275, -0.20171711797547093, 0.3875447893366283, -0.3624275283106212, -0.19150589822706973, 0.15631372039875804, -0.14196090632664216, -0.9734623100822711, -0.09609389398422157, -0.43244364624111176, 0.23516434371678363, 0.05861362782293889]"
"[-1.3797111556268082, 1.0684524348304598, 0.6810061811322256, 1.69886433206742, 2.4197281068390852, 0.37830081554076567, -1.5908717123583862, 0.6456185138219748, -0.3167182826280615, 0.8717083465206151, 1.391515335756421, -0.9686038167909181, 2.0158500350930586, -0.4596886370895358, -0.5688434048675242, -1.3291396714998411, 0.5070239062080751, 0.33031781541184724, 0.9805125466918051, -0.019606572449818966, 1.0738425501971376, 0.26614748963564316, 0.7746626961022909, -0.24799528932857237, -1.1990843291885032, 0.6003550762319404, 0.21881023489927998, -1.025168721235947, 0.8602087944000136, 1.590499481352778, -0.21533342087639407, -0.773384028196847, 0.44934577118525876, 0.5457187522310673, -0.12425331910997658, -0.9547875990400486, 0.5280322256354179, -0.3937493200917068, -0.6596284048086981, -1.0768820877994896]","[0.32186805466143986, 0.3329104025742459, -2.1045133990267084, -1.2407185355486219, 0.8748596450841012, -0.9894464925790016, 0.9790332836439917, -1.6710872003885189, -0.3193348973320779, 0.46403873220226854, -0.6783340520342303, 0.8630843251981544, 0.42304270069273003, -0.41915076366707327, -0.7765384500329375, 0.7780161492350596, 1.010590653203756, -0.22567346366381646, 0.20094063533076148, 0.4152499333189752, -0.08741977778747004, 0.2434793373930154, -0.1656595569247831, 0.2934475089400842, 0.16792960794608902, 0.9551917542344478, 0.5806773538390579, -0.16540248205084435, -0.2968446100850799, 0.5003106363921588, 0.2874079272343697, 0.7508484819650633, -0.04034433031076981, 0.7609546134587531, 0.2810438701374721, -0.6040231984907937, -0.032085483291109995, 0.5122636123936678, 0.20542164861354886, 0.32310366775829535]"
"[-0.11520945578461468, -2.273688277940345, 1.701080713269488, -0.42873502761060095, -2.266908567523356, 1.5537158205012052, -0.15152385273786168, -0.06858617628973991, 1.0474242043222026, 1.2680336694406416, -0.7940106942531113, -1.1583607000954514, -0.8283764065816946, 0.039697702553724366, 1.0738811718457575, 0.37819860251841575, -1.1083960388030405, -0.568335495453252, -1.1566748458039338, -0.054851451293202125, 0.6472859412494492, -0.8562904411327019, 0.8773017672729279, 0.3478501413145648, -0.8474440953481664, 0.3174012075682538, -0.16873865328021082, 1.572825997819781, 0.38625568965422835, -0.5432657059990201, -0.3744863664269116, -0.08340774388289923, 0.1819414634033345, 0.33626325130210777, -1.0637037941665577, -0.22497804035025865, -0.006516663887603916, -0.031584200385654626, 0.050213009335983355, -0.4048793344140879]","[-0.4216205006866576, 0.19191168309954337, 1.835503183011611, 1.1846206754345767, 0.38887817465585683, -0.8399457426908099, -0.503057230708272, 0.8431167704980644, 1.1801865634773745, 0.03547590246840091, -0.30984734188625557, -0.17668439515388099, -0.4413618073531407, 0.5463663458198874, 1.0107896091064696, 0.1837483036678376, 0.05895834386578035, -0.9732290893056088, -1.4445713358291172, 0.08115702509586328, 0.8145679025054701, 0.2888389784013295, 0.07240006449303585, 0.7971701958565248, -0.7383851409395531, 0.1400480033107627, 0.34885649554203196, 0.6311574280774543, -0.149987071843402, 0.07674763964050238, 0.5124679707726433, -0.48547284416232017, -0.6098364215415073, -0.5006002085773312, -0.25433437180178, -0.038012009310053184, -0.6427266230937385, 0.1184611790595251, 0.9608266042317883, -0.37577295647029063]"
"[-2.08246398384948, 0.7199137613741748, -1.0316182163249772, 0.30038191678839343, -3.111529927325905, -2.405463793779421, 0.45147523322506267, -0.2173921426084966, -0.19501049908745108, -0.6297178929798458, -0.16072106142161988, -1.3337769320073969, 0.8519767996198633, -0.31008325307936024, 0.3840059274465083, -0.7493080153048738, -0.7242288931020732, -1.9876698580069552, 0.014331669309738532, 0.3706314434084465, 1.20154746792866, 0.1856534941756304, 0.6818835176141065, 0.10098441117244555, -0.24201970589025207, -0.5082365650061031, -0.06707912818178843, 0.6973584671072487, 0.38337819183048283, 0.07227647109192178, 0.5580183373975005, -0.1013192872578376, -0.28358173465194075, 0.9103294138000827, 0.2472643381084502, -0.22491772364905688, 0.811813046210999, -0.14177352176664193, 0.010234262279800767, -0.5969020826885911]","[-1.7327274264606587, 0.8606793113711687, -1.2903556480103144, 0.9590937505415057, -0.8017250486067082, -0.4669884561664817, 0.03062726479811563, 0.4283708550169579, -1.1597416697054366, -0.6161184319402357, -0.011864914644253946, -0.8807582525595914, -0.5238184063332587, -0.6096477796650879, -0.6394401451224686, 0.032209621835402186, -0.5835491546959366, -0.021224279037631764, 1.3524195821251224, 0.2279083533002391, 0.3381779510813509, -0.3915126593219111, 0.27312815624246584, 0.43309555169292646, -0.5677631151625875, 1.1338072867304745, 0.5717801146021314, 0.15902578217712177, -0.12729906683750186, 0.31518053297202, -0.816162579552583, -0.21499650081974583, 0.42029207426871457, -0.2742258632270242, -0.39764043396658727, 0.05720076722018036, -0.608273832364638, -0.333193644542249, -0.46095878485467534, 0.6311836013633287]"
