image_embedding,description_embedding
"[0.10894799208541071, 0.765963028738883, -1.5093704879707255, -0.9818353160723111, 0.5155002388931332, 1.7841046825046591, 0.4065666751379259, 0.28989064160929073]","[-0.44366084029435676, -0.09265265658622447, -1.4967727610694304, -0.3474669033109486, -0.35860458629098363, -0.7384361402805659, 0.2744928562268862, -0.8059446585735531]"
"[-0.14552211926123523, 1.3617660121754909, 0.5692674393847, -1.2317224640968445, 0.8360262742992993, 0.009927612962959359, -1.3122103712030782, -0.8629758486404507]","[1.1642467445100886, -0.5776983027379475, 0.14959202670539837, -1.254894217797124, 1.9962871088378267, -0.248351693936479, 0.5693753343462041, 0.20836803836333112]"
"[-1.3616411952864012, -0.9545851472533963, 0.8973887999559609, 1.9849896221132672, 1.6994523104937629, 1.1170597190660692, 0.6491552350288312, -0.12837722285843664]","[-0.40608666517484304, -1.2513738763385753, -0.832690664708292, 0.20481039953849306, 0.7649069708494528, -1.841147722227969, 0.4811323218861773, 0.14645298939371346]"
"[-0.03027711171157143, -2.567221031706042, -1.1538865338892361, -1.01746217096941, -0.7447579066816477, -0.21653843984592072, -0.33840609381694275, 0.702396129287381]","[-1.126763901834599, -0.3923596787860379, 0.9020198593057184, -1.0957709085040328, -0.5570443726612199, -0.45985286788926505, -0.33899073269868074, 1.7278118972596797]"
"[1.2183209649768103, -1.987038798887426, -1.4002151098470939, -1.7848895144345234, 0.12031260801015714, -1.1806509524183448, -1.4470956124030234, 0.5907357227173864]","[-1.0530263845058445, -1.1132750520229668, 0.4260402764820346, -1.332680045457237, 0.1370519504745948, -0.903124924773385, 0.7688152927096629, 0.029703738771342705]"
"[3.5278707688627846, -0.38870152386611995, -0.2491334855339926, 2.5982332217947905, -0.3110624054998908, -1.8948659287964884, 0.4462610328034304, -1.6164065117933448]","[-2.4677866215850095, -1.0522216157773518, 0.2259847733486506, 0.2638203793175675, 0.15739148322455107, 1.2732778331029713, 1.5708131266032361, 0.6899143526480427]"
"[-2.2298612696063946, 1.6103828158669748, -0.8404179885812223, 0.7464869456221885, 0.02588060762110003, -1.876614584745694, -1.090371952398381, -0.4866027531259544]","[0.9815243133662149, 1.0143254889302715, 0.5377977381479987, 0.15451427888445804, 0.7314975941085253, 1.080156209922997, -0.2352360168604245, -0.10761167446883091]"
"[2.0000397163125636, -1.227938568422264, -0.8401217080926139, 0.01642972164852596, -1.0337013899374132, 1.8924028132026036, 0.6304427677758898, -1.1197891431521412]","[0.22420049343602738, -2.2093921365998193, 0.33665989630913784, 0.5548187128039163, 1.1448847969142324, -0.8089692884703445, -1.1346382869242124, -0.25842115404317223]"
"[-2.2044601477149635, -1.2125749841432993, 0.19578369896268583, 1.096147929014839, -1.7230086517350862, 2.146826895290829, 1.0412676108635492, 0.2800486195734182]","[0.7791823935202169, -0.44983604841475167, 1.3524681043033977, 0.765525838357125, -0.6584042708387555, -1.1104921589762238, -0.9491227089144493, -0.4122741036161075]"
"[0.1721434441006726, -0.23259822949811365, -1.1925843847464466, -0.8899358088597922, -0.18087439304334502, 0.5765248137258713, -1.9201964285431066, 1.8152979044244049]","[1.2524837678730696, -1.4931127416172387, 1.2278437819455725, -0.2645524896433814, -0.3828865021964456, -0.5745858797314342, -0.9488253773501045, -0.017327359761697997]"
"[0.586521748501377, -1.7758302950498215, -0.6192567522207023, -2.2735774120755545, 0.12456891070745837, -1.6328865993037258, -1.6602896527670898, 1.0853449565343676]","[-0.26095043217677344, -1.2025955859969633, 1.2376880918757653, 1.0466581142412659, -0.867617215990952, -0.7614026367312583, 0.8978800770420354, 0.8163153545597227]"
"[2.093309359991971, -1.9899305598842947, 0.33123276254689127, 2.9174904662658436, -0.8748395237988184, -1.8715087759341522, -0.44186970887323584, -1.474337956652472]","[0.2764299770524734, -1.7693886355043746, 1.852664197149061, 0.9865785508173973, 0.2616698931481633, 1.1400476704623865, 0.8367283031972216, 0.3507734347587586]"
"[-0.31237813941503373, -2.519126076591072, 0.7293724080866592, -2.2044544232325345, -0.0879911288831333, -0.9585534353572556, 0.2408210383928223, -0.16426845844272936]","[0.048428193994973494, 0.1610196842719662, 0.9435105806545185, 1.2329694111165348, -0.14422986587179612, -0.8369462201624603, -0.5656617426962343, 0.3105480578376616]"
"[-0.5381410638008125, -1.1460987193492238, 1.6039294700660693, -1.932977522881547, -0.5290516345867877, -0.7018788989949437, 1.3501516769035713, -0.029607689420733066]","[0.7631381241132853, -0.6191692273606814, 2.2387623545622755, -0.25277083754706137, -0.6334175306978446, 0.06675965288261328, -0.5629594212030985, -0.1618640966677382]"
"[-1.7762801400210892, 0.2144524972231121, 0.8407338238295562, -1.1513571324008507, -0.9629558168284339, -0.740151040060101, -3.0815094046661864, -1.8539598341197572]","[0.25960375009419856, 1.0544295568192363, 0.3001723913695851, 0.9012875909107596, 1.3397006139150391, 1.0170888534446336, 1.5202486615777417, 1.7594578823452838]"
"[2.0521479612630094, 1.8498665936146728, 0.09972591623104603, -0.08305689672727078, 0.12993591081916683, 2.0574347497892345, -1.0658070593553874, 1.774748186461917]","[0.9402340123178654, -1.1159640297692717, -0.5284627358497018, -0.7926063252586831, -0.4224012144467905, -0.031002374385156566, -0.6421829045897425, -0.2734170223887087]"
"[-0.6927392399134281, 0.27871756726929975, 3.3245609390132405, -0.4785513165095992, -1.8390817024310515, 1.9805633350723153, -0.46218835433801125, 0.3862892062757313]","[-0.3335262025009356, 1.2074815830133272, -0.39098329875105337, 2.1435059174648803, 0.7940327475257498, -0.8839418353894234, -0.3744006851608281, 0.6451835135853077]"
"[0.7068707249443258, -2.337380508662943, -0.703216420375262, -1.595450016610052, -0.4608853943682735, 0.5409150088089938, 0.22617152604014024, 1.5508266889100535]","[-0.8337028197268628, -1.295818407169288, 0.046429283090116284, -0.2112286701717112, 0.18523498239598815, 0.0843573598295777, 0.9420181066874881, -0.32236223547668924]"
"[1.8370833822708652, -0.729718919752526, 1.2259706096519754, 2.04270044709595, -2.06325967636562, -1.6407167158817124, 1.0058603862377644, -2.1106586461099153]","[-0.9622098802963499, -0.2287515842469719, 0.24029030942986274, 1.0947935743545005, 0.5231253563474759, -0.006274843932968763, -0.5679283295803944, 0.5474174839329666]"
"[0.5943293253075281, -0.23094651678602265, 1.3103959744701945, -1.8156361101042902, 0.8556907476455733, 0.08482760043801055, 0.880183076855835, 2.0514758932941204]","[0.41538741213599667, 0.5214610393961697, 0.39135460270283895, -0.7855106751620496, 0.19106414168399657, -1.2053402479393165, -1.4487965449368951, -0.7301225079388738]"
"[-1.13958036246025, 0.9749947706508449, -0.5538409580983809, 0.73016234699743, 0.47922649321331634, 0.9144930332404938, -1.0871538094089275, -0.7133673507353808]","[-0.2628031541368494, 0.41040348585728, -0.9935943358114512, 0.30843073432177587, 0.6704417062737478, -0.3512149703131434, 0.606508957518102, 0.271213446193755]"
"[-0.6176755811994963, -0.6952943647023189, 0.08110663249103565, -0.6549918019993434, 2.277855196409943, 1.052323816544287, 2.7847738720081674, 0.046295216263403736]","[-0.17766863163876456, 0.9558938968779603, 0.08996564680358773, -1.0902988792551338, -0.07868416177099907, 0.05085159344518017, 0.6375382995080735, -1.8146767039801583]"
"[1.4924007346393506, -0.1998881993655989, -1.4348310347083577, 0.1934383273856247, -1.5676311952356852, 1.4619334397589474, -0.4375856440003003, -0.019318242888387273]","[0.32024738455835705, -1.4973403470866278, -0.18593362983405953, -1.0650176928454262, -0.9804948507080268, -0.3704757543840315, -1.1914391997730633, 0.5388636014279617]"
"[1.530375044608942, -2.539474651699821, -0.44863037123471144, 2.6797049466681657, -1.5033918450816135, -0.7206284149173201, 1.2029939082488823, -1.1780457962494486]","[-0.009919399868228367, -1.8644587008220097, 0.12672828977026976, 0.13397690626756836, -0.15806433851720514, 1.1065009537251171, 0.16848345097679215, -0.35891525228870574]"
"[2.5850511319469685, 2.4739956171545705, 0.3740830579519994, 1.3451817872514675, 0.9769211535640494, -0.007725298996026415, -0.20338665713966456, -0.6669910124846389]","[0.9257234004793599, -1.6521926293903721, -0.8864856687294727, -0.1917368389909949, -0.04740177113335646, 0.2666252429297539, 0.3724686735736219, -0.08064811853521289]"
"[-0.38846472236733254, -1.312498531790486, -0.4486550015499053, 0.2471003687763639, 2.16568557158101, 1.1445826627824904, 0.6735425551071192, -1.0933840536395507]","[1.7453383100448372, -1.3860100466233982, -0.48364783913090165, -0.7463986883837832, 1.1830615869757979, -1.426903814014529, 0.6108482350289063, -1.468751492441735]"
"[-1.1430079320829867, -0.7162432976429127, -1.790355262922752, -2.091111777276556, -0.36638451318563786, -0.7700676099777394, 0.5901287590177128, -1.9642736841751813]","[1.6321144890327417, 0.5546845606041905, -0.09111289594311643, -1.1546492459730744, 2.0312594824008805, 0.06383879906583338, -0.861983424694208, -0.07363843023432717]"
"[1.7860100087302386, -1.0693764527277703, 1.7875510247339497, -0.4091503260228683, 1.3788249426286083, 0.9847662011689403, 0.7081194131348828, -0.7370263024752676]","[-1.2634089610305608, -0.5778192255693774, 1.4112050592957894, 0.13948476182216712, 0.46261430659115127, -0.9050340525907054, 0.39584738212920906, -0.7011416674986857]"
"[0.8606870147670658, -1.1830792778306358, -0.32080393320932393, -1.2359879987989826, 0.27515773598069937, 0.522609818058028, -1.4375801624999216, 0.8450343879538013]","[0.20748770785171866, -0.9101394313851773, -0.23318797127967705, -1.0892899466815003, -0.031333263151995396, -0.9924034640612069, -0.6971249416660307, 0.4555194031452547]"
"[-1.1890182180255715, -0.26365399956885005, 0.6978611333512063, 1.3723170727813843, -0.8589256924708087, -2.0942212354084213, 0.7134977126795936, 1.8396082457277987]","[-1.7173492494594664, 1.0642334999093375, -0.10111217386378692, 0.3061036367121529, -0.4767897194225912, 0.11493171065168002, 0.611104312930387, 0.5750500578600315]"
"[-0.4799006506287193, 0.8426027207508399, 0.5084317955978193, 1.2307520181894076, 1.264431016947697, 0.18087005675211468, -1.3331164622611862, 0.057713655484198455]","[-1.5015191728415744, 0.5787298371293769, 0.5912456299531009, -0.39136108003661507, -0.27871775457850095, -1.0654469179538606, 0.23246120650688445, -0.41221017160102275]"
"[-2.909379062029635, 0.35256352968864096, -0.964581211713536, 0.7057389383866384, 1.5246623181477017, -0.1269619658343066, -1.3226252931238505, 0.2841640206416553]","[0.6288807447203054, 1.0397627497892228, -0.16282751907522247, -0.06425290699767557, -0.9074506587442175, 0.7342310253481843, 0.7030138031100475, -0.13007887992934308]"
"[0.4175169480024584, -2.7306738465618556, 0.6532166255154817, -1.5697957890819276, 0.13723221001975136, -0.5565770356315073, -0.9831079326304685, 0.07832716405410799]","[0.06391317602105233, -0.48555025768775467, 1.459133830175341, -0.43348318669202385, 0.10613212541649596, -1.6631083153175896, -0.7218207669920385, 0.3632548760094237]"
"[-1.8782544187249741, -0.16108995667969733, 1.5177692011165702, 0.7274151941066339, 2.4754000473157074, 0.3870250966949095, 1.574439308114197, 1.0669426411461487]","[2.4647680960240708, 1.3894953426297871, 0.08213091871494768, -0.22212166510957135, 0.2439879796681763, -0.022491008538656584, 0.9060521330450164, -0.5804627233402861]"
"[-2.155556518886813, 0.021703080867263316, 1.5645577474343055, -0.3798117370268685, 1.9112269207131292, -0.04436377904905794, -1.2728329508253957, -1.596430967599413]","[-0.23289501396558354, 1.9827032537328242, 0.7123079011451582, 0.291514425270853, 0.06869451975957291, 0.6671586166383157, 0.025664062976480436, -1.8485479056978922]"
"[-0.3953861287326313, -0.6877952431222459, -0.26662845698611864, -1.8119865666798356, 1.368494830445839, 0.2578119786568332, 0.6952490186024107, -0.4146904468485046]","[1.8696677604197003, -1.7371807258599283, 0.5699068572231302, -1.7372994344648336, 1.077256599239711, -0.8543399007518087, -0.5923775604339406, -0.34584115550886846]"
"[4.614655459497932, -0.6713442323224286, 0.9917548470058506, 1.593386566367642, -0.0077554231742989746, -1.2285934495147495, 0.4893708743450153, -0.7459987780609291]","[-0.8791171050259409, -2.202374821661441, 0.5762565829273509, 0.6852563597286184, 1.1421388710582994, 1.7724535956063854, -0.08203752345235434, -0.4094715012374943]"
"[-0.3612470793568437, -0.45733059794180236, -1.241378704532783, 0.4333007106580491, -1.4751302265381692, -2.3610773482014147, -1.924466762780824, 0.9981636171305326]","[1.3935732518958694, -1.6915612587284956, 1.1508031657320499, 0.019094385133528256, 0.6333051718942259, -0.8910483888308076, -0.10097678989001886, 0.5579515099324616]"
"[0.2423515706576301, -1.4954508487530023, -0.1022445124433995, -0.20834149856899775, 0.5134781058927305, 1.723841046942481, 0.40878570489161237, -0.5371030949048526]","[-0.28004576529409425, -0.796585906578908, 0.5180511877626195, -0.2459120361817185, 0.2385572128049908, -2.1217938728149024, 1.0846853895614614, -1.0267746925638244]"
"[-0.10379829345444856, 0.7670948180047975, -2.842891062137576, 0.4223305212562617, -0.9240110537719374, -1.621156981023351, 0.5627525794788847, 0.33821710577377717]","[-1.103320216698336, -1.0307196311495648, -0.4740980354601592, 0.1604434473358047, -0.46849350913572557, 0.5629984948413671, -0.3559854855046524, -0.5558620643320169]"
"[-0.12833722239369674, -0.45365851601582036, -1.485971926839756, 0.9980119215089921, 1.3966238260221553, 1.7046286789773435, 0.8837791197117237, 0.18772006883110406]","[-0.7381815222224422, -0.8617938694771426, -0.6928537898778672, -0.1374646576049249, -0.9724279932246189, -1.3667744574642755, 0.7557530991721393, -0.1011239634614624]"
"[-0.06335134047195161, -1.6940780915604312, -1.3433151891291295, -1.077114348544651, 0.7560046070891366, 1.0528099111846891, -0.8528059735603737, -1.1035438631105323]","[-0.07613416890343153, -0.17473687216327496, 0.7251481391793624, -0.273543617061866, -1.1374215198975381, -0.010214221466092816, -0.3943610027702621, -0.6655548601498772]"
"[0.8354067570786794, -1.6169935990972002, -0.5022675195008831, -0.21396459446205732, 0.6504570030872556, -1.0081951452761917, 0.1744144694699621, 2.911859275815764]","[0.8309464131222081, -1.3230366881004236, 0.10950562976703312, -1.0549000855163768, -0.44242699798798146, 0.25087926245252, -1.7082256806852378, 0.7042568203640961]"
"[-0.9265397265799641, 1.0108865573861479, -0.36813927594118906, 0.630499478067748, 1.8018423683211975, 0.8616911383934628, -1.3456009915446232, 0.3896818240934492]","[-1.2648370243812108, -0.4423907809517754, -0.1292021819954659, -0.8910523176869285, -0.9379489098187537, -1.5827377976852066, 0.1566147434070674, -0.4759305785278485]"
"[1.1378974796247774, 1.9851412942511422, -0.7854762155292405, 1.2197538457172379, 0.7670761907286304, 1.5259790933054833, -1.1540057771503773, 1.5568967850131352]","[0.7966210325449198, -1.6332229960555766, -1.058724838839868, -1.2140664977387792, -0.5063843658166439, -0.2688331261972398, -1.2367881668782534, -0.22903053551706842]"
"[-3.1948086764931247, -1.502032850757157, 0.0968596417058343, 0.5233266374367133, 0.24751721577144825, -0.7705263020811103, 1.4835808304451696, -1.108073289742583]","[0.42625103944401865, 1.02816556282861, 1.217086447402466, 0.3056255772152492, 0.08499736942719589, 0.9678011232692574, 0.8581010829749616, -1.0728338862715212]"
"[-2.4427679210492554, -0.1601920659735772, 0.09095377960399348, 0.5235334447869584, -0.34993303397759223, -0.7809475225015523, 1.9670450116017055, -0.03517473100595046]","[0.18386235299498457, 1.012160514579721, -0.08326527211284779, -1.0489829754593352, -0.8291907619189172, -0.6899695240135723, -0.22680588245730446, -1.1504627780238499]"
"[0.9856456987819033, 2.3429035164889385, -0.7754827972029844, 1.0115716433308672, -0.07336373936167617, 0.8265007928885895, 0.8729894801132414, -0.9328748788434594]","[0.17845862133543017, -0.7341341198846167, -0.9875400897788641, -0.3206326084717633, 0.7656259466522617, -0.3679794348348364, -0.47653272383448175, -0.9394873326232064]"
"[-0.3066390502283377, -0.8027514685583454, -1.0013703880033, -0.8755839583770293, 2.95514787851344, -0.13870674205089353, 0.5577280829720178, -0.12139842906856058]","[0.590807736347902, 1.2207406151389242, 0.5128167864353465, -0.2863221787204746, 0.9412884509413227, 0.9862889850114894, 0.6073179978074739, -2.231155166853396]"
"[0.41696806495790883, 1.3030285884415491, 0.48728536447877085, 1.4403150727828578, -1.1021579812317155, 0.3547698500266049, -1.9960292287794088, -1.44662615175258]","[0.21772907178495401, -0.8088046966568346, -0.6476495769517271, -0.24873623710144388, 1.6104379735318712, 0.6978917174107253, -0.542203090897511, -1.1388424669414814]"
"[-2.081365296012743, -0.8577435250387775, 0.6417068234829711, 1.9618360427363768, -0.9007204739397591, -2.0091249121688985, 1.5477590706229467, 2.0589708747675477]","[-1.3914232130443098, -0.0037747059984289326, 0.9744387604702576, 0.6181580907132983, -1.3197532178918616, 0.5619171043278387, 0.4435428002211481, 0.2025480276755817]"
"[-1.768281604198132, 1.2231217064313806, 1.546823047731443, 0.01682969969689799, -0.2862025033503638, 0.7081258953825709, -1.4178903744032305, -1.0850286464379861]","[-0.4268286393166106, 0.7418347121029981, -0.5712755311822083, 2.145060715971698, 0.6777148478898855, -1.108812663754754, -1.0476204140897507, 0.9012765055567249]"
"[-2.3338494127579894, 2.809484591021716, 2.150559998687068, 0.15625007961833948, -0.25003123964153123, 1.3961222386263232, 0.0601416514423039, -1.3517669098548495]","[1.793985156666732, 1.3024642817930803, 1.3094279309029753, 0.3608670223419986, 0.27393269672577863, -0.48361941327388447, -0.843868027838952, 0.2364312230756585]"
"[-1.3958001101697668, -1.4532522184475138, 1.1557062728192227, 1.7938693241381365, 3.398911738414723, 0.06039649683142494, 0.7102860285326102, 0.16845147874445976]","[-0.7912532503169067, 1.2206105485574885, -0.31430613523061585, 0.18444860550966424, -0.09006543258410565, -0.35158395222612704, -0.4349298234956321, -1.8333244173186758]"
"[1.364960040423824, 1.3040043675348911, 0.7212976390338018, 1.23565163766084, -1.5215717723673587, 0.11996903366722846, -1.7647239364143052, -0.6337254302230779]","[0.7345276725791157, -1.1034133577972096, -0.37267880149958327, -0.06470818858244232, 1.8192980937434169, 0.4783021061215439, -0.24646739267576795, -0.24939141790913436]"
"[0.8742875669439748, 1.4096755628436217, -1.6483908274647328, 2.1736838355620707, -0.8640342190791699, 1.6540642694818406, 1.452224553374083, -0.24720359187750987]","[-0.20458634231489872, -1.6619546244090055, 0.28495681248490035, 0.3419037988192428, -1.6225511155117134, -0.922732650546361, -0.4136652528995954, -0.5901857178393969]"
"[-0.8011835913664674, -1.2948012287140227, -0.5494144453469452, 0.16417783158393412, 1.2338558870845093, 0.5948833881537262, -0.015042588263217034, -0.6860193500256808]","[-1.3552764985415, -1.1699569361953353, 0.9052261604278768, 0.08250078100189301, -0.03223622531106142, -0.4697062274326426, 0.5989906131484697, -0.881736377403607]"
"[0.12202149197159426, -1.8948606413384783, -0.5542569422080128, -1.2048708450144245, -0.08636104493273675, -2.515571425818438, 0.2688722610739941, -0.2325952412328506]","[-0.17333702377100996, -0.3620806620626383, 0.6676335785161845, -0.5116417104839062, -0.5601449949539913, -0.3374569491334714, 1.4896759171590181, -1.312173419900259]"
"[-1.2734814261377343, -2.518470627394979, 0.11435240059655481, -1.0006815371767273, 0.5574495496287378, -2.227823041146976, 1.7246257875224986, -0.3588110064520816]","[-0.8196041951131411, 0.8923283573067545, 2.7740914304685016, 0.07924756474441597, -1.2819146512340682, -1.2795738636698013, 0.07444337562719358, -0.44514197362406416]"
"[1.6303443464963652, 2.60285785560089, 2.5564677072703894, 0.34045453741030013, -0.2697109753442377, 1.1707587747511865, 0.3904723977850631, -0.541817996873115]","[1.7511286287799568, -0.08453308865259976, -0.6963259659823876, 1.8395923350141177, 1.5386034632238574, -0.7449486294183681, -0.08476106646057469, 0.8008414061341852]"
"[1.7732633623658156, 1.3109574814444118, -0.9117668330915492, 0.8327691454547123, -0.4695814206735539, 0.76029758025558, -0.31906317275940993, -0.45303150219242944]","[-1.0332587775866384, -1.058581578539787, 0.6969580905475624, -0.32721745730276286, -0.08621456700570458, 1.2246003300530062, 0.8296594506784672, -0.2659697787720451]"
"[-0.8770187574606148, -2.537522579569337, 0.16529900931626648, -0.1589911705683081, -0.04041900832668856, -0.47181208236117694, 0.8216116005901001, -1.1319365836117645]","[-0.6218026579320607, 0.30776788890185514, 1.0060169036329674, -0.9091166420723683, -1.018760058527848, -0.7231254683816282, 1.5765240476332996, 1.2693595982053634]"
"[1.37638863948873, 1.8547682080923673, -1.6717218400234037, 2.149812875427919, -0.7866530174835747, 1.374122529350165, 0.019929780101708545, -1.1737622331443613]","[1.1506445866547146, -0.8933101862748394, -0.9059473879182104, -0.1395287102156783, -0.04033048906533607, 0.7579888702746169, 0.7229105278560748, -0.9204148454307903]"
"[1.9996386891652969, 2.105916362046819, 0.7871313490729366, 0.4543160208289923, -0.5358666786747003, 1.4889532592792567, 0.31998391970932794, 1.3913029336477887]","[-0.06198747935277322, -0.8018601799155477, -1.1095806578500422, -0.9983798138883112, -0.4774444404299286, -0.10594699680694676, -1.4198774274805497, 0.1772431369235928]"
"[-0.279895897445754, -1.1844431626222365, 0.9282016059854858, 0.3080336881963561, 2.1030424130136156, 1.5833622395972529, -0.15623997834147987, 0.2410962859010993]","[0.06559073726057386, -0.5775835865650746, 0.5190777474561711, 0.5207056183190916, 1.1429049031873888, -0.7830084939472953, 0.09146398915253917, -0.37928142246963537]"
"[-2.1298570032141675, -1.2490929198561225, -1.3640754728030786, -0.38937565654581063, 0.9805543712034979, -0.7948546303545597, -0.34527475636982413, -1.3964545603837653]","[-0.2246447190272646, 1.8761063935980322, 0.6273609117512773, 0.4580731237104723, -0.06588796809848345, 0.9549930048629581, 1.6795927056183566, -0.9107588231952728]"
"[-0.7904219934652134, 1.249183919495172, 2.1977094479848636, -2.0144189729754474, 0.07944339046401885, -0.6418536576720855, -0.10553589266909931, -1.325560581739898]","[0.1055061221757095, 0.9307881765218754, 0.15268291429669698, 1.4377275882574445, 1.9092577755415927, 0.07571835089874719, -1.195343148456655, 0.3549263968135794]"
"[-0.9696357932025841, -1.6070000536350981, -1.9170533957497844, -1.0462267338164286, -0.5277999525798598, -0.27392621225222963, -0.1330115972146991, -0.47563552477904136]","[-1.4523853736697327, 1.4793812314496337, -0.7286213429877726, -0.09740750805400197, 0.1140929079713764, -0.0764570311887801, 1.4855340227984355, 1.6838705775167653]"
"[2.422704568350986, -2.343524025612646, 0.17934481878179895, 1.7705368949458493, -1.8959683067996072, -1.839345279960992, 1.2512380073436162, -1.5087821544342435]","[-1.1047666068970536, -1.9124351786033897, 0.372163505274725, 0.5786192922766362, 0.8496119751307548, 0.8432347109684108, 0.59407906842717, -0.03515379882453661]"
"[0.2696553199140268, 0.08562063992705787, 1.775995975446191, -0.3834846796175108, -1.7587032491334498, 0.03445971826155646, 0.10036368472380568, -0.9780009996900564]","[-1.180902208406009, 0.40952147433848873, -0.1704203400958197, 0.6599028888815226, 1.786904106696886, -1.162996294776373, -0.6230282648253878, 1.3696936394368826]"
"[0.3047742685013836, 1.5490765288680448, -0.1309024547255681, -0.5156145647938454, 0.29924724963251415, 1.623578756237204, 0.230997311758724, -0.541009485081305]","[0.7961273494208875, -0.03533896191139316, 0.5770482720544298, 0.5415455045584602, 0.5850537517086736, -0.20935189326776676, -0.35511858276771346, -1.2552921885775232]"
"[3.5805102088457423, -0.8324946806898791, 1.6147917575870783, 1.9135748076631651, 0.06508442171675201, -0.6654536017010155, -0.05274075420656926, -0.9087706564193141]","[-2.9687282112436106, -1.4376166119257263, 0.03576083645033777, 0.2850779592519864, 0.5514531732585993, 1.14730798211031, -0.18493134405466816, 0.09778671535820169]"
"[-2.6854327031872374, -2.319338716502709, -1.1462623904101004, 1.225202364857749, 1.2988036346218292, 0.5261361647633896, 0.09797204924821225, -1.071531650486592]","[-0.7348031116506338, -0.1701891071000558, 1.711842222433961, 0.387824255597815, -0.8788552884361779, 0.21438464167690519, 1.112541133664166, -0.7219131650165725]"
