image_embedding,description_embedding
"[-1.3084772599099315, -0.8847348650526182, -0.859487578237848, -0.2863144342081925, -0.8777803983746375, -0.5094435667341719, 0.491955741173246, -0.04312478867265971, 2.994151963595046, 1.470470399466455, 0.3571868685128075, -0.5089664008725969, 1.92986401868239, -0.9449361147674474, 0.24295217471207942, -1.1513334342308406, 1.4606433562051577, -0.5041692241661493, 1.957815784894059, -0.0698326781812266, -0.06729087415013968, 0.5936794231758025, 0.46176311412360876, -0.7263260328179442, 0.25907893281952443, 0.5037820831938419, -0.18023168941654785, -0.5914364543644277, -0.1609214478197198, 0.4711343799006558, -0.3446327721658043, -1.9930069858205284]","[-0.6962931300423784, 0.7385319754214127, 0.3703371035475957, -0.4269588146906244, -0.34928193777555133, -0.472563065550821, -0.7389462394053566, 0.4200006187458043, -0.8746434651458862, -0.14953155264588636, -0.43018609195457475, 1.6285189943107432, -0.18669385231917104, 0.23404214705840043, -1.5256363721615298, -0.7280145577195241, -0.6097925544097956, -0.3865112533428625, -0.680342994864034, 0.8244700189225656, -0.73434416185405, 0.13826638784447876, -0.44808037891679636, -0.03478762860415171, 0.3474095294081254, 0.05095513727383302, 0.4743440780397771, -0.22528741242383096, 0.4854788894646259, 0.03361864904509297, 0.28124416587568485, 1.0042820274067796]"
"[-1.54897960090427, 2.253855314096493, -1.6449047492794342, 2.148359580607551, -0.873413939495049, -1.2577305883949954, 0.1331184125459852, 0.8822527548893183, 1.2935655125829648, -0.31659445943409487, 0.3389768484795557, -0.8416206412905783, -1.561460226626715, -0.4143252152046774, -0.65842104545836, -1.540510886141063, -0.6997208655657887, 0.4391414640034886, -1.6370700748163132, -0.5296313044207299, 0.6549396713137483, -0.1594509940341062, -0.4338967703095938, -1.615905565642186, 1.2296241418556269, 0.04806950143233914, 0.09258125265478144, -1.4841567856857854, -0.41385572649854535, -0.15201843745041047, 0.23987826937276366, -0.42486069576018815]","[4.277870429167902, -0.8802154202386233, 0.2488681318637516, 0.4380196224304319, -1.0293596058700092, 0.12683861415170514, -0.39067526802321534, 0.31122079512304, 0.22313032980819797, -0.37549204957515364, -0.394747039735929, 0.4407224262027399, 0.23129118175951108, 0.6782133173624654, 0.4582209705824407, -0.3624806135738858, 0.7398623577515436, 0.17192153645137204, 0.5191247316363756, -0.670759756416179, -0.8797634962405351, -0.997494759686069, -0.43087255327101226, 0.4841349239753922, -0.1239994976849422, 0.8414564002510765, 0.0884155738851437, -0.23918996380784446, 0.028216871179788557, -0.4200534574978072, 0.05721206076301626, 0.3900925774215087]"
"[0.108948048490817, 0.7659773734901405, -1.509357990508678, -0.9817978116886398, 0.5151463294474882, 1.7843924266927114, 0.40688325398056785, 0.2900175839191818, -0.565332906298903, -0.742052880690071, 1.3162056629176921, 0.7125023912280678, -1.311577890416761, 1.0248459869696582, 1.454246597533543, 0.04479826188862927, -0.14067884437958167, 0.5779309071395937, -0.4228002261303835, 0.3484715070495183, 0.8039413028654585, -0.31498610225162726, 1.3057061055576669, -0.9248979138726784, 0.5944520413582338, -0.5621143986894681, 0.2967894924863728, -0.3113641283188915, 0.36326112158907625, 1.0307555975827045, 0.30909896181655894, 0.47053855760433594]","[-0.44365429985622185, -0.09277724250466263, -1.4963295338689577, -0.3472604191930304, -0.35571365437915925, -0.7376249512345094, 0.2818714715958643, -0.8337604460161089, -1.2813455857011273, -0.16178599172655264, -0.3016442268508634, 0.6161815403070832, -0.30587040627619644, -0.36435515338386826, 0.35119491757563065, 0.6577100004647027, 0.6460292792286314, -0.7004674454972885, 1.033089584871226, -1.384571756522867, -0.19714034063878982, -0.9110786543206674, -0.3469545299651292, 0.26397968119796694, -0.06714446291584904, -0.5426262636070348, 0.3445355206249141, -0.4931559961136214, -0.8429299317609407, -0.17200265305496118, 0.1221674955597267, 0.13865248753120712]"
"[-0.14552320701386545, 1.361789902474743, 0.5692153123755599, -1.2317267519081592, 0.8357779590793074, 0.009934873872091573, -1.311013050549902, -0.8623865102979219, -0.0034776350088524593, -0.27971076837919984, 2.2346043389973147, 0.1175367681505014, 1.3377062297193427, 0.547545345286628, -0.5047378786462476, -0.33958766164408144, -0.03812153379765581, -0.3944917202002262, -1.2733605584518084, -1.47788918340038, -1.1049737697812239, -1.6091679080762196, -0.6815104784258881, 0.19354243837913107, 0.0010417586729474934, -0.6291348011981267, -0.10309900833984957, 0.7346780958324372, -0.647434974670198, 0.45145622413429987, -1.436821757363465, 0.17126717388298432]","[1.1642677064279912, -0.5779173068938503, 0.14974954481828387, -1.2543941358010355, 2.0044518161662013, -0.26697507548359084, 0.5492051948237493, 0.21847773739897008, 0.21756767161651627, -1.1814704577677992, 0.08316295894936768, -0.10853709417372805, 0.29174677799405513, 0.5902300233954209, 0.8924578825690808, -0.8743231464034681, -0.09321706769120969, 0.995297079759037, -0.1850196994206077, -0.19744385023786074, 0.8607817120299294, 0.42750899808642484, -0.6150366855389382, -0.31730501407490874, -0.5879427625852055, 0.5507249672080532, 1.1898960099937907, 0.16914306043588087, -0.9309979911202885, 0.2595820802408553, 0.20558428776576443, -0.24100474762529517]"
"[-1.3616398421039204, -0.9545948063018075, 0.8974551882826164, 1.9849665409653554, 1.699537631184294, 1.1172491406227507, 0.6480727806662427, -0.1325440452350621, 0.19224459583137118, 2.152964026336005, 0.33145850985905656, -0.7668312139558915, 0.09211304205593751, 0.5381447710325146, 0.4170724519810143, 0.6792841986518091, 0.18823433848119797, -0.3515847180664355, 1.2165848783326785, 0.45871767101726985, 1.0610870066785494, -0.12021492774714682, 0.5891025077668761, -0.0043630597316694645, 0.05186536464952946, -0.45539056236887765, -0.9465019007160638, -0.15568643132021334, -0.19050431439279944, 0.20056314392228988, 0.06070809275576001, 0.10963091467283965]","[-0.40608542709119183, -1.2514046363035365, -0.8326895008229209, 0.20494219109961628, 0.7676780734361893, -1.8459828200155306, 0.4867845606373354, 0.15230862696799757, 0.15539193990187614, 0.08315922310174116, -1.4852629760132219, 0.33001279868300737, -0.21042660270641095, 2.02975230036036, 0.7076918047986476, -1.076645709443631, 0.33989381877013614, 0.5391527137633605, -0.4598782947253995, 0.2039281488004277, -0.11159391259913791, 1.1122856986072818, 0.5328039330956956, 1.1245583473468554, -0.06788324513647256, -0.7417159181956868, -0.09161231683399941, -1.1317868465815804, -0.007500324547899281, -0.4908841484639291, -0.5384724046316118, -0.1501761092000889]"
"[-0.030276796055508044, -2.5672144435187803, -1.153905901835024, -1.0174239843941992, -0.7448779839551806, -0.2168050412939763, -0.33764038565150073, 0.7053673476403393, 0.2437406798981787, 0.958817789439641, -0.8527161271470065, -0.032597767607966156, 0.7136322702830394, 0.6727948900140391, -1.3417006094239627, 0.9626995419123404, 0.07692569193017404, 0.8060567891483781, -0.11392284430353054, -0.5206531556775054, -0.2726085878986262, 0.8344814472268891, 0.6629401827704186, 0.023017982254489543, -0.9452304163512473, -0.2629387527748515, 0.20983181183803307, -0.11243818345121928, -0.6507891552957852, -0.08927941246138191, 0.31626055607836834, -0.03793052964161617]","[-1.1267416470277498, -0.3925271397014534, 0.9020858412946764, -1.0950422418503991, -0.5510267369630637, -0.48015755621111533, -0.35826773356181196, 1.7488058596218876, 0.47952965266882513, 0.5236219302488007, -0.4660146154471408, 0.12970306342706267, -0.01881242269269865, -0.4779810817743632, -0.44979704128322373, 0.44448752582305506, 0.8049395891996929, 0.39558051402807565, 0.6733321376497758, 0.3799020486074918, 0.9177751043332701, -0.3377539899162303, -0.6472190184256894, -0.013507159864161535, 0.2697124971033751, -0.564249942327126, 0.37720379827141043, -0.7503056520172332, 0.6460570617154574, -1.2336322265109392, -0.23290225970183195, -0.3079050806056809]"
"[1.2183211930658686, -1.9870220181524016, -1.4001974931193022, -1.7848420318560119, 0.11996555971526046, -1.1802505532668668, -1.445818161882841, 0.5903653249287717, -1.5741034885867347, -0.49607551287331386, 1.0337028097232785, -0.9296925628800321, -1.3079065648150883, 0.2888102365312863, -0.9575535954375607, 0.07379244073397433, 0.16737578504356304, 0.3538505311296983, -1.0054446314817709, -0.012783200770172597, 0.7172082516096303, -0.06058898900404143, 1.1038438020375405, -0.1713020992335703, -0.020418374622121933, -0.8133980309433103, 0.4082095912823151, -0.2174738349286687, 0.20221899994941786, -0.17546316263596978, -0.8243893489870174, -0.371573146228423]","[-1.0530186863695874, -1.1132642865619466, 0.42610283888731787, -1.3325891718996328, 0.14299362469834384, -0.9154891838789012, 0.7628933536502174, 0.03511111769691895, 0.5121970847859267, 0.48518910602115844, 0.3310220230577927, -0.7225993767617659, -0.617247756691521, -0.9921351784266488, -1.3059396014519715, -0.1527758026985874, 1.1577315737513132, -0.459264372483318, 1.396269730574819, -0.36429185882655823, -0.15516784152769084, 0.3768609182100224, 0.2737960595207734, 0.6499954806617558, 0.33026241987204363, 0.29663896581202753, -0.3838645754359709, -0.14019779516162834, -0.1697052156572237, -0.6044085481764405, -0.16419105794910524, 0.37343161198530206]"
"[3.5278698152509174, -0.3886885198157528, -0.2491727885527634, 2.5982390471375423, -0.31111507928039245, -1.895163884166431, 0.4461265304672046, -1.613624674610785, 0.36116442890583084, -0.2571866315982427, -0.5949176112020426, -0.6684656406915275, -0.024302466759034747, -0.4561070746611238, -0.3507602230531204, 0.3199722878621251, -0.20831861351696387, 0.9207711261444426, -0.34465838225353157, -0.5075389264390399, -0.4184144008149065, -0.49084592564379026, -0.10713203965485268, 0.3769623525203655, 0.7701978449336132, 1.0724575565709396, 0.34562011556242983, 0.43913530897911734, -0.9502439059314081, 1.5560168205091183, -0.2923132535348937, 0.1059752092767589]","[-2.4677962273480962, -1.052151209901572, 0.22603901786588282, 0.2635923929349794, 0.154822691521563, 1.2872803349424204, 1.5739280080094067, 0.6735882209607003, -0.7453449825383097, 0.10283902155249731, 0.022693569001140026, -0.0327596593609227, -0.6222988487847733, -0.4268075770892358, -0.28358335204150065, 0.46205441088579685, -0.5188140161451114, 0.14682711657258257, -0.5668435063140222, -0.625023884834937, 0.16843919401220658, -0.5818630340721024, 0.10179935920393626, 0.44404272211874135, -0.15088889029834376, -0.09065617025632317, -0.6006632769221856, -0.2920733304262539, -0.4741052685046013, 0.44839421817870806, -0.740341446607357, -0.19920598714845736]"
"[-2.229860072254915, 1.610372292281279, -0.8403738194541855, 0.7465074371030394, 0.025907793569025162, -1.8761069141093023, -1.0889759484368942, -0.48702482179425993, 1.0125375059585466, -0.7093947802881242, 0.9877423318464619, -1.2228993133585684, -2.137219522731579, -1.5837894165754718, -0.6421032486354653, 0.195474593285953, -0.7902486362186618, -0.1333167739073093, 0.32391600081848065, -0.1338866856145553, 0.21444777368234344, 1.1162962742916134, 0.35959670961638346, -1.2335374721312191, -0.1529564068595801, 0.23196808323014928, 1.3511098885726076, 1.0382209219812228, 0.3109369654584751, -0.1785171868114027, 0.04798578266892993, -0.06971334113139432]","[0.9815138778706944, 1.0143773961499525, 0.5379211282666199, 0.154183382903973, 0.7239967346489115, 1.1040854016759658, -0.2229052781926799, -0.1139450154583284, 0.40047448169937905, -1.284505632771705, 0.0012909602156340328, -2.2646474615800916, 0.17970463074344564, 0.8820835438280346, 0.20063106218120352, 0.6812253277380456, -0.14800301329542936, -0.14021851844259456, 0.22609797844591353, -0.4758699229992624, 0.11480304391120215, 0.15719209827325448, -0.13208326708517595, -0.7322904523812149, -0.15146730967211108, -0.3274481602618351, 0.03300728534207427, 0.09866655834806116, -1.1015925424237225, 0.9914461957323444, 0.1493672748567965, 0.2942917812937935]"
"[2.000039914753666, -1.2279264404812413, -0.8401012387099711, 0.016467351330583076, -1.0339520989151105, 1.8930639332972532, 0.6319714514006247, -1.119838344565874, 0.7087968080498048, 0.8699192933378588, -0.3958951678347779, 0.20426872621460102, -0.6135791908017899, 1.2393840925993296, -0.2915504478790806, -0.03970383031903316, -1.344714161907879, -0.14827479857021217, -1.01010927133769, 0.08060677428539095, 0.46976244065262807, -0.16784683200767014, 0.6428149356969938, -0.8330417327285846, -0.06615647254489122, 0.19545024830328983, 0.4709707474393848, 0.11343593157955632, -0.005587489804780949, 0.3726218383917983, -0.5072401164088157, 0.24694737883228318]","[0.22420061814682593, -2.209413178429369, 0.3366156660470798, 0.5548760579302695, 1.1429971244887738, -0.8054025172146226, -1.1241008734685092, -0.2679973041892495, 0.14099742013797306, -0.7121939295162255, 0.29754358358144445, 0.4963908127714757, -0.43108625979614396, 0.7258849323001005, 0.184925191727798, 0.651924016079892, -0.39429569765630784, 0.0878083632225825, 0.09685545050972774, -0.26475501626418313, 0.2256633998230263, -0.6574213676084861, -0.11578244816706519, -0.9119501220549368, -0.08114135939875948, -0.4078296582441467, 0.10706351561931796, 0.7199029537229714, -0.27082445569190877, -0.25172369693261526, -0.4827912941430928, 0.07042283851330011]"
"[-2.204461032124182, -1.212582863696903, 0.1957209067995538, 1.096143375695374, -1.7228213150789973, 2.1457977535626225, 1.038946036790647, 0.28406756412965767, -1.519928535942673, -0.1637630665643989, 0.18308872914228963, 0.7192504918693756, -0.06618843812455523, -0.033933178837259693, -1.1339017332202619, 0.029892750336195137, 0.11861024091531523, 0.7163999029400702, 0.5656163515743959, -0.21851375662869624, 0.054814859379801205, -0.03317702437752876, -1.2250207488460358, 0.32864342647382305, -0.5026345016536491, -0.36362052361672814, 0.6937954266173968, -0.2096738900665111, -0.6270092403679597, -0.705203826092443, 0.6710871721608799, 0.4543346965923906]","[0.7791720056569257, -0.44981615729723773, 1.3524217380887493, 0.7655033374871029, -0.6633810687598996, -1.096803282218001, -0.9321994431517621, -0.40731589549856506, 0.5918363312482291, -0.016878192324416175, 0.8667510882359607, -0.6970217801153646, 1.030282021879992, -0.32460276916864833, -0.5272274621780861, 0.6265229619852482, 0.2831785017447845, -0.5133174749256982, -0.832262940940912, 0.8736717831891688, 0.15306396229224534, -0.28469278657015346, -0.4774301049105794, -0.30846035474911465, -0.5985699707994926, -0.9388404666570525, 0.01504608290366834, 1.0796434797288295, -0.33959605618812305, 0.8093750522990737, -0.007373412252843602, -0.5030093712168173]"
