image_embedding,description_embedding
"[5.596702625646744, 1.890534134871016, 1.4792146935088089, 0.7766848375610206, 1.1136120223741408, 0.7844800912629986, 0.9276214659957883, 1.0792557015555477, 0.13493516432329852, -0.274251602371757, 0.3291628868762612, -1.110826847667602, -1.3761516729441396, -0.17945310089194758, 0.49009159100865796, 0.7456960312270364, -0.20816045110556566, 2.3887494768917366, 1.355257219257431, -0.03657737335797099, -0.2844467139829811, -0.03264281288808885, 0.2519445738121003, 0.3715256541361388, 0.7230406347201969, -0.43763344844032953, 0.32417667797739647, 0.3648942262428822, 0.005282459812937074, -1.6112993062566043, 0.06324349262714259, -0.4309253429190869, 0.3684753449835126, 0.014161643854152027, 0.014881590507039983, 0.5402242179522184, -0.9297978653754523, 0.23456780907783534, -0.25795024887841694, -0.18256521691850067, 0.5926779073778946, -0.1996527633883637, -0.024861239208702857, -0.022509360382337314, 0.5161785068070049, 0.0030878192065097953, 0.5170088041215379, 0.1678682514473013, 0.13860177393424045, 0.6484162549978439, 0.40569558944940803, -0.04935373722430542, -0.6932381011675854, -1.086822425956587, 0.7114427891220639, -0.04475337292015182, 0.5246788422917235, 0.38223110451804887, 0.12854913598715642, -0.006803705412787574, 0.06160659045462839, 0.8499206346154998, 0.04697242561776786, -0.008265525001778276]","[-0.4116190648663175, -0.8476135104129501, -1.6262390584759199, -0.783919607029748, 0.3984992624556253, 1.3840642399943892, -0.30688216018952325, 0.6820339966805682, -0.23521511114988627, -0.5782890936531659, 0.5818464860102645, 0.8952349640876273, 0.8670188824769285, -0.6523867249872841, 0.32010432536277106, -0.1328491705462807, -0.3042562913312421, 1.6607310299158846, -0.07745047645206872, 1.022287490328423, 0.37814982583280143, 0.5060404807003097, 0.08266173659333276, 0.17104435905291526, 0.19247429479717404, -0.3781506479429182, 0.19956691587335312, -0.44717096802376083, -0.4148022027289209, 0.796158878155469, 0.22064142334398723, -0.18161929027145607, -0.5821025354865627, -0.21071947737688293, -0.13023633535544596, 0.17685154363299496, -0.48022423395361374, -0.2256586697610662, 0.37685037535939164, -0.08406102117870298, -0.09852160954017937, -0.4159483493904615, 0.050040584603323765, -0.8169832522976062, 0.6547636116276602, -0.2729998204368257, -0.48156664185999254, -0.16183526679489915, 0.29046665343124106, 0.28644189186710517, 0.2290787709305219, 0.2178522639887538, 0.5314152973434014, -0.1462087927389666, 0.13025441743438707, -0.21712017943284975, 0.3913345184857448, 0.8638841061816624, -0.30563098311925707, -0.12389892028040984, -0.19078989830519238, 0.13369473281079888, 0.11063860238024242, 0.07806874382703739]"
"[-0.7822612228622786, -1.6028005951389221, 1.2138585375699507, 0.6904356741566546, 0.09481201044684062, 0.9200066053655952, -0.3884840052051176, 0.931891908637272, -1.4841476246571985, 1.7616472043094078, 1.2590235529260225, -0.4091646826636798, 0.6065686888281683, -0.25502670265194244, -1.6570766590458168, 0.10880181330727226, 0.030356772933542737, -0.2519882105055396, -2.118784427740482, -0.08083814477250183, -0.4496859542122647, -0.10798420697459349, 0.27257055805686925, -0.43601772176951503, 0.5746593671843448, 0.25480210992294366, -1.0653727262398986, 0.39818827029134024, -0.15733413065282653, 1.2271546891086125, 0.14242891046683337, -0.7054364833524128, -0.8853921186370629, 1.5705982338474516, 0.534595088409922, -0.9269915142902015, -0.8754140869628574, 0.9211981198069098, 0.10437058790583417, 0.34132746817046106, 0.045094506124493776, -0.1272329150707454, -0.4926585646782721, -0.3937425718357846, -0.5129088728282424, -0.2847558074632943, 1.3424770487570041, -0.4041029949438201, 0.09520443235281348, -0.5191848857787923, 0.036340392179508164, -0.406716904697614, -0.5970789194840074, 0.9852207298539757, 0.2228639763865639, -0.4937948466602893, 0.147560434961812, 0.3299684834551362, -0.4925882705496006, 0.6657030567330102, 0.0865490821256464, -0.6176570804016388, 0.2231181400917012, 0.2984038590845294]","[-0.10444706899001867, -1.4914593733946486, 0.4766650358908461, -0.3569795354144817, 0.3354629055354466, -1.1436055900130957, 1.229988447585649, -0.7152835612641331, -0.12287914312401013, -0.31765912704924154, 0.4704265825062751, -1.0124182249202183, -1.7753574942436534, 0.6289199123730017, -0.36843209069495136, -0.031067684418780245, 0.973778545930205, -0.7174480716818693, 0.034086287760440585, 0.20638270084927143, 0.6549087280502618, 0.2513941549914685, 0.305295704256354, -0.6470291351832468, 0.10738232664363102, 0.026023565535247463, -0.8324940290848666, 0.19011403653091027, -0.5327989838354176, 0.7276349663892098, 0.559947583579576, 0.4017949643104468, 0.4899073598830478, -1.0884734276819021, 0.2303481576893245, 0.36446213400360844, 1.4110597182917815, -0.29393031580027584, 0.028862436172051923, -0.4139096774089324, 0.11576287037753857, -1.1007584058765905, -0.26457103907622087, -0.1839985908230852, 0.02412521023786803, 0.24508557532654704, -0.41083394026197045, 0.5236226658251774, 0.27104739522812094, -0.07649185847648225, 0.27623010302150053, 0.19252106734547642, -0.6041782611445459, -0.29774918413818235, 0.2996037551393749, -0.513793743178682, 0.08798856980051538, -0.41048640198967223, 0.07611950793788406, 0.07250782350734343, 0.6679526989850261, 0.3241329525047934, -0.22626720881974532, 0.34840731490639415]"
"[0.1881248569529774, -2.5603193042900516, -0.7137933473299084, -0.15004280472529857, -0.734825544988122, -0.7764355011161438, -0.556571531375018, 1.6534278653391463, 0.04298787876211489, 0.34260758364106597, -1.0392501039116604, 0.5561434458780308, -1.3638279419568753, -0.7230009172624777, 0.2320786722964837, -1.0743475339406745, 0.9664812629771417, -0.21805725399222056, -0.832171174698476, 0.10605719757863476, -1.4520992292230905, 0.7185619220237622, 0.23021503941022312, 0.5989462374522322, -0.2416900753433335, -0.7753237206134106, 0.7000878096326708, 0.024292605295368808, 0.39125335107893106, -1.1212781814234327, 0.8487031858560256, 0.4580174684940168, -0.30533593146030846, 0.7317584027004967, 0.5027705832146252, 0.26152223255732454, -0.33841208443312637, 0.5938604491653005, 0.7102591963079464, 0.07027012941556916, -0.1989716382571377, 0.6260997491178656, -0.23279867345976632, 0.06327813721292895, -0.4128173261123353, -0.6630050110396527, -0.18681167139232357, -0.048387496770756946, 0.34951616319432816, -1.1052256652901395, -0.41432681001068056, -0.3466398381206912, 0.613502952655808, 0.21276261697242718, -0.37352701664884186, -0.08775440957892251, 0.3206869302539752, 0.2493017221812925, -0.606684996942644, 0.2034789895913322, 0.1991432233784941, -0.15656767671944763, 0.857904551902986, 0.3415260516206193]","[0.7173977945433516, -0.9226866483555242, 0.977141128444739, -0.9053030553298864, 0.2590271632107993, 0.6122662865566558, -1.1615235110296094, 0.6090394541393157, -0.4008950085364146, -0.6827497083041469, 0.08477258847765583, -0.12832009083921742, 0.6309442327659779, 0.36060430080483363, -1.0627543706514808, 0.28212526902320484, 0.32268418177839725, 0.16618106677715969, 0.6857396242782118, -0.41186434884999645, -0.35114121485782285, 0.21683445432839055, -1.0345217161939015, -0.7109113869281845, 1.105197741104796, 0.566742895731746, -0.08221621702115056, -0.5953656961333547, 0.7374629201758203, -0.01290218123622259, -0.001561618420603554, -0.12423264531366007, 0.46529216299624043, 0.27843596453881914, 1.0079023223658654, -0.8809122523556572, 0.08262548052423077, -0.7644900193903718, -0.3796587793293902, -0.3115460402400157, -0.3140044887553846, -0.08314715851262142, 0.09222270248107296, -0.10659987096064161, 0.17425849311159294, -0.024316554005780082, 0.15352824778733395, -0.024277521167518048, -0.08502673083477898, 0.8346785296474419, 0.5629647786123513, -0.19619054278196849, -0.20942600740595468, 0.5357756209327335, 0.20590862971404608, -0.35838997370719544, 0.23684344300365454, 0.3082834913425229, -0.5069721313060693, -0.5961254239559635, 0.13007558494592375, -0.043190514519312107, 0.2623942388914459, -0.8758822528483456]"
"[-1.6787539170081314, 0.6361616521972597, 0.2237205624794604, 0.286763040118133, -0.6942182303086891, -0.5014658767571728, -0.6029838872026602, 0.5770159371844326, 1.2539185350295532, 1.2809692885922632, 1.137285896562092, 0.7361212210338492, 2.519276374968842, -1.4396735301445345, 0.18041428353485167, -1.3895444311070395, 0.27328477616226066, 0.5029741203621012, 0.44909722250545264, 0.7599689290972064, -0.18299984164331398, 0.3380258222139236, 0.034866050462030736, -0.43504721255415807, 0.8414213189203605, 0.22966413137535524, 0.6421767669184515, -0.514694369627409, 0.8409570293210852, -1.0937262782920485, -0.24249990627311105, -1.1458941948689902, 0.9046486756607033, -0.6435961228825374, -0.45844203385591115, 0.16298493093220962, -0.22593574008068637, -0.036403655448588604, -0.1560013620655935, -0.027165128136962337, 0.24159645975661687, -0.292801893917598, -0.736875466528607, -0.7405182376722831, -0.5193741201872288, 0.4751838627494609, 0.053659328873866964, -0.4216366266437165, 0.062031503365315516, 0.46128572660054545, 0.4577106887556387, -0.3459945483910808, 0.15602038741867194, 0.18839372082583355, 0.34278004489107744, -0.9231614913084099, -0.5040658313426206, 0.09499112281038193, -0.20867689414504892, -0.3374496102771715, 0.4827707994850653, 0.051548775356780235, -0.29449026327519967, -0.4263064969066162]","[-1.3315128437788775, 1.1347765368992968, -0.6470446536251006, 0.5385979704809609, -0.8598942500638889, -0.13528447067687774, 0.25041209453078306, -0.07451616056278479, -0.3027158268444377, 0.1534538144891257, 0.2601504566851729, 0.7624100109449072, -0.1634134714792019, 1.0638271023299883, -1.742874104739533, 0.2272156525126876, -7.586075258243263e-05, -0.48753042297835375, 0.5808442757668041, -0.5052030764189104, -0.3748568169198914, 0.4529943429705355, -0.3425011716686238, 0.22508576171132152, -0.4988178746812557, -0.38113621080777926, -0.19697309325170162, -0.6204152305070332, -0.30761811659955757, 0.8492486731036785, 0.1761132022112367, 1.140618276787031, -0.5369897447883526, -0.3318048938837597, 0.20627736420348633, -0.17874763267049296, 0.19046774722608054, -0.053973264026520466, -0.4901412201577278, 0.13557707676505762, 0.30417740932360354, 0.6433713602876686, 0.21296057609527103, -0.016797649995733462, 0.17954454905680708, -0.11696767154978378, 0.3098424082228061, 0.1449970071526078, -0.022499472008818834, -0.3198534216993913, 0.13718720789578306, -0.542018013026278, -0.5865335879717444, -0.7643911069638026, 0.09462743451224497, 0.027510136823298878, 0.034440686210747765, -0.14603102935558424, -0.07491118353733398, -0.27468368659599074, 0.02020908995967841, 0.5774462203303345, 0.04834120284555631, 0.031993081488446345]"
"[-1.5844784466713562, 0.83238753497934, 0.24666351229727648, 1.780045322365071, 2.8607977337576527, 0.1540003743548507, -0.7000431919832565, -0.05220242341287476, -1.4752370865491315, 1.260356735514208, 0.809188107147585, -2.0234739035586817, 0.9076246622295377, -0.15866296745701083, 0.030506488259091084, -0.7391211005166937, 0.054773489047576465, -0.14238342768782733, -0.21926549022498737, 0.12522827022728217, 1.1332958069851788, 1.5042793263567273, 0.35955675980492907, 0.3460407090218, -0.14583668174080788, -0.1497601209740436, 0.13202490992524252, 0.5039858484773195, 0.020752898066807742, -0.35704144089168177, -0.8137926682751725, 0.37763572684219526, -0.9089104066731533, 0.27394797080856964, 0.6459627343502099, -0.5035041167192691, 0.5186049561180913, 0.14013350830407065, -0.3075254998406985, -0.11461606234498423, -0.4103447417174274, -0.06517617285337354, 0.008131068315709427, 0.3280663170384219, 0.15456633170880982, 1.0380286906369622, -0.41818543889803467, -0.3317086960705834, -0.5753223291995119, -0.14355820391620056, 0.7733691081794904, 0.1383170177047489, 0.20965684337639817, -0.45801218553755646, -0.30974659195926857, 0.03818427265572203, 0.607924827749622, 0.6600228923295335, 0.4410010495686213, -0.10532466319874649, -0.6875458994204431, -0.5625665209247914, -0.03744352038756226, -0.23987567901449]","[1.4300312575497607, -1.1571021443613645, -1.3350279657496025, -0.44626399419373836, 1.3171304086051832, -1.7550187404216868, 1.1599222586011486, -0.8044384535513877, 0.24148818231330363, 0.24786874370745848, 0.34997504275382996, -0.06367915802262383, 0.5195829525930235, 0.38693187590292927, 0.13532068312326648, 0.6622721747537201, 0.9377303835741292, 0.47230667986293373, -0.5381280451737445, 0.444219068897739, 0.3302822929386653, 0.2395251389330235, -0.11405114063128738, -0.06543757073887106, -0.00624083398604326, -0.3941944388740018, 0.5063959185964507, 0.2321473241273292, 0.25681940182855273, -0.9305865191465242, 0.021568835271915696, 0.23263869599050332, 0.5487036351912451, 0.32904136844948406, 0.700468149805599, 0.7947768637847642, 0.23147835333457398, 0.04050868385956375, 0.05597836510611429, 0.41855518288108584, 0.3949403552486071, 0.32583725112014084, 0.11759572522331738, -0.46907627448577727, -0.04418360308332044, 0.3307109736608627, 0.2788794763740064, -0.03021294331523121, 0.005458304976026427, -0.7767005549869395, 0.44709487941444775, 0.588024193683528, 0.5401242446691344, 0.03824210597724442, 0.39561886630018434, 0.5870883394959427, 0.6304602134456161, -0.5235775196015581, -0.07897171279404396, -0.22190550254518132, -0.19091447031513792, -0.22267518579590911, -0.10075333628540499, -0.08831964467003046]"
"[4.302149956221462, -2.0272438749789723, 1.0749359655463802, 0.7222643670794657, 0.13248779688045922, -1.0723437447035273, 0.9311968249065248, 0.3516823027013865, -0.8686306613573748, 0.15771616472122615, 1.5857943049997372, 0.5801707746101856, -0.15510899653666857, 0.807189001706656, 0.357899600361022, 0.4348001811469212, -0.5333433829935912, -0.5443663750481361, -0.10825031025345899, 1.0213729245784717, 0.44411285776692605, -0.2849579387434456, 0.13443309125656008, -0.11916428975257592, 0.19711933850483232, -0.8499849326557798, 0.5340595148608348, -0.24356915058761017, 0.25746473015894755, 0.2579267765380444, 0.7838263218519487, 0.17164387999010228, 1.0856907313403856, -0.7856539673772137, -0.16539769491367462, 1.22664529800818, 0.5247624860396369, -0.05475070598958609, -0.38788145906065363, -0.9239872706414178, 0.15858534910116928, -0.1978665639532263, 0.5952299560205723, 0.07209619162461636, 0.8153595937455248, 0.7263297627455639, 0.773300408248213, -0.06696497456050028, -0.19646573819622695, -0.4396405189631364, 0.1348095957388395, 0.484588248814737, 0.13297433919931298, -0.07111506879974433, -0.10039275459810165, -0.213443700189018, 0.375073921249919, -0.6124405033293275, -0.09156441596417329, -0.6274726565581558, 0.34682937046255713, -0.1014252819404415, -0.6000777437642995, 0.4339203112222312]","[-1.1778258597297742, -1.90900034167792, 0.9790448478586876, 0.3744327480233782, 0.5160303572735324, 0.3257135611125664, -0.15028080453966414, -0.30237046783386917, -0.5648043225323454, 0.7740834790671414, 0.2544421264165403, 0.28624943717262824, 0.45582232720700094, 0.3879935855395636, 0.544117319885418, -0.08475685784406069, 0.13687290763982135, -0.3354872940066021, 0.9983767129205688, 0.27906206816695117, -0.45943802395549566, 0.8733368896042409, -0.740705492836147, -0.10144355929515501, 0.4346390996202006, -0.25141617300723773, 0.5846202742813625, 0.062622338939368, -0.03115347399296502, 0.7858201214904735, -0.40763028821163105, 0.24102353133305543, 0.019645650296247305, -0.5174772975147883, -0.3507257364404493, 0.2335231245951268, 0.08135124207525846, 0.23442335247172916, -0.011109672984809348, 0.10902420367837679, 0.3460624168217429, 0.14836988582396596, -0.7900996828971871, 0.4803857772850907, 0.11831001641275936, -0.5133925870934144, -0.2814477995191723, 0.20464691691739162, 0.4060379472380225, 0.1791264991755352, -0.619360045179649, -0.361463686331691, -0.3300174592555227, -0.1160601314346009, -0.41158145138364666, -0.05043114282323528, -0.10338124813205263, 0.115246472147589, 0.3379393132672144, 0.27371961825762153, 0.06782451261037004, -0.4154371334038113, -0.04445711623701988, -0.1360510383501278]"
"[-1.7058749106170166, -2.2471681820954617, 0.8239334209274718, 1.0461608239613394, -2.6781716631489223, 0.09541482480400368, -0.43562207234566463, 0.4544178957773229, -1.181920518387752, -1.035284952120719, 0.647522162091519, 0.5782937631108911, -0.6304956918604522, -0.4526273143897955, 1.875808831057446, -0.09314894603533157, -0.7375937562018531, -0.1776441601520911, -0.2854295060777253, -1.9868050839672906, 0.6119704712809529, 0.7220482778963936, 1.1188391937010065, 0.6722064141317287, -0.724883948111462, -0.5167753361302242, -1.2703782703032283, -0.021925123298069397, 0.04877659054259054, -0.10169004933175242, -0.31302915980829027, -0.7274387608019749, 0.4172211737430075, 0.07759616142851583, -0.8428050238923478, -0.5456535334918645, 0.05215592658136064, -0.007273145512166661, -0.593912050362544, -0.03386596326725197, -0.24522807756383655, 0.0693988411744669, -0.5235241257711594, -0.014149587677891413, 0.3031313367694683, 0.17459063355874313, -0.5294772538083412, 0.2826636510031769, 0.01784209939634035, 0.6127348666824234, -0.13710810746441857, -0.11389911786329432, 0.4167725710169427, -0.4137561336799132, 0.10102250275340821, 0.3273416129685354, -0.5113026216513955, -0.47838517088315896, 0.06162702649408423, -0.8548356749178981, -0.19607997087960877, 0.4987208085999142, -0.0570067026934731, -0.02983406058825291]","[-0.3854555325099419, 0.44694387976915917, 0.019462645197437678, 0.8083971627011757, 0.21951702093596054, -0.4714264894398926, -0.2647692656920772, 0.18169799644303786, 0.6999294777166432, 0.22857622158101326, 0.32230635073970204, -0.05131380133830537, -0.9720709866888692, -1.206713815589992, -0.13077126718725182, -0.08467937061416086, 0.3110770124758833, -0.12956692941521342, 0.5556708377191169, 0.028757351271714148, 0.7497830045244864, -0.04936887238960961, 0.6134155389106271, 0.5776018823312488, 0.11575793408033835, -0.20635830358862808, 0.3584459230974456, 0.30752900936117294, 0.1937383688473731, -0.3103706575146487, -0.37555760421763373, 0.395564723486888, 0.6707816551103553, 0.8752789916393839, 0.09088845564892632, -0.936160165887842, 0.02541429538884325, 1.2651518739179985, -0.2506259664220013, 0.49649390623913525, -0.8515678322788325, -0.7685337426448533, 0.6234156953992734, -0.08847024196496474, 0.013221363898256355, 0.4740886035181856, 0.4386199719198316, -0.5726896713071089, -0.5234180143240635, 0.007964817062840272, 0.7822074208002977, -0.05254387222640616, -0.2636552769654484, -0.0683462125909999, 0.4400798508612237, -0.6010599283597537, -1.326786292804776, 0.10930375623043273, -0.4995015299680845, -0.531765482674124, -0.35384299252596746, 0.9934897546768093, -0.21435504156300253, 0.4622146220572062]"
"[-2.888065735211209, 0.7321256435067354, 1.1452366110353225, 2.2202934735921422, 0.08443927364531979, -0.8473979214045834, 0.46493181317307525, 1.9742233630065067, -0.7179121734784111, 1.71218397402147, -0.8335095852286442, 0.9330045241296329, -0.6309501776300528, 0.9384820983565325, 1.9612258302193255, -0.21508416709376033, -0.35305765405920364, 0.21938695576447714, 0.43803622990587987, 0.5946443705265406, -0.8057801785258751, -1.378370646625613, 0.11154294816644847, -0.7551807862001682, 0.5287769003078188, -0.8691257502522429, 0.9071263586683708, -0.1756480427097363, 0.13043124417409543, 0.29933022377709195, -0.8539991955403194, 0.2887532024094426, 0.34215944506803336, -0.3039947514369848, -0.21463897755836903, -0.11848570965647826, -0.0440130754649339, 0.16164970940775128, 0.8665863588711403, 0.4817940012564563, 0.026506731013645327, 0.32561920560395136, -0.19645307727283934, -0.4638613770454239, -0.02406403649014584, -0.7882197191226392, 0.5707119356259053, 0.03364745539348823, -0.05172703293588836, 0.49517141288812616, 0.7558091702674282, -0.0691384141706135, -0.3032456360108388, -0.39256447201459543, -0.889325629685635, -0.060653301137351096, 0.14100716475222033, -0.6598524984295963, 0.14720849565734406, 0.11015354599275395, -0.09677672286710438, 0.009635301037274243, -0.17287163570652508, 0.4511272297745283]","[1.8712179998073266, -0.39375600720087767, -1.000188557486244, 1.2512933202550067, -2.372686170093506, -0.06695156155750843, -0.03444575582472012, 0.35458345282377696, 0.12839246984874317, -0.8395731156535603, 0.21894754466501998, -1.3890592058209812, -1.0866381951935584, 0.5026820723824913, 0.9544319063636246, 0.66197633834389, 0.9468515294140313, 0.4600555925662499, -0.9707242779283631, -0.5390453649961622, -0.27946554157968456, 1.027842957774882, -0.5300506933933605, -1.0613693639489028, 0.1896098467763005, -0.561232095918229, -0.7562372849090201, -0.21868433684129612, -0.2439878922023222, -0.5754435509025535, 0.3942464871859794, 0.5186000208643009, -0.0121663591636515, -0.008911855613475026, -0.554715306440988, -0.23804461299025928, -1.0047714664098963, -0.0637289288196128, 0.38481182069119485, 0.7141680556995204, 0.011297558793421241, -0.12449760448333339, -0.8512170576538373, -0.08895516182793746, -0.760032357758553, -0.020248806807206452, -0.025738543951272157, 0.42603500863365223, -0.2411255870993943, 0.12224890532061859, 0.058334101500303145, 0.5437460115018881, 0.37357934851378827, -0.004134495325579735, -0.15457765557411243, 0.17812662477925464, 0.33297096272446886, -0.13439400508295032, 0.20247890748969175, -0.13926340364215797, -0.6462185322460708, -0.19198375315023736, 0.35967258351024545, 0.25273210321706274]"
"[-0.6227848820927611, -0.6999100199659318, -0.9549490558750173, -0.3572888622620366, -0.7809702248537508, 0.10896461303996882, 0.3070929232601144, 1.1294286940952558, 1.3056339105289063, 0.4121565241662863, 1.0181959500133984, 0.7979045544089177, -1.0894903735551247, 0.2056814571431874, 0.5763339334683916, 0.3172705401704386, 1.3916228574251677, -0.45096035782949, 0.5037203004815661, 0.5470996504675391, -0.9239321357804874, 0.6914803474119712, -0.2602601745852171, -0.6242908512696637, -0.8933271791309598, -0.5830459295113682, -0.8959781257902432, 0.27868458774472493, -0.11774702529155577, -1.0966445663480404, -0.3429450317576543, 0.9100962389081426, -0.7972893497291376, 1.2582925952636577, -0.12276670680844078, -0.3560228150876747, -0.31933451104712735, -0.3865824715215967, 0.003065463956529482, 0.28292545438386, 0.11730644831508771, -0.3068810938808778, -1.2344411653889267, 0.7824292330307878, -0.3698843985068321, 0.6930828057978217, 0.8607161832066254, 0.12107923728536116, -0.6046181222969002, -0.12748736743673544, 0.45609753412590365, 0.26436596189283595, 0.32084833002744756, 0.08318966884147197, -0.29878502857275674, -0.33291780274112204, 0.41752861175045614, -0.011227622361402755, -0.2931756352050118, -0.6144382832574266, 0.31518290307091246, 0.03420814034517936, -0.409890458636001, -0.8108024326381967]","[-1.234204495897345, 0.8696156588131412, 1.2859207151834335, -0.6616749848510769, -0.21885662863560282, 0.3515390808157055, -0.3172499127723625, 0.5248231617534129, 0.7731427180708396, -0.040984608550996664, -1.5761579324026267, 0.294976551610324, 0.5386819894456907, -0.6531092625911566, 0.3191459521990597, 0.19769487747429454, 0.33335531023045684, -0.0379840489373769, -0.07154740379727123, -0.7606913878725288, 0.4892718339976283, 0.05277397087431428, 0.1898320244312463, -0.1761200047150633, 0.8214905649423735, 0.094232707326824, 0.5375048052605029, -0.4042658886143446, -0.5812822952814274, -0.14314758216999357, 0.5337309786337191, -0.3158646310418825, 1.0868625747778449, 0.019123882851715707, -1.1401950622646488, 0.28174312835260784, 0.474475279465587, -0.07317311876077114, -0.25355330183443925, -0.4546989823997066, 0.439655465714875, -0.3366918713632592, 0.16425773277237157, -0.5873220781865831, -0.12490462844888928, 0.5937570980757398, 0.25136224436229404, 0.05096394336298573, -0.1256331543424342, -0.24169730225752287, 0.1895601982539446, 0.37946046780258597, -0.12520537446370125, 0.45695713279300054, 0.5720265617721568, 0.38289060806981867, -0.36204373575651494, 0.05450095034439706, 0.04864039945796147, 0.039199873129933775, -0.27993619220847016, -0.02820439286326886, -0.07995325957193726, 0.41865622973247096]"
"[0.258502367437057, 0.21637546540201671, -0.87331103750002, -0.5788075145234507, 1.6562861724467481, 0.7410504980905155, -0.6298295145306168, 0.9707421494561308, 3.4210841379668637, 0.6327218755837205, -0.05162579328828681, -1.0553060377096513, 1.0376861422891495, 0.6341782940096983, -0.36071968436794194, 0.10001406435540322, 1.3003248094856998, 0.6939559041979483, -0.4548355342609577, 0.03585212474954648, -0.14432902667812858, 0.41964135166249433, -0.26562684127523056, 0.36874022302038867, -1.2018344839264608, -1.051249328591528, -1.6153658982889745, 0.04594446614572159, -0.2695216274053794, 0.8864830793825584, 0.6089654842225746, 0.5851619357061233, 1.1062885920673269, 0.11061933822911423, -0.5738339380450224, 0.36015462200496295, -0.18622392445066663, -1.0146597895919218, 0.8543467750059419, -0.3053991636621556, 1.059443684475623, -0.21943297233629058, 0.01270684678045494, -0.12432190896157942, 0.5508929909971523, -0.6338260320829664, -0.4605578265952003, -0.5393729039847226, 0.1290044296882942, 0.9861265881492985, -1.0419185214879239, 0.1922903464083901, 0.07632692751511351, 0.20259589642217807, 1.0783695450920936, -0.5583723544545022, -0.4155119620541076, -0.4628928793351468, -0.27105158010048674, 0.1710112283615192, 0.05014693814343678, 0.03990139601122277, 0.4868217958542888, 0.3556641911610407]","[0.5292631635544799, 0.7854801227844997, -0.3295156462633107, -0.9160262376302751, 0.31256365881143006, 0.13465519509391935, -1.0827058594711787, -0.65838930834443, -0.617444329362854, -0.03613122891024558, -0.9123362529293291, 0.8893916781003448, -0.2932363711666653, 0.0756483592817475, 0.7680301999272963, -0.40805993702490323, -0.14221446069937152, 0.5107797107606968, 0.9993739147002559, 0.42086313067260966, 0.2833075003675074, -0.15044010914812378, -0.6265840014157659, -0.21791887448275085, 0.9878923275384031, -0.24521630763498206, -0.5308361118569308, 0.5419724460849958, -0.2917431575668071, -0.0628273120932379, -0.2695047121884193, 0.1482028574581483, -0.4151437879326699, -0.46516877348876884, 0.7136468007067057, 0.9727449637194215, -0.5606684314864981, 0.013825451451314627, -0.2555663876454784, -0.9381181480158657, -0.4671165849866719, 0.7651520549870148, 0.16459484041078332, 0.2491880141858496, -0.9799917656635996, -0.306779994821469, -0.14955099816716574, -0.2157028859173065, 0.9825863077172872, 0.15828616791543731, -0.25182026840309374, -0.14815909016155146, -0.41306851761796726, 0.1827936641124475, -0.10555121793510822, -0.24815357314582154, -0.8089337649626994, -0.5551699109840812, 0.7095527901383882, -0.24254610877857075, 0.07641472096571333, 0.6440156336435671, 0.5291463244164786, -0.06606621325763896]"
