image_embedding,description_embedding
"[2.9317322169429443, -1.6531397045482592]","[-1.838401404088315, -2.0134468403158996]"
"[0.8387559523832684, -1.6281424390834698]","[0.90865635229024, -0.8260201790311219]"
"[0.8157734031606407, -0.8587864400155398]","[-1.4372624452380074, -0.8347302349757506]"
"[-0.8903179607085066, -1.1375126641605324]","[-1.7418423808292822, 0.5404539343991791]"
"[-2.7893523744544826, 0.8326053003934707]","[0.6280297541863659, 0.17484869549816082]"
"[-0.4228396721377704, -3.4425207158846454]","[-0.521872544352863, -0.8049751120546877]"
"[1.009245944423182, 0.3726932104339739]","[-1.1590158791868204, 0.21354506726442635]"
"[5.129800670885422, -0.05698165972615499]","[-2.572182044720257, -1.0703091314729203]"
"[-1.9200378918651808, 0.49708910048789984]","[-0.9423964893812438, 1.1653236652423784]"
"[1.0445027181948074, -2.3084012630973736]","[-0.8434590374976682, -1.3498054024713502]"
"[-1.4781652225548474, -2.642155502463081]","[-1.7491757403590475, 0.47470710599240207]"
"[-0.932666794232595, -0.03725459621814671]","[-1.2438747483104649, 1.1927675505877697]"
"[0.5616807521331507, -1.684995348988743]","[-0.6364252153825946, -1.6922732069066986]"
"[3.5358910691537058, -0.34443286098070386]","[-1.7250319376631706, -0.6222015096499032]"
"[0.7863826561390311, -2.6805563362561227]","[-0.05188565001556264, 0.16630766972727232]"
"[0.6237045354214567, -1.4502267072669872]","[-1.729937551689374, 0.321329807834805]"
"[-0.7042965085759634, -1.1998614840263164]","[-0.5631502420055783, 1.2281400827461955]"
"[3.2343409595850328, -1.5167382362451562]","[-2.1005593993328198, -1.3585669391071733]"
"[-1.7377067815923257, -1.3209778130227823]","[2.99296729555695, -0.7335345431682384]"
"[-3.1935109435509306, 0.45292580590268106]","[0.49621650453907534, -0.4688135548914734]"
"[0.6842235163135196, -1.7090112837340568]","[-2.1237457990005875, -0.3164522069886617]"
"[0.43998492816806517, 0.46405760974181065]","[0.17861035653334073, -1.087391027621469]"
"[4.137266107718456, 0.10244688479714846]","[-1.1855423803418799, -1.6756740845969804]"
"[-1.5059959883590002, -0.021446805940422368]","[1.8555816537115384, -0.21565250287614562]"
"[2.4244245553569956, -1.5268596210676555]","[-1.317313744096139, -1.4115260511517227]"
"[2.0049917123236383, 1.9846404148996373]","[-0.6610656443317956, -0.27194794015483154]"
"[0.42980196839385054, -0.3791389959446169]","[-1.1310660574615656, 0.41891444723721544]"
"[1.2145657401764534, 2.0972407280185243]","[-1.0668220644080757, -0.1603515785641561]"
"[4.221607486848909, -1.320630233421731]","[-2.441011245217676, -1.2484187420996598]"
"[-0.9345857836195786, -0.1608321907330969]","[0.9918855769225499, -0.9571676466431455]"
"[4.451506992243272, -0.6447795865165762]","[-2.9965331919921847, -1.561791557787292]"
"[2.203087900531699, 0.6376554966336663]","[-1.1065889918766931, 0.3861046025312741]"
"[2.0055993346511887, -1.885017690496275]","[-1.9905883004692353, -1.4211862008616858]"
"[0.18763927562136207, -1.798758736465385]","[-0.12027130807240728, -0.3967763106355537]"
"[0.38487886243676983, 1.5980953674376257]","[-0.46772407258567994, -1.3267665426819428]"
"[-0.729878838094257, 1.1430083400750137]","[2.033074007920782, -0.34442329465450267]"
"[-1.896568006430987, -0.264296495907544]","[0.2979428482375699, 0.645647200733592]"
"[1.5089993677249633, 1.1701930847318986]","[0.12636633901774583, -1.3154158974773875]"
"[0.4994659160862168, -0.14595456930718323]","[-1.7971333263267824, -0.6226795442690763]"
"[5.596723975120015, 1.8906634425591788]","[-0.411653056540442, -0.8480150767124723]"
"[-0.7822754876537634, -1.6028817304950989]","[-0.10440151445539568, -1.4918789330005982]"
"[0.18814087878241284, -2.560264208278958]","[0.7174079255563048, -0.9221166200746134]"
"[-1.6787813226129003, 0.6361020034033048]","[-1.3314818061633669, 1.1355105575189532]"
"[-1.5844997668119256, 0.832335290234457]","[1.4300887941472824, -1.156604135985539]"
"[4.302154183918506, -2.0272109034772665]","[-1.1778525562941553, -1.9093728536246375]"
"[-1.7058514625515269, -2.246998645234011]","[-0.3855187057087816, 0.4458536512482814]"
"[-2.888070002458565, 0.7321366794914854]","[1.8712825601945504, -0.39469715299742425]"
"[-0.622766174173994, -0.6998621100067834]","[-1.2341885936654187, 0.8705178928911212]"
"[0.25848411475627786, 0.21628204595895784]","[0.5293040832789494, 0.7863051043849617]"
"[0.8708492140520321, -2.703082720631928]","[-1.3160926226334146, -0.9142232569041936]"
"[-0.511403720128838, 1.2603323029596767]","[0.8283983597630017, 0.30771534777632686]"
"[-0.8808634405387926, -2.59243619923075]","[0.8471472226824562, -1.826626403957165]"
"[3.206993057114976, 1.2834557526384858]","[1.296997665109531, -2.342043766144798]"
"[1.3750375636724848, -1.8999476635750638]","[-0.10635791596559188, -1.3810080405459388]"
"[-2.088105828267492, 2.1902721968703305]","[1.4362344702601428, 1.5931374429906418]"
"[-1.458423568802294, 1.2596664348807858]","[2.0665566275775746, 0.5060149094405617]"
"[-2.5589073800592677, -0.4206764847903905]","[-2.614941664428333, 1.2755814504270826]"
"[0.5131108814840325, -2.7166468408376807]","[-0.26103583143200587, -0.895810940710589]"
"[-1.3797393074960218, 1.0683740267912738]","[0.3219354421354754, 0.3347170866457277]"
"[-0.11521606706605865, -2.2737143313065498]","[-0.42159705910535833, 0.19122935139659009]"
"[-2.0824793202551417, 0.7198384443482584]","[-1.7327442400621134, 0.8609620300076175]"
"[1.712587596355925, -1.5285738310110848]","[-0.4752269715955857, 0.004500752307277552]"
"[-2.658658530433772, 0.8273972089265681]","[1.2282306358264306, 0.17950139241579283]"
"[-2.6424361495737196, -0.5824543817864024]","[-0.46701527952899663, -0.1588914177327876]"
"[-1.89168473375882, -0.9668127259263356]","[-1.1913029211513364, 1.493283457094449]"
"[1.1896043097847908, -3.1919119574902806]","[0.08598199211508747, 0.33846645738761094]"
"[-2.3594799284969707, 1.3129232671605353]","[1.3017205488997492, -0.3200202910052892]"
"[1.676609240190026, -1.7572343069266039]","[-0.8102285861852137, -1.8254883410252385]"
"[0.18908384805073208, 0.20922531819129933]","[-2.0278661066865076, -0.5813007826461015]"
"[-0.9586347443731207, 0.035225258661072296]","[1.861161251507241, -1.4377625020759266]"
"[-1.6148051653148832, -1.4243602150715569]","[0.6743895701247048, 0.4437167190622978]"
"[3.766818552162889, -1.5752675230494755]","[-1.0751315327537985, -1.6659044486790842]"
"[-0.3511285400345605, 0.13530061049314546]","[0.27740276777124506, 0.6049386380186421]"
"[-1.1223220109763958, 0.5772738558481751]","[0.20214527211815997, 0.6469791110146538]"
"[-0.10350696611312725, 1.2430386074408786]","[0.8901874726993552, 1.219405236554781]"
"[1.6277504743841793, 0.06655699889176772]","[-0.9115769693042933, -0.7792348711491314]"
"[0.13553358357905287, -1.053418474841015]","[-1.1042263677751203, 0.7760473514880993]"
"[0.7728730839828237, 1.9185125697180756]","[-0.2514749288844048, -1.504787480821653]"
"[2.773028812561076, 0.7199001099388009]","[-0.09416329669172868, 0.6883175932368542]"
"[-1.615867822314834, -1.9067547359542545]","[0.5044238888260325, 0.12697166591689493]"
"[2.4105341202688733, 2.6136224441411007]","[-1.0397390546842045, -0.45346054286494863]"
"[2.2508992256043983, -2.3145013883167582]","[-1.2498308307914372, -1.6501980373305642]"
"[-0.882651460542079, -0.31479391679366914]","[-0.5478360165816842, 1.3408766325133266]"
"[-1.687295289584292, 0.10960693720505386]","[1.4578116584304817, -1.6866008366093153]"
"[-1.61431056823269, 0.3251397487569053]","[-0.8387989318502533, 0.15225258936478434]"
"[-0.7790035084205383, 0.043019606726211725]","[0.7063630290135788, -1.8091734658756158]"
"[-2.9039586152953554, 0.056110745225535504]","[1.5126608427258723, 0.002938238080742226]"
"[-0.2532800799578433, -2.018140229881456]","[-0.48597392129951567, -1.0291037590721825]"
"[-1.025924088326525, 0.3156037886468072]","[0.5643716717548127, 0.3779717479546334]"
"[-0.09568070211874316, 0.8115973583708346]","[-0.09418768814406908, 1.0735954726068688]"
"[-0.749947700403686, 1.2544850864705952]","[0.39606099740348844, 1.2716007262339253]"
"[-1.3386348977482536, 0.7584156737028848]","[-0.7408871496186997, 2.66028445014692]"
"[0.48719085497989884, -3.197381853298511]","[0.21748847173138702, -0.010346839728718742]"
"[-0.10141551889127197, -1.3780097248176384]","[-1.4713623489252146, 0.9210881173713684]"
"[-1.948758471844078, -0.34008120693085453]","[-1.8326727802168092, 0.11937279993808263]"
"[2.129206847295493, -1.2853755888815552]","[-1.5168570324885853, -0.6081407065339335]"
"[-1.059290687387253, 1.6353248877934288]","[2.8209743811646866, -0.3535040916635979]"
"[-0.48241373270346155, -1.0370502818955738]","[1.686464336776582, 0.16028538136963047]"
"[-1.7124054518533023, -1.497569568189549]","[-1.084932643963132, 1.3263887807192936]"
"[-0.5033034502646955, 1.045188066766718]","[-0.4100454680592266, 1.3578992470734912]"
"[3.66993542626069, -1.5279517493858557]","[-1.0956284251526873, -1.8731793964575516]"
"[-1.009801140731443, -3.0029450321143654]","[-0.3917072211775421, -0.5102748057533226]"
"[-0.6818119490278642, -2.236231848775561]","[0.10880311759562628, -0.5188530779578796]"
"[-0.14181589988525128, 0.5064411771100783]","[-1.0827214495362425, 2.111535198414391]"
"[-0.5196434774563565, -0.8444363408634299]","[-0.3744923389146267, -0.5245354765667298]"
"[-0.6618430839766664, -2.495796593112475]","[-0.7950324997535411, -0.8518838260595816]"
"[3.583068976056331, 1.272884636751974]","[-1.1366930142040672, 0.3656051182332166]"
"[-1.2992595302498664, -0.5103850322568649]","[-0.5205946132266763, 0.669729586940707]"
"[-0.16209056130244534, 0.3941509840373082]","[0.6059365211899288, 2.2994941357725582]"
"[1.430623613778386, 2.8926709298148157]","[-0.240206734353508, -0.7259009081664395]"
"[-2.340944238000413, -0.5893065173914518]","[-1.2304701955756172, 0.31465696331023146]"
"[1.7034607381048184, -2.154185997184644]","[-0.8899747671911026, -0.68395386137707]"
"[5.074683107988586, 2.0505580531242735]","[-1.595966341380719, -0.7505720579762631]"
"[-1.0550142075453512, 2.0530828847758036]","[2.934887142646061, 0.11187859817101813]"
"[0.4277381365263969, -2.1723048240143368]","[-2.344634179690308, 0.12091624719969746]"
"[-0.17482108298422613, -1.3371058673363836]","[0.5529787808018987, -0.08035695316393573]"
"[0.6676473124725484, -0.990616961501912]","[-0.3405949967643111, 0.09154271009761678]"
"[-1.5458728119644878, 0.602229056269892]","[0.6602123030061808, 1.168570669652258]"
"[1.6484426193376651, 2.867030347330395]","[-0.49136417345754757, -0.2992229250123932]"
"[-0.975509867887139, -1.7968264582810338]","[-2.202264058129322, -0.43439503878341734]"
"[-1.7484352340109512, 2.820643291246806]","[3.004519264280435, -1.1843882175044538]"
"[-1.4987664162363346, 0.6414151209142795]","[-0.44568437828269647, 2.071016576207284]"
"[-0.07261981660522582, 0.632333433668577]","[-0.8256873239356574, 1.3132559336895344]"
"[-2.37484316083077, 1.422604355809099]","[0.6312656471737645, -0.3106567771077607]"
"[-1.1065374640516177, -0.7883944134143137]","[-1.0811697812821655, 1.6850533276898512]"
"[0.7300871301486767, -0.3527860951157413]","[-0.5448940026128372, -0.27234444411235126]"
"[-3.199450854033184, 1.0163205990350328]","[0.45600123491414474, 0.7661768541500774]"
"[3.279987683384837, 0.9238489042521227]","[-1.2020696778319946, -0.18283985394138885]"
"[2.0542642187447258, -0.7274753782676532]","[0.9594086815394777, -0.3199418462158135]"
"[-0.32348781102373136, 0.5391188313484024]","[-0.9917994063509055, 0.4269026760504899]"
"[0.10243072745677778, 0.4940919767309168]","[-1.0356047958674206, 0.5517420033583554]"
"[-1.4217676250081581, 1.9695459777275015]","[1.4314423566054402, -0.2543202730108003]"
"[-0.9486819668769155, 2.535107085515421]","[-0.10710404972149647, -0.045343404770877664]"
"[0.408190927643611, 0.006373796296184624]","[0.5381005040567757, 0.8589517294672078]"
"[1.2413988218313952, -1.9629359223919682]","[-1.4623196638016067, 0.047892002004618475]"
"[-0.5080387070439235, 2.159145301112373]","[0.5065087797644404, 0.5461909875165399]"
"[1.0221665775474573, 0.9655526023950769]","[-0.0796112123356792, -1.2861038876283652]"
"[2.0022387988912977, 0.5345410043113694]","[-0.8551006030515047, -0.3887370481486832]"
"[-0.7365168678420765, -2.6209005256898865]","[-0.011422864501475019, -0.609805707505446]"
"[-2.451475569124378, 0.0050302059155278005]","[-0.08601263819257607, 0.6247986271437946]"
"[-1.0201084466686776, -1.4414314082314466]","[-0.9381684726576339, 0.6314175763956817]"
"[-1.3090895634478206, 2.455627509979774]","[2.3447010680297717, 1.6005723069155033]"
"[-1.5614307615634881, -1.9979691602067096]","[0.025328073659669804, 0.5775619420493003]"
"[-1.8247206649266223, 3.1984127447888695]","[1.0489782340590383, 0.04399691516988818]"
"[-1.319946210459956, -0.9584266231401516]","[0.7451485810973993, 1.0079119445641245]"
"[0.44088431037861564, 0.3456414489061027]","[0.21127386962441017, -0.8120512169736755]"
"[1.1057924983865033, 1.1064159696627063]","[-0.08944653452574554, 0.3563077855870612]"
"[-1.8889262962840827, -0.21047483335283912]","[-0.06405606568488831, 0.9719800605074064]"
"[-0.7933145983352776, -1.063654415721802]","[0.28265624249193516, 1.6961505226421631]"
"[-2.764037781413519, -0.6327124123015144]","[-0.026293391989710035, 0.6038415919282003]"
"[-1.2282709801934386, -2.260746877531082]","[0.10392315556078446, 0.4069607215726846]"
"[-1.4466016438323648, 0.9341864747348925]","[2.91414725410924, 1.2823879855781364]"
"[2.135465438172983, 1.7455094422399138]","[-2.0049806659456433, 0.44293831430320524]"
"[2.191019094668958, 2.4558515550287447]","[-0.7398214209851735, -0.9245979045308644]"
"[0.017451093913153574, 0.7322360068293372]","[-1.2629658191644575, 1.84816923817262]"
"[2.235691929426944, 2.6060076112061723]","[0.14644854127241835, -1.238301496840138]"
"[1.1134348597158787, -2.3716251992077377]","[-0.9421511568481532, -1.8002008582160838]"
"[-0.09798196965454545, 0.5282919755692017]","[0.6412148134246535, 0.5981024045224747]"
"[-1.1032274482064164, -0.0255843868238052]","[-0.01476864071335177, 0.6104178009124365]"
"[-1.9361017212469582, -2.104160425166598]","[0.10952180365966332, 0.6425025278396945]"
"[-0.6345801619943675, 0.5907373185233679]","[0.38298144860886096, -0.412089185845783]"
"[0.44259742744605546, 1.7260529477934312]","[0.5291275221386322, 1.0096465168013347]"
"[0.5432313950373482, -0.8420721856703187]","[-0.6835416201172674, 1.4170199609375584]"
"[3.7750613087505154, -0.9687197289451263]","[-2.041876067324016, -1.4936024480468537]"
"[-0.8465444060702665, 0.3344116567394198]","[-0.16726780373970876, 1.12078995693277]"
"[-1.5053640150922623, -0.5524536716549521]","[-0.5914943983878244, 0.9394186531860731]"
"[-0.5163154094345431, -2.0053087970853696]","[0.6418202392658295, 0.5467551671411514]"
"[-2.8362985586614258, -2.8085227790857528]","[1.0708176340494833, -0.05884539757115266]"
"[-0.5549386294446945, -3.1286665000838294]","[-0.5930350481791706, -1.4928205215979746]"
"[2.473664462171118, 3.4762612169481626]","[-0.7783160315690927, -0.8674599207049077]"
"[1.6088537764818145, -1.6263592137154002]","[-2.097728708037752, -0.041935712074726725]"
"[-2.694963978536169, 0.017304854803827256]","[3.7415859886105665, -0.243859168008747]"
"[-0.3099542396866431, -0.5353192169719839]","[3.206349765499936, -1.31291170833893]"
"[-0.8726906089758072, 2.0730358850647335]","[1.5310120734970765, -0.7473410552688877]"
"[-0.6012236928001718, 1.2310699226819126]","[1.2036133950978682, 0.6033269605661562]"
"[-0.5467047596698144, 1.0351203390759625]","[1.774809688378243, 0.6039659550119656]"
"[1.4324803524912588, 1.7732927175000643]","[0.22352965726538876, -1.4983382991041923]"
"[-0.0621424690693274, 2.715265886621497]","[1.4938283434783797, 0.22244233308696437]"
"[-0.24517304801672027, 1.8273289135419497]","[-0.1804457842841394, 0.23521129712060268]"
"[0.6004994842663991, 1.0540846290692272]","[-0.21717959254999264, 1.4547203054953362]"
"[4.632582489795949, -0.5715042862516869]","[-2.1880743186037686, -1.823364316354195]"
"[-0.7184684377857542, -0.07987629793119502]","[-1.0944579308120497, 0.8565390365462494]"
"[-1.4904522116387677, 2.269168843204682]","[-0.015282474924770877, 1.5973607302695936]"
"[-0.7185238740680477, 2.523779826701658]","[1.6599348033062098, 0.2945017892629073]"
"[-1.264979456115669, 0.9794339461474781]","[-1.5825853890669728, 2.29762084317322]"
"[1.5338129625273353, 2.5712236212961526]","[0.563885845693078, -0.08954172219941788]"
"[-2.866876932928567, 1.1214274081649906]","[1.4497146783820352, 0.14482285954714302]"
"[-1.1781894407409175, -1.1586918457705904]","[0.05467153369827053, 1.9559460821178267]"
"[3.6803696616829957, 0.7749194374825827]","[-1.9718396609791446, -1.5121954831117717]"
"[0.2979878627400093, -0.8323419383960163]","[-1.418903758619295, 1.6080275888638806]"
"[-1.389003404953301, -0.4874949927851714]","[-0.3045154084519549, 0.9111543428574155]"
"[5.622470570883075, 0.8018823279478177]","[-1.1872255090655126, -2.1379535516817385]"
"[-1.2396317401616108, -2.0761540772826916]","[-0.2441579065662703, 0.6775217261394239]"
"[-1.6756421807177293, 1.3237785475572281]","[1.1763165618436937, 1.0279585850975068]"
"[0.7860803476279221, 2.0396196226518133]","[-0.060941011298479286, 0.17259118464177944]"
"[1.7808884307355168, 2.663748884696342]","[-0.5966538650300971, 1.7401079042977943]"
"[-1.2647120241201741, -1.7531493109791734]","[-0.8887017162998802, 0.7450243934193409]"
"[1.5952360957131075, -2.267426171611994]","[-1.9918702122115786, 0.44329675173313515]"
"[1.5229308628535987, -0.12904356708842338]","[-0.12258873762994174, -0.3934064611920576]"
"[3.5084675034288813, -0.5790013639066545]","[-2.3768914551798273, -0.9200560310252517]"
"[2.745544780982563, 2.769494126766074]","[0.3790214003221245, -1.405836734540159]"
"[-2.5164153739269413, -0.8921693944477694]","[-0.6223699683240794, 0.6403400529826808]"
"[2.6963139110241663, -2.940874576117622]","[-2.302841495479867, -0.49730552993987037]"
"[0.8665880974375012, -0.9925378297623059]","[-0.9411796094785417, -0.7599160815340841]"
"[-0.4038723697763682, -0.8799806657145114]","[-1.4527733194443568, 0.8221735397463873]"
"[-0.2437755111486014, 1.9466577469344073]","[0.4489688294696719, -0.2214715377181182]"
"[-1.5489225547501604, -0.8569188995355674]","[0.5108212797372171, 0.4544504120676056]"
"[-0.1279130598883111, 0.5756467210304517]","[-0.6573513215096856, 1.447980006166709]"
"[-0.6798597391085973, -2.1472995026769146]","[2.326791597892618, -1.0289168490382603]"
"[-0.35685553810036197, -0.9171177098708412]","[0.3936980317905578, 0.16721664632131353]"
"[-1.3924114654474853, -1.240919550501621]","[-0.2930523941590739, -0.9043719430522089]"
"[-3.3481325333418748, -0.4538675290394654]","[-0.01662490933695749, 1.5581568332941906]"
"[-0.3362973613042932, -0.28422380881705805]","[-1.6591348126446865, 1.551735654750084]"
"[-2.8811935224241862, 0.34469066921107877]","[0.9304486246936609, 0.31155289470536823]"
"[-1.1454173324990142, -0.03319821697251498]","[0.4951869593066316, -0.022679387171543264]"
"[3.1864928707142415, 2.14620671120091]","[-1.5656086997247525, -0.11481570512557808]"
"[-0.6479207079331406, 1.7758452737728445]","[-1.1402222734207161, 2.397799065079054]"
"[-1.32131708489323, 1.9790020854009616]","[1.6922388440550742, -0.33897808127342044]"
"[4.774049302559082, -1.0557663738674676]","[-0.7137733628681461, -1.9942046275884913]"
"[0.33688113205907727, -1.8597646933161898]","[0.45031524566406816, 0.032155883224608814]"
"[-0.4644474986251491, -0.7622243616144418]","[1.227233750784032, -0.7789415029186634]"
"[-0.04130643320585693, -1.7428549539577005]","[0.4065784060641587, 0.268831989139042]"
