image_embedding_entropy_512,description_embedding_entropy_512,image_embedding_entropy_300,description_embedding_entropy_300,image_embedding_entropy_256,description_embedding_entropy_256,image_embedding_entropy_128,description_embedding_entropy_128,image_embedding_entropy_64,description_embedding_entropy_64,image_embedding_entropy_32,description_embedding_entropy_32,image_embedding_entropy_16,description_embedding_entropy_16
8.994107350662041,8.914561195280662,8.198999608944902,8.212059868383015,7.965546045956815,7.980689558682831,6.940688375820399,6.964696884063329,5.911041439062928,5.93805181997228,4.841222959140197,4.891697340031476,3.7117963729929055,3.8480930946408827
8.994918489406635,8.949568696042324,8.200544403950328,8.200551889118994,7.96746309622436,7.967115516529694,6.950243575177353,6.940010262914682,5.916481730203505,5.890288992413366,4.865103396299303,4.809724074538448,3.7836009306928826,3.7158475637845583
8.994887831265439,8.884485550618068,8.151463706832839,8.215655160237821,7.909836131666691,7.984720935788077,6.840088028755625,6.971470458172155,5.735170919762696,5.949668065757354,4.659650913680113,4.909249033662364,3.5161746917647703,3.842869777562221
8.995121451992096,8.92375391716908,8.203946369246985,8.196816473713746,7.971192867155348,7.962807041025366,6.946941385986771,6.930364073820467,5.905663063673325,5.890095336243718,4.85282449435163,4.866126972535072,3.7286217416441048,3.838294329352361
8.994656404422152,8.910616657534046,8.202948002990581,8.210241274865577,7.970226537871381,7.978387684441401,6.948244758044984,6.961053883654556,5.921669438858448,5.936919989853551,4.886029509099307,4.900501839344107,3.7974119688515726,3.8532606125677535
8.99574749240229,8.907422157136413,8.21095706306802,8.19379647187386,7.979172838100262,7.959459803653296,6.962508534006943,6.927256113719993,5.940263435633518,5.837487922943536,4.894827910039509,4.779229325427242,3.8520662613879284,3.5803718257284887
8.994977216891664,8.928801395721985,8.20972229440591,8.20112463909789,7.977960983099097,7.967902013710009,6.961513650831366,6.939562240293112,5.929019690606735,5.896199829490556,4.900233028036801,4.817648309368376,3.837497439305504,3.7006333054846507
8.995594250109693,8.935960504392265,8.188406941523443,8.185998146990642,7.953553226555432,7.9505203151590145,6.917168580992927,6.915050479148913,5.866792403846499,5.874829059115159,4.779232104827351,4.806937511435931,3.671540715229778,3.8046091122933583
8.99497807777158,8.87995167961825,8.17225886583763,8.202321101469147,7.93470842229564,7.969129308128345,6.879798221714687,6.9423513155030845,5.826518329982788,5.898456363814563,4.778017153350294,4.840523060867471,3.6786466891621,3.7659730115336223
8.994803579611741,8.927121235971168,8.17733592135555,8.198264139470282,7.941484722789463,7.964363045888634,6.89862879039655,6.934020900245363,5.804466289997145,5.895398770918133,4.786664925767276,4.83743607374873,3.643892211889067,3.7684403635927284
8.994009141759237,8.943260361157243,8.17789244142358,8.191971389440738,7.94123272454441,7.956923072998375,6.89747361017658,6.919048081592378,5.834226729705243,5.862109631294478,4.776025288566693,4.788651431602188,3.757903415829796,3.6933400440512196
8.994822046016278,8.908545934239871,8.210443118016487,8.181547142386195,7.978701129085317,7.944945062733398,6.960222346817196,6.896505626827235,5.937338988417447,5.825590924301185,4.915600536352743,4.719512352589606,3.853674351412407,3.6817253813125124
8.994986282256239,8.92713996138438,8.202554209979395,8.178115476657702,7.969513400287369,7.941079821043164,6.945230643923154,6.891673732954249,5.906367036327018,5.81232963814646,4.854206474553606,4.688980036247295,3.749521657088516,3.5880576753051368
8.994052435873126,8.893735661613789,8.192105623314198,8.194989315464941,7.957459402633074,7.960751206882948,6.922019790697018,6.928645036440666,5.868492024655039,5.882360253680396,4.778710174628476,4.824216707017569,3.6743212872190787,3.5882639486810555
8.995000629043023,8.904049167634577,8.190701707454538,8.212990943099802,7.955746079872684,7.981483971467618,6.920621714513713,6.967343011698011,5.86290741012248,5.94626790510195,4.801957602870321,4.910813317501715,3.686963407411766,3.855713643052491
8.994814845526239,8.909001555524307,8.197630725325123,8.181762728794466,7.96387993063398,7.946026445109579,6.934983135265326,6.902972724097307,5.888800169136507,5.843598021616232,4.8274817575115945,4.790694770544057,3.754361203085094,3.6879698952396827
8.994792176738317,8.9215863338355,8.196359359608362,8.190780817011731,7.962326458858125,7.955715210100658,6.929130935664228,6.916194400059274,5.86401258758953,5.859027739811371,4.77490582755761,4.7658902673529,3.72190125068249,3.763659948675702
8.9942711743763,8.909991300097627,8.195863844704881,8.175234019199255,7.961922046842577,7.937970281271409,6.932431246635203,6.885364741606585,5.88574657625712,5.825381422725209,4.807633444539926,4.713241832418039,3.6842146893823475,3.515818283497352
8.992805204795358,8.910795350592537,8.199676459521728,8.182910967396547,7.9662983062917,7.947053605511918,6.93999356378957,6.903248504351975,5.894392815417289,5.846612667661683,4.828405680913594,4.756677102397125,3.74711409939291,3.735406862979163
8.994125814325718,8.892615994807624,8.172297006245344,8.20190661539182,7.934956537168795,7.968661273680201,6.895062487067648,6.945350291641949,5.821889322951174,5.922854397689813,4.718968057293067,4.882382020392283,3.5765560983734694,3.821469428926802
8.99450980784646,8.904591240792055,8.191559342831644,8.181067444841425,7.95682591523761,7.944585354541198,6.922042494460589,6.899571834261559,5.871075424232495,5.837590267474578,4.8060002107573485,4.774343112657922,3.7095518337881312,3.7223388131524473
8.995097165105209,8.930149190266128,8.188822586414371,8.198970654259938,7.953966834034189,7.965455708606939,6.915203252227863,6.9353812181453165,5.87140385336164,5.883788844571644,4.818770675570255,4.8066885904536285,3.7080087273635334,3.7344185479867633
8.995447676327265,8.918238714086696,8.191388624236065,8.191149466751423,7.957491175515738,7.956448348747734,6.927069259277015,6.92057409014323,5.874313808004235,5.870497128994285,4.796070908444951,4.787809178865281,3.653590957984384,3.7264822249879908
8.99601705666025,8.918835371288,8.207838188700345,8.194051009200134,7.975867017866422,7.959564907948299,6.956750001153104,6.931769268208665,5.928400799951423,5.892532217615075,4.88366627783023,4.853666910328512,3.7943335280795494,3.758159307252609
8.99578308936604,8.920307099109568,8.20579954828382,8.189006752023774,7.97331883013602,7.95403632505106,6.951807991042575,6.918082043754112,5.921339302724759,5.852570033672894,4.853137841649172,4.732795924808233,3.7394898199139925,3.5510979695687395
8.993067176571838,8.866690589055569,8.188433721689488,8.168365281343519,7.953518420382215,7.930243896934585,6.9159732146092665,6.88008082425786,5.854360072163658,5.805326101655803,4.731474217097046,4.739144939304319,3.6697158735196247,3.4889249872248467
8.99519159315724,8.950309867075692,8.181686279893576,8.205870724924683,7.945134410526485,7.973668699344467,6.900487693896763,6.952149306358686,5.833409895210094,5.913882461549934,4.721542250270073,4.861870117598677,3.6932913790099673,3.578736326788839
8.99490029857117,8.938802929064197,8.206377547192167,8.167306071356162,7.974010272401874,7.927958240575959,6.954994562525252,6.874126224635648,5.934077856304034,5.7956929413287614,4.8923787791646,4.671704647171506,3.841880396748715,3.41269517449654
8.99510697235327,8.916464487711115,8.182286019892889,8.162258581022847,7.9459800536120335,7.922671027020737,6.906241500460684,6.862958592945138,5.856573183703896,5.810893353697476,4.783404710717775,4.758887099683804,3.6871529355820254,3.6192085208022906
8.993428625301068,8.917530085978935,8.207722178155265,8.186585084780106,7.975600777374655,7.950808147508882,6.956417113026771,6.909621291507259,5.9258367111032255,5.854109626920411,4.883898489295908,4.747261859528376,3.7137561450681664,3.652481636044164
8.99454450180101,8.905637659001759,8.201719884134295,8.18658333433019,7.968816912332413,7.950927772412053,6.946089588909836,6.912109157934928,5.907293604370688,5.874421236445864,4.871743845300227,4.805945442753909,3.8006929248537475,3.693844016945825
8.99538771036319,8.967778041775603,8.197127271906963,8.201896944399797,7.963224403743244,7.968931045660889,6.936331415711809,6.940283413674042,5.898801857859367,5.89674131882036,4.833296881489309,4.846019938450685,3.75437216582555,3.641530366576466
8.994665701512456,8.89786089599327,8.194285424838469,8.189550358418312,7.959845809813834,7.954675666621211,6.926013020166967,6.921718093868462,5.8634544330473615,5.866508210022048,4.799786396331764,4.812414098271711,3.7320122130634585,3.7645117731987483
8.995327655194103,8.933942347840368,8.190366285288935,8.194039436612321,7.9557454291933745,7.959452578949401,6.920985550595439,6.923974849954545,5.859026206455028,5.860668471893612,4.755294288179565,4.786120051678971,3.75201777836986,3.755460186918534
8.995017795065236,8.942862775281544,8.199584379795722,8.206358947794229,7.966102641216708,7.973833186913188,6.9383958957529055,6.951244496566806,5.891235703603607,5.915121028762765,4.811367600427377,4.865729568187161,3.7137253303975375,3.8156185553226325
8.995189379909746,8.935327941620315,8.192865520843515,8.18797260160829,7.958746440468642,7.952407742934639,6.931593472088328,6.913133378352255,5.888309580310381,5.848310041041648,4.841985328064183,4.8044961840797935,3.7605519758165262,3.643160106073508
8.994196368006271,8.910413138886286,8.174613729405529,8.184610806018437,7.937308658482157,7.948632848285481,6.889081994977925,6.907247095898026,5.8049544795665,5.861910755028162,4.715666077478385,4.793360456135201,3.6274254987553336,3.7784251397976325
8.994141060890147,8.931427822883915,8.127091841603187,8.218476683404727,7.885727590969918,7.9879510663958815,6.739672275427108,6.97710425737464,5.703912993782403,5.958212713339682,4.6412078656096725,4.923437417134108,3.4190203529356364,3.875430538662932
8.994319018902502,8.954144158038837,8.204916916099345,8.17919157460435,7.972244263366699,7.942302188948725,6.948549897815346,6.894152372792179,5.912751152692947,5.884152023617772,4.849762162813841,4.6664822974348805,3.7806954416208516,3.66112081969941
8.994576931042989,8.92135168402788,8.16993986475162,8.198381064222197,7.932571309394467,7.965275384224588,6.896348472962388,6.939719748788868,5.850017570304272,5.8914586800835815,4.765777274300405,4.823187047162831,3.7010069436187796,3.771217031051451
8.993735604214127,8.939173988782958,8.196924370933122,8.203915284459274,7.963278956289262,7.971141749073684,6.9385591259993085,6.947629809190111,5.906983550639618,5.915509277577578,4.859370441552127,4.86873782187144,3.827747635228197,3.7820389838052693
8.99390130711162,8.945868850488576,8.210851863365892,8.209320167060667,7.97934576133262,7.977550881551005,6.9643142616945735,6.959824998060588,5.945655333447018,5.929657360330102,4.908402819580086,4.868778744592035,3.8454588760561426,3.773053689349024
8.993902849188508,8.945442740635128,8.204979320167457,8.213958984001824,7.9722468236499235,7.982677801618505,6.9504460838755096,6.9680766863541646,5.911021449288711,5.944451065772967,4.877090571617574,4.9108924036433965,3.841754261921859,3.833905463098618
8.994832554354764,8.949028014900513,8.190239483247298,8.19051712015202,7.955075690747442,7.955377140921268,6.918444526664024,6.915913995288013,5.865599562339408,5.853400269494616,4.770850291143046,4.749699392653419,3.6845040378969207,3.6342342731375634
8.993482542795995,8.934159426786335,8.207841720484506,8.189538392688412,7.975663959967667,7.954567530974536,6.956021772904975,6.915285000284951,5.926406811742216,5.867194404743179,4.871171125581791,4.7634925158048365,3.7751027727822244,3.5805179117783155
8.994746084859756,8.923622274402582,8.173929165171117,8.205746401348017,7.937900255756603,7.973360129560771,6.892379411876423,6.951379696091045,5.837750407538979,5.919291703357327,4.734830622772726,4.859632112284645,3.5725795804624836,3.7516309618633907
8.995329485822868,8.946912831868806,8.199491390136913,8.209535775475397,7.965893842623552,7.977503696905351,6.938728938811453,6.956650190877429,5.888091475326943,5.918318194007791,4.80739593445713,4.854323922923125,3.6152553153328957,3.7645777533521882
8.994342813791905,8.93064162889879,8.181401235943685,8.187058999560415,7.944971469186118,7.95140768602915,6.902293909871876,6.910789177521698,5.847248804269972,5.849983263225222,4.807068541524995,4.753606482781936,3.7204546043686157,3.7085257943395824
8.994555878492946,8.916778737248919,8.198097418672276,8.19323483691485,7.964640471197891,7.958829790413333,6.936265251778625,6.923824561112383,5.894994688671903,5.856021439295328,4.81700187776659,4.739146543745411,3.801302579933612,3.554724415063003
8.99234513973976,8.927516288314546,8.180575676479776,8.203622789344898,7.944582259665532,7.970639665011581,6.90279222611446,6.9453725153988985,5.852588731084757,5.906335451352272,4.777993893020266,4.866411507648815,3.6475475701819686,3.8295557877845914
8.99458667006986,8.917522087122142,8.211549549389106,8.18123815407262,7.980039752719847,7.944572405979459,6.96377504443025,6.899821834771407,5.941965499720346,5.842460369450961,4.898739066855709,4.719665405802752,3.820387554195198,3.6371232887925955
8.995470060038802,8.919951227017735,8.215738647181688,8.173199417934546,7.984856993884819,7.935469793957755,6.972369623874725,6.885956501515616,5.950398152230443,5.821803122650079,4.911584542347841,4.7225098253103575,3.8497131941754406,3.724221614006205
8.995425532258347,8.954195635325586,8.206333003415054,8.189196190752718,7.973923098037266,7.953800867723764,6.954390701341794,6.918154155474321,5.9271660574191465,5.8690578840505765,4.886760797258564,4.798687000751364,3.8301435541681434,3.694990442599192
8.99426954515064,8.943251881928074,8.188338386978675,8.216760186552769,7.953557016758663,7.985978374350067,6.916756518649347,6.97336080219975,5.856816727828228,5.951106860901866,4.791975891502199,4.913312089583839,3.638455662157872,3.8537096027209286
8.995322871621322,8.93658696805715,8.198084847461192,8.174706115902568,7.964574469507354,7.937081932862825,6.937294875137031,6.882639784180518,5.906143316938328,5.82075913363214,4.867658122065638,4.695177586713399,3.789830797548336,3.635299671142179
8.994639667645965,8.913249406374813,8.198654106614121,8.188741590062165,7.9649587252901375,7.953539719888745,6.934122704834476,6.913314987282913,5.885594293306065,5.856016920637186,4.814473828949616,4.816692160655634,3.758384762985595,3.756447428188342
8.992648295053504,8.939743994916228,8.207604755230957,8.207663689138897,7.975322870129366,7.975485824473555,6.957522123723191,6.956059615118456,5.936301680040338,5.925338305947725,4.907489300587744,4.87412240015203,3.8367654758577823,3.7562747901245968
8.995729866459834,8.932186203375176,8.218364751858156,8.183447607355284,7.9879046243113905,7.947664872900835,6.977764772399052,6.903627004880684,5.960790487627533,5.834116478788394,4.932371534430487,4.753457315047671,3.8714404341522393,3.6285832307813344
8.994363869684797,8.952418753308319,8.193689610850912,8.1999904558343,7.959145881298475,7.966612645620549,6.923621166222459,6.938439767325252,5.8700855192751575,5.900972351893425,4.764549309329544,4.8415066846364905,3.7287471285676848,3.725048607525621
8.995042324208066,8.944486328422144,8.177914599014667,8.204232117125802,7.941014237863488,7.971497653159711,6.900983086035051,6.9501344875272375,5.863004665514217,5.914260553329736,4.803983310855591,4.857639624757177,3.6997060985122205,3.8424358725293954
8.993689393641517,8.90694570828832,8.208969146105492,8.188716142029518,7.977053821278591,7.953568178574634,6.96187167300018,6.918400581346651,5.940567734258434,5.865483196524145,4.910748740968939,4.806026510468751,3.8545271706392037,3.749797495114084
8.994634506639587,8.926769724261248,8.185171198331936,8.202301039274257,7.949337138297475,7.969216413461837,6.910777979899337,6.944114111351965,5.858519391873459,5.901394225223608,4.811586978360583,4.830585804639052,3.710640412202142,3.7390034019621448
8.995270481696576,8.954405389306622,8.155927466580954,8.182955842078119,7.915123897698055,7.946703393626213,6.864270486453618,6.9024723922170175,5.750239521209749,5.837699715673409,4.71104183385342,4.784690107225619,3.6419069926195147,3.631713241351446
8.994456288057945,8.920551459487246,8.184309658283437,8.211689529059615,7.949560083171532,7.980220693284877,6.909236091570282,6.963693846316439,5.847599294475922,5.935834505550818,4.782697635604403,4.889284666694018,3.724543834965456,3.842995504685489
8.9956671397184,8.919601535889605,8.193349776036548,8.19738365898975,7.9589992030974095,7.963436526246609,6.928471355829271,6.931054573164972,5.873889377265253,5.871677229550197,4.782377957354302,4.783197833686564,3.599767490478076,3.6493468622183927
8.995154214707133,8.877417035770504,8.213987501106569,8.21377741103038,7.982823395288067,7.98252445371384,6.967937950300495,6.966724491136697,5.940348851942144,5.938242136197873,4.889657504596762,4.889006626502344,3.866648805759654,3.8537693397021626
8.994398335739225,8.940096523761841,8.197734836261198,8.211631549185164,7.963885825796701,7.979977877823659,6.935074840909147,6.963768503993325,5.850996083163867,5.941234490631704,4.7939440914522,4.895327410582427,3.6600920805997017,3.863656828493622
8.995523701005006,8.908144658778165,8.212059403399072,8.186143054202207,7.980626790691596,7.950344719665158,6.964942724007285,6.905659248202867,5.940874636662239,5.8320319485460566,4.903399123178518,4.68992913513444,3.829903999266804,3.662791230155282
8.994628603946191,8.904755090705054,8.193910633156673,8.207641001947575,7.959623038540407,7.9756954571155,6.92778786523074,6.954976167938502,5.875226455697138,5.921543075222802,4.791127194284967,4.865689624623032,3.627934110661911,3.7593831313192934
8.995687894117236,8.900615394063006,8.2079453590526,8.193125552911917,7.975694837306611,7.958703858205444,6.9551520917718825,6.925782509215692,5.92105138056941,5.869803124433795,4.854173093485285,4.797204333109823,3.734368112941259,3.668651448095107
8.993289337688424,8.894527697326964,8.185692091939643,8.192611364573885,7.94984208722655,7.95803777314851,6.905690281075022,6.924975240604981,5.832736275360876,5.875980631008471,4.729586414040504,4.795307552839341,3.5974221509514113,3.7531755472749238
8.994189732833796,8.945237320558961,8.200452055798387,8.185067665386075,7.967069119755051,7.94924275687304,6.938084168915683,6.906889979140511,5.891835596315454,5.836020374247332,4.811203370603372,4.729417372953444,3.7455898806546557,3.6274302622776085
8.995972856926832,8.898763852339119,8.187080096647342,8.203154408235918,7.951851687186254,7.970248922293619,6.91043139150675,6.946971610283383,5.8404104117116376,5.91302273038221,4.778558096844855,4.848801108615798,3.616750936813995,3.755542030538289
8.995526650231778,8.938614638487806,8.194315961521394,8.18628872237801,7.960389198779379,7.950305462520459,6.928518016279321,6.9060137143834295,5.877564915332626,5.844408829190735,4.795800016852075,4.726964516451975,3.712621913772674,3.5544255137941447
