image_embedding,caption_embedding
"[0.35363311447554885, -1.7731268447450872, -0.7452647865213426, 2.588498430938619, 1.7759257289367738, -0.7056313631031966, 0.39871343940654913, -1.8263985468703554, 0.34228272036842, -0.0432997298824051, 0.7320996887620702, 0.9270286580739284, -0.2089983624247108, -1.0452052218509562, -0.6923086197304401, 1.159414087097839, -0.22380442977759984, -0.24388144233985132, -0.15381162170958543, 0.9247467654767122, 0.8906113650875883, -0.9034731061580897, -0.09308925765062359, 0.4617615187346501, -0.08597332377507454, 0.40880388780406135, -0.19414350129984723, 0.2617966936454443, 0.7797726006382757, 1.3505414920944199, -1.576591996823819, 0.20649464595159353, -0.7283788278935915, -1.140201537080251, 0.64261933803813, 1.4141660877967728, -0.3038145447744742, -1.7523777023499585, -0.4529825605004361, -0.8844337052493854, 0.5117355201572686, 0.8189501894741494, 0.2957645126131226, -0.20492725985935686, 0.12930528905247773, 0.4408759079095608, -0.5844649617955733, 0.17931807244627732, 0.40606008778630426, 1.793189286887848, 0.05496938492991388, 0.5782471701980839, -0.1522873022079955, 0.061993162799638665, 0.4232131950410002, -0.13692724178117055, -0.15323334728052115, -0.6415641307629941, 0.6542887159191996, -0.6704356892044921, 0.7174609172961559, -0.030311222157881224, 0.46019242378395947, 1.0033785923339635]","[-1.8769643110005927, -1.5350720368290673, -0.3046964302824079, -0.5413907541820645, 0.011587348202829624, 0.14392521283005283, -0.29373248075687597, 1.3305076089170846, -0.7920406984547085, 0.07467101063425452, 1.4181421891293255, -0.9697567346585196, -0.7229836577423695, -0.8213897280062167, 0.30214602332912593, -0.18727783266701006, -0.5288041832120957, -0.9436021697197172, 0.285321482236118, -0.1003822319813917, -0.29057078562395455, 0.5439144659069495, -0.2519289144245349, -0.15930972057226575, 0.8624758023638318, -0.7144239261526429, -0.33318144130758, 1.0156699391441528, 0.6427637699613223, 0.9214493587055295, -0.26525994303407063, -0.6700744243405697, 0.28460166209351245, 0.33383817931533355, 0.5564907734942082, -0.028324376180139717, -0.5710342688959472, -0.016578735689883384, -0.015271409427683628, 0.36441981418600783, 0.4085144405388157, 1.0235024090678804, 0.18447610945192636, 0.3769826424132774, -0.4102058370249374, -0.38171943312908335, -0.8744588380226298, 0.29435825308503827, -0.5572989834979094, 0.8048463832438146, 0.7104062122810634, 0.33642448907739636, 0.3046337872189966, -0.11009118880317079, -0.07093599287128936, -0.7329798721421463, 0.4155599860536399, -0.23109019079091453, -0.11140128458095357, 0.3555788587208823, -0.6448878246483072, 0.05178112521284584, -0.3918176387544846, 0.038103740045350706]"
"[1.0851717524822944, -2.227054283988486, -1.707226446928109, -1.6039052594270475, -0.2328072558108359, 1.2819270129440974, 0.604593307574747, 2.6521468745624457, 1.0084711688456134, -0.9384543036661085, 0.22332662024741726, -0.5137272549762756, 0.17591873234144, 0.3637794219792639, 0.6545990036989638, 1.2425897943077457, 0.13252702069509048, -0.45418431488453387, -0.023962285631735296, -0.5218082259938198, 0.7194610595995772, 0.2471675428965912, 0.2222252778777544, 0.6352039242215979, -0.8356370878140237, -0.2712685371107518, 1.3420396973972275, -2.0248259272238434, 0.7563906465525044, -0.7459805091011265, 0.3543724980827805, 1.0051319566512573, -0.21355392641419582, -0.6194363854517345, 1.0595130052197574, 1.1824035698544724, -0.012344675035123888, 0.8981605565842342, -0.045751532611462455, 0.26477891337938386, 0.0752048058762473, -0.31605270282575404, -0.39431970088880036, 0.4259881696990812, -0.10357593318603374, -0.11746758963932523, 0.8776514792888739, 0.32165279672734304, -0.5327233810601333, 0.18280419375117718, 0.43017220851196375, -0.5712266016444998, -0.2497669511204278, -0.32795401530954216, 0.24069397651954677, 0.23364696722614406, 0.042187459181956655, 0.3461419115167518, -0.04778606305079006, 0.1419628424987801, 0.21094344199480833, 0.3789471876969455, 0.5080804675898456, 0.5383091843238159]","[-0.8732118979544321, 1.3787429708032346, -1.4202480786610725, 1.1430309831937149, 0.2503004150673278, 1.4783264408488308, 0.7020099386520581, -0.1408468082164727, 0.20258938007497598, -0.7340860203650561, -0.040112578071631655, 0.6452444758950706, 0.5539161677532937, 0.08788294248251399, 0.7447687041835169, -0.3015155823019256, -0.28731017673821824, -0.5341872689150365, -0.1465957138066525, 0.38692167612704365, -1.1097515154126039, 0.33389572366557774, 0.804905922676207, 0.008850273299807377, -0.6730225755789324, -0.26715146950603597, 0.849283605381046, -0.44927551525183645, 0.39319225093519705, 0.6739339344583855, -0.024179949065794525, 0.48801068916027684, -0.4553015293069178, 0.3995693873360759, -0.5985358514569343, 0.9055821265350893, 0.3559691963441926, -0.4607462817449248, -0.14060322053653676, 0.20140254046886344, -0.1332208892224451, 0.5516163743204718, -0.007934328984229225, -0.2877410183893095, -0.0976788872380365, -0.04353988041702624, 0.25410355038147836, 0.10118753694502562, 0.004620393220155869, -0.15741501481944134, -0.5034908808968434, -0.16588990029455472, 0.11444019128976228, -0.3544204713592302, 0.3311608084814219, -0.5849089187152444, -0.4078522462496576, -0.22987145113657587, -0.5247991970415159, 0.5007417389697341, -0.4771775727735403, 0.634475449106893, 0.09666809997332233, 0.6757537170952652]"
"[0.7836733720347505, -2.5065572577482835, 2.0032062657259395, -1.424658069277345, -0.6954515894380454, 0.3772082156208849, 1.0101981046486996, -0.42121550362101423, -0.9568928108812327, -0.41439997518181165, 1.7784446128187203, -0.17183331694245146, -0.07829016942659035, 2.6620306747700395, -0.06498117084953982, -0.17937801266264441, -1.273696248471915, 0.5212420917005448, 0.7012203121478734, -1.197531614761925, 0.23003038052613065, 0.2628908629370588, -0.4198762237784647, -0.2713213662316627, -0.17941841243328643, 0.6590726615826732, -0.6706171309630663, -0.06995935231731819, 0.018504648951696227, 0.09218491405789161, -0.903112265840762, 0.09429733048142525, -0.4683148206831294, 0.4708954718144572, 0.07034016072219848, -0.19909972300540288, -0.15706917586244654, 0.6039480524445704, 0.22405032743055803, 0.01728444161763489, -0.21947837884041413, -0.05054287585522972, 0.07549101188808734, -0.6715040556050276, 0.5568502490768006, -0.21539803984409414, -0.7310080133634189, 1.0020764080094933, -0.1892810154341398, 0.24761018061619292, -0.9348075407133067, -0.15814766901665236, -0.9225878561530666, -0.7190460876512402, 0.548636570113613, -0.17956479627378974, 0.5471935394963239, -0.5756401556326772, 0.25926929837125345, -0.12622620825683284, -0.20345523884875044, -0.11921046515569214, -0.216062138802415, 0.19002136690753288]","[-2.8627648502565997, -0.24036319499717296, -0.7608463744584675, -0.6048295028135253, -0.48629984464727183, 0.15022682868163903, 1.1849260967663613, -1.1327548551611817, -0.7649838500932958, 0.06372638357199249, -0.9979914321541683, 0.6071629893493704, 0.13229737035498854, -1.0033468380642216, -0.2486764874598359, 0.6252234842175456, -0.6324953701638185, 0.12596501666009682, 0.7969937772195385, 0.12671444366868337, 0.05671286911097002, 0.009975419807466175, -0.5408002775163154, 0.3793331582559805, 0.42593195523973365, 0.38594554075870674, 0.6109446497174298, -0.6397184771647205, -0.0819152384675509, 0.7174842050480009, 0.33720009142395907, -0.6450705859828729, -1.0066292966696102, 0.13004603475353493, 0.057878775027902736, 0.9285969492333814, 0.5474955138354141, -0.947136714348694, -0.6496317045123243, 0.11847123396331864, 0.7834018409426423, -0.49071704514032294, -0.1920222508099343, -0.24855706830760074, 0.5135434543738236, 0.18923631387917228, -0.22327182873601187, -0.8373139722632444, 0.07176089437748097, 0.10541963811394225, 0.40593985606043986, -0.14602178871370217, -0.16090809741159656, -0.2261272356437408, -1.111827070935909, 0.027656766551379667, 0.785109012858908, 0.06101429943421665, 0.3624640759397453, -0.3434307878547444, -0.5509677748780747, 0.08242699745561183, -0.2884914928429521, 0.2877874201918256]"
"[0.057591801558545104, -1.9660960947925123, 2.828329676143866, 1.5003004592352192, 0.9244784213053799, 0.13445077664651525, 0.11106757691065831, -0.9579406722279369, -0.6669180701596283, -0.6950553786588347, 1.1290692818827803, -0.49759657312879346, 0.08499671366455366, 0.623124375060326, -0.4466245847724655, -1.9108799586048475, 2.1282110655409094, -1.3593695656036544, 1.225297477383648, -0.8539474296939565, -0.9380700903228539, 0.370835295088452, 0.398598299341055, 0.2451153914140857, 0.6508147308465042, 0.5329250682944412, 0.4007150908645825, -0.5050273347603789, -1.056049831977744, -1.3435141614056423, 0.02471323152177665, 0.17744152188171067, 0.7304825410197824, -0.18934973849193054, -0.16717636054646348, 0.1592433056991968, 0.5703449377593013, -1.2093059167299234, -1.1649972705755418, 0.4255611369366479, 0.04052066869570848, 0.4501523727941319, -0.28465621110710937, -0.5377917572370832, -0.8946281815764527, 0.29763583045252456, 0.0673680540569719, -0.35856266529380976, -0.6057080143294068, -0.4657719728524406, 0.8122090986417017, -0.291571173377533, 0.17759002614128136, 1.2378538695000598, -0.2542844547288795, 0.6661463483601935, -0.2922558642070565, -0.204945870367233, 0.9336541371574111, 0.7783403660011994, 0.2739357272470087, 0.5157053704346742, -0.11434834386079343, -0.6865759245767865]","[-4.727119756089577, 0.20083604248481354, -1.9416624849367996, -1.65784365682732, -1.270646400611966, 0.43595531163363593, 0.5769946798221707, -0.4722606477693793, -1.2778775690162618, -0.20543584126098624, 0.43025633756255477, 0.16806880736528837, 0.8291360146882045, -0.5553906938461948, 0.09167767767513803, -1.7577879082966896, 0.32207987420605705, -0.40265671246196305, 0.008968070627704931, 0.9612155865916312, -1.0967945856652506, -0.06841161396299889, 0.1194312896181156, 0.20341879646094557, 0.7532996976284396, 0.2655559027354084, -0.7642816540308951, 0.34095244166061045, 0.11836317878665628, -1.014770973083777, 0.06496652292352294, 1.0342802868598224, 0.7349477620885589, -0.6958640934281396, -0.5789194492390703, -0.7139163288895078, 0.6008682394494268, 0.7799806684546596, -0.7479337726328187, -0.4528715292114975, -0.27489665009794695, 0.1912009695107451, -0.19684886374042473, -0.5284198995312365, 0.6844816274738745, -0.2897646693401369, -0.11799254634326281, 0.00171871063598261, -0.36239427349019127, -0.17522404144660927, -0.22950962700001837, 0.23857315853086006, -0.7807780371804007, 0.9147429607462527, 0.1295928526892391, 0.43801870457033076, -0.3604617733260632, -0.26105909475803696, -0.5603063862344365, 0.3434670145760752, -0.054622143746437715, -0.7153903252165854, -0.10631135891669936, 0.1470804056445416]"
"[-1.9015476714664294, 1.0848336044194946, 0.8897370379308372, 1.1027195395581555, 2.169477844397807, 1.2871779931481548, 0.5896433384353506, 0.0780836240882016, 0.6587148907660318, -1.1206707728555987, 0.030758879319370085, -0.9598296502529271, -1.581081700309105, 0.5098995971205766, 1.3209409304684103, 0.5838222424996993, 0.8304893004071836, 0.3092446254579195, -0.5897273450262855, 0.02865700208483168, 0.41923680156342175, 0.20732388567515078, -0.3452279198047014, -0.5762303804183009, 0.7752397302954807, -0.9130383045660314, 0.9270847358037024, -0.5615846696655932, -0.027403620684502562, 0.27780939227296664, 0.39978393179031463, -0.32890968731906384, -0.3186258229172857, 0.8682836580687333, -1.1808644579244083, -0.7557275392377929, -0.9284011483030412, 0.19771877715728403, -1.0316133551717166, -0.6121540002795605, -0.04327892237225055, -1.2540388953328392, -0.5904280913782738, 0.20360128448381012, 0.12137440831806914, 0.08800243398571987, 0.246026915335949, -0.07733933194588372, -0.10449730092326702, 0.14814342740485464, -0.16745326443452768, 0.4834963234797165, 0.21110456293629365, 0.1388358522684004, -0.9789725077578687, -0.10288545516658046, -0.5418306566337368, 0.07668440721699363, 0.41787798850064073, -0.20127966324418706, 0.3578697661724262, 0.16255320581485205, -0.002486775363237816, -0.504639348483992]","[-2.606339677902214, 1.9074279548428665, 1.281642619404215, 0.6034528740738311, -1.012156795964069, -0.7293915216251166, 1.134851643193109, -0.5617197984287242, -0.6159114152096283, -0.6542219590084427, 0.9242776426651267, -0.815053768140843, 0.058828059392377716, 0.5167165589704467, -0.22617184453220107, -0.1781659496685302, -0.8726653360670412, -0.922505291469248, -0.7329480971208772, -1.0503048537768, 1.05375575187299, 0.7151920606071646, 0.0057047731820215886, 0.4500093188783554, 0.26897271815251567, -1.1537788350930953, 0.4691892800635573, -0.15368833299387838, 0.4148917208190774, 0.21914539975023506, 0.23646019301205604, 0.20261180486666758, 0.2785018686107534, -0.4420028284391731, -0.1455385216606089, 0.13556238800753476, 0.06243921469228563, 0.13571031806838937, 0.12050776103023843, 0.19863907418581547, -0.46043752088537326, 0.27152076185120955, -0.003579313363139258, 0.7349616142201414, -0.11831656971800843, -0.034676407354232164, -0.0020948033746356234, 0.22742569027426032, 0.24325273023861874, 0.617192899863505, 0.07878362005050009, -0.415036991406314, -0.2726939109718853, 0.5006712745682589, 0.6673665999203124, 0.1423740202963093, 0.49226560872745484, 0.2928321162537472, 0.1238958353335032, 0.452329501239322, -0.28096617844218386, 0.5133712146383359, -0.15501374369782112, -0.0678778375407187]"
"[-4.503211878184532, 1.5273628930452299, -0.3956037231334641, -0.7494638777211086, 0.146900900289877, 0.2516825476724804, 0.360063442840276, 1.5433576312204265, -0.8559951487088256, 1.6342603959153434, 0.6554807415593596, 0.015426895021654436, 1.0705897462299918, 0.5786756553514151, -1.2960638758097849, 0.8768239582900619, 0.6795574447034823, -0.6144554038508337, 0.43010522678190866, 0.47751002469721354, 0.04514468341461725, -0.0842187335892577, 0.6645120275918723, -0.7231313768556775, 0.6232240767768242, 0.14032431441270063, 0.44584260799070935, 0.22748181189210367, 0.9269155789017626, 0.0682922706350458, 1.2639051745684786, 0.012936419082707316, -0.6584732496859466, 0.7159070685585026, 0.14018796653947183, 0.030673493500469502, -0.20872562608598003, 0.1618326483424327, -0.4947358230863156, -0.05415447232408902, -0.21321335846182596, -0.2488633109242636, 0.295701418935936, -0.46298198439160804, -0.24819213076329638, 1.1237787431591977, -0.8893542662834443, -0.1910696059334618, -0.4948232871103194, -0.034550066484746365, -0.658512239297297, 0.6115296062591249, 0.12659222662279435, -0.6803669936772185, -0.006944185983160464, 0.7529030441955613, -0.4414421411600781, 0.2801009149401361, 0.26154961405537563, -0.21387097117414458, 0.2578831642003672, 0.5734064825709484, -0.09177233396134798, 0.22868053102093708]","[1.5465556161779404, 1.8224629151359297, -1.1739252776372602, 1.855961796183725, 0.04907054422564574, 0.7286314704049385, -0.44833911946922567, 0.7426203187618425, -0.15618777324163544, -0.9589724714683449, -0.29279826000891823, -0.7991289240896661, 0.05128424296495075, 0.1657189080527944, 0.12148845851763179, 0.5126190435704646, -0.2787849065211387, -0.701609604129753, 0.7523026302589457, -0.20199736901987211, -1.0753983745606364, 0.319076773461451, 0.4547867696274635, 0.089882157325305, -0.22547912542711562, -0.08774121912877249, -0.001311216702547759, -0.6076584250408704, 0.35908634894493596, 0.4138567428756996, -0.279186294017158, 0.42079983042226676, 0.25869607182442383, 0.5598056441648952, -0.12291391082382054, -0.07401209938475144, -0.1331896151633085, -0.005091817939857421, -0.5098474059872022, -0.5807076837827153, -0.058646518622604144, -0.21803531687689087, 0.14078415328419755, -0.0507431182391381, 0.16986021065807816, -0.0009221485128700465, 0.9194802567726456, 0.24888930792007297, 0.0065993846597513514, -0.02088428458632261, 0.017171064122832272, -0.41336215672200843, -0.2303222547584901, -0.014109651223551956, -0.6437811925696665, 0.2444870739256699, -0.22757566672478888, 0.12072949657800336, 0.19797183814009775, 0.6881070570255698, -0.4512609413890263, 0.6085476631505032, -0.056556799453722155, -0.4595814178900113]"
"[0.15173026084636002, -2.4226355667327284, -1.321666868695615, 0.49797615370550813, -1.3835944003631298, 2.108358513041283, -1.3573317751703895, 2.316192327587603, 1.261985770962085, 0.6799637846824482, 0.1547700363659915, 0.2709322052027129, 0.41221123686675365, -0.5590803040322115, 0.4130435077827617, 0.18184249369621433, -0.35487564043576575, 0.5508499991940412, 0.7058265022915616, 0.7002398538986804, -0.4338281380692392, 0.4678957770703458, -0.8921004146283865, -0.584754292290534, 0.27941731316189405, -1.1309987825915402, 0.8868736551693779, 0.6749694567542851, -0.0923648579632338, 1.1542792896318408, -1.25001157635419, -0.6254765502589473, 0.4532538178902008, -0.0011041033115014884, -0.41677842408338517, -0.55054515818162, -0.07144519675098308, 0.4323539334739335, -0.5226548245355039, 0.4173570222169307, -0.7735426619183805, 0.6611791177951145, -0.709112196066882, 0.41900065984301177, -0.974838226134098, -0.47515043762937637, -0.0933490462298557, 0.20970250303160573, -0.5057297963547789, -0.8926831949095835, 1.023379028071642, 0.3188703443719183, 0.16465760379433797, -0.3781825995258373, 0.04429616668490433, -0.3493332365733675, -0.8802440294949041, -1.313356577669224, 0.8474512001242102, -0.7678347883866313, 0.32494629238231365, 0.7550495925673236, 0.765114099805999, 0.4936995860768912]","[-3.818830533774087, 0.8705943050135155, -0.784720872525777, -0.7987037688999655, -0.46235960833463063, 0.171881808369368, -0.39161107151341706, -0.6365737051273561, 0.16620354905808993, -0.025307605257200355, 0.17189264037778043, 0.6209105068649018, -0.41840864069139383, 0.779597710859294, 2.071949626365148, 0.7199358839903297, -0.03127739103750104, 0.13348278268248456, -0.7343443787924417, 0.5262551494871749, 0.27930046221133453, 0.4220107656739865, -0.8487265192363106, 0.2733522197221337, -0.39421012469697764, -0.6079788844787279, -0.7723212403827759, -0.07489943247218145, 0.7230200137201345, 0.35225404769881336, -0.34236198950215097, 0.933652139577629, 0.86839087221606, 0.03070937286205749, -0.3439529276289903, 0.3114068506133137, 0.6285161797269464, -0.5960262965651097, 0.7307570406462873, 0.6582493088011542, 0.6741722108978392, -0.07482720404770077, -0.5408303800501347, -0.5013671418337279, -0.8204489967480486, 1.3429961450198729, 0.27958474696410685, 0.9145007428201404, 0.3411261603878954, -0.05816935979875075, -0.02262991171680026, -0.3735274294962873, -0.11382146463821033, -0.8017344699985313, 0.012118714873170325, 0.938113971783496, 0.018876823721074906, 0.09882938251538362, 1.093196956590483, -0.20146389959516145, -0.3920256619598209, -0.7844116125733184, 0.13975681379764054, -0.3702102501768648]"
"[-0.6809602984215795, -1.9888877704366865, 3.0936584880021525, -0.9355323085028967, 1.6403544325173822, -2.5247564574328285, -1.3831477347011616, -0.1866916209515572, 0.008543564308616242, 0.6971851495682904, -0.9103159874163672, 0.11900113933628748, 0.3547517203276393, -0.01931185287481093, -0.9031195394391893, 0.5707766672260771, -0.08819929994368397, 0.5108143798345991, 0.22616645681971512, 0.7280400857792625, 0.08550582063201344, -1.1801952105068834, -0.4753596688681655, 0.08387149782812309, -1.3743001822823198, -0.5466220231262254, -0.26380132621702096, -0.5771350360518002, -0.579651808010682, -0.06918023081337614, 0.975334539669553, 0.4141343067729287, -0.5543730238311759, 0.11769477415154084, -0.11231912103090695, -0.2585221650121988, 0.05794488965560407, -0.2596820535809391, 0.510448667251061, 0.7959815361112103, -0.008207100463341872, -0.6688903796764201, 0.0921306048652575, -0.7545352582962075, 0.3811103077055564, -0.028040138727813916, 0.5930145776946169, -0.10363202955440261, 0.2818489287673479, 0.31384247314225616, -0.1350758471692104, -0.44590708659300127, 0.2567094937566318, 0.015530509217717687, -0.3126151530326417, -0.03161788643357792, -0.7236935706490025, 0.10566462748886478, 0.09919698531836646, 0.013224167469295889, -0.006364417006544222, -0.235780538424969, -0.07592344562173256, 0.5940669527720754]","[1.6694041082912308, 0.6543363345642063, 0.8032875279019284, -0.7141878816848621, -1.7558531979490883, 0.22840676237591995, 0.6085413650248264, 0.6937578593188367, -0.10489991887530475, -0.36945791488875174, -0.609669456268467, 0.5122824853546357, 0.137439988097024, 0.21820037676222329, -0.32222121845418256, 0.6330106106764259, 1.0894956269268448, -0.23497471081244353, -0.2808120160610613, 0.563072413176241, 0.2888815685364939, 0.20208250679965206, 0.3459736737004728, -0.8102739409857107, 0.11425962719246037, -0.20099737696749712, 0.45325130577293365, 0.31897513267757116, -0.35192457352541795, 0.23810671161374763, -0.05727729873628181, -0.19596185472430414, -0.5026845767260621, 0.39434535410209004, 0.057056915131920995, 0.02063149744958732, -0.37057217186501124, -0.30710797790117544, 0.10724090019393463, 0.469888304335547, -0.46954342275641064, 0.07090366675897657, 0.06552989566981314, 0.1492947822611054, 0.2926084235479459, 0.6407557677834205, 0.4020510017374762, -0.32306140101160424, -0.2532395249799254, -0.14700992123114195, 0.2965015814925003, 0.2838507970767484, 0.3748603226544472, -0.19730240327989526, -0.18952170516952693, -0.08683090946393665, -0.22485187500370038, 0.4004032083909195, 0.5784521149769619, -0.29808365668504094, -0.19138477652160762, 0.13861295387214187, 0.038045372396093034, -0.18656676395170352]"
"[0.14324795992924855, -3.0963706617179323, -0.3590397650232321, 1.569697154853252, -0.9111662256562273, 0.8076817397606392, -0.16274282051014755, 0.49687396229832415, 0.8202837152510428, 0.2231723072837978, -0.574768297163102, -1.2654147168106595, 0.2826228133885225, -0.06918801212968419, -0.6756476223037369, 0.7346989113544964, -1.6513267842847006, -0.5294569904071946, 1.3790045724476647, 0.43814297689603837, -0.6502744731163579, -1.8660142573691767, 0.17701788962028475, -0.12459715606689212, 0.20455029989418289, -1.1746275196699505, 0.11481426794970545, -0.47098192681681866, 0.5085638127370121, 0.7696996972113995, -0.16332138810592783, 0.6480378362255649, -0.6883710642400834, 0.03233684555419194, 0.3775733373785971, 0.3450510179903636, -1.6365109210012192, 0.1898800977494094, 0.8560306194612018, -0.6690498128192538, -0.4855427272260204, 0.2307851790740162, -0.2174453743769293, -1.4308933274215878, 0.5598651054973546, 0.17449342784410574, -0.17511937093314653, -0.8423433496285085, -0.8831014783906259, 0.4217546320557949, 0.11861377139571717, -0.8732241272068779, -0.9028150694139357, 0.4408747514588877, 0.08428269092674466, 1.0903968541070077, -0.8464740359430089, -0.22680027719848286, -0.43294820455636535, -0.4661752362673459, -0.34279965937088824, -0.5962681076894899, -0.45017225930764504, -0.006565359190399997]","[3.665974395954846, -3.6909140690141062, -0.4215300103932969, -0.056966543491037316, -0.09901219168177694, 0.657518527286576, -0.8096212411920155, -0.06899550557642832, -0.14406235665782754, 0.5289011731433312, 0.9261118522330931, -0.48798346130157694, 0.2547879541416093, 0.6187895157414892, -0.16611345975192554, -0.3765399266981632, 1.0403896835779214, 0.2804282377626855, -0.5917899970559141, -0.17538937110393538, -0.1921413988561721, 0.322293369773496, -0.41339691110567894, 0.1234314318732364, -0.0844459398300421, 0.6106583898907527, 0.5413998431116601, 0.047917990547330175, 0.15131160310348496, -0.47369769685906327, 0.2167769968384984, -0.08435913836818734, 0.1893140361061711, 0.3899041152709779, 0.5129352700156589, 0.2800444610267591, 0.07838342495020029, 0.301099800484743, -0.09220666091497122, 0.0015973928234107421, -0.4387927611242386, 0.13261293267170937, -0.06860293140921818, -0.35186676429026653, 0.21999997736271412, 0.07222569008931339, 0.1985112486442407, -0.4417315462982975, 0.03448318851892531, -0.06256676736351717, 0.10109400188747118, 0.5758701086641737, -0.06891199605361371, -0.2932855675231422, -0.2459993724360028, -0.16498291113065386, 0.056272696165353374, 0.2363815739809453, -0.20679597137392644, -0.26803851975560505, -0.3187331505608473, 0.3047864804935756, -0.2046102481339276, 0.32392614775902234]"
"[-0.27022577412037263, 0.12740260653099528, -1.391127864116467, -2.3865886749628022, -2.1099255871432425, -0.4538183718568499, -0.9732029764094939, -1.3307006644403927, -0.35991819442077494, -0.25236515910584684, -1.902491054100489, 0.0038923667570837273, -2.3696850932148354, -0.23069265044642262, -0.1956299977455956, -0.01171803572988976, 0.5608012742651078, -0.7816496124402096, -0.11693614664147199, -0.25799040939611223, 0.6273688383450418, 0.5417258079793947, 0.1874160334925518, 1.2314721479857231, 0.8622027731515065, -0.593109706712561, -0.7134600251574829, 0.577179751573176, 0.12473801559239692, 0.7872079032677003, 0.3308013029968371, -0.12308684328996732, -0.08365231862033712, 0.5238878385912791, 0.10046043410485289, 0.2731831044504553, -1.0373831462762568, -0.18405826566598457, -0.5450235078624324, -0.33316751596903965, 0.09001249934046045, -0.0606153231802156, -0.6803179863373254, -0.5264928610437309, -0.3048555163400468, -0.7749635722794509, -0.5329631107358374, -0.44158982002708475, 0.14989640042690003, -0.3539547347556315, 0.2945295337181226, 0.20248717988994366, 0.4540216989893013, -0.37381201299867023, -0.05473036838658267, -0.1633742530370453, -0.33413899757868426, -0.38755242536982937, 0.0021269706341969915, 0.7584966242680682, 0.19328536296035304, -0.6951999869309994, -0.731927327510819, 0.4076502393609806]","[1.3379960785696554, 0.06058420811728907, 1.3250827286847595, -0.9723506845890547, -0.9395976276120594, 1.005517704182777, 0.13686082888086878, 0.2253335143465267, 0.5062724907144445, 0.3610710847540456, -0.8782448676451008, -0.30938964056989643, -0.796927186449381, -0.7796018842595043, -0.32634122318969844, -1.3857159618521608, -0.3083123376726433, 0.08428673880002917, -0.4871015810622468, -0.14522367797527808, -0.24500164670913985, -0.5473610770642708, 0.658124555672697, 0.12164227764880296, 0.19337082161675048, -0.33980927136393924, -0.32618313535001764, 0.15416343108130276, 0.12933945476323133, 0.541189911748456, -0.011976356504818778, 0.3023500544508872, 0.8396466947158837, -1.411075856417053, -0.24120214644792182, 0.34774469098241617, 0.41934866875310384, 0.03905643407074526, 0.7174665997372425, 0.19905098854754583, -0.08261208039775357, 0.4748051373260568, -0.30787594915140554, 0.3018613205242114, -0.01266306114234975, 0.13898147110426218, 0.45183341659868514, -0.23471995026983206, 0.1366172375806384, 0.47957636818801175, -0.12071639212805668, -0.16018900211414894, 0.18177792323051692, -0.40883762180963135, 0.06514505157007772, 0.1334257691968107, -0.4659013744544751, -0.39931162308887225, -0.16775677447648607, 0.09532810038320433, 0.16712829531667908, 0.32042227114757166, 0.14256371105576593, 0.07363088142643216]"
