image_embedding,caption_embedding
"[0.5706684678290475, -2.8719171958034733, -0.06424380097027074, -0.5246728729741229, 0.491971865443164, -0.5355686411799043, -1.0876012860483109, 1.421822419861329, -0.21993070244659443, -1.6768568212730879, -0.5888534421850785, -0.7647258258455677, 0.9204727901536643, -1.3126819476177702, -0.37430314542409526, 0.8720774134641639]","[-1.80646937740487, 0.11252063761165343, -0.21133574720078435, -1.021151627266735, 0.5610705407432773, -0.16435968820016444, -2.029988033587676, 0.16498064187781264, 0.3549283939905494, 0.3359933680461535, -1.4980698157410048, 0.07746984763554901, 0.33400890374245906, 1.035350116268859, -0.6038199648461177, -0.2556504942114494]"
"[-1.6848480414775389, -2.6568401030906683, -2.4726499205513335, 1.8977054213980078, -0.06448731650882757, 0.2621610486956411, -0.8040568863454537, -1.649234471315716, -0.48486487989902644, -0.11353612300968456, -0.1303879195287212, -0.09371269375046966, -1.1227691102924142, -0.6940717865797899, -0.2952025792477927, 0.15881868327392537]","[-1.6799840272805604, -0.7799439833159497, -0.7357882283907379, -0.32025191827803146, -0.10769322200902105, 0.2098020737621428, 0.22988105974869333, 0.7584687719846704, 0.6874831220052388, -0.07608160400110518, 1.1892402383819878, -0.624380515901936, 0.14443162609228377, -0.41400241171746327, 0.045298830204541445, 0.814892568112897]"
"[-1.0298125860511702, 1.994484515266831, 0.44106599817401465, -0.03878805306355149, -0.12624499965648947, -0.05787196356485938, -1.346083115954739, -0.19334525309966863, -0.4198246003642227, 1.7470331067946092, 0.08857862422040896, -0.8213007956853353, 0.0021977376371814313, -0.5713260997474544, 2.0971552828343705, -0.5501867661904792]","[-0.6353950538576075, 1.4053510355179344, 0.2566413729319368, -0.666337963235891, -0.31411525329272355, -1.4620057126943573, -0.6574734602334389, -0.12882299449979764, 0.6489127602611375, -0.5705449941137398, 0.5784301662913162, -0.293302835077232, -1.0356073287696126, 0.2168652026568658, 0.3585734072848422, -0.764819262514541]"
"[-0.08971030334682194, 3.3027582058595253, 1.5414885952423054, 0.9586069638038743, 2.5822257544508136, 1.403928099020797, 0.5793796785726523, 0.5130928184446237, -0.14103834819668037, -0.3191376014937652, -0.6377967405432472, -1.3315576011176393, -1.490784820188445, -0.7908222238692024, 0.8545277407374361, 0.8212969606538271]","[-2.08215932134738, 0.5964972838709637, 1.5691306708355102, 0.14293388776464566, 1.3331549898213424, 0.13663348310836942, -0.4228190915671314, 0.9034683687422614, -1.3323926871602116, -0.44634065856893534, -0.04974881481596194, 0.25197755185356757, 0.7306589650703241, 0.3756757880414879, 0.14900166720409658, 0.07271052510004346]"
"[2.6687544030917514, -0.9465353175800605, -0.46386366120179007, -2.4024911142306076, -0.44877564477523074, 0.7026522877110813, 1.694979222290543, 0.6514681792611919, 0.5170476654607336, 0.5296524875628175, 0.9105960752336201, 0.27243232615066176, -0.8466415020591551, -1.121003290385948, 1.266198129496717, -0.2550642110568786]","[1.187741820476244, -2.0276654759653914, -0.7038969588935075, 1.375582540342593, 0.8185108405759967, 0.025017948749766525, 0.5803454067688439, 1.0295914507892103, 0.7516842000148879, -0.2081832551507031, -1.094627747155271, 0.8716618800970146, -0.6949568347665686, 0.5116602241418586, 0.5935032016863732, 0.9277216888843561]"
"[0.13120746674056127, -2.1332868120089143, 1.5359875998372803, 0.7711843486384792, 0.44679430913085627, -0.9344365700409702, 0.7156464666957414, 1.4554270141463561, 0.697950557793152, 0.19611369140479878, -1.1504108150598327, -1.0734851150978366, 0.7886354379812494, 0.4869458127087173, -0.06748622380929567, 0.4041289012883209]","[2.619261053331507, 1.8599783282205973, -0.8837953917994948, -1.5580404793590068, -0.4194825592613386, 0.06579177558796417, 0.2661035720665985, 0.5722026071335146, -0.037042819784132416, 0.4558250467757015, -0.40770012716445425, -1.2936664008261256, -0.40460743209778244, 0.2196808764570633, -0.02702226925990751, -0.3392762250564117]"
"[-0.14475632191870333, -2.6256188432069925, -3.226217582859046, 0.4043036397967449, 1.9519974337927943, 0.3894917869894758, 0.07046043620174501, -1.5115182991517857, -0.2566132261787017, 0.2229166964368122, 1.2433369607353062, 0.9943369813470886, 0.05458794111591892, -0.9283731525026561, -0.792229113109574, 0.6698655438569907]","[2.0146804509296348, 1.3361317847362344, -1.3539932294180947, 1.142008245318398, 0.21997615391167483, 1.0584430251764676, -0.15046144388546817, 0.31233541065065534, 0.3071021093050703, -0.7771192268594895, -0.22187968104825861, -1.1565291159865856, 0.18567192457908926, 0.10750462242346505, -0.20823976945752937, -0.040570843516918004]"
"[-2.6429003433033116, 1.3846465557321523, 0.036134365943979126, 0.6313590478425766, 1.9854477639672226, 1.1491962797738415, 0.49696380977851623, -0.8431317841983625, 0.40950183115442046, -1.4934925473497143, 0.300032410350308, 0.3366108734981665, -1.0817465043987624, 0.08676502580890526, 0.5498764115993255, 0.28186913657145535]","[-0.029142883168458082, 1.3305215235309953, 0.5360009197597881, 1.5381611001444622, -1.4247191307729328, -1.2553232204984632, 0.09495116217578792, -0.5112432998582405, 0.2198442228845179, -0.8136448176532685, 0.4079593892096893, 0.02466274737447303, -0.42541068259306086, 0.29600920245213674, 0.4988484836337296, -0.5660060966655472]"
"[3.2278036395736502, 1.0548906117801826, -0.8776929137081294, -0.30103978205577286, -0.41824174899216876, -1.1033300548923888, 2.0266017627104853, 0.8508654370616083, -1.1366818777734349, 0.010207774032167783, -0.6148570403614952, 1.5343009811592179, -0.3464141978606045, 0.021662273255770362, 0.20404871014567685, 0.4042649276047035]","[1.3707985901263529, 1.812861024507277, -1.576296951757979, 1.4537583104834035, 0.2841181459831708, 1.11500720247743, 0.4256101594093318, 0.38036841714529607, 0.2506208219275901, -0.5246179304579328, -0.6163347537409336, -0.668766919124111, 0.7515587074193507, 0.03326620450508685, 0.06721457996230884, -0.19273145597595673]"
"[-0.24257189292184547, -2.375694960480604, 2.0828324183109497, 0.270534255095113, -1.6434751953820232, 0.6604152587550166, -0.4118632427541197, 0.6200539575468466, -0.9704907776179968, -0.16198275738528695, 0.46986215396107894, -0.10747201843462528, -0.5283573094462494, 1.3850901088836676, 0.2978521895244505, 0.16300922477099708]","[-0.7629875495710199, 0.6170123171430151, 0.07494347829615793, 0.492594013567927, 0.10428841000505736, 0.4401230275485971, 1.048774738049258, -1.816319953376497, -0.47736031370742377, -0.6547999672717095, -1.8167955832257294, -0.28665762497130376, -0.08134107222371999, -0.3989466262006181, -0.15309118759325546, 0.4286184947563901]"
"[1.4494370758935509, 0.02416388482936304, -2.369315766084084, -0.06941171452973664, -0.9407898057183209, -2.4826205097550993, 0.7176116985674126, -0.0876473875077336, -0.5140625560534019, -1.3253210151197172, -1.3926449889322268, 0.11297434904357292, 0.2234268714463382, 1.3215621705713947, 0.8052698805763896, 1.4408556886044444]","[-0.6393034774173737, -1.0163345146999745, 0.10955452240165708, 0.49832798114022725, 1.1097959602002367, 0.6778020238132473, 0.2487299896936134, 1.1970475822866555, 0.5615850773440528, 0.28592403883892414, 0.1448865179813895, -0.9697813584151862, 0.7925207034859016, -0.11705825642848589, -0.4755011065265525, 0.351973371189767]"
"[0.8323295833585098, 0.4089373137391871, -1.5466804875198643, 0.023019915602583402, 0.3874262015672708, -2.4870139024990254, 0.7770150320088882, -0.9830752541895855, -0.37668513803924086, -1.748436965176002, -0.6593889424630968, -0.45121970261393035, -0.1296308398970417, 0.4211625518308815, 0.5847554970558796, 0.49926197248026577]","[0.33337789986291333, -2.613370963193516, 0.1310685276736538, 0.25699880370919276, 0.6876727544056109, 0.6883282420315585, 0.8636490574019288, 0.8789096054798542, 0.7303451230992638, 0.6721718245882253, 0.6443421345496666, -1.204825419191903, -0.2552877957399603, -0.6146588613461366, -0.22700099752954186, -0.18560847200566394]"
"[-1.3973591132951049, 0.9194599291702463, -0.5138418964300989, -0.8630612759548548, 0.24739770092263572, -0.3835917332397847, -1.377260153826407, 1.2400882343628825, 0.5151097665130322, 1.1678351812304255, 0.8019066584400689, -1.095221295615097, -3.4886227417773386, 0.7019011656143145, -2.174145436507929, -1.060485733893146]","[3.220848996773957, 1.70044807935453, 0.678744847127797, -1.296330811624989, -1.0801288016400077, 0.6367175404423239, 0.20060740599811303, 0.855216550500814, -0.37143267044731887, -0.06930834850754564, 0.0632625722363407, 0.27392604019081085, -0.18910035297715297, 0.4397818022894835, -0.3055227520300391, 0.3623812370749876]"
"[0.19837232292850457, -2.5832060998999093, -0.33330067273717773, -1.279119955067933, 1.3918538516389662, -1.4190793563669712, -2.5377375419723496, -0.7910534524495249, 1.82767228263323, -1.4060025284485744, -0.44849081474689156, 1.0909579931267837, 0.12962131742328248, -2.218896034955998, 1.2366658429216222, 0.31216780693892077]","[0.5966192538373832, -0.7826217815960321, 0.06974440156415915, 0.09380246607315701, 0.456456973757715, -0.16417376938206898, -0.4165820313123406, 1.4925685416778556, 0.06892767405782561, 0.026182435690941783, -1.6132185299528932, -0.311494217474043, 0.39098978242365534, 0.1889290097309257, -0.2764383852326609, -0.3749328008865265]"
"[0.14168598324293832, -1.8353996891622586, -3.229728733393787, 0.3369251534640899, 0.9923842634989586, 0.432242789160379, 1.6737434866266276, -1.802076823203241, -1.702303142187157, 0.23443564746358403, -0.08042108879516885, 0.39658740787617325, -0.7604285717069421, 0.06437665210336595, 0.035365083738063526, -1.4897779608774144]","[-1.237741558469153, 1.168101042857208, -0.45984817600591726, 0.7054460721431374, 0.7997931885448292, 0.9669275971669642, -1.1856236430012705, -0.7356045504646344, 0.8423047693453347, -1.3023099671766174, -0.3860061217334685, -0.4438326125900347, 0.105345541981445, -1.110681886179791, 0.05348818737892306, -0.43386465567785776]"
"[2.709373847957729, -0.6591994780470993, -0.5359224755319443, 0.5424549423627502, -1.0897455765660007, 0.3170137271103674, -0.48808886091720716, 0.876760741517671, 1.3904458482080588, 0.04810151826793879, 0.06174392021662246, 0.4134905891987456, 0.8601734630912342, 1.0470866525384341, 1.2895959646584316, 0.5950875917975604]","[3.078541774164915, 1.9485764183735268, -0.8712753913264827, -1.367140388097803, 0.5831131820455462, -0.8227951048654939, -0.16095651001822775, 0.006773261063376969, -0.5597009148460688, 0.27806734242835257, 0.2465809466430492, -0.7326007783260493, 0.06512321567543082, 0.6507821837552933, 0.6402460336498983, 0.06958594266105865]"
"[1.1932323704532928, 1.9664135549027395, 0.525697449873903, 0.5700074777928223, 2.4976072689480957, 1.6139607099787097, 1.709158993656613, 0.40707897786338354, -0.36518547892619463, -1.0448150246570886, 0.35599454214024834, 0.8163689936248999, -0.24092883132378345, -1.0706339578531707, -0.6607271532360768, 0.6197123184346633]","[0.4266745005854928, -1.2176462421845418, -0.1639887660028489, 0.19509216710182076, 0.19932353086388577, 1.3619386219275098, -0.09974850616400532, -1.114900814637647, -0.5946741761750345, -0.5136520206218056, 1.446455241527252, 0.45626847531365367, -2.2020026180697783, -0.33176321375365414, -0.2013537090689745, 0.04824141900153248]"
"[2.360538666766332, 1.052745638950744, -0.39794746917181345, -1.0951351772179205, -1.4400681846722951, 0.45792492731483403, -0.7693177821272867, -0.4277496452643025, -0.6927265805282656, 0.7796012465834178, -0.4672077264977884, -0.022554478296367718, -0.40775394973013124, -0.5677354550409054, 1.212571952636571, -0.5476211132531419]","[2.235194034159847, 0.3212214363358122, 0.08571978730872827, -1.4022833359842712, -0.10297827614795403, -0.764345316019347, -0.05502113254210864, -1.7014991921818117, -0.26611532894365775, -0.1289895341238832, -0.39074308521680157, -0.20657571033646185, 0.17941517005236865, 0.40254237919630514, 0.2987449183373122, -0.4951628695794106]"
"[1.095160148068658, -1.8842019240515115, -2.435303504579356, -2.086531374928716, 0.09753994329403076, 2.7004263508400355, 0.14912658648426882, 2.359922224882956, 0.6433585618743676, -1.1421764809330652, 1.0432427231331092, 0.5506506267134834, 0.5312617011920442, 0.46175736892392905, 0.2559903611565113, 0.6580711054383735]","[-4.28585084004087, 0.23073628761755624, -1.792725897023274, -0.17545383849346816, 0.6651994417236637, 0.5500226601700838, 0.8535989832034211, 0.30446205427465806, 0.3111260912698133, -0.19122989873888976, 0.6027720809752893, 1.4924798157166428, -0.7471321181887465, 0.20883893420605137, 0.5899027527935289, -0.849792452799951]"
"[3.365865083180039, 2.410316084720949, -1.038822025649009, 0.06496069522925997, -0.7224534254700188, 0.0712478324605985, -2.561630744747933, 0.8635351392078936, -0.13094764896413563, 0.7814897342397987, 0.6971408266086012, 0.08712574005294475, 0.9912698291347789, -0.4332388715762233, -0.19423876819848857, -0.6971215220784392]","[2.6598305317333324, 1.5042667828490242, -0.3541776721227271, -0.995907014357769, 0.25791700132664047, -0.20144090912768042, -0.05001907690762244, -0.5816666646748382, -0.5220544380733377, -0.3562204215649367, 0.20542011349230307, -0.4958912482030134, 0.2881241022169532, 0.8924897577716135, 0.14168888133438806, 0.0006553080138648288]"
"[-0.5121330044714448, -2.398705714138933, 1.4795811245456267, -0.3401561677908292, -1.6525127131018575, 1.041434985607791, -0.16932476719437456, 1.0738494262775695, -2.1673442673482413, -0.4091108501974617, 0.7716989903150646, -0.3320355285809359, -0.7068096789674023, 0.9856812851229984, 0.24862060089893187, -0.30817227076051534]","[-2.653702429787611, -1.0900128860883296, -1.4087809129538458, -0.4597090016433614, -1.1243343472704024, -0.3968074069968821, 0.16159595112541716, -0.2795973080958869, -0.7697626189357007, -0.8342301686809059, -0.7149266037984077, 1.16743608940972, 1.2247132225430413, -0.6390147295342874, 0.09790351387743243, -0.3338818331479397]"
"[1.8254595164914593, 2.2936688994239507, -0.8315053206277349, 0.20364330766003724, 1.2327706701941477, 0.314373652580017, -0.7366108337768397, -0.01657715233146436, -0.37444810956182745, -0.43335081743881754, -1.0116007600211836, -0.8431423422867566, 1.2160325017030076, 0.6674698283325082, 0.02324707194557083, -0.039918166033396076]","[-2.4593691754474882, 1.1436663704048748, 0.3558926766471286, -0.3366022579891209, 0.899802418986052, -0.32128537611571395, -0.2554623952914084, 0.7250441827357483, -0.832606856196273, -0.4678271546385804, 0.5523861759679841, -0.42813141161254437, -0.39962297101874883, 0.3002702618000119, 0.15837777326620342, -1.4015964793735374]"
"[-4.324440506488271, 1.1012036988611194, -0.9451151302555933, 0.8579652205000278, -2.004179728111592, -1.3554482396307208, -0.551379208557862, -0.5735020363477596, -0.930532017838787, 0.20130268314758024, 0.8407407979936876, 0.3066328998497544, 0.8885588705451207, -0.42205334425258345, 0.22488834258291265, 1.0843465770270022]","[2.734154734639039, -3.2573022274652783, -0.0655591061513554, -0.5241792365280598, -0.9276921529080923, -0.45202242545787313, -0.9098224014790856, -0.017301431203272013, -0.04366162338235283, -0.9658749001194581, 0.887363913199412, 0.6493465361670074, -0.3493968121240589, 0.20255898911585132, -0.055627495809100966, 0.41573609683883717]"
"[1.2265034182901542, -2.904290002873913, 2.7881781988288674, 1.3626805920477867, 0.7750596393277063, 0.1885454514664648, 1.1851314788728862, -0.8003307141401037, -0.8467341638636875, -0.4355449038281052, 0.3674529505605821, 0.6562417654930044, 0.3223237403166737, 0.05919350284491101, -0.6532012406543545, -1.906279223217461]","[-3.845682710940879, -0.512021594497101, -1.9616658892712668, -1.3882500252469194, -1.2513237011731115, 0.3919758961082745, 0.17390605463439354, -0.4131634119845321, -1.7697879422020966, 0.47485476046467995, 0.5758485531707642, 0.3483868578822913, 0.5201611363211543, -0.7423783173016097, -0.13412745515826557, -0.6871029842643088]"
"[-3.5459676820379085, 0.18736178395277625, -0.9581158642579888, -0.667004056387921, -0.30882893002838796, -0.6967657964988404, 0.9855765171619043, 1.2166336785572638, 0.16838625262110987, 1.646591605130532, 0.7048381296156155, -1.4977738991389529, 0.24042728642987835, -0.6774719218500924, -0.8773874123931609, -1.7178113319539992]","[-3.9104691755522283, 0.7286925273088133, -0.7459421013255099, 0.13319966914908365, -0.8462986248584526, -1.2177907060283828, 0.2005090750719961, -0.21235224560855406, 1.2322637203932747, -1.3080100501064065, 1.189773730621548, -0.7807815842520375, -1.2970290752102955, 0.004237927993372839, 0.17911818631350734, 1.0535062889889555]"
"[-1.903421502044716, 1.4000303306828954, 3.1094640372941322, -0.5959840747685909, -0.8197155896671764, 0.002432494508665054, 1.1572096284499422, -1.666377995371602, 1.997946467107299, 0.7557246311591768, 0.22029069665193282, 1.017832519928903, 0.7904542809518385, 0.11052299005894754, -0.8809090186607998, 0.5650516044695496]","[-0.3164867666480771, 0.34780650687853876, 0.31033745041315447, -0.8802378463343177, -0.4717508654515056, 0.15651333075031693, 0.5868585936234232, 0.34628609536107186, 0.00428945810799524, 1.042749357427597, -1.1322430974742146, -0.47112268166800625, -0.3459978008792475, -0.7577628317610908, -0.38538458763221756, -0.41617939967526607]"
"[-1.9824895149001343, -1.864968402125816, 2.8014828435897208, -1.6368200305684342, -0.8625123011063185, -0.7158748484180513, -0.9363908220030226, 0.9844745260906154, -3.0276203295525623, -0.45568695478956606, 0.6865805544550384, -0.46227085276353624, -0.41199974275985757, 0.8002246082270396, 0.25000782735129806, 0.15476352882762906]","[-0.37085329714682763, -2.137343860619386, -1.2123942644976065, -0.3542491859649015, -0.9641231468402603, 0.1549730060264331, 0.48469070320829355, -0.8135431482412946, -1.0552228235105157, -0.2605397547073173, -0.7540637463768953, 0.5713968553160236, 0.9024532350082126, -0.16677341664308304, 0.13985612857741206, -0.280209432678088]"
"[0.3536317003032665, -1.7731267667479322, -0.7452640250608905, 2.5884796391803473, 1.7757986172710543, -0.7055595928957143, 0.398740969398498, -1.8266429362411054, 0.3430390112110607, -0.04273275051226619, 0.7314623716956582, 0.92638030165197, -0.2074143977069268, -1.0469082554524256, -0.6801615935002523, 1.1973142255762066]","[-1.8769643508037228, -1.5350730712349256, -0.30472403900816697, -0.5412889657523549, 0.011766313145147561, 0.14385378890313044, -0.2944737655027155, 1.3298082473725563, -0.7957413700178269, 0.08655339095641287, 1.4163761428577395, -0.9836101679688488, -0.6952181716245297, -0.8561414135696094, 0.31600557978597715, -0.10102779837684987]"
"[1.0851711867205796, -2.227053972670618, -1.7072302051334636, -1.603831881118614, -0.23261315596065968, 1.2817324564972283, 0.6049413427081675, 2.651670392918371, 1.0082233291029719, -0.9333761310324752, 0.2264204066488734, -0.5244972073279174, 0.20120652275551462, 0.35398656773768955, 0.6503021813108498, 1.1462887336718837]","[-0.8732119048683766, 1.3787454682105347, -1.4202891735019463, 1.1428730823836666, 0.25040083213285763, 1.477923057380686, 0.702637148565585, -0.13873230336040174, 0.19939804978932493, -0.7255432367931127, -0.03361915170552097, 0.6594653866643291, 0.577554708486649, 0.09979546868359229, 0.8215186968479639, -0.3468723972443177]"
"[0.7836714932272778, -2.5065562426449373, 2.0032102904146183, -1.4246439708485457, -0.6954533563077518, 0.3771146374508459, 1.0099829591005527, -0.4209553597797152, -0.9574851651478775, -0.41523638698512844, 1.778151283907617, -0.17081147063991206, -0.08320933234927179, 2.6548675957990433, -0.06993691081502303, -0.13799263366034137]","[-2.862764846606465, -0.24036672487738472, -0.7608649150085618, -0.604721686466617, -0.4862865657759129, 0.14987564889538224, 1.1850976115187795, -1.1318087956385001, -0.7646937250141442, 0.06495711578443716, -0.9999938914691545, 0.58696304173399, 0.1743857944838613, -1.0109324760287681, -0.23654390348755927, 0.6119562253846893]"
"[0.057592375214522366, -1.9660943593220455, 2.8283309876563822, 1.5002798504707007, 0.9245429663784975, 0.13425198848743258, 0.11087598236515046, -0.9576657205729803, -0.6682629428953459, -0.6974728474106419, 1.131088338970532, -0.4960603299476599, 0.08019220959558274, 0.6065912050248353, -0.4719069907607353, -2.1072929782901384]","[-4.72711975509893, 0.20083497945491555, -1.941647763944824, -1.6578436106120837, -1.2707302599343708, 0.4361174422622602, 0.5767550057337789, -0.4716325359975271, -1.281576669713791, -0.1982402180590132, 0.43464082549477373, 0.19684053975686097, 0.8162545966975003, -0.5828518397846025, 0.09913591543385362, -1.67744077826906]"
"[-1.9015473475221059, 1.0848341490033475, 0.8897427632981276, 1.1026844664899211, 2.169396015323562, 1.287313509919651, 0.5895414165717991, 0.07819124575017342, 0.6586017356730371, -1.123103872651858, 0.030038670740357362, -0.9566041470943688, -1.5811119215845446, 0.5083875325529708, 1.3171318321583452, 0.6250144302284228]","[-2.6063396902016076, 1.907427601898613, 1.2815985121866762, 0.6033708891098997, -1.0121336243425627, -0.7294841050121275, 1.1346699472752244, -0.5606351277031707, -0.6188458078680252, -0.6444947359076286, 0.9242268417140944, -0.8164080686847621, 0.09424964027998363, 0.4964893182350255, -0.18972726257377387, -0.1682131023087836]"
"[-4.503212493916771, 1.527362961559424, -0.39560350402520117, -0.7494705802443676, 0.14693894789729883, 0.25163639423461104, 0.3601554604120322, 1.5432382310883968, -0.855667972428569, 1.6362055835811504, 0.6573915236096202, 0.013151746178904935, 1.0811683627708952, 0.5728007360800906, -1.2888820340081153, 0.7956865629873292]","[1.5465556074180977, 1.8224637837648303, -1.1739817786613784, 1.8558625422281243, 0.04926338203700764, 0.7280904379545644, -0.4480497385251168, 0.7449016042389214, -0.16005858325422034, -0.9469430923647983, -0.28072751739959184, -0.786724199537899, 0.0810938335867542, 0.18435393914868634, 0.18019334803602582, 0.5392517837084059]"
