image_embedding,caption_embedding
"[2.7093826337881683, -0.6591990424454515, -0.5359479417223162, 0.5422458604652939]","[3.078541772516497, 1.9485668724382121, -0.8706240760867866, -1.368036187913078]"
"[1.1932245976078877, 1.9664222003449574, 0.5257065434456383, 0.5703413600698732]","[0.42667450396070306, -1.2176284640844655, -0.1651581967319163, 0.19506671122850666]"
"[2.3605452020998006, 1.0527412277763608, -0.39796134589428156, -1.0960505015932143]","[2.2351940312550185, 0.3212121176052628, 0.08638208446077747, -1.4024505862325134]"
"[1.09516225002668, -1.8841994193091236, -2.4353168926117927, -2.0863965360990004]","[-4.285850837008712, 0.23073885734950206, -1.7926965588130312, -0.17507433424838037]"
"[3.3658689192965188, 2.410302963724411, -1.0387929253722277, 0.06432844691955275]","[2.6598305292600113, 1.5042557455453867, -0.35352831595398426, -0.9970806588671591]"
"[-0.5121299827670138, -2.3987062221113047, 1.479580671717771, -0.3401997840136789]","[-2.653702426967265, -1.0900094939408103, -1.4090661350912792, -0.45887515058775613]"
"[1.825461672486421, 2.2936650994799446, -0.8315052969774821, 0.2036033417127912]","[-2.459369177573401, 1.1436673886769608, 0.3557986983681251, -0.3366081115066478]"
"[-4.324438464672539, 1.1012047475943028, -0.9451211818089404, 0.8582916508290516]","[2.734154733336142, -3.2573075505403746, -0.06515695538851317, -0.5232988026396667]"
"[1.2265027488092415, -2.904302158283304, 2.788216625923992, 1.362017939725063]","[-3.8456827092754775, -0.5120172757784484, -1.9621268441811717, -1.3869821901294421]"
"[-3.545971602512302, 0.18735224482869792, -0.9580707981702855, -0.6674294517481113]","[-3.9104691714718336, 0.7287061679904584, -0.7468692546556253, 0.13297563618135416]"
"[-1.9034209870188723, 1.400025268369058, 3.1094872319395055, -0.5956482845725053]","[-0.3164867677179217, 0.3478129805210953, 0.3100342243774639, -0.8793697997521477]"
"[-1.9824893048492476, -1.864963968460397, 2.80146305350302, -1.6367050105382406]","[-0.37085329660120914, -2.1373454423417084, -1.212468108420983, -0.3536301532734954]"
"[0.35362569158582846, -1.7731162367632831, -0.7452702599576106, 2.5891680090715847]","[-1.8769643462027725, -1.535054027113492, -0.3057809003248055, -0.5398540811711364]"
"[1.0851714565476274, -2.227041816361982, -1.707260217790285, -1.603598496034873]","[-0.873211900960736, 1.3787488322763584, -1.420426173237914, 1.144294334381666]"
"[0.7836741213236287, -2.5065505978387694, 2.0031751157676774, -1.4244250384140034]","[-2.86276484559666, -0.2403607174809336, -0.7611271694493734, -0.6036334581050026]"
"[0.05759070812642969, -1.966103318990789, 2.828362934890451, 1.4995534968199935]","[-4.727119753520414, 0.2008405556203531, -1.9420502567410063, -1.6564135737486574]"
"[-1.9015439147738986, 1.0848435636288711, 0.8897075620847075, 1.1030956930231268]","[-2.6063396893960262, 1.9074318590812394, 1.2815847478201516, 0.6028913740869576]"
"[-4.503218211946612, 1.527368276913956, -0.3955888460420321, -0.7488716373231388]","[1.5465556081252358, 1.822463838415943, -1.173985291763957, 1.8567843705342642]"
"[0.15173320878203636, -2.422637875098035, -1.3216787631071814, 0.4979464144784735]","[-3.818830527436343, 0.8705941441545203, -0.7847290643307497, -0.7989216132430405]"
"[-0.6809631451343459, -1.9888841871384362, 3.093665263556539, -0.9348221945203375]","[1.6694041222968894, 0.6543307038156871, 0.8030756035714504, -0.714336759194735]"
"[0.14323758324140082, -3.096353272640165, -0.3590802921313331, 1.5704717831787516]","[3.665974404369827, -3.690917188048594, -0.4213329001549947, -0.057631983202014986]"
"[-0.2702332999504184, 0.12741496664009452, -1.391135804160479, -2.3861934266374174]","[1.3379960614269673, 0.0605915170296484, 1.3247730034667458, -0.9723094790784776]"
"[1.9603677589574495, -1.8532204381062833, -0.5269585107132942, 0.7324357819620804]","[4.007562135754738, 1.283353938866682, -1.5006422319487753, -0.2673494539336147]"
"[0.409253802392635, -2.075990769005561, -0.7027475986804975, -1.9786123966428255]","[0.21045621819431137, -1.3522631380605827, 0.33592829783897316, 0.9941669939924082]"
"[3.195050101069037, 0.08080779892614365, -2.1879468714425103, -0.39058204634959043]","[0.9799768374959966, 0.7960605194576448, -0.7273999198741398, -0.9759465328909567]"
"[2.6131681099063315, 2.3860141204197873, -0.07917630398077165, 1.3145903367037806]","[-2.0274067703905962, -0.4100485855987891, 0.8887556936960802, 0.30268640845399836]"
"[0.6641035554613149, -0.3878933710294614, 0.15601947118279214, 1.4167768333635504]","[-2.9205576335856174, 0.9545076839521109, 0.889885488593053, -1.1138490107270496]"
"[2.702034302051806, 1.421517243902226, -1.2208468538705157, -0.5697024965134933]","[0.4116628839418981, 1.390486887823746, -0.8755957940960022, 1.7762552786561692]"
"[1.8985863159461827, 2.3730956623328283, 1.627996616990302, 1.2963537984498001]","[2.1473952311634483, 1.1342638997012917, 1.5316062339422127, -0.32045388156556176]"
"[1.6952171907081988, 1.1449381347992447, -2.794187207791482, -0.44500146212336616]","[-0.4244119744550206, 0.14185126084990127, 1.271980854243082, -1.1633541001895422]"
"[-0.21547438085010073, 2.519207656015269, 1.0825247871386847, 0.5342012978592715]","[4.077812879885818, 1.168247749412031, -1.4040488433308316, -0.09878750664603039]"
"[-0.28382645990000216, -1.1778010021722252, -2.1226664762793757, -2.0483301211829428]","[0.8684112722870678, 0.01417137001222454, -0.7912549635396685, -0.27028680379039877]"
"[1.0210520906531804, -2.6877492858054017, 2.7225181959401743, -0.19598283194645114]","[1.0958998328825638, -0.2978040532268504, -0.2254067991032402, -0.29038296665382857]"
"[-2.8699798384255737, 0.29945250581490757, 1.997593163778333, -1.141509496723629]","[-3.5487517415874623, -0.6044182728164627, -0.6697052890404706, 0.3077961055254223]"
"[-2.5655600139716808, 0.9760852065497354, -0.5036925682437601, -1.038867582265589]","[0.3045100360411117, -1.9661877378319645, -0.4296788541206947, 0.7163815054415095]"
"[0.5642940992954701, -1.7756253250867082, 0.7796840871032548, 1.4127464503794187]","[-2.2788616385312213, 0.3240360784251572, -0.8186686137076301, -0.6597842977126933]"
"[-0.6162629331077603, -1.850353197422187, 3.9974137777654994, -0.5419030793457452]","[-2.6521228539918646, -0.442484373093284, -0.5601747253868066, 0.45239504966526195]"
"[-0.31851036529658205, -2.495011094508353, -3.245919920481716, 1.0297782198241785]","[1.3063195171811577, 1.629306460746727, -1.396427644733078, 1.9104031095120821]"
"[-0.332294659225716, -0.3127880098722111, 0.03252887312565197, -2.113752824207017]","[0.033144157530666706, -0.3082547757684642, 0.3154985542674099, 0.5048088344256844]"
"[-0.9151656103269745, -2.7887632722671385, -1.6808621331544866, 2.4844101823359503]","[-2.9474783611731024, 0.23262893622017966, -1.2877350456191834, -0.6154869351925634]"
"[-0.3585233070376747, -1.8960783982682456, 1.403227475982552, 0.7168650830510859]","[-3.118191420683047, -0.2709417139197824, -0.3243440111531578, -0.5845574318414029]"
"[-0.8511788845499529, 0.8370519389529567, 1.8906925127650467, 1.485641958212861]","[0.5712309799115814, -0.5317698769278874, 1.6960023189441547, -0.6405230182203349]"
"[-1.5896869510820515, 3.8896536978214695, 1.345358222598883, 1.1773039400333358]","[-1.9176488400621015, 1.4019510782627318, 0.8961156106173646, 1.0729599108476866]"
"[0.09275064807760154, -2.7023799965488715, -2.1093735545580903, 1.4811696212368135]","[1.2026997929955532, 1.9490924359184478, -1.4638690653193456, -1.059647282091035]"
"[-2.4542774292741116, 2.373833657439231, 1.0415063592145442, -0.45377227134450654]","[-1.2926552798312168, 0.9327927816639685, 0.39047405397517687, 0.5478723818741867]"
"[2.456087503366387, -0.27070607432494426, -1.253202312481183, -0.4892678174255845]","[2.337309257587408, 0.21088037482276645, -0.6061630007393252, 0.3556888673019416]"
"[-4.458127928646939, 1.1440014173876758, -1.3545914755446273, 0.2871832464293794]","[1.9400335153774548, -3.1801096832774305, 0.3443686887536531, 0.30288496143094795]"
"[-1.996303894203076, -2.1315428426338285, -1.2062540852673553, 2.773022551191519]","[-2.380677961586888, -0.7957205275229009, -0.09081867392891153, -1.0589331566702231]"
"[0.17958112606650853, -1.5306776954487482, 1.6832666411419523, -1.5929424542002226]","[0.48337719110520483, -1.8214382442672523, 0.48222256650483797, -0.014888909304802786]"
"[-1.9470402009262036, -1.23814974903969, 0.2574050924073809, -1.8505180036114155]","[-2.7023208412960855, -0.08892173856716025, -1.3914058215389975, -0.3523313000902366]"
"[1.2147201526913736, -0.5144734374527049, -0.5296626936812135, -1.0825499145650592]","[-2.3989686446324345, -0.3155237889524027, -0.5009703583511115, -0.058394608035609606]"
"[1.715760543676859, -0.27360641685709497, -1.6971376818515502, -1.6484076106014207]","[-1.2848368852138246, -0.7116120523951268, -0.46578913393498406, 0.043170041311687106]"
"[1.3120135525372405, -1.5574712163488296, -0.15856248956863048, -0.8556416390596898]","[3.783982187650433, 1.4764411045667887, -1.755753506128399, 0.1817543411880355]"
"[-2.6401716609209607, 2.0402028034959914, -0.19559461803603578, -1.0745586944280483]","[-0.5604662882123088, 1.4415810248509833, 0.13250275431000277, 2.5915478152018183]"
"[3.073591557502796, 1.4813323683320547, -1.6297188279223924, -0.19585972722711786]","[2.009137825258908, -0.4635812373973708, 1.5263416861733816, -0.6558910353117102]"
"[1.638594271064572, -1.8438425631002926, -0.4980281048029972, -1.2405279789111678]","[-3.8642144329670503, 0.13257183732107308, 0.06588379953958284, -0.7803022357184854]"
"[-0.04294854873899033, -1.8599288519529251, -1.4597657768816699, 1.2388408458152702]","[-5.381752057602409, 0.8997362784503222, -1.6116410014253806, -1.5591787892136841]"
"[-4.630090564233252, 1.9516688155627944, -0.7206424699627457, -0.2994448488626861]","[-0.7836402966567855, -1.6352979386111763, -0.17895769277923046, 1.0174440595881715]"
"[1.0710516595704576, -1.5166410569072482, -2.1633352392720817, 0.6741701876971016]","[1.1873913884864358, 1.7756031492609088, -0.6291939526934285, -1.0554656887746394]"
"[-0.5355350968203838, 0.3920532039313767, -0.20584931651062838, -2.4426565409505807]","[2.761653267163032, -2.7258772254864563, 0.5825271827010682, 0.4872222817649296]"
"[0.2129577339560265, 1.7607775116442235, 0.7600106805843059, 0.6764073554918573]","[4.12055738507366, 0.9367499510832328, -1.398862879506023, -0.1981092812738244]"
"[1.6128874133563174, -0.6768671356738134, 0.30657932446998176, -1.2103917084819509]","[-0.3897301223756649, -0.8964731683540903, -0.5941235499826215, 0.34074734785846106]"
"[-1.45658319094908, 0.3603456715100205, 2.585708951625803, -0.019529529572048746]","[-4.107116150297844, 0.44954116046817644, -0.5394008381470756, 0.08570484293961586]"
"[-1.0338208742243769, 3.7912008146372522, -0.9480787340853608, -0.31462623750837726]","[-0.20343318819669506, 0.5174581113980985, 1.1534891994288548, 2.142990679163631]"
"[1.8681704785450524, 3.2747843644738435, -0.5413195818650353, 0.41560206177822684]","[-0.11998793574561578, 1.9839594852456166, 0.8368928106942447, 0.8484164841441313]"
"[-0.03948326632275152, 0.3074758627245745, 0.13484455676081586, -2.9678299605278418]","[3.1681720623305902, -1.5107017736809187, 1.0749577527030985, 0.17614571399801995]"
"[-2.1744085745284054, -1.125891072176647, -3.0650787279377907, -0.7663562946990221]","[3.838778422015383, 1.1117130033208407, -1.6230705737898758, 0.1953546596080208]"
"[-0.6989989350733791, -0.5134566411463602, -1.2396311491026017, -4.133151984303538]","[2.374994268212304, -3.11695131465653, -0.4506676623385157, 0.5907712948160735]"
"[-0.4424349118177565, 1.4677459614143251, -0.6263707766355583, -3.289899464749238]","[2.1367393390277645, 0.8825042591515936, 1.6377878365680358, -1.719750714679719]"
"[3.4821355715920963, 0.6105110049040925, -1.1902777993519187, 0.9569169284927673]","[1.8030126864683589, -1.8225399756963574, 0.886405127821742, -0.5241836815527477]"
"[-1.0366620342018655, -2.738802098802763, -1.7548984764134634, 2.484841095270183]","[0.013443156478445642, -0.7219532622148681, 0.39468743160242015, -0.3096255676269831]"
"[0.8381950164808296, -2.196054685432696, -0.4250791907402115, 0.24649687587170252]","[-5.481890824970607, 0.5837113150750111, -0.8059917970604834, -0.779715730611391]"
"[2.502433582056612, 0.6364146772643116, 1.178428147206255, 0.438026407843761]","[0.5535126178664513, 0.029467575609342343, 0.12121134858070587, 0.3580665084196722]"
"[2.2844520824771553, 2.9058544664668835, -2.035266413151464, 1.0083880400172096]","[0.29315677594205514, 0.5679441083070933, 2.6842384967907096, -1.1311072803094882]"
"[-3.366670095878587, 1.1325436419777495, 1.112953280982991, 0.6677359284528239]","[2.0635656066202714, -0.17775845952912747, 0.470964751023001, -0.5617595767494478]"
"[-0.7676958260591785, -2.166137794853033, 1.992552098722298, -1.0330495041023415]","[-2.7817312108247623, -1.1171765759186651, -1.5397722860021021, -0.6706575158482583]"
"[1.8950320509883782, 3.3105657979646463, 0.6616427282775397, 0.427085212207679]","[-3.247622326814108, 1.3388009436509907, 1.4350738432727104, -1.3118841437426187]"
"[-0.4196109120334352, -0.8413983747386355, -1.7256448348972615, 0.4993562268631803]","[3.448735419655953, 0.34438990647896583, 0.71952936201551, -1.0402795715060567]"
"[-2.5730397899745436, 1.9298651731173266, 0.2743699658528358, -1.1182674885753185]","[-0.009051017338983126, 0.034794130356088276, 0.942998586053723, 1.2342766080574223]"
"[1.7443448764901803, 0.820353284665013, 2.2236564550134568, -0.22327196050677406]","[4.00849754392218, 1.3829975797645258, -0.3176522286286406, -1.1885174461786259]"
"[3.3891120948342204, 0.11990395365298119, -1.5111721883191416, -1.7245785480946993]","[-0.6101854706060459, -0.3130192022370351, 0.1410640939813572, 0.05394573343802401]"
"[-0.03186393476681442, -0.0629589579842067, 2.8779400861010425, 0.12469247008190341]","[0.24408184019420057, 0.9084124440679012, 0.05350703700651041, 0.8159925419828405]"
"[-2.951886162842595, -0.9454395001167254, -2.3751514903898205, 2.7372663858233706]","[-3.4384121502694502, 1.1942949497244753, -0.2184115334139042, -1.4289901599766457]"
"[3.2656502804570953, 0.534420663553971, -0.8675594568162743, -1.5676681843559934]","[-0.2982662002969027, -0.5516644967897084, -0.055697639086207326, 0.08090158398490171]"
"[1.7953303080957714, 3.0941695538948863, 1.6377074848535613, 0.7689164494527745]","[-1.9894483365664328, 0.6800685850954905, 2.180461448065044, -0.04720646956129187]"
"[-0.19615728409915872, 1.0219914099319871, -1.6677692788114704, -0.003223873238292372]","[2.130613289369919, 1.781518700160013, -1.197569679464298, -1.3657753571583773]"
"[1.1544537676629028, 0.4009877219385548, -1.6526622483029771, 1.4712069218426158]","[1.7738550375590927, -0.7166696015554859, 0.989760989990814, -1.327914717438329]"
"[-1.8206505368609331, 2.7687978808411478, -0.3890191470591536, -1.4527551945133954]","[4.067175434968391, 0.16076918945257143, 0.7497301467013083, -1.2708026335327662]"
"[-2.889532865665699, 1.502617705581446, 0.8607980407016298, 0.36423650895004656]","[0.9001343957533173, 1.2492844221798933, 1.1763762479140394, -0.4897317966892927]"
"[0.3078040603155963, -0.6089227694243671, 1.179540316183635, -1.5824972178556758]","[2.5239283331415416, 1.8276752762369037, 0.09650873028280141, 0.08581005687729155]"
"[-3.1429894042761415, 1.4647805450492926, -2.0405890528375976, -0.24589583164896112]","[-0.03946856559816947, -1.7458627677790985, 0.27562675522222235, 0.5849841834294631]"
"[0.3131385798235453, -2.4189654590403955, -2.4606660297510974, 0.8425369290801252]","[1.7587348400675127, 0.6363825859126919, -0.9995218440073953, -0.6830623212281792]"
"[-1.2136823261153897, 1.5312851379813137, 0.01853053146102255, -3.1419142717155615]","[1.0570808732214776, 0.520110318445183, 0.021381151412364487, -0.3915245856459029]"
"[1.2128952639391535, -3.399061028704748, 1.8339492321885098, 0.4693741964253931]","[3.8673567076569744, -0.05521187883680732, 0.7961102767275776, -1.0148075496592417]"
"[-1.5036240040815974, -1.7451277047767895, -3.29566073087551, 0.6951703411432557]","[-4.24817306652088, 0.7467539515352122, -0.38047899559165854, -0.5036040610530346]"
"[-1.0110412064866114, -2.7174625816084665, -1.9353840629582713, 3.29299135139822]","[0.8644044959472336, 0.5897308398267542, 0.20209410133278025, -2.2662255206124327]"
"[2.1866151896043964, 3.5211861738659875, 0.609699276916132, 1.2473271414006553]","[-0.6041662346411645, 0.4382746296955322, 2.7405146916993783, 0.7500944256892423]"
"[-3.085674156685893, 1.5970366190893859, 1.2230802850756541, -0.3828827814362352]","[0.0759302027281592, -0.3594799099142699, 0.3814500957167128, 0.6372939700208426]"
"[-0.5613676566515198, -1.8999469084681668, 1.8791918041313638, -1.9468474743453525]","[1.716947042188702, 0.3322143157174962, -1.0848131817046214, 0.7551579485978063]"
"[0.9764682655987499, -1.2818557232223902, -3.337840076190563, -1.8834264778170657]","[-1.9726140091684319, 0.01362138966338511, -1.9176629660540825, 0.7412401470812618]"
"[-3.7635999233155326, 1.191685652071337, 0.7818021316107229, 0.9162335128858168]","[1.1200993134897206, -2.4738718405004474, 0.49705674772775693, 1.2144272202280106]"
"[-0.9266028269972736, 3.3060904639778275, 1.7529626914920287, -0.13673342184759307]","[0.395358124107303, 0.7076828298001443, 1.8298292597869343, 0.12427318406738215]"
"[-1.599017182695538, -0.54535719867424, 2.1102188695409385, -2.021501165112472]","[1.4567473372610327, -0.3989187621446164, 0.32378584390546955, -1.1273348904189011]"
"[0.857689479872386, -0.7962895390073982, 4.458465057770588, 0.502324476794374]","[-1.1394159568540017, -0.8015788258310296, -0.4734017737058662, 0.27976980540299945]"
"[-1.4919550031079198, -1.019853781157574, -2.6612983773940386, 0.6378304934999651]","[1.5768480133759353, -2.4791741755797267, -0.9632540598591455, 0.7838611565608613]"
"[-1.2168883177579697, -2.07227435853141, -0.7664970850807753, 0.016660517692017946]","[-4.619026083468317, -0.0332009039454465, -1.5984258731050318, -0.6250285078363075]"
"[-2.4758120247836795, -0.5483640769199079, 1.0522921176346862, 1.375173438199722]","[0.2606765095604274, -1.8714312543893687, -0.2934356194021431, 0.334394066860764]"
"[2.3602760753780117, 2.5064767830922956, -0.2667690419187145, 0.03533663087396489]","[0.30620636164582915, 0.020830769757545088, 1.4705834799159994, -1.6542835879561797]"
"[-4.4040736868528105, 1.442152955812404, -0.5081281252969685, 0.33305481843840434]","[3.025148133582863, 0.8262695841538802, 0.3492084858356605, -1.3308869642706376]"
"[3.386740629686988, 1.289158906228878, 0.8593395122940399, 0.06460198405352675]","[3.2200951572812584, 1.6779739324430896, -0.5970126911608973, -1.3519124723673321]"
"[-1.139340820640036, 0.34261009811855153, -0.5973622857242737, -3.3607183369147076]","[-0.9468359081755149, 0.032439874852348276, 0.16610353274313822, -0.8047963134167745]"
"[-0.1191022217705464, -2.3807302443699294, 3.3848328584143186, -0.020148996206688186]","[-2.951713590679362, -1.0803608598826813, -1.6953345275294744, -0.872769789551817]"
"[0.45399739113298493, -0.9533945676661384, -1.0205030990663815, 1.710083744651997]","[1.1380781846891643, 1.5309832490500603, -1.0076489571278744, 1.1990421630290462]"
"[1.7125746133811919, 3.0447928242513003, 1.5807791953622858, 0.7443584665133327]","[-2.1460211075437496, 0.8911134430239758, 2.005891383948049, 0.2465972845744415]"
"[1.7848472732428315, -0.30009307561370085, 3.1318105643182275, 1.0550352534563558]","[2.2286717376319203, -0.2379810224375301, 1.5004264568261683, -1.0485726033498273]"
"[-1.0259605724612666, 1.360266771100296, -1.2709118483502324, 0.35796450787444684]","[-2.766171269332455, -0.060173253423089365, 0.9641448338281852, 0.503707152065237]"
"[-1.4438959269712706, -2.8297190059200212, -1.9528325226363237, 2.294868784559202]","[2.3112382496321238, -3.0930596638043046, -0.6582742135738766, -0.20130350294069582]"
"[-2.2478967652909736, 0.5058098644813762, -1.7284955095505368, -1.0906093356901216]","[-1.6036979736736674, 1.4912612366002758, 2.075578242463024, -0.6092841176465793]"
"[-0.3890056046501984, -0.44461266611859873, -0.5267257775051777, -3.0251810862491935]","[-2.1710692563845737, -0.43516257656136115, 0.45905316201474444, 0.9750392850166665]"
"[-0.12948211725645375, -0.7592216613300476, 2.9168242678731384, 1.2951243755914423]","[-1.518025725048227, 1.295018459729563, 0.2109551686576889, -1.1257713405413419]"
"[-1.408649294321804, -1.2335442746638325, 0.4504041287840948, -0.7295414999265326]","[-3.801233196995286, -0.3004182757959236, -0.9858584533249258, 0.11558560818875646]"
"[1.6917053858484228, 2.8881051257964008, 0.7395826994861294, -0.42922002885273913]","[1.8114462656555663, 0.14482445257514137, -0.05342970963730779, 0.6609611754800592]"
"[0.14957522341931637, 0.31059140090057, -0.03873327405822363, -2.570877432651395]","[-2.6934983237339223, 0.9681284709464621, 1.5919597333387014, 1.4122451082633758]"
"[-1.7274820188991977, -3.1245583777341595, -1.1275766938155705, 2.8972279479276204]","[2.190005800851995, -3.2623583010287525, -0.5686850210835258, 0.23666590206906185]"
"[-0.10826204338192405, -2.776498700270613, -1.499791042390828, 0.38788020464413187]","[0.025868014969842607, -0.7266652313566389, -0.5318483391664511, 0.6873842797749563]"
"[-0.4143859462945144, 4.050677565786718, 0.019608774286997803, 0.8040833215632943]","[-0.26828771496559833, -0.14623310464268696, 1.7346671684796846, -0.1340455431355062]"
"[-0.5490834288415999, -0.6231014979539451, -1.9302923657150972, -0.4157681577197611]","[3.6310711064490286, 1.2541117287442844, -0.9509953736287825, -0.25913627303943665]"
"[3.127614891510586, -0.26790878599513845, -1.4550459010422205, -0.8804920658370657]","[0.39495226008364426, 1.0985898301955894, -1.469501638057514, -0.3844939742109549]"
"[1.9215183058541048, -0.023218168998352457, 1.0233527100112774, -0.2874737066587664]","[2.5105884175514457, 2.7836778803336575, -1.3344473616014976, -1.1190199407066361]"
"[1.4625616435648023, -0.5319497106114139, 1.730017145974697, 0.0017168113101573674]","[1.9793135208606796, -0.04353231766943117, -0.06167133277325727, -1.336251379731599]"
"[2.9185272148390973, -0.33321874604405843, 1.6748787297012135, 0.2853664829694747]","[2.2060985028111353, -0.516541586273782, 1.1712839090222638, -1.4181639624571485]"
"[0.31717841233002303, -1.7066552096614853, -2.4503373849133543, 1.7458458874732523]","[1.5059669699747968, -2.403046502292776, -0.6484819710113977, -0.10346953405756927]"
"[-2.0425394577298706, 1.5227809000730221, 1.1016435576953723, 0.5682425175507414]","[-1.935154466614424, 1.1882658361809821, 1.8703926839969618, 0.46444895525403085]"
"[2.4965356045862213, 0.06668958235765172, 0.8336540705361575, 0.3691366868307128]","[3.07790612330621, 1.8868613499661666, 0.19509516018554462, -0.5896136228028778]"
"[-4.086821947089145, 1.0020503786585282, -0.7901056927976652, 1.4944169723856593]","[2.946947223565322, -2.737293240034155, 0.4643741992043353, -0.15321953775795102]"
"[-1.4183963100498802, -1.5673130294888449, -1.9730400023069836, 1.3827895418646603]","[-3.0272708990677093, -0.20850785033158892, -0.8895430485661372, -1.144266349218305]"
"[0.16098663242436134, -3.1961034862135755, 0.08035243643838721, 3.5492893815511546]","[3.496383568109798, -4.3631332850763025, -0.15684965339296783, -0.06091371408966314]"
"[-0.6478005358283564, -2.181252687299235, 2.480054583941894, -1.2390409717001591]","[-2.6374523458150074, -0.5961510206723015, -1.6121346307252298, -0.42972025767861716]"
"[1.6669396116553374, -0.41269890970707845, 3.587737742360357, 0.9346971519357056]","[-2.401786306563348, -1.182826550895999, 0.04130940196810544, -0.36575462794645675]"
"[-1.7555227109115121, -2.2399205383577767, -0.23480479625973394, 2.4432479604004187]","[-1.1282977299268941, -0.639904323049521, 0.16389504619039155, -0.561128107340708]"
"[-1.7924655357526345, 2.3597780296274324, 0.5650461618972217, -0.8381038713423522]","[-1.9195367402689263, 1.5309175742659717, 0.7339886034010727, 2.4953509807900773]"
"[0.9482444604765121, -0.4541369032575796, 1.4401540516008662, 0.3193276919133851]","[-0.016911181702606696, 1.0552144130485217, 0.16291067350246582, 1.981382337465249]"
