image_path,caption,image_entropy_total,image_entropy_r,image_entropy_g,image_entropy_b,text_entropy
512\image_21.jpg,English: Entrance of the Neurological Institute of New York,7.721594471201475,7.750741415333629,7.710304775392313,7.703737222878484,3.9522987203460653
512\image_22.jpg,"Königlicher Kronen-Orden (Preußen): Bruststern zur I. Klasse (3. Modell), Avers.",4.613582743479002,4.5623707211274755,4.6286182541709024,4.649759255138628,4.447521807193078
512\image_23.jpg,"English: The RVCodeEditor is a part of RenovatioCMS. It enables you to edit the php, sql, html, java script and css source code of your RenovatioCMS documents. Nederlands: De RVCodeEditor is een deel van RenovatioCMS. Zij stelt u in staat om de php, sql, html, javascript en css broncode van uw RenovatioCMS documenten te beheren.",3.607086647887309,3.8098385238661727,3.712350237285811,3.299071182509943,4.200669576804377
512\image_24.jpg,"Español: Karol Cariola durante la visita de la candidata presidencial Nueva Mayoría, Michelle Bachelet, a la comuna de Independencia, el 24 de agosto de 2013.",6.441823253119542,6.371717219494856,6.446593467169425,6.507159072694345,4.195497280897887
512\image_25.jpg,Polski: Kolejka linowa Elka w Parku Śląskim w Chorzowie 2013,7.117437075259011,7.1768849514034,7.211897378372112,6.963528896001519,4.206669454469437
512\image_26.jpg,"English: Dar Seffarine in Fes, Morocco",7.757020578015187,7.789076167295937,7.755729342129381,7.726256224620243,3.8758494743010163
512\image_27.jpg,Julin (Polska) - plantacja nasienna,7.372900563465701,7.48693824637852,7.557432350256597,7.074331093761987,3.7614457889184734
512\image_28.jpg,"English: TruJet ATR 72-500, registered VT-TMP, pushing back at Rajiv Gandhi Intl Airport Hyderabad bound for Rajahmundry.",7.246390538315121,7.310893159731799,7.256083239019739,7.172195216193822,4.477811656948126
512\image_29.jpg,Čeština: Obecní úřad v obci Malá Štáhle,7.352007459759942,7.592463534471881,7.3733935046334995,7.090165340174443,4.182336834024969
512\image_30.jpg,"Red-browed Finch, Neochmia temporalis; wild bird",7.6341571116642255,7.679425845312506,7.631787976418692,7.591257513261477,4.168833991324552
512\image_31.jpg,"English: Temple, Budapest, Hungary, aerial photography Magyar: A Szent Gellért-templom Budapest XI. kerületében. Épült Kiss András Ybl Miklós-díjas építész tervei szerint 1984 és 1992 között",7.8561546042892205,7.868572778398807,7.836051957405896,7.86383907706296,4.708396676455449
512\image_32.jpg,William Dutcher,5.306196137474372,5.270439741881271,5.290388271303383,5.357760399238461,3.640223928941851
512\image_33.jpg,"Hymenocallis occidentalis - Woodland, hammock, or northern spider-lily",7.646686249032306,7.672590984199535,7.732312169384776,7.535155593512607,4.1250446259664315
512\image_34.jpg,"English: Brigade General Tahsin Yazıcı receiving the Silver Star from Lieutenant General Walton Walker (December 15, 1950).",7.284741233023777,7.447000321549216,7.309973592374393,7.097249785147721,4.414133940966401
512\image_35.jpg,"English: Peninsula Eggøya, Jan Mayen. Deutsch: Halbinsel Eggøya, Jan Mayen. Holzschnitt aus dem Expeditionsbericht der Norwegische Nordmeerexpedition.",6.296717006815985,6.296717006815985,6.296717006815985,6.296717006815985,4.363223100827203
512\image_36.jpg,"English: Drosophila setosimentum, one of the Hawaiian picture-wing species.",6.816191857895134,6.739555508537,6.801258570381594,6.90776149476681,4.182366111091028
512\image_37.jpg,"""English: Stephen B Whatley standing in front of """"The Sleeping Beauty Beyond The Wall: Kensington Palace""""""",7.409339317030054,7.235631510440105,7.226784419425814,7.765602021224243,4.131743375398898
512\image_38.jpg,"Português: Boeing 737-300 da Sideral Air Cargo, de prefixo PR-SDL, no Aeroporto de São Luís, Maranhão.",6.864289347602561,6.7866396524444745,6.987038105664979,6.819190284698229,4.412553353594993
512\image_39.jpg,"A school of Jack Mackerel (Trachurus declivis). Fairy Bower, Manly, NSW",7.167884473314875,7.0171311040585085,7.246431893993247,7.240090421892869,4.36519466310697
512\image_40.jpg,Masdevallia coccinea f. alba 'Snowbird' AM/AOS,4.228819708925708,4.422216331306897,4.07010133358353,4.194141461886698,3.971734173768879
512\image_41.jpg,"Nederlands: Het grafmonument van Sebastiaan boven zijn graf door Giuseppe Giorgetti (c.1671-72) in de Sint Sebastiaan buiten de Muren, langs de Via Appia in Rome",6.94222020624855,6.948540531819516,6.926376111307123,6.95174397561901,4.3004779039627925
512\image_42.jpg,Português: Vice-Almirante Fernando de Quintanilha e Mendonça Dias,7.446844153943822,7.330734405639658,7.478885264549465,7.53091279164234,4.19016136917265
512\image_43.jpg,"""San Marino, October 6–7, 2006. The 1990–91 Lancia Delta HF Integrale 16v of Massimo """"Miki"""" Biasion at 2006 Rally Legend.""",7.752434582937146,7.734206322466177,7.756195589270699,7.766901837074565,4.499764502893219
512\image_44.jpg,"Deutsch: Schematische Darstellung eines Schweins, Schweinskopf.",1.8469144519823297,1.854904801297621,1.8393636548626657,1.8464748997867027,4.102468273683174
512\image_45.jpg,English: inside,7.607410125013349,7.630857914441773,7.60651078325697,7.584861677341305,3.189898095464287
512\image_46.jpg,Nederlands: BAG woonplaatsen - Gemeente Teylingen.png,3.762160240555019,3.6917369556184862,3.825710644799844,3.769033121246726,3.8854913886812255
512\image_47.jpg,Русский: Ночь в Гранд Макете,6.130044007060999,6.146277211807359,5.940999877780559,6.302854931595079,4.09306920777189
512\image_48.jpg,English: Recreation of the Department of Finance chart on the distribution of Irish exchequer tax revenues,2.1659997849930783,2.1169571974154286,2.168150953815678,2.2128912037481285,4.012639974929527
512\image_49.jpg,Русский: Станция метро «Горьковская» Нижегородского метрополитена English: Gorkovskaya metro station of the Nizhny Novgorod metro,6.977437215395443,7.162466428352411,7.082636049447861,6.687209168386058,5.020225078292843
512\image_50.jpg,"English: South Shore Hospital. The NHS hospital on Lytham Road, seen from outside St.Margaret's Catholic chapel, to the right of shot.",6.47107381260068,6.505012075555245,6.432787017847319,6.475422344399476,4.061937101503602
512\image_51.jpg,"English: Dresden Park Railway, Saint Nicholas' Eve, Steam locomotives 001 Lisa (right) and 003 Moritz shorly after water refilling at ZOO station (white water tower on the left)Deutsch: Dresdner Parkeisenbahn, Nikolausfahrten, Dampflokomotiven 001 Lisa (rechts) und 003 Moritz kurz nach dem Wasserauffüllen (weißer Wasserturm am linken Bildrand), Bf. ZOOČeština: Drážďanská parková dráha, Mikulášské jízdy, parní lokomotivy 001 Lisa (vpravo) a 003 Mořic krátce po doplnění vody (bílá vodárna vlevo) v prostoru stanice ZOO",7.7590134288146,7.7721962296482845,7.7775464318545575,7.727297624940957,4.694591914437053
512\image_52.jpg,"Español: El Museo nacional de etnografía de Nampula es el único museo nacional de Mozambique que no está localizado en Maputo.Português: O Museu Nacional de Etnografia de Nampula, é o único museu nacional moçambicano não localizado em Maputo. O edifício é um projecto do arquitecto Mário de Oliveira",7.552633485428956,7.617493363879146,7.726124851557521,7.314282240850199,4.211374431429611
512\image_53.jpg,Deutsch: Das Dallauer Schloss: Eckturm und Palas blieben erhalten.,7.373317775398043,7.371637367176901,7.435254359883112,7.313061599134114,4.014769165143282
512\image_54.jpg,"""English: Stora Teatern (""""Grand Theater"""") in Gothenburg, Sweden. Svenska: Stora Teatern i Göteborg.""",7.635056088971541,7.592431071574439,7.644770654193646,7.667966541146537,4.133709994541179
512\image_55.jpg,Српски / srpski: Иконостас у Православној цркви Светог Глигорија у Товаришеву,7.261544356467538,7.501181463131659,7.382695211303282,6.900756394967672,4.271475873502887
512\image_56.jpg,Euskara: Sentimenduen analisirako Talaia ataria. 2016ko EAEko hauteskunde autonomikoen termmetro digital gisa. English: Talaia portal of sentiment analysis. Digital thermometer of the 2016 regional elections.,3.7645627708576743,3.7823190921499634,3.766108858807651,3.7452603616154088,4.157889417633971
512\image_57.jpg,This file was uploaded with Commonist. Italiano: Grappolo di pomodori cigliegino a diverso grado di maturazione,7.238212071445742,7.641642552394415,7.338639794357114,6.734353867585695,4.068006717305965
512\image_58.jpg,"""English: Drawing of Lelwel Hartebeest (Alcelaphus buselaphus lelwel), from """"Records of Big Game"""", Rowland Ward""",2.7403446024363967,2.740344602436397,2.740344602436397,2.740344602436397,4.288670543592647
512\image_59.jpg,English: Archives New Zealand Reference: ACGO 8333 IA1 1350 / 15/11/59182,5.986941554767353,5.212275136324404,6.26195693529039,6.486592592687268,4.32526108027105
512\image_60.jpg,English: 80 Jahre Citroen Traction Avant 2014 La Ferte-Vidame,6.012248844242542,5.9499583467878985,6.027054483541681,6.059733702398046,4.2482915919384485
512\image_61.jpg,"English: Diodora rueppellii (G.B. Sowerby I, 1835) (underside) , a keyhole limpet from the family Fissurellidae; Malaga, Spain",6.392297984704981,6.4399447064694275,6.3905489897249685,6.346400257920546,4.4644820298445795
512\image_62.jpg,"Português: Brasília - Os ministros das Relações Exteriores do Suriname e do Brasi, Winston Lackin e Antônio Patriota, dão entrevista sobre os acordos de cooperação entre os dois países.",7.155329192068572,7.131012217932723,7.160750001938449,7.174225356334547,4.136395992518216
512\image_63.jpg,English: Flag of Aga Niigata 日本語: 阿賀町旗,1.4664862776747514,1.3762586234748246,1.4801597055484446,1.543040504000985,3.988077434998132
512\image_64.jpg,Deutsch&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016English&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016,4.874302059054998,5.3945188886096656,4.621758392459582,4.606628896095749,4.546854138840013
512\image_65.jpg,English: Adding cloisons to patterned base Cloisonne production at an official state production facility. Picture taken late September 2002 by Leonard G. Selectively digitally blurred for jpeg image storage reduction.,7.908146932851658,7.930686889801936,7.906659987531917,7.887093921221118,4.23888058197207
512\image_66.jpg,"""Sculpture """"De Eenden"""" in Wanroij, The Netherlands""",7.2442266400605355,7.243755672884502,7.099966598315158,7.388957648981947,3.901618803252421
512\image_67.jpg,Italiano: Modica: interno della chiesa di S. Maria di Betlemme (xilografia di Barberis 1892).,7.652336110394192,7.73547300877233,7.725257842458353,7.4962774799518925,4.175239422078684
512\image_68.jpg,Polski: Tomasz Majewski na stadionie Orła podczas 4. Mityngu Kamili Skolimowskiej 25 sierpień 2013,6.597692586253776,6.666891488598456,6.63761608707458,6.488570183088293,4.417659798384442
512\image_69.jpg,Official Russian Empire coat of arms Turgai Oblast. Герб Российской Империи Тургайской области в Гербовнике МВД. Утверждён Императором Всероссийским Александром Вторым в 1878 году.,6.970026491505588,6.997354643036459,6.984645671885836,6.928079159594469,4.918029219332537
512\image_70.jpg,日本語: 城南学園幼稚園,7.824109358201553,7.883676796004421,7.837192940235998,7.751458338364238,3.4182958340544896
512\image_71.jpg,English: Portrait of Lord Stanley of Preston.,6.929355756480253,6.929355756480254,6.929355756480254,6.929355756480254,3.933209418831506
512\image_72.jpg,"The Clash, Chateau Neuf, Oslo, Norway",4.967587321631659,4.967587321631659,4.967587321631659,4.967587321631659,3.841096866085959
512\image_73.jpg,Structure of presenilin,1.0077720406042496,1.1045014230500356,0.7975770810683871,1.1212376176943257,3.588354347173234
512\image_74.jpg,"""English: A starboard quarter view of a Soviet Project 941 """"Akula"""" class (NATO reporting name: """"Typhoon"""") ballistic missile submarine underway.""",7.603167866413782,7.6031678664137825,7.6031678664137825,7.6031678664137825,4.472806842011814
512\image_75.jpg,Alishan Forest Railway Diesel locomotive DL42 阿里山森林鐵路柴油機車DL42,7.495724534836296,7.5743173482514745,7.545248064191307,7.367608192066107,4.610584468497626
512\image_76.jpg,"Karachi Streetshots. Karachi by day, on the road.",7.389055408225079,7.402956546456512,7.427537098235284,7.336672579983439,3.871323681559686
512\image_77.jpg,"Русский: Фрост Олимпос в Авачинской бухте, Тихий океан, Авачинская губа, Камчатский край, Петропавловск-Камчатский in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (в бухте находятся военный корабль Иней с сопровождением РБ-262, Фрост Олимпос и катер береговой охраны, на заднем плане ЗАТО Вилючинск и вулкан Вилючинская сопка) English: Frost Olympos in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (Iney assisted by RB-262; patrol vessel of the coast guard of the Russian Federation, ZATO (closed administrative-territorial formation) Vilyuchinsk and Vilyuchik in the background)",7.0117914740257445,7.239892578527288,6.910492026424168,6.8849898171257795,5.352626656941802
512\image_78.jpg,"Français&#160;: Diffa offerte le 30 septembre 1866, par la société minière Mokta el-Hadid (Algérie), au vice-amiral de Gueydon, commandant en chef.",6.779143413849277,6.461998136055556,6.907354140232799,6.968077965259476,4.656028616543548
512\image_79.jpg,Nederlands: Bibliotheek van Merksem,6.010124744638979,6.047768276051291,6.022934464856707,5.959671493008939,3.9001530166977116
512\image_80.jpg,"English: 'Resolution' in Belfast. The highly unusual ship 'Resolution' in the building dock at Harland and Wolff in Belfast beneath the gantry cranes 'Samson' and 'Goliath' 599214 The ship is used in the construction of offshore windfarms and was in Belfast to collect turbine foundations that had been manufactured by Harland and Wolff for an offshore windfarm in the Solway Firth (see http://news.bbc.co.uk/1/hi/scotland/south_of_scotland/7151034.stm ). Its unusual shape comes from the six 130m legs which, once on site, jacks the vessel out of the water and provides a stable working platform to construct windfarms at sea. See http://www.ship-technology.com/projects/mayflower/ for some technical info on the Resolution.",7.206471047752809,7.45436259105154,7.184504788333734,6.980545763873152,4.505475859965822
512\image_81.jpg,"""9th Annual Saturday Night Cruise-In September 20,2014 Hastings, Minnesota My second time to this event and the second time I got rained on. It was nice before and after the rain though. I did miss quite a few great cars that left before I could capture them, including a white 1962 Imperial that I caught a glimpse of at &quot;Back to the 50's&quot; More of my car pictures at my Flickr site: &lt;a href=""""https://www.flickr.com/photos/greggjerdingen/collections/72157631550277505/""""&gt;www.flickr.com/photos/greggjerdingen/collections/72157631...&lt;/a&gt;""",7.430108967253857,7.489761761506452,7.429046338462312,7.371518801792807,4.748500928418427
512\image_82.jpg,"English: Samuel Cole Wright, a veteran of the American Civil War and recipient of the Medal of Honor",7.197949727376302,7.197949409484863,7.197949409484863,7.197949409484863,4.04325496976185
512\image_83.jpg,Norsk bokmål: NM landevei fellesstart 2020 Røyse - 9 Idar Andersen - 13 Jonas Iversby Hvideberg,7.456110197812266,7.45005746745646,7.482246537123396,7.436026588856942,4.3539641685724
512\image_84.jpg,English: Municipal locator,3.1938578214323208,3.261283750562418,3.1600833695076096,3.1602063442269346,3.9500637564362093
512\image_85.jpg,"Русский: Иконостас, барабан",7.7338300995061795,7.771061304022098,7.6663749703839095,7.764054024112531,3.6437763910523575
512\image_86.jpg,English: Iran - Hamedan view from Alvand Mountain,7.309537929021073,7.026558944546338,7.189939816165456,7.7121150263514275,3.978366793760432
512\image_87.jpg,"English: Limestone sarcophagus of Bakenranef, vizier under Psametek I. From his tomb (Saqqara). Reign of Psametek I, 26th dynasty, Late Period. Florence, Museo archeologico nazionale. Italiano: Sarcofago in pietra calcarea di Bakenrenef, visir sotto Psammetico I, rinvenuto nella sua tomba a Saqqara. Regno di Psammetico I, XXVI dinastia, Epoca Tarda. Firenze, Museo archeologico nazionale.",7.008852544300847,7.3290468422278074,7.078152177948407,6.619358612726327,4.335085156920799
512\image_88.jpg,Français&#160;: Le bâtiment voyageurs vers 1900.,7.849824020627274,7.849824020627274,7.849824020627274,7.849824020627274,4.571854365656769
512\image_89.jpg,"Italiano: Abbazia di San Michele Arcangelo a Poggio Renatico. In stile gotico-lombardo del XIV secolo, è stata inaugurata nel 1907. Sul tetto sono visibili i danni del terremoto dell'Emilia del 2012. Sulla destra si intravedono i detriti derivanti dai resti del campanile, demolito con 120 microcariche di dinamite dopo essere rimasto seriamente danneggiato dal terremoto.",6.986298649478496,7.214704734726774,7.344768995677992,6.399422218030725,4.1471247401854825
512\image_90.jpg,Localisation du Bassigny,6.049574742822233,6.490782554609595,6.22340313988574,5.434538533971361,3.6572682296173897
512\image_91.jpg,Ελληνικά: Γιώργος Σουφλιάς,7.215873639991012,7.415212237588199,7.176163713898295,7.056244968486542,3.9500637564362093
512\image_92.jpg,English: States won by PRI,0.5106579297759654,0.2382120667856201,1.0554453707651412,0.2383163517771347,3.9021748142117274
512\image_93.jpg,Deutsch: Bezirk Feldkirchen,1.4987535265050116,1.4987535265050116,1.4987535265050116,1.4987535265050116,3.9400726873486547
512\image_94.jpg,English: Batavia Stad Nederlands: Batavia Stad,7.778316016097601,7.812258847644286,7.818124108815697,7.70456509183282,3.6452222170590125
512\image_95.jpg,"Hip hop group Little Brother performing in Atlanta, Georgia.",6.319398225553382,6.63373211213022,6.231691992764174,6.09277057176575,3.896834613373055
512\image_96.jpg,English: Grumman F-11F Tiger and Fleet Model 2 in the Cradle of Aviation Museum. Grumman F-11F Tiger en Fleet Model 2 in het Cradle of Aviation Museum.,7.54721803145637,7.725171628071465,7.409059270288521,7.507423196009122,4.126295109655747
512\image_97.jpg,"Форт Александр I. Внутренний двор. This is a photo of a cultural heritage object in Russia, number: 7810285015 This template and pages using it are maintained by the Russian WLM team. Please read the guidelines before making any changes that can affect the monuments database!",7.703694466033368,7.810765663824084,7.664893403750322,7.635424330525698,4.67788833462867
512\image_98.jpg,Paul-Gerhardt-Gymnasium in Gräfenhainichen,7.242931629223254,7.420800982063382,7.235826245358059,7.072167660248322,4.091622411276601
512\image_99.jpg,Deutsch: Kurt Christoph Graf von Schwerin Русский: Памятник графу Шверину,7.598061101023685,7.578944281825032,7.576746710408974,7.638492310837049,4.9150485311271215
512\image_100.jpg,"English: Hagfish, Duiker Point, Cape Peninsula.",6.9742483060886995,6.63188451147845,7.340207894227976,6.95065251255967,4.1452520227940735
512\image_101.jpg,Slovenščina: Kapela Puževci Slovenija English: Chapel Puževci Slovenia,7.4874505863527,7.660405858512755,7.614161080750453,7.18778481979489,4.030570653793757
512\image_102.jpg,Deutsch: Jörg Zager,7.360261086983525,7.4048661338763395,7.272805072451794,7.403112054622442,3.8268748818646374
512\image_103.jpg,"Deutsch: Eustachius de Lannoy ergibt sich 1741, nach der Schlacht von Colachel, Gemälde, um 1750, Padmanabhapuram Palast, Tamil Nadu, Indien",7.4054065666438165,7.573839224913453,7.519291904572016,7.123088570445981,4.357683366296772
512\image_104.jpg,Čeština: Stolová hora Pfaffenstein Autor Zp.,7.723979222360441,7.7767617451682005,7.747094458674223,7.648081463238899,4.144106550888951
512\image_105.jpg,"English: Nishitetsu Shirakibaru Station(eastside entrance), Nishitetsu Tenjin Omuta Line. 日本語: 西鉄天神大牟田線 白木原駅（東口）",7.372732807002727,7.381090037073313,7.375571081189631,7.361537302745238,4.689681581840394
512\image_106.jpg,Català: Maquesta del lloc arqueològic de Kotosh del Museu de Kotosh,7.727049576351585,7.77870289627015,7.6675098358067455,7.73493599697786,3.97273331898716
512\image_107.jpg,"English: Thomas Fischer-Dieskau, nephew of Dietrich Fischer-Dieskau, receives the 2005 Polar Music Prize in place of his uncle from the hands of His Majesty, King Carl XVI Gustaf of Sweden at the Stockholm Concert Hall.",3.3840396818722063,4.04696244084458,3.3260669234887392,2.779089681283298,4.363206382860016
512\image_108.jpg,福州东站 - Fuzhou East Railway Station - 2014.09,7.508746640579898,7.707200350954783,7.517382376069412,7.301657194715499,4.45019589235169
512\image_109.jpg,"English: Lutheran church in Moruț, Bistrița-Năsăud county, Romania Română: Biserica evanghelică (turnul clopotniță și ruina navei bisericii evanghelice C.A.), sat Moruț; comuna Matei This is a photo of a historic monument in județul Bistrița-Năsăud, classified with number BN-II-m-B-01679",7.653834365997319,7.61577781241564,7.677456427773468,7.6682688578028495,4.531039014607996
512\image_110.jpg,Eesti: Stockholmi Eesti Kooli koor XI noorte laulu- ja tantsupeo rongkäigus,7.6524402713584605,7.618937385061642,7.650556136195237,7.687827292818502,4.030922825273811
512\image_111.jpg,English: Folk festival in Bukowsko.,7.607679597647255,7.743179487318455,7.7067025841253685,7.373156721497944,4.050013373778756
512\image_112.jpg,"Deutsch: Neudörfl, „Hofleithamühl“.",7.7325590198465335,7.7325590198465335,7.7325590198465335,7.7325590198465335,4.343289445392767
512\image_113.jpg,"Deutsch: Pallas Spangel, Rektor Universität Heidelberg, Buchtitelseite",6.618643832163156,6.655859541042805,6.554573746150805,6.6454982092958605,4.136795526410613
512\image_114.jpg,"Deutsch: Lageplan der Südburg von Hattusa, Zentraltürkei",1.2082800156826585,1.2082800156826585,1.2082800156826585,1.2082800156826585,4.233906101728056
512\image_115.jpg,English: Labour Members of Parliament at the opening of a new session of Parliament,7.238036105544411,7.238036105544411,7.238036105544411,7.238036105544411,3.9391738745379006
512\image_116.jpg,"Русский: Смоленское кольцо , 1 этап RTCC 2011",7.387104365731716,7.449255382285143,7.400859134804699,7.311198580105304,4.354936219469005
512\image_117.jpg,Ukrainian SSR (Украинская ССР).,6.542827973345712,7.014258968790793,6.451542106472074,6.16268284477427,4.1313003425053605
512\image_118.jpg,Deutsch: Kartoffelstampfer,5.219716164152028,5.249098658864857,5.179577104729655,5.230472728861571,3.921029621737614
512\image_119.jpg,"English: 50th Munich Security Conference 2014: Saeb Erekat,Valéry Giscard d'Estaing and Tzipi Livni: Saeb Erekat (Head of the Palestinian Negotiation Steering and Monitoring Committee, Palestinian National Authority), Valéry Giscard d'Estaing (Former President of the French Republic) and Tzipi Livni (Minister of Justice, State of Israel).",7.424416120015547,7.682856734599661,7.411096357236417,7.179295268210564,4.408039721988036
512\image_120.jpg,Svenska: Maskinen 2011.,6.5946407517690995,6.571396466233931,6.553991294052738,6.658534495020632,3.675310868912364
512\image_121.jpg,Français&#160;: L'église Saint-Pierre-aux-Liens à Mazirot Deutsch: Kirche Saint-Pierre-aux-Liens in Mazirot,7.671476196425097,7.766873574782602,7.6544281960826295,7.593126818410059,4.50675892589392
512\image_122.jpg,English: Expulsion of the Russian envoy to the Holy See Felix von Meyendorff by Pope Pius IX in 1864 for insulting catholic faithDeutsch: Die Ausweisung des russischen Gesandten Felix von Meyendorff durch Papst Pius IXPolski: Odprawa udzielona posłowi rosyjskiemu Feliksowi von Meyendorffowi przez papieża Piusa IX,7.5571328121113845,7.5571328121113845,7.5571328121113845,7.5571328121113845,4.383350553398698
512\image_123.jpg,Português: A imagem provém de um artigo (Evolutionary Trends In Crustacea - Malacostraca) e representa a evolução ao longo das eras geológicas desta classe.,1.3379984508010905,1.3379984508010905,1.3379984508010905,1.3379984508010905,4.175954019300953
512\image_124.jpg,"The first group of irregular maritime arrivals arrived at the regional processing centre in Manus Island, PNG today. The 19 people, comprising families from Sri Lanka and Iran, departed Christmas Island late yesterday. Transfers to Manus Island and Nauru will continue in coming weeks and months.",7.538276780977341,7.628911669345607,7.572529366561305,7.413389307025113,4.156922906392535
512\image_125.jpg,English: Marie of the Incarnation (1566-1618),7.07424539114842,7.435239163123495,6.8890490880124915,6.8984479223092725,4.277871085594326
512\image_126.jpg,"Gedecktes Brüggli, Stich von 1780",6.121392799569435,5.983231910654975,6.178104483797651,6.202842004255681,4.27137063437885
512\image_127.jpg,Deutsch: Unterscheidung Loxodrome – Orthodrome,0.6085489175557081,0.6085489175557081,0.6085489175557081,0.6085489175557081,3.928255912899314
512\image_128.jpg,"Cheirolophus crassifolius, Malta Thanks to Stephen Mifsud http://www.maltawildplants.com Flowering plant",7.7878275120069835,7.859056698186657,7.762573068711426,7.741852769122868,4.320282872554395
512\image_129.jpg,"English: Program book for Women’s Equality Day, Aug. 23, 2016",6.2562987515750335,5.897873003366693,6.5105882408186115,6.360435010539796,4.612645075367672
512\image_130.jpg,"""English: Detail of the nose art on a B-25 Mitchell aircraft, at the Collings Foundation Airshow. Aircraft details: B-25J-15NC c/n 108-32207 44-28932 (N3476G), ex-TB-25J, ex-TB-25N BD-932, ex-air tanker #6, """"Tondelayo"""", Collings Foundation, New Smyrna Beach, FL (A).""",7.1801548231291585,7.2658281111630565,7.183846121205048,7.090790237019373,4.822041668020687
